Tue Aug 25 22:18:33 PDT 2015 --  @evalencia0212 we all can't be as fabulous as I am 🏾🏾🏾🏾 pic.twitter.com/jNZFhkTjoH
Mon Apr 20 22:34:42 PDT 2015 --  My most used phrases include and are not limited to: Can I charge my phone? Omg my phone died I'm plugging in my phone ok Is that an outlet?
Thu Apr 16 15:36:40 PDT 2015 --  My life @viviiiiig https://twitter.com/wisdomreactions/status/588390506545205248 …
Mon Apr 13 21:09:41 PDT 2015 --  RT pic.twitter.com/smLnoDWG3n
Mon Apr 13 18:01:18 PDT 2015 --  Want to see @AZEALIABANKS live in Los Angeles Thursday, April 16 @clubnokia? Follow us and RT to win. 2 winners announced at 7pm. Go!
Sat Apr 11 10:44:56 PDT 2015 --  I hate how true this is pic.twitter.com/qqJtV8YTKZ
Sat Apr 11 10:01:02 PDT 2015 --  Emma Stone http://twitter.com/iLGDaily/status/586768164744208384/photo/1pic.twitter.com/7paw1OTIbH 
Tue Apr 07 13:33:15 PDT 2015 --  I wanna hang out but i have no car #thestruggle
Sun Apr 05 04:13:34 PDT 2015 --  My type of Easter Egg Hunt pic.twitter.com/YmFCQVMKFi
Thu Apr 02 15:10:44 PDT 2015 --  RT to win tix to see @_warpaint, @Failure, @RJD2 & tons more May 2 in Mecca, CA @MoonBlockParty's #DesertDaze2015. Winner at 4:30pm. Go!
Wed Apr 01 17:31:33 PDT 2015 --  Want to see @JessieWare live in Los Angeles Wednesday, April 8 @Wiltern? Follow us and RT to win. 2 winners announced at 6:30pm.
Wed Apr 01 15:12:48 PDT 2015 --  I need try not to fall asleeo
Sun Mar 29 18:39:49 PDT 2015 --  #IfWeDate I won't be controlling, you can have fun with your friends, just don't do something you wouldn't want me doing.
Sun Mar 29 15:15:35 PDT 2015 --  Bought my first ever pair of jordans
Sat Mar 28 10:12:32 PDT 2015 --  This made me so happy pic.twitter.com/mJcqs2XtJG”
Fri Mar 27 22:00:00 PDT 2015 --  ever since school started there hasnt been 1 day when i havent been tired
Thu Mar 26 11:57:56 PDT 2015 --  I really like nicki minaj's new album
Wed Mar 25 22:55:13 PDT 2015 --  ROSITA IS SUZIE CRABGRASSS WTF!?!?!? #shocked pic.twitter.com/fNW75PI4L5
Tue Mar 24 16:35:54 PDT 2015 --  Crave for the first time!!!! With @francheskamrtya
Mon Mar 23 08:33:40 PDT 2015 --  "You're so rude" pic.twitter.com/DuxWWGX6ta
Mon Mar 23 08:13:39 PDT 2015 --  How the hell did I wake up at 7am everyday in high school
Sun Mar 22 18:47:48 PDT 2015 --  “ @shainedawson: When you suck at replying to people pic.twitter.com/2dYeJdap2n” @viviiiiig
Fri Mar 20 20:34:57 PDT 2015 --  Making plans in the Group Chat like pic.twitter.com/xIfetZfh9f
Thu Mar 19 21:42:28 PDT 2015 --  when you invite your black friend to your quinceañera https://vine.co/v/OV05ZOKhJgq 
Tue Mar 17 10:24:35 PDT 2015 --  When you're the only one who did the assignment and everyone wants to copy your homework https://vine.co/v/OXU6XaBZrbw 
Tue Mar 17 21:12:59 PDT 2015 --  If jay and jenna win
Tue Mar 17 08:27:01 PDT 2015 --  Got an A on my first poli sci exam!! Woot woot!
Sun Mar 15 00:20:03 PDT 2015 --  Where was this when I was small enough to fit in it?! pic.twitter.com/oXLBQ7orKP
Thu Feb 05 15:25:39 PST 2015 --  American Horror Story proposal pic.twitter.com/ML0s6SIMvy
Fri Mar 13 13:43:40 PDT 2015 --  If school graduations used old facebook names pic.twitter.com/GgHMUktX7T
Fri Mar 13 17:30:00 PDT 2015 --  Hey, remember that time when...“ *Mom walks in* “Nevermind, I’ll tell you later.
Fri Mar 13 16:55:56 PDT 2015 --  this vine still kills me https://vine.co/v/Mnd9IpYmXID 
Thu Mar 12 22:05:21 PDT 2015 --  I think i found my new crush in my marketing class! I really need to put myself out there i need a gf! Help!!!!!! Why am i so shy!?!?
Thu Mar 12 08:41:39 PDT 2015 --  This girl is so fucking stupid
Tue Mar 10 08:43:52 PDT 2015 --  God has blessed me with a dmv appointment this week thank you jesus! i can almost cash my check!!
Mon Mar 09 17:50:36 PDT 2015 --  “ @evalencia0212: Guys @sweetheartists has so bomb taste in fashion and apparently people cus she knows emma stone is life!” go edwin
Mon Mar 09 17:49:53 PDT 2015 --  Guys @sweetheartists has so bomb taste in fashion and apparently people cus she knows emma stone is life!
Mon Mar 09 17:28:10 PDT 2015 --  I love emma stone she is so hot and amazing
Fri Jan 23 18:07:51 PST 2015 --  How Latinos roll https://vine.co/v/OIQbFutQW26 
Sat Mar 07 00:34:38 PST 2015 --  Omg my body is killing me setting up for parties is too much
Thu Mar 05 18:54:37 PST 2015 --  OMG SO AMAZING http://twitter.com/FreddyAmazin/status/573329784396115968/video/1 …
Thu Mar 05 08:24:00 PST 2015 --  Happy brithsay @DirtsaD hope you have a turn up planned for yourself!! Enjoy your day!
Wed Mar 04 16:21:39 PST 2015 --  “ @CauseWereGuys: Yeah dating is cool, but have you ever had stuffed crust pizza?” @MileyCyrus
Wed Mar 04 10:52:39 PST 2015 --  I swear your so freaking dumb
Tue Mar 03 18:20:37 PST 2015 --  @Naranderthol @evalencia0212 At the end of the day, the point is that the evil of humanity should be our biggest fear. And FS did show that.
Tue Mar 03 16:00:15 PST 2015 --  Want tix to the SOLD OUT @Tuxedo ( @MayerHawthorne + @JakeUno) show tomorrow 3/4 @RegentTheaterLA? Follow us & RT to win. Winner at 5pm. Go!
Tue Mar 03 07:47:19 PST 2015 --  IHOP today about to be like pic.twitter.com/oPCXmK3kY2
Mon Mar 02 19:49:46 PST 2015 --  Tfios is life changing!
Mon Mar 02 16:37:12 PST 2015 --  I entered to win a trip to @Coachella & you can too. Create your #HMLovesCoachella look. http://t.inad.co/eZKiAB  pic.twitter.com/cPns0xozgr
Wed Feb 11 14:30:13 PST 2015 --  pic.twitter.com/6uX8tYsQiN
Sun Mar 01 19:24:12 PST 2015 --  when someone asks you to share your food. pic.twitter.com/urpyVHOJH3
Sun Mar 01 14:36:21 PST 2015 --  I have an annual pass and im missing dapper day
Fri Feb 27 18:00:56 PST 2015 --  Want to see @Airborne_Toxic live in Los Angeles Sunday, March 22 at the Tower Theatre? Follow us & RT to win. Winner announced at 7pm. Go!
Thu Feb 26 21:02:11 PST 2015 --  This dress got me like pic.twitter.com/tM5gJTr3B2
Thu Feb 26 13:18:50 PST 2015 --  When your squad don't come to school https://vine.co/v/O25UbAPLXiU 
Tue Feb 24 18:11:39 PST 2015 --  When you get in trouble at school pic.twitter.com/cZN7XvBqlF
Thu Feb 26 18:01:17 PST 2015 --  Want to win a #vinyl test pressing of the debut album by electronic collective @FutureBrown? Follow us & RT to win. Winner announced at 7pm.
Thu Feb 26 16:28:40 PST 2015 --  RT if you see black and blue FAV if you see white and gold pic.twitter.com/4NMmrqyafi
Thu Feb 26 16:43:47 PST 2015 --  Can i send this to everyone please pic.twitter.com/P4BxTG8VSq
Thu Feb 26 09:06:04 PST 2015 --  When the one person you talk to isnt in class
Tue Feb 24 09:17:40 PST 2015 --  I found my new favorite song! Dream by @Imaginedragons
Mon Feb 23 17:08:08 PST 2015 --  When your friend is talking to you about their party drama bullshit and you see people start taking shots pic.twitter.com/79BaGasubn
Sun Feb 22 22:04:45 PST 2015 --  Everyday pic.twitter.com/krr1tKl8LI
Sat Feb 21 20:08:48 PST 2015 --  I WANT A SELFIE STICK
Fri Feb 20 18:33:51 PST 2015 --  RT if they need to come back pic.twitter.com/nJMi7xI6Fj
Wed Feb 18 22:04:41 PST 2015 --  When your teacher keeps teaching after class ends pic.twitter.com/turJXTg8jb
Fri Feb 20 09:45:02 PST 2015 --  Sorry professor, the first backpack has been zipped. There's no stopping us now.
Thu Feb 19 18:11:20 PST 2015 --  If you're reading this . . . . . . . . Ur a puta
Thu Feb 19 16:44:58 PST 2015 --  “ @NotExplained: The Chicago Tylenol Murders, 1982. pic.twitter.com/j5YOmOJP6B” how scary we just talked about this in my class today! Wtf!?
Thu Feb 19 12:49:12 PST 2015 --  Don't say anything, just RT.. http://vine.co/v/MM7eFV0l5Xi 
Thu Feb 19 08:50:27 PST 2015 --  RT for Hannah Fav for Rita pic.twitter.com/MH4qKlYCSu
Wed Feb 18 16:08:41 PST 2015 --  Soooo do you have a boyfriend? http://twitter.com/squadtingz17/status/566816749757009923/video/1 …
Tue Feb 10 23:37:51 PST 2015 --  These people are stupid seriously! Your so childish
Tue Feb 10 08:55:19 PST 2015 --  Someone i know is here class is a little better lol
Tue Feb 10 08:40:53 PST 2015 --  Doesnt it sucks to sit in front of annoying as people in class!
Mon Feb 09 22:40:21 PST 2015 --  Order valentines day flowers from me!! Support my flower shop dm me for details! pic.twitter.com/RaFWudab1X
Wed Jan 28 08:27:17 PST 2015 --  #TheRobin pic.twitter.com/A9TWIHSgAY
Sat Feb 07 21:15:51 PST 2015 --  new favorite vine https://vine.co/v/OUqEjBuzzDg 
Fri Feb 06 17:01:20 PST 2015 --  Want tix to @_warpaint's SOLD OUT concert in LA this Sunday, Feb. 8 @theroxy? Follow us and RT to win. 2 winners at 6pm. Go!
Thu Feb 05 18:24:42 PST 2015 --  The only thing from fifty shades of grey I want is the soundtrack the music is
Thu Feb 05 16:31:13 PST 2015 --  Want to see Sufjan Stevens live in Los Angeles Thursday, June 4 @MusicCenterLA? Follow us and RT to win! Winner announced at 5:30pm. Go!
Wed Feb 04 16:15:35 PST 2015 --  TURN UP YOUR VOLUME REAL HIGH TO HEAR WHAT HE SAYS UNDER HIS BREATHE https://vine.co/v/OFvFlQj2dud 
Tue Feb 03 21:36:06 PST 2015 --  What im getting for Valentine's Day pic.twitter.com/30JQ3zv6b6
Tue Feb 03 20:43:16 PST 2015 --  i h ate being so terribly shy
Tue Feb 03 14:52:22 PST 2015 --  “ @SincerelyTumblr: Me on Valentines Day http://twitter.com/SincerelyTumblr/status/562724138419511297/photo/1pic.twitter.com/4DZYzFgRur ” @viviiiiig
Mon Feb 02 15:52:25 PST 2015 --  The way Jay Gatsby looks at Daisy.
Sun Feb 01 18:41:08 PST 2015 --  "50 shades of grey" has girls like.. pic.twitter.com/iLHXhtrKbQ
Sun Feb 01 18:32:25 PST 2015 --  “ @TweetLikeBFFs: RT http://twitter.com/TweetLikeBFFs/status/559574905180536832/photo/1pic.twitter.com/YBrA9SYE3t ” @viviiiiig
Sat Jan 31 22:59:17 PST 2015 --  Congrats @TFULLSUPERSTAR I knew you would keep the dance team at the top! And congrats to all the vaas dance team!!
Fri Jan 30 21:22:40 PST 2015 --  “ @stinsonsays: #HIMYM pic.twitter.com/DC78P1xcwy” @francheskamrtya
Fri Jan 30 20:07:14 PST 2015 --  Life size is on!!! I love this movie
Fri Jan 30 12:10:43 PST 2015 --  Still can't get over last minute trip to Disneyland yesterday @DisneylandToday pic.twitter.com/AnZsdXXCh1
Mon Jan 26 22:01:50 PST 2015 --  Miss those last Vaas days when all of the seniors were a unit. Met some amazing people like the last week of senior year
Sun Jan 25 13:42:48 PST 2015 --  RT if you need this in your life pic.twitter.com/bRDKcgZrNI
Sun Jan 25 19:59:52 PST 2015 --  bruhhhhh https://vine.co/v/OIIt5YwpHMa 
Sun Jan 25 19:02:34 PST 2015 --  #RelationshipGoals pic.twitter.com/9zOzT7uK17
Sat Jan 24 19:24:01 PST 2015 --  Nothing better than listening to asleep by the smiths.
Fri Jan 23 15:57:29 PST 2015 --  Not as much as we missed you, Ma Petite. #AmericanHorrorStory pic.twitter.com/vH0ZidBeyz
Thu Jan 22 23:40:00 PST 2015 --  the last comment is all that matters pic.twitter.com/5cEVG6XTOS
Wed Jan 21 00:26:49 PST 2015 --  @evalencia0212 I cried dude, especially the way CT drops everything to be by her side and calls her, and sleeps in her bed to wait for her.
