Fri Aug 14 18:12:10 PDT 2015 --  God spent a little more time on Kansas. pic.twitter.com/sUSQnMeRtW
Thu Jul 30 20:49:09 PDT 2015 --  @JessiHaffner Why I coach https://twitter.com/Domingo_AyaIa/status/626921699540365313 …
Tue Jul 28 05:50:12 PDT 2015 --  Attack the day with an enthusiasm unmatched! #GoPokes
Mon Jul 27 09:38:36 PDT 2015 --  Happy birthday to the only guy I've had to wait on him to finish doing his hair! @A_Tee15
Sun Jul 26 14:55:16 PDT 2015 --  Happy birthday to one of my faves! @LinneburScott pic.twitter.com/WjH0Ugx5bJ
Sat Jul 25 13:00:52 PDT 2015 --  @JessiHaffner oh.....did you survive? Ohh.
Sat Jul 25 12:39:03 PDT 2015 --  And then there was a shark and its mouth was this big!!! pic.twitter.com/lBeJb3fbSO
Mon Jul 20 23:40:40 PDT 2015 --  I'd rather be alone than in bad company.
Mon Jul 20 15:11:36 PDT 2015 --  had an amazing day yesterday with these amazing people:):):) @caroju14 @GartmanSarah pic.twitter.com/LPEJk2dF8I
Mon Jul 20 14:00:46 PDT 2015 --  universities be like: Ha ha ye$, we totally care abou$t you$r educa$tion!! our $tudnent'$ learning i$ our numb$er one pri$ority
Sun Jul 19 17:26:13 PDT 2015 --  "This waters about to be so freaking up my skirt." - @J_Cottrill_ pic.twitter.com/UiFj1NiN9r
Fri Jul 17 22:19:33 PDT 2015 --  It's official...there is 1 thing I dislike more than @JessiHaffner....being on curvy mountainous roads in a bus with her. #23moredays
Tue Jul 14 12:29:04 PDT 2015 --  @JessiHaffner https://twitter.com/tbhjustgoats/status/621031576764203008 …
Mon Jul 13 14:52:06 PDT 2015 --  Not quite ready for school but I am ready for this. https://twitter.com/matt_fletch/status/620637627641757700 …
Wed May 30 17:00:01 PDT 2012 --  The first billion is a helluva lot harder RT @Drake: The first million is the hardest.
Thu Jul 09 22:52:40 PDT 2015 --  childish af lmao pic.twitter.com/IURnlx6lUC
Mon Jul 06 17:24:13 PDT 2015 --  Life's a dance, you learn as you go. Sometimes you lead, sometimes you follow.
Mon Jul 06 17:27:36 PDT 2015 --  Mermaids don't lose sleep over the opinion of shrimp
Mon Jul 06 17:05:33 PDT 2015 --  @JessiHaffner Hell hath no fury like a college woman without a cell phone. Hahaha!
Sun Jul 05 10:11:17 PDT 2015 --  Does anyone have a Verizon Iphone I could buy off of them. Mines gonner and I need a different one.lol
Thu Jul 02 09:18:58 PDT 2015 --  You right https://twitter.com/jessihaffner/status/616641969473896449 …
Mon Jun 29 08:31:31 PDT 2015 --  This weekend and these people 🏽 pic.twitter.com/cNL59FzPeS
Sun Jun 28 15:34:27 PDT 2015 --  My hair stands no chance in the summer
Fri Jun 26 09:51:17 PDT 2015 --  Do I believe homosexuality is sin? Yes Do I hate gays? Absolutely not Do I sin too? Yes Will God be the final judge? You bet #Godwins
Thu Jun 25 22:30:54 PDT 2015 --  I'm so happy I moved out of state because I was forced to make new friends & not deal with people from high school. Start over.
Fri Jun 26 08:14:54 PDT 2015 --  I'm starting to get pumped to go back to Stillwater and it's still over a month away.
Thu Jun 25 08:19:41 PDT 2015 --  I wish I could turn my read receipts on only for certain people.
Tue Jun 23 15:00:29 PDT 2015 --  advice for girls https://vine.co/v/OIqKuzLFdLI 
Tue Jun 23 07:32:04 PDT 2015 --  Here we go! So excited to be part of the OSU family. Go Pokes pic.twitter.com/F5oXHEHkY4
Sat Jun 20 12:28:26 PDT 2015 --  Can't wait to see this girl back on the field. This mom is lost without softball this summer! @JessiHaffner pic.twitter.com/uM03QrThNZ
Sat May 09 15:44:21 PDT 2015 --  Greatest Game Day Atmosphere •ROUND OF 32• http://bracket-battles.weebly.com  RT ~ Oklahoma St Cowboys Fav ~ Oklahoma Sooners pic.twitter.com/4rFlEKKnD6
Sat Jun 20 07:50:37 PDT 2015 --  I don't stay mad, eventually I'll just stop caring.
Mon Jun 15 21:10:16 PDT 2015 --  This is the most interesting trio of friends ever
Sun Jun 14 03:36:37 PDT 2015 --  Just woke up and had to pinch myself. So honored to be part of the #okstate family.
Sun Jun 14 09:33:57 PDT 2015 --  Happy birthday to this dime piece. pic.twitter.com/tyq2QMXXJX
Wed Jun 03 22:13:19 PDT 2015 --  Being 18-25 is like playing a video game where u’ve skipped the tutorial & you’re just sort of running about with no idea how anything works
Sat Jun 13 13:39:11 PDT 2015 --  #OKState welcomes new @CowgirlSB coach, Kenny Gajewski! Read More: http://okla.st/1f9o4w8  pic.twitter.com/mjfZhUkArL
Sat Jun 13 12:38:56 PDT 2015 --  I need Switzerland back in my life @JessiHaffner @katie_dett http://timehop.com/c/fup:10202937152322937:10203784471425385:10023591:655dc … pic.twitter.com/8wyCbD4S7H
Sat Jun 13 11:31:55 PDT 2015 --  Happy #worldsoftballday . Incase you couldn't tell this sport has brought a lot of wonderful things… https://instagram.com/p/34SZXNtC45/ 
Sat Jun 13 07:18:23 PDT 2015 --  In case you were out playing softball and missed the announcement, today is #WorldSoftballDay!! pic.twitter.com/2K22jMKIhr
Fri Jun 12 07:34:22 PDT 2015 --  I have this problem where when I apologize to people my smart ass stubborn self just wants to burst onto the scene.
Wed Jun 10 21:00:23 PDT 2015 --  If she posts 7 new selfies a day, Regardless of how hot she is, Let it go bud. You’ll never give the amount of attention required. Science.
Mon Jun 08 18:04:39 PDT 2015 --  Just a few clips I edited together real quick #okstate19 pic.twitter.com/MqCQbiRVru
Wed Jun 10 15:39:15 PDT 2015 --  I watch more baseball than my younger brother and it's not because baseball boys are gorgeous but because I genuinely like watching baseball
Wed Jun 10 12:41:46 PDT 2015 --  @JessiHaffner @tiffferrss she would not be playing the rest of the game if that happened to one of us, get real LOL
Wed Jun 10 12:38:24 PDT 2015 --  @JessiHaffner who does she think she is?????
Wed Jun 10 12:33:25 PDT 2015 --  I hope this girl plays in college and sees what happens when she does this. https://twitter.com/espn/status/608681294608760832 …
Wed Jun 10 06:41:46 PDT 2015 --  The car of an athlete. pic.twitter.com/LvteWJwHQx
Tue Jun 09 20:09:27 PDT 2015 --  All-time best bed time snack, PBJ.
Tue Jun 09 18:55:20 PDT 2015 --  Two mosquito bites heal, twenty more appear.
Mon Jun 08 07:39:51 PDT 2015 --  CAN'T SEE THE HATERZ pic.twitter.com/6w8DZHCaQF
Thu Jun 04 21:09:00 PDT 2015 --  Her ankles said I'm tired.. https://vine.co/v/MrZ7Pt773XE 
Fri Jun 05 06:28:13 PDT 2015 --  Moment of silence for @DoughPokes on #NationalDoughnutDay. @OKStateProbs
Thu Jun 04 18:16:45 PDT 2015 --  That one friend that's your voice of reason and keeps you sane >>> #keepers
Wed Jun 03 11:14:12 PDT 2015 --  advice to girls: most boys r dumb. so stay cute & pay attention in class bc all u need is that diploma & those degrees, boys grow up l8r
Wed Jun 03 07:27:20 PDT 2015 --  @JessiHaffner everything...
Mon Jun 01 16:05:29 PDT 2015 --  Couldn't have said it better myself. pic.twitter.com/NAZbJXaoSu
Tue Jun 02 18:40:24 PDT 2015 --  @darcy_taylor00 @vshippy33 @MaddiRose3010 @JessiHaffner you're either with us or your life sucks, dont cross us the wrong way. DONT DO IT!
Tue Jun 02 18:38:41 PDT 2015 --  @vshippy33 @dreemckee @MaddiRose3010 @JessiHaffner I actually love you guys
Tue Jun 02 18:36:35 PDT 2015 --  @dreemckee @MaddiRose3010 @JessiHaffner @darcy_taylor00 #SAVAGES
Tue Jun 02 18:35:41 PDT 2015 --  @MaddiRose3010 @JessiHaffner @darcy_taylor00 @vshippy33 WE ARE AWESOME! Never let anyone tell you different
Sun May 31 21:29:01 PDT 2015 --  @JessiHaffner everyday.... I would've saved myself the pain of being helplessly and irretrievably in love with you
Sun May 31 21:04:36 PDT 2015 --  Do you ever have that moment where you want to go back in time and tell yourself to walk away when you met someone.
Sun May 31 01:46:17 PDT 2015 --  I wish I wouldn't have wasted my time on some people
Fri May 29 12:41:09 PDT 2015 --  about to be reunited w/ my loves @JessiHaffner @darcy_taylor00
Fri May 29 07:12:16 PDT 2015 --  Hey you, using the jackhammer at eight in the morning, CAN YOU NOT!
Thu May 28 20:07:38 PDT 2015 --  Our youth will never be the same... https://twitter.com/jessihaffner/status/604119263008395264 …
Thu May 28 20:01:10 PDT 2015 --  "Don't do anything stupid in Stillwater." - The Lisa Haffner
Thu May 28 19:57:10 PDT 2015 --  Youth of America, get ready for the best summer of your life. #blessed pic.twitter.com/GxGtPMI55W
Thu May 28 13:36:01 PDT 2015 --  I'm almost too funny for my own good.
Wed May 27 19:34:19 PDT 2015 --  If you post or snapchat EVERYTHING you do, do you really enjoy doing it? Or is it the pleasure of having other people see it.
Wed May 27 07:20:19 PDT 2015 --  . pic.twitter.com/24R9Qrlyi7
Tue May 26 08:26:19 PDT 2015 --  THE SUN IS OUT! I REPEAT THE SUN IS OUT!
Mon May 25 21:51:47 PDT 2015 --  He loves me @MeerKatTweets pic.twitter.com/HqbGaAqIHK
Sun May 24 08:03:38 PDT 2015 --  pic.twitter.com/Z1Tu5LpQUC
Sat May 23 11:45:44 PDT 2015 --  Did anyone else feel that earthquake?
Sat May 23 07:24:42 PDT 2015 --  Believe me when I say you haven't experienced true happiness until you wake up to the smell of Chuck Haffner's famous chocolate chip waffles
Fri May 22 08:59:14 PDT 2015 --  When you wake up to a text from bae, @MaddiRose3010 , that brightens up your day.
Wed May 20 21:00:15 PDT 2015 --  This one word will forever make me think about you @JessiHaffner hahaha #Dingers https://twitter.com/RealCoachKent/status/601134248993628160 …
Tue May 19 16:06:57 PDT 2015 --  Beyoncé pouring my tuition fees into a hot tub pic.twitter.com/jbkQFqmsbp
Tue May 19 13:59:14 PDT 2015 --  If you're good at something never do it for free.
Mon May 18 14:21:48 PDT 2015 --  Has there ever been an episode of Catfish where it was actually the person they thought it was?
Mon May 18 13:04:04 PDT 2015 --  Happy birthday to my favorite senior prom date!! @bigdaddymerm pic.twitter.com/C9Aofkj2gm
Mon May 18 10:52:54 PDT 2015 --  You know what's attractive? Effort. Effort is attractive.
Mon May 18 09:51:24 PDT 2015 --  And then God said, "let's do abs." That's when I first cried.
Mon May 18 07:10:22 PDT 2015 --  Every thing about this tweet is true. https://twitter.com/lifelimits/status/600263734792200192 …
Mon May 18 06:14:57 PDT 2015 --  When life throws you curveballs, swing at those bad boys like Stevie Wonder with a Lightsaber. Rise and grind, it's nasty time. Merica.
Sun May 17 11:12:45 PDT 2015 --  Kinda hard to believe it was us graduating a year ago pic.twitter.com/zcrFEcEMCo
Fri May 15 16:38:45 PDT 2015 --  I know when dean miller shakes his head as I walk out of my house my best friend duties are fulfilled.
Fri May 15 04:49:00 PDT 2015 --  What is coming is better than whats gone
Thu May 14 18:10:02 PDT 2015 --  @JessiHaffner @MaddiRose3010 I'm joining....cause I miss y'all
Thu May 14 17:55:53 PDT 2015 --  Long distance relationships suck :( missin my bae too much @JessiHaffner
Wed May 13 17:42:20 PDT 2015 --  Who misses Stillwater?
Wed May 13 11:28:51 PDT 2015 --  It was at this moment, I've never felt more Caucasian. #onlygodcanjudgeme pic.twitter.com/32MrmtBv8h
Mon May 11 18:42:21 PDT 2015 --  @JessiHaffner and @Kathryn_Finney3 are back in my life. Watch out world
Sun May 10 15:49:17 PDT 2015 --  I'm giving her the best Mother's Day gift ever. I'm moving back in tomorrow! Get ready @mom_haff !!! pic.twitter.com/MRchT1Z8eL
Sun May 10 13:25:18 PDT 2015 --  To everyone in my life pic.twitter.com/WwpGTb3H00
Sun May 10 06:39:13 PDT 2015 --  Happy Mother's Day to the best mom alive. People always ask me where I got my wonderful sense of… https://instagram.com/p/2gN3tPNC7J/ 
Sat May 09 14:27:30 PDT 2015 --  If @JessiHaffner replays one more of my snapchats I swear we're gonna fight
Sat May 09 09:55:59 PDT 2015 --  Coaches be like, game time in an hour pic.twitter.com/CwYg8eHz8Y
Sat May 09 11:42:02 PDT 2015 --  Coach be like game time in an hour... pic.twitter.com/X3UgWpJPtC
Fri May 08 19:40:49 PDT 2015 --  The lightning this evening at #okstate. This very well may be my best shot ever! pic.twitter.com/o4oLIAEHpJ
Sat May 09 05:36:37 PDT 2015 --  Every fabric of my being absolutely hates @WilliamJPen ......
Fri May 08 13:05:31 PDT 2015 --  @JessiHaffner wow you're so funny.
Thu May 07 16:05:23 PDT 2015 --  I just cried pic.twitter.com/OE1gomgb33
Thu May 07 15:31:03 PDT 2015 --  me as a parent pic.twitter.com/l2FUfBWFdt
Thu May 07 14:24:38 PDT 2015 --  im weak af pic.twitter.com/S304CdPokT
Sun Feb 08 17:43:08 PST 2015 --  pic.twitter.com/V8LJGPrgY7
Tue May 05 15:28:17 PDT 2015 --  She can turn my day around so quick. pic.twitter.com/Oo0dR9vC6B
Tue May 05 08:09:11 PDT 2015 --  Dear God... I didn't study but your word says in james if any lacks wisdom to ask you
Tue May 05 08:24:08 PDT 2015 --  Only a couple more days in Stilly, I have mixed feelings
Mon May 04 13:01:18 PDT 2015 --  There's a good chance I'll cry tears of joy the first time I'm back together with all my favorites back home #3days
Mon May 04 10:48:17 PDT 2015 --  @JessiHaffner Goodbye
Sun May 03 23:59:02 PDT 2015 --  TODAY IS THE DAY THAT MARTY MCFLY GOES TO THE FUTURE YOU WONT BE ABLE TO RETWEET THIS ON ANY OTHER DAY pic.twitter.com/TfonlOitBW
Fri May 01 03:29:52 PDT 2015 --  Being positive in a negative situation isn't naive. It's leadership.
Wed Apr 29 19:19:04 PDT 2015 --  @CowgirlSBpxp @JessiHaffner freshman class is too raw! @vshippy33 @MaddiRose3010
Wed Apr 29 19:05:09 PDT 2015 --  Our freshmen were straight today @MaddiRose3010 @JessiHaffner @vshippy33 @RandeeElizabeth #cowgirlsoftball
Wed Apr 29 15:35:54 PDT 2015 --  FINAL: OSU wins, 3-0! Haffner tosses a complete-game shutout to lead the Cowgirls to victory. Game two starts in 25 minutes. #okstate
Wed Apr 29 15:38:30 PDT 2015 --  In game one multiple freshmen stepped up! Haffner pitched a shutout! Holcomb scored the first run off Shippy's hit! O'Donnell hits a HR!
Wed Apr 29 16:59:40 PDT 2015 --  @JessiHaffner She's BACK!!! #smash https://twitter.com/cowgirlsbpxp/status/593564959893688320 …
Wed Apr 29 16:58:08 PDT 2015 --  Jessi Haffner hits a double off the wall in center!! Randee O'Donnell is up now!
Wed Apr 29 07:21:49 PDT 2015 --  The fact that a "dad bod" is something girls like is an extremely disturbing fact
Mon Apr 27 14:26:26 PDT 2015 --  I hate when the professor won't bump your 49% to an A
Mon Apr 27 15:17:32 PDT 2015 --  It looks like Indians Trevor Bauer came expecting to fight the Royals today. pic.twitter.com/Ig0BnA1BEz
Sun Apr 26 13:42:15 PDT 2015 --  Barber: what you want? Me: you know those sour patch extreme strips? Barber: say no more pic.twitter.com/tcdjI8uDiN
Fri Apr 24 09:06:33 PDT 2015 --  Writing papers is so awful during it but when you're done, it's so satisfying.
Fri Apr 24 09:04:36 PDT 2015 --  Happy birthday @GDub90 !!!!
Fri Apr 24 07:16:48 PDT 2015 --  I still love this picture! Miss you girls pic.twitter.com/YgOOhhVPIw
Thu Apr 23 19:09:39 PDT 2015 --  Essaaaaaayyyyyzzz for daaaayyyyzzzz
Wed Apr 22 21:06:20 PDT 2015 --  My roommate is a beast #SCtop10 @MaddiRose3010 pic.twitter.com/RZX2XSJekH
Wed Apr 22 17:44:42 PDT 2015 --  Love seeing @JessiHaffner on TV miss you
Wed Apr 22 07:53:51 PDT 2015 --  The world would be a better place if everyone minded their own business :-)
