Fri Aug 28 21:19:13 PDT 2015 --  These Chorizo, jalapeño, cheese, some other shit etc. Lol Beans my lady made >>>>>>>>
Sun Jun 14 18:39:49 PDT 2015 --  How good is LeBron? In the past 20 years, no other player has posted 20 pts, 8 reb, 8 ast in a 1st half of ANY game. pic.twitter.com/8fWAdlb37T
Sun Jun 14 18:28:56 PDT 2015 --  LeBron James: 1st player since he entered the league with at least 20 pts, 8 reb, 8 ast in a 1st half of any game (reg season or playoffs)
Sun Jun 14 18:15:36 PDT 2015 --  Cleveland's last 16 FG: LBJ ast LBJ LBJ ast LBJ LBJ ast LBJ LBJ ast LBJ LBJ ast LBJ ast LBJ LBJ LBJ LBJ ast LBJ LBJ ast
Sun Jun 14 18:28:43 PDT 2015 --  Being buzzed and arguing with a baby, that don't talk. Lol #Priceless #ILoveMyPrincess
Sun Jun 14 18:23:27 PDT 2015 --  Cavs have to LOVE their chances right now. Small lineup vs small lineup: Advantage, LeFreightTrain.
Sun Jun 14 18:15:21 PDT 2015 --  Iman Shumpert had his powers stolen by the Monstars in the first half of Game 5 http://trib.al/ImvpU6p 
Sun Jun 14 18:18:53 PDT 2015 --  The Warriors lead the Cavs at half, 51-50. #NBAFinals LeBron's on his way to a triple-double w/ 20 Pts, 8 Reb, 8 Ast pic.twitter.com/z6EFf01nCn
Sun Jun 14 18:18:29 PDT 2015 --  Dear little Delly, play defense. You're shooting like shit. Be aware of the open man not your shot.
Sun Jun 14 18:16:18 PDT 2015 --  Miller, from 2012!!!!! Lol
Sun Jun 14 17:51:52 PDT 2015 --  Lebron is the only perimeter player on the Cavs that can handle the ball enough to initiate a pick & roll. Game of specialist.
Sun Jun 14 17:54:56 PDT 2015 --  Lebron vs Curry #FunToWatch #NBAFinals
Sun Jun 14 17:48:18 PDT 2015 --  JR Smith right now... pic.twitter.com/S5qhHUkBmJ
Sun Jun 14 17:47:33 PDT 2015 --  JR Smith is FEELIN' IT! Back-to-back triples gives him a game-high 14pts already on ABC, early-2ndQ. #NBAFinals #ALLinCLE
Sun Jun 14 17:47:00 PDT 2015 --  J.R. Smith is a feeling it! 14 points thus far. #NBAFinals
Sun Jun 14 17:47:11 PDT 2015 --  J.R. feeling it tonight!!! #Swish @TheRealJRSmith
Sun Jun 14 17:46:18 PDT 2015 --  These Coronas hittin, good af!!! #CervezaMasFina
Sun Jun 14 17:37:41 PDT 2015 --  James Jones! #Veteran
Sun Jun 14 17:24:08 PDT 2015 --  Not a flagrant. Just a very hard foul.
Sun Jun 14 17:25:34 PDT 2015 --  LeBron James has just passed MJ for most postseason minutes played. He's now 10th all-time. #NBAFinals
Sun Jun 14 17:27:24 PDT 2015 --  Dellavedova's got to stop taking 3's. #NBAFinals
Sun Jun 14 17:13:30 PDT 2015 --  Game time, beer time! Let's go @KingJames #Cavs
Fri Jun 12 19:09:09 PDT 2015 --  There are more Facebook users in the world than there are cars.
Fri Jun 12 17:44:46 PDT 2015 --  Why does working out make you feel so fucking good???!!!!!
Thu Jun 11 20:39:18 PDT 2015 --  Believe it or not, LeBron James has yet to score a point this quarter. #NBAFinals
Thu Jun 11 20:23:26 PDT 2015 --  Chef Curry. Getting warm. Don't let it happen!!
Thu Jun 11 19:57:52 PDT 2015 --  Warriors have cramps, too - brain cramps.
Thu Jun 11 20:02:43 PDT 2015 --  Do the dammm thing LeBron!! Protect home!!!!
Thu Jun 11 19:13:31 PDT 2015 --  When you go to get a fade but your barber is faded pic.twitter.com/bVsDSX0urH
Thu Jun 11 19:11:07 PDT 2015 --  I forget everyone acts normal when they get busted in the head with a camera. Sorry. I know everyone has felt that pain before.
Thu Jun 11 19:05:24 PDT 2015 --  Here's the scar the camera left on LeBron James' head. #NBAFinals pic.twitter.com/j8kUcltBxd
Thu Jun 11 19:07:23 PDT 2015 --  Lmao. Everyone talking shit about LeBron, he busted the shit out of his head. Split open and bloody still stayed in the game!!!
Wed Jun 10 18:04:16 PDT 2015 --  not my mom pic.twitter.com/nGr0aODJcz
Tue Jun 09 21:58:24 PDT 2015 --  If you treat her wrong and treat herlike trash she'll think that's ok and look for trash and hardship. Show her nothing but love. #BeAFather
Tue Jun 09 21:56:42 PDT 2015 --  As a father, you will be your daughters first love. What you show her and how you treat her, will be help her decide who she loves in life.
Tue Jun 09 21:47:02 PDT 2015 --  The smallest amount of time you spend reading playing etc. with your daughters can make a difference to the choices they make later in life
Tue Jun 09 21:43:22 PDT 2015 --  I love reading to my littlest princess. As soon as I grab the book she comes straight to my lap. She actually listens to me lol. #Lovemygirls
Tue Jun 09 21:15:01 PDT 2015 --  Most points in first 3 games of a single #NBAFinals. LeBron James - 123 Rick Barry - 122 Jerry West - 118 pic.twitter.com/3D55CXUXC3
Tue Jun 09 21:20:58 PDT 2015 --  Also worth noting: the most points Michael Jordan had in first 3 games of an #NBAFinals was 117 Pts (1993 Finals).
Tue Jun 09 20:52:49 PDT 2015 --  pic.twitter.com/N3jResSq2T
Tue Jun 09 20:54:32 PDT 2015 --  Had it 99-91 @Cavs... CLOSE!
Tue Jun 09 20:56:06 PDT 2015 --  A classic performance from @KingJames (40, 12 & 8), plus 20-5-4 from Delly, carries @cavs to Game 3 #NBAFinals win! pic.twitter.com/h1Q79x0iJr
Tue Jun 09 20:49:41 PDT 2015 --  Two more big clutch free throws by LeBron James.
Tue Jun 09 20:35:15 PDT 2015 --  Delly is having an excellent Bruce Leroy type of game! pic.twitter.com/D9Sm4wwkgg
Tue Jun 09 20:33:39 PDT 2015 --  LeBron is feeling it… #NBAFinals pic.twitter.com/JkhlST9VAF
Tue Jun 09 19:56:17 PDT 2015 --  Honestly it's like man against boys out there #LeBronJames
Tue Jun 09 19:44:21 PDT 2015 --  Shook Ones Pt. III Ft. Golden State Warriors.
Tue Jun 09 19:11:50 PDT 2015 --  That face when you're being outscored by some random guy from Australia pic.twitter.com/33J6ZYKK7N
Tue Jun 09 18:21:54 PDT 2015 --  Let's go Cavs!! @KingJames kill em!!
Tue Jun 09 18:18:55 PDT 2015 --  It's game time!!!
Tue Jun 09 17:58:07 PDT 2015 --  LeBron James, LeBron James, LeBron James! http://es.pn/1HoD3gO 
Sun Jun 07 20:53:36 PDT 2015 --  Lebron = Hercules! Hercules! Hercules! (In Mama Klump voice). Series tied 1-1. #NbaFinals
Sun Jun 07 20:35:35 PDT 2015 --  LeBron James: 2nd player in #NBAFinals history w/ at least 35 pts, 15 reb., 10 assists. Other: James Worthy, 1988 @Lakers @EliasSports
Sun Jun 07 20:18:56 PDT 2015 --  Ladies and gentlemen, Matthew Dellavedova, star of the night.
Sun Jun 07 19:39:00 PDT 2015 --  LeBron James!! Don't wright em off!! #Defense
Thu Jun 04 20:35:33 PDT 2015 --  OT!!!
Thu Jun 04 20:12:20 PDT 2015 --  LEBRON JAMES!! @KingJames Such a fuckin good game! #NBAFinals
Mon Jun 01 20:27:38 PDT 2015 --  Who's more courageous? RT if Noah Galloway who survived a road side bomb in Iraq is more courageous than Jenner. pic.twitter.com/1kahl33xgf
Mon Jun 01 20:58:51 PDT 2015 --  IM DONE http://twitter.com/WhiteVsBlackTwt/status/605582278006321152/photo/1pic.twitter.com/FirxNVUtCo 
Mon Jun 01 17:48:43 PDT 2015 --  Don't finish when you're tired, finish when you're done!!! #Truth #Exhausted #Finshed #BeastMode
Mon Jun 01 17:40:51 PDT 2015 --  Hate it when this happens pic.twitter.com/9Uzx52eg8r
Sun May 31 19:12:13 PDT 2015 --  With 70 days left until preseason, we are now 63% through the offseason. Over half way there.
Sat May 30 12:17:15 PDT 2015 --  When you check to see if your girl is still mad at you... pic.twitter.com/u5Qqrg9XQc
Tue May 26 19:43:13 PDT 2015 --  GET THE BROOMS OUT. pic.twitter.com/zcHxW1GVzH
Tue May 26 19:53:30 PDT 2015 --  SWEEP! pic.twitter.com/aKGovUl3Qx
Tue May 26 18:31:30 PDT 2015 --  Missing player alert: Has anyone seen Al Horford? pic.twitter.com/lAOkYw1WK7
Tue May 26 18:35:31 PDT 2015 --  LeBron James probably could have dunked this from the three-point line tbh https://vine.co/v/ebqrV1pn9vx 
Tue May 26 17:41:09 PDT 2015 --  Will the Cavaliers complete the sweep against the Hawks tonight? RT for yes FAV for no pic.twitter.com/my6gQWYyZ9
Tue May 26 18:01:03 PDT 2015 --  BREAKING: After further evaluation, MVP Stephen Curry diagnosed with a cerebral contusion and is OUT for the playoffs pic.twitter.com/VihVxqsQkX
Fri May 22 20:06:51 PDT 2015 --  #WellOffForever pic.twitter.com/3QVcgadB71
Fri May 22 19:47:39 PDT 2015 --  Are the Hawks faking injuries cause they're getting a smack down! Lol The Hawks are a good ass team. LBJ is just better.
Fri May 22 18:01:38 PDT 2015 --  Can't beat em, Shove em.
Thu May 21 18:38:13 PDT 2015 --  ESPN to go>>>>> @ESPNNBA
Wed May 20 20:35:05 PDT 2015 --  WHAT THE FUCK DID I JUST WATCH http://twitter.com/CHlLDHOODRUINER/status/601114598213865474/photo/1pic.twitter.com/XLtNFbEJA5 
Wed May 20 20:40:51 PDT 2015 --  LeBron Passes MJ for most postseason games with 30 Pts 5+ Reb & 5+ Ast. pic.twitter.com/lhS1xwQH4w
Wed May 20 20:13:02 PDT 2015 --  J.R. Swish! J.R. Smith puts on a show in Game 1. Hawks bench: 19 points J.R. Smith: 28 points (playoff career high) pic.twitter.com/3mxmJHiKu3
Wed May 20 20:17:41 PDT 2015 --  Live by the jump shot, die by the jump shot!!
Wed May 20 20:14:56 PDT 2015 --  I tried to tell em, Hawks don't have a Jimmy butler for @KingJames
Wed May 20 20:14:09 PDT 2015 --  J.R. Smith, J.R. Smith, J.R. Smith, LeBron James, LeBron James, LeBron James!!! Haha
Tue May 19 13:43:20 PDT 2015 --  The fight for our survival continues. Season 2 of The Strain​ premieres JULY 12. http://bit.ly/1FyeIpp  #TheStrain
Mon May 18 17:46:13 PDT 2015 --  uncalled for pic.twitter.com/5AWY8z5jzD
Fri May 15 16:02:13 PDT 2015 --  Beautiful day for a workout!
Thu May 14 18:59:52 PDT 2015 --  Delly turning Bulls to jelly.
Thu May 14 18:27:18 PDT 2015 --  Walking to a Moldy cheese head after @DezBryant caught it!!!! #BS #DezCaughtIt #killemnextyearTwill pic.twitter.com/gPk06m8Ksn
Thu May 14 18:19:03 PDT 2015 --  When you walk out the room after you found out she swallows! @TerranceWill2 pic.twitter.com/RQZPJpoMxZ
Tue May 12 18:31:53 PDT 2015 --  Denied! LeBron James chases down Derrick Rose for the block on potential game-tying shot. Cavs lead by 2 with under 1 minute to play.
Tue May 12 18:42:52 PDT 2015 --  BITCH, I SAID CAVS WILL WIN. LISTEN TO KING CHIP FOR HE KNOWS
Tue May 12 18:43:02 PDT 2015 --  This series is one for the ages!!! LeBron is just too much for the Bulls!! #CAVSvsBULLS #CavsIn6
Tue May 12 18:24:28 PDT 2015 --  So, like I said, CAVS win
