Wed May 20 21:24:46 PDT 2015 --  you said you wouldnt and you fucking did.
Mon Aug 17 00:13:11 PDT 2015 --  Because I am way too lazy to pack my stuff up or move it off the bed lol
Mon Aug 17 00:12:58 PDT 2015 --  My shit is literally everywhere in this room... my bag is dumped.. clothes everywhere. I am sleeping w/ it all too pic.twitter.com/ICs1H8FTPf
Mon Aug 17 00:07:03 PDT 2015 --  If you don't stand up after your bath and shower I don't Eben know who you are
Mon Aug 17 00:06:45 PDT 2015 --  I filled this tub way too hot. I'm sweating.
Mon Aug 17 00:05:59 PDT 2015 --  Why Facebook why. Why must you have things like this on your site. That's so sad. Real or not it's sad. pic.twitter.com/Imttnmdq2J
Sun Aug 16 23:59:24 PDT 2015 --  bubble bath time. TIRED AF but need a bub bath
Sun Aug 16 23:31:09 PDT 2015 --  My allergies have been so bad while up here.. my sinuses. Thank god for the general store having for allergies and sinuses
Sun Aug 16 21:25:27 PDT 2015 --  boo can you hurry up w/my food pic.twitter.com/r6j4FfBv4Y
Sun Aug 16 21:05:08 PDT 2015 --  I'm totally getting mashed potatoes and gravy..
Sun Aug 16 21:03:30 PDT 2015 --  I couldn't decide on room service or to order from green emerald and I went with green emerald
Sun Aug 16 21:00:44 PDT 2015 --  Def walking around in my boot slippers from AR in the hotel/casino right now. It's been a long day... im tired
Sun Aug 16 20:52:50 PDT 2015 --  So pissed I missed #DontBeTardy premiere but I'm at @TurningStone thank god for DVR
Sun Aug 16 19:44:05 PDT 2015 --  This bartender is acting like she's on 5 Adderall. Or Crack.. But damn. I'm just enjoying the music. I'm not drinking but wow this bitch
Sun Aug 16 19:34:55 PDT 2015 --  they got some daft punk and some 80's going up in this bar though @ Turning Stone https://instagram.com/p/6d8i7VNdEC/ 
Sun Aug 16 17:22:18 PDT 2015 --  Not sure why I care about him following back I was just bored tbh lol
Sun Aug 16 17:15:10 PDT 2015 --  I'm glad I don't live like this outside of hotels @ Turning Stone https://instagram.com/p/6dsjVWNdEj/ 
Sun Aug 16 16:45:27 PDT 2015 --  just won 246$ off of 20$ on my Wonka baby. He never let's me down. ♡♡ @ Turning Stone https://instagram.com/p/6dpJn3tdNi/ 
Fri Aug 14 15:32:42 PDT 2015 --  Part of me says go for a run, the other part of me says go take a shower and put on some comfy clothes
Sun Aug 16 15:38:07 PDT 2015 --  pic.twitter.com/LSQsa4Ca1n
Sun Aug 16 15:39:04 PDT 2015 --  Deep pic.twitter.com/6ViatNpYfh
Sun Aug 16 14:30:17 PDT 2015 --  when u don't want to cuddle because it's too hot but u still want to touch your boyfriend pic.twitter.com/eDyXDOgXmX
Sun Aug 16 15:30:09 PDT 2015 --  If you had 1 billion dollars and spent $25,000 a day, it would take you 110 years to spend it all.
Sun Aug 16 15:30:08 PDT 2015 --  Who comes up with this kinda stuff pic.twitter.com/b7Hehn07Ld
Sun Aug 16 14:50:31 PDT 2015 --  You can come see me. Turning stone is huge. Otherwise bitch no
Sun Aug 16 14:50:04 PDT 2015 --  My friend is in verona and expects me to leave my hotel/turning stone to come see them lol I'm not getting my car out of valet OR leaving
Sun Aug 16 14:17:05 PDT 2015 --  I'm so hungry finding a new place to eat in this huge ass building. I don't wanna go home tomorrow.
Sun Aug 16 11:03:45 PDT 2015 --  Just remeber that sometimes, the way you think about a person isn't the way they actually are. :)
Sat Aug 15 21:39:20 PDT 2015 --  hey babe missed ya nice to see ya @ Turning Stone https://instagram.com/p/6bl-dTNdCL/ 
Sat Aug 15 19:04:04 PDT 2015 --  here at turning stone. i slept the whole way now im refreshed :)
Sat Aug 15 16:54:07 PDT 2015 --  Having jerry drive the rest of the way because I'm tired AF. Nap time in the back of my car ;)
Sat Aug 15 14:19:34 PDT 2015 --  yep, Michael needs Dunkin. Like I need a coffee now or else
Sat Aug 15 13:38:57 PDT 2015 --  Taking a fast break from the reception to change into comfy shit before we clean up. Not trying to be in this suit anymore
Sat Aug 15 12:40:00 PDT 2015 --  tired. about to fall asleep at the reception. Jesus I'm tired.
Sat Aug 15 11:48:18 PDT 2015 --  This DJ Sucks. I think he's using Pandora or something lol
Sat Aug 15 08:33:15 PDT 2015 --  If I'm going to be standing up in front of a church forever then they better have air going unlike yesterday @ rehearsal
Sat Aug 15 08:32:32 PDT 2015 --  Overdosing myself on coffee right now. So tired.
Sat Aug 15 07:47:46 PDT 2015 --  Where do I accept my award for best snapchat artist??? pic.twitter.com/zN5bld18t3
Sat Aug 15 07:02:54 PDT 2015 --  What I do doesn't affect your life in anyway, you don't follow me.. don't like it bitch don't look bitch
Sat Aug 15 07:01:47 PDT 2015 --  sometimes i tweet a lot sometimes i don't at all, I've tweeted that and so have you. So shut the fuck up with your hypocrisy bullshit
Sat Aug 15 06:59:48 PDT 2015 --  wedding day and we're all in a hurry and rush and jo accidentally took both sets of keys with her and jer lost shit. God help us all ok ly
Sat Aug 15 01:59:53 PDT 2015 --  I blame Amy for how tired I'm going to be today
Sat Aug 15 01:59:14 PDT 2015 --  wedding snd reception then driving to Syracuse? I'm up way past my bed time it's sickening. Someone else can drive my car to cuse then...
Sat Aug 15 01:57:29 PDT 2015 --  WHY of all nights did me and mama Amy choose to stay up late chatting. We had such a long day and I have a long day and night today. night
Sat Aug 15 01:28:53 PDT 2015 --  SORRY TWITTER I'M NOT AT SPARKYS WHY ARE YOU GEO TAGGING ME THERE
Sat Aug 15 01:28:18 PDT 2015 --  however. I called Netflix and they fixed my account problem in less then 2 mins. I didn't know they were open this late lol
Sat Aug 15 01:27:28 PDT 2015 --  Me and mama Amy have been sitting under the gazebo talking. I'm never up this late anymore and considering I have a wedding tomorrow
Fri Aug 14 23:13:04 PDT 2015 --  My bestest buddy ever. Love this little man he's my best bud. pic.twitter.com/sHdqeAkV4H
Fri Aug 14 22:52:34 PDT 2015 --  time for a hot shower and bed. up early for all day prepping then the wedding snd reception then off to Syracuse right after <3
Fri Aug 14 22:51:52 PDT 2015 --  after the oil change from hell, wedding rehearsal and rehearsal dinner and then laundry and packing I am BEAT....
Fri Aug 14 21:07:57 PDT 2015 --  Exactly 2 years ago today! via @timehop http://timehop.com/c/fs:10201951313010725:1421802669:11171914:a4fc6 … pic.twitter.com/S9csoJH82A
Fri Aug 14 20:04:48 PDT 2015 --  i love sour skittles. you haven't had enough unless your tongue is almost bloody and you're going into diabetic coma.
Fri Aug 14 15:18:49 PDT 2015 --  I'm not at Valley energy why did my tweet geo tag that
Fri Aug 14 15:18:25 PDT 2015 --  I'm dying HOT. is rehearsal over
Fri Aug 14 15:17:13 PDT 2015 --  It'd seriously way too hot in this church can this rehearsal hurry up I'm dying
Fri Aug 14 14:36:52 PDT 2015 --  it was just decided at last minute we are wearing masquerade masks into the reception. (The wedding party anyway)
Fri Aug 14 13:39:13 PDT 2015 --  no let's not have drama setting up the reception hall people lololol omg
Fri Aug 14 12:00:23 PDT 2015 --  I left setting up the reception hall to get my car done, after this back to the hall.. then wedding and dinner rehearsal
Fri Aug 14 11:59:17 PDT 2015 --  there ya go, now a half hour later my car can have the god damn oil changed.
Fri Aug 14 11:58:18 PDT 2015 --  oh wow. 35 minutes later you have my car started. you gonna pull it in now?
Fri Aug 14 11:48:31 PDT 2015 --  I have wedding rehearsal soon let's GO..
Fri Aug 14 11:47:55 PDT 2015 --  I'm not trying to be here for ever where there's not even air conditioning... get my car in so I can go
Fri Aug 14 11:44:09 PDT 2015 --  If my appointment is at 2:30 and it's now 2:45 and my car hasn't been taken back yet then you fucking suck
Thu Aug 13 21:40:17 PDT 2015 --  And push the preacher over
Thu Aug 13 21:40:09 PDT 2015 --  I asked her if I could have a special moment during the ceremony like months ago she said no so I said I'm gonna crash it
Thu Aug 13 21:39:00 PDT 2015 --  i just want it to be late Saturday night so I can be at turning stone again let's get this wedding on the road yall
Thu Aug 13 21:38:13 PDT 2015 --  Bitch no
Thu Aug 13 21:22:47 PDT 2015 --  8 am or before every day okay. IT'S JUST NOT GOOD OKAY
Thu Aug 13 21:22:26 PDT 2015 --  TOMORROW begins the 4 days of nonstop business. SO... can I sleep in? Nope I never get too lol.
Thu Aug 13 19:41:12 PDT 2015 --  Just kidding they're not hideous I just don't like black shoes period
Thu Aug 13 19:40:47 PDT 2015 --  My feet hurt so bad. I need a pedicure before the wedding Saturday. I have to wear these hideous shoes that'll hurt my tootsies :(
Thu Aug 13 18:56:35 PDT 2015 --  ♡♡ https://instagram.com/p/6WJxeKtdCm/ 
Thu Aug 13 11:22:21 PDT 2015 --  Loving my new phone.
Thu Aug 13 07:40:04 PDT 2015 --  pic.twitter.com/3R75pAQ2lU
Thu Aug 13 06:59:09 PDT 2015 --  These kids love me though basically it's okay
Thu Aug 13 06:58:54 PDT 2015 --  Owen is running around saying "spanky spanky" because i say that to him
Wed Aug 12 20:40:51 PDT 2015 --  one thing i am happy about though going to AT&T and getting a new phone and all i was able to keep and import my number, thank god
Tue Aug 11 12:43:12 PDT 2015 --  @mikewatkins_ From one Mike to another... Welcome to the Fam! Glad to have you. Let us know if you need any assistance in the future. ^MikeO
Wed Aug 12 18:58:27 PDT 2015 --  @mikewatkins_ We would love to have you back in the Verizon Wireless family. We're always here for you. *LL
Wed Aug 12 18:46:22 PDT 2015 --  My first smartphone wasn't an iPhone though so it's not like im not used to other phones.
Wed Aug 12 18:41:41 PDT 2015 --  and did i mention after 5-6 years i am leaving #teamiphone? shits intense. new carrier and new phone.. girl what
Wed Aug 12 18:40:15 PDT 2015 --  new phones will be here tomorrow. that was fast so happy i left Verizon a few days ago and am now with AT&T..
Wed Aug 12 13:14:58 PDT 2015 --  like chill sis
Wed Aug 12 13:14:33 PDT 2015 --  being 17-19 years old and bragging about the amount of "pussy" you've gotten isn't really cute. you're still a child. #bringback1990
Tue Aug 11 21:39:09 PDT 2015 --  It was midnight taco night here at the Watkins household. https://instagram.com/p/6RSyfcNdDC/ 
Tue Aug 11 20:32:33 PDT 2015 --  the gain ones have been around for some time now, but now they have tide. these makes a Michael's… https://instagram.com/p/6RLKmuNdHD/ 
Tue Aug 11 15:10:13 PDT 2015 --  it's okay if you don't like me, not everyone has good taste
Tue Aug 11 15:10:16 PDT 2015 --  they say u r what u eat but i dont remember eating a fuckin legend
Tue Aug 11 09:46:29 PDT 2015 --  #FaceToFace http://www.pllfinale.com/FaceToFace  @mikewatkins_ do you watch this
Tue Aug 11 14:50:03 PDT 2015 --  Joshua made me veggie pizza and pasta salad. How great is he.
Tue Aug 11 12:35:31 PDT 2015 --  officially dumped verizon's ass and switched to AT&T. gonna be much happier w/them. been a longtime coming. @ATT @ATTCares
Tue Aug 11 10:49:18 PDT 2015 --  What the hell is everyone so mad about did I miss something lol Jesus
Tue Aug 11 09:46:56 PDT 2015 --  #FaceToFace http://www.pllfinale.com/FaceToFace 
Tue Aug 11 09:10:50 PDT 2015 --  #timehop http://timehop.com/c/fs:10204774855197515:1421802669:11171914:e31c8 … pic.twitter.com/N6A37978Dj
Mon Aug 10 22:21:50 PDT 2015 --  Like I told yall before if I'm awake and in bed at 1:00 which usually I'm sleeping the newlywed Game goes on the tv. My fav
Mon Aug 10 21:50:14 PDT 2015 --  just won 4 games of Yahtzee in a row with twice as many points as everyone else so base im def totes a boss
Mon Aug 10 21:26:11 PDT 2015 --  This is oddly mildly and awkwardly attractive pic.twitter.com/KI89t2wW3H
Mon Aug 10 21:07:01 PDT 2015 --  this happened weeks ago, but my life is perfect what is yours? https://instagram.com/p/6OqUOXNdKm/ 
Mon Aug 10 21:05:09 PDT 2015 --  k Twitter. The past 5 minutes has been real but I'm out. Bye
Mon Aug 10 21:04:30 PDT 2015 --  SO MUCH wedding stuff accomplished past two days. gonna be super busy Friday through Monday with rehearsal, the wedding and out of town
Mon Aug 10 21:02:29 PDT 2015 --  time for some canasta with the best friend & geraldine. sleep real soon... tired as fuck.. i don't and can't do late nights anymore really
Mon Aug 10 21:00:27 PDT 2015 --  i don't like Kim kard's new twitter avi, I just think she has much more beautiful photos.
Mon Aug 10 20:58:55 PDT 2015 --  one day you like me the next day you don't.. girl behave okay
Mon Aug 10 19:45:16 PDT 2015 --  My mom didn't say this to me but some people may need to see this cause this bitch is deep AF pic.twitter.com/KBGuwxJjzJ
Mon Aug 10 19:42:55 PDT 2015 --  When your boyfriend gets you a ferrari for your 18th pic.twitter.com/eY1xhzQiu7
Mon Aug 10 18:33:47 PDT 2015 --  holy FaceTime calls today
Mon Aug 10 18:25:43 PDT 2015 --  Why? Because good karma and having good character and being a good person is where it's at.
Mon Aug 10 18:25:26 PDT 2015 --  Even if people ignore you, treat you badly, are snotty, act like they're better.. anything.. still treat them with the utmost respect.
Mon Aug 10 18:24:41 PDT 2015 --  Im always nice to people anymore. Even if they are mean or treat me badly I'm still going to be nice and sweet. It's in good character.
Mon Aug 10 06:58:14 PDT 2015 --  Amanda is totally bringing me McDonald's while I babysit what a fucking babe
Mon Aug 10 06:57:50 PDT 2015 --  whatever you're just a big bitch anyway
Mon Aug 10 06:46:23 PDT 2015 --  Stay classy #timehop http://timehop.com/c/fs:10201921218858390:1421802669:11171914:b4b57 … pic.twitter.com/qsO9TAS0kN
Sun Aug 09 23:36:25 PDT 2015 --  wtf are those noises coming from outside
Sun Aug 09 23:18:12 PDT 2015 --  Damn Kim pic.twitter.com/Z9PsKEzrVt
Sun Aug 09 23:16:02 PDT 2015 --  holy addict lol https://twitter.com/amanda_jo1/status/630519974327660544 …
Wed Aug 05 20:46:18 PDT 2015 --  pic.twitter.com/MF5Edc8A91
Sun Aug 09 23:12:12 PDT 2015 --  I need to make these with my signature jello cups pic.twitter.com/PU6Y1HuV5o
Sun Aug 09 23:10:04 PDT 2015 --  forever obsessed with @WendyWilliams watching her old shit... #wendywilliams
Sun Aug 09 22:16:28 PDT 2015 --  prob won't sleep. me sleeping in ever is a joke lol
Sun Aug 09 22:16:16 PDT 2015 --  me and baby girl will prob watch some Mickey Mouse, then work on some bills and maybe even go to the store.. or we can just sleep who knows
Sun Aug 09 22:15:41 PDT 2015 --  zzz.. waking up early to babysit baby girl while the best friend runs some errands for most of the morning and afternoon.
Sun Aug 09 19:40:12 PDT 2015 --  babysitting the brats in the morning which will probably consist of watching the Mickey Mouse club and eating waffles
Sun Aug 09 18:37:34 PDT 2015 --  @mikewatkins_ hello welcome to my life
Sun Aug 09 18:53:57 PDT 2015 --  after i put the color on had to double check so I decided to put the sections in swirlies.. they look… https://instagram.com/p/6L2SvitdAZ/ 
Sun Aug 09 17:53:19 PDT 2015 --  dying my best bitches hair 🏽🏽🏼 -and then touching mine up because wedding and because hotness.
Tue Apr 28 19:17:44 PDT 2015 --  Sometimes a #Saggitarius just needs to end things to find their own peace. #nolookingback #saggiproblems
Sun Aug 09 17:19:24 PDT 2015 --  my mom is seriously a schizophrenic bipolar alcoholic psychopath. it's like could ya fucking stop
Sun Aug 09 15:37:14 PDT 2015 --  “ @AMANDA_Jo1: That dream have me anxiety. ” Amanda what does that dream have me anxiety mean.. Lol
Sun Aug 09 15:36:34 PDT 2015 --  were @ #littlecaesars because we don't wanna cook tonight and we ordered like the lunch combo which… https://instagram.com/p/6LfWi_tdB-/ 
Sun Aug 09 12:22:45 PDT 2015 --  pic.twitter.com/IoP3o6upBY
Sun Aug 09 08:43:15 PDT 2015 --  Waking up on the weekend like pic.twitter.com/kG5Pibi9o4
Sat Aug 08 20:25:06 PDT 2015 --  live by this and be happy pic.twitter.com/pKFooL02hQ
Sat Aug 08 17:21:32 PDT 2015 --  “@AnEBeyondScared: "PEBBLES" Part 2 pic.twitter.com/ncvj9yANgT” Calm it down pebbles.
Sat Aug 08 17:18:53 PDT 2015 --  “@AnEBeyondScared: This kid's attitude is too much pic.twitter.com/uJ8qBWPkkL” If they put their hands on me I'd kill them twice. TWICE.
Sat Aug 08 17:15:56 PDT 2015 --  “@AnEBeyondScared: "I AINT YOUR FREEEND" Dawg I'm in tears pic.twitter.com/Vkwl7B3evU” What a bald headed son of a fuck
Sat Aug 08 17:15:00 PDT 2015 --  Now I'm getting pissed off.
Sat Aug 08 16:42:58 PDT 2015 --  Everytime I go to @BreeOlson's periscope she's eating.
Sat Aug 08 15:49:48 PDT 2015 --  please tell me how that at all makes sense because you're the one giving me a migraine not him talking loudly
Sat Aug 08 15:49:18 PDT 2015 --  ok.. he raises his voice you scream at the top of your lungs "you don't have to fucking yell" 6x louder then he does and start slamming shit
Sat Aug 08 15:13:17 PDT 2015 --  Im craving cornbread. I need cornbread. I love cornbread. @AMANDA_Jo1 add cornbread to one of my notepads on my whiteboard. Thank you much
Sat Aug 08 14:39:29 PDT 2015 --  bipolar as hell the past 2 days.
Sat Aug 08 10:30:08 PDT 2015 --  it's always nice to be randomly reminded that you're appreciated.
Sat Aug 08 10:49:55 PDT 2015 --  Rule #1 of life. Do what makes YOU happy.
Sat Aug 08 11:00:36 PDT 2015 --  you gotta dream like you've never seen obstacles
Sat Aug 08 11:25:31 PDT 2015 --  see i get so irritated over this because people don't learn.. when you tell them the same thing daily.. MY GOD
Tue Aug 04 12:39:45 PDT 2015 --  People say time is money but time is worth much more than money
Tue Aug 04 20:28:32 PDT 2015 --  pic.twitter.com/HV1XcI0N04
Sat Aug 08 07:47:24 PDT 2015 --  Stay classy #timehop http://timehop.com/c/fs:10204747307788847:1421802669:11171914:1d4b1 … pic.twitter.com/KRAF6afRVJ
Fri Aug 07 23:06:27 PDT 2015 --  You need to power wash your pussy with witch hazel
Fri Aug 07 22:52:54 PDT 2015 --  sorry im not really a fan of camp & comedy queens.. i like fishy queens #fish #fish #fish not sorry
Fri Aug 07 22:23:34 PDT 2015 --  when i change my phone case i have to use a wallpaper that coincides with it.. #ocdproblems I have an attention to detail issue
Fri Aug 07 22:22:04 PDT 2015 --  im not on welfare but it's still fucked up.. like fuck
Fri Aug 07 22:21:44 PDT 2015 --  so classy of the dandy cashier to be bitching about people on welfare in front of customers when im sure there are people in here on welfare
Fri Aug 07 22:21:19 PDT 2015 --  just saying pic.twitter.com/xCs5UaIQWs
Fri Aug 07 21:00:19 PDT 2015 --  I'm over summer. Bring on autumn already.
Fri Aug 07 20:58:59 PDT 2015 --  pic.twitter.com/RCZO8ilFP7
Thu Aug 06 17:22:09 PDT 2015 --  R.I.P to all the "we should hangout this summer"s that never happened
Fri Aug 07 20:32:43 PDT 2015 --  “ @TeensEnvy: Truth pic.twitter.com/ldQBKlhr1m” oh wow..
Thu Aug 06 16:27:50 PDT 2015 --  Tie dye sky pic.twitter.com/N0Goig0p79
Fri Aug 07 01:06:26 PDT 2015 --  wait... people still say "cool story bro?" that's so four years ago
Thu Aug 06 19:25:16 PDT 2015 --  my baby modeling as usual https://instagram.com/p/6ELfgLtdGl/ 
Thu Aug 06 17:47:49 PDT 2015 --  https://instagram.com/p/6EAVrrNdBx/ 
Thu Aug 06 17:43:45 PDT 2015 --  I think we have an emergency I've seen love die way too many times when it deserved to be alive
Thu Aug 06 17:40:05 PDT 2015 --  is this how Marilyn Monroe felt?
Thu Aug 06 17:32:26 PDT 2015 --  temporary home by carrie underwood means more to me than most people understand. can relate to that song..
Thu Aug 06 17:03:24 PDT 2015 --  When you finger an Asian girl pic.twitter.com/c7yNVZhqbS
Thu Aug 06 16:47:23 PDT 2015 --  and nonetheless talk about stupid ass shit i don't wanna hear about while im eating... ignorance
Thu Aug 06 16:46:56 PDT 2015 --  this is why i refuse to eat at a table with people because they eat and drink like disgusting human beings who need punched in their face
Thu Aug 06 16:03:13 PDT 2015 --  Why Kylie look like she hanging with the old Kylie pic.twitter.com/Sl4tU3a4in
Thu Aug 06 16:03:17 PDT 2015 --  we all have those days...
Thu Aug 06 16:03:10 PDT 2015 --  today isn't my day.. ill be back to normal tomorrow im sure. maybe tonight
Thu Aug 06 15:57:33 PDT 2015 --  pic.twitter.com/QMm9oGacRu
