Sun Aug 23 07:56:15 PDT 2015 --  欠点者課題終わらんしんど～ㅅㅅ
Wed Aug 19 08:32:37 PDT 2015 --  はーい安定の文章～ｗｗｗｗ
Wed Aug 19 08:23:23 PDT 2015 --  ﾃﾞｨｴｲｯのメンパ知らんかったしもうだるいしまあﾃﾞｨｴｲｯのメンパ参加してたら多分また病んでたからこれで良し
Wed Aug 19 08:22:01 PDT 2015 --  もうなんかあかさまさに日本人に返さん系なんちょいだるｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
Mon Aug 17 00:07:08 PDT 2015 --  ヤマモトいちゃん名札いるかな？それともすにょん？
Sun Aug 16 23:59:45 PDT 2015 --  名札本名ほしいひと！
Sun Aug 16 21:25:47 PDT 2015 --  セブチのネームプレートどこ新大久保教えて
Sat Aug 15 08:30:12 PDT 2015 --  @dinodino_______ サキチのせいやな。被害届け出しいてきい
Sat Aug 15 08:33:16 PDT 2015 --  説得力ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
Sat Aug 15 08:28:53 PDT 2015 --  コイツに言われたら本気で腹立つ
Sat Aug 15 08:27:15 PDT 2015 --  ログアウトしてもできやんってー（爆笑）
Sat Aug 15 08:25:48 PDT 2015 --  ちょほんま彼氏欲しい
Thu Aug 13 21:52:42 PDT 2015 --  禁句ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗWWWWWWWWWWW
Thu Aug 13 09:29:40 PDT 2015 --  ディエイッッッの彼女、ディエイッッッの彼女じゃなくなった
Thu Aug 13 21:50:17 PDT 2015 --  くわえられたい pic.twitter.com/pUTN3RytQO
Thu Aug 13 21:49:30 PDT 2015 --  ﾃﾞｨｴｲｯメロナ？
Wed Aug 12 09:41:53 PDT 2015 --  スングァン顔しゅってしたら絶対にモテる。。トーマス輪郭がなあ。。
Tue Aug 11 10:45:15 PDT 2015 --  ヘミちゃん可愛すぎて
Tue Aug 11 09:34:39 PDT 2015 --  ハルニムとのやりといしんどぃ（爆笑）
Tue Aug 11 09:32:25 PDT 2015 --  @the_8xx そぅゃって、ディエイッッのこと首長ぃとかゆぅのゃめてっ！！！！ディエイッッかわぃそうぢゃん、、、
Tue Aug 11 09:22:45 PDT 2015 --  クプヌワンバンとかゃめょ、かゎぃそぅだょクプヌㅠㅠ
Tue Aug 11 09:13:10 PDT 2015 --  一瞬ゾスアの左腕へし折ったろかおもたごめ
Tue Aug 11 06:34:40 PDT 2015 --  え？！ブロンドジョンハン見れる！？とか思って目キラキラさせながら再生させたらちゃっかりキャップかぶってんの、、、 pic.twitter.com/Yw14ukyQcr
Tue Aug 11 09:10:45 PDT 2015 --  キャッチクプヌやりたい子で出ておいで
Tue Aug 11 09:08:16 PDT 2015 --  @the_8xx は？投げ返すで？なんならクプスのキャッチボールならぬキャッチクプスするか？お？
Tue Aug 11 09:07:53 PDT 2015 --  すんごい光景ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗやっぱりユクデの需要性わっかんねｗｗｗｗ pic.twitter.com/iBPSsKDp2T
Tue Aug 11 09:06:08 PDT 2015 --  やばいリプ大事なやつ返してないねんけどクソ性格悪奴になるな？マナー最悪女奴だるい
Tue Aug 11 09:01:10 PDT 2015 --  pic.twitter.com/YRL8TVvZaN
Mon Aug 10 10:20:20 PDT 2015 --  星とショヌ足して2で割ったみたい
Sun Aug 09 18:10:01 PDT 2015 --  水泳の世界選手権最終日、男子400m個人メドレーで瀬戸大也選手が金メダルを獲得！日本勢大会史上初となる2連覇を達成し、これで日本の金メダルは過去最多の3個となりました。http://bit.ly/1NktNdS  #水泳 pic.twitter.com/R1HIHhfBrn
Mon Aug 10 10:11:26 PDT 2015 --  #버논 #한솔 preview - 오늘 솔이 많이 못봐서 넘 속상했지만 8ㅅ8... 잘해주는 모습에 대견 빨간옷도 솔이 미모 제일 못막잖오?!?!! pic.twitter.com/VJbJ20Stvt
Mon Aug 10 10:17:10 PDT 2015 --  カメラもうちょい引いて（泣）
Mon Aug 10 09:55:39 PDT 2015 --  150810 아육대 #seventeen #세븐틴 #윤정한 #정한 #아낀다 ( @pledis_17) 머리 갑자기 바꾸고 와서 깜짝 놀랐네 pic.twitter.com/5ghuCapgwk
Mon Aug 10 09:54:09 PDT 2015 --  うわ〜ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗもうｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗwだるｗｗｗｗｗwｗｗｗｗｗハッッｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
Mon Aug 10 06:04:56 PDT 2015 --  호시「명호가 색종이로 펭귄을 접었길래 "이런 더운 곳에 펭귄이라니, 가엾네."라고 말했더니, 다음 날 펭귄은 냉장고 속에서 발견되었다.」
Mon Aug 10 09:47:50 PDT 2015 --  あ！ミョンホ動いてる！
Mon Aug 10 09:45:58 PDT 2015 --  https://vine.co/v/edzDKArXvOJ 
Mon Aug 10 09:46:36 PDT 2015 --  壁ドン死す
Mon Aug 10 09:45:21 PDT 2015 --  うちのミョンホはどの競技にでましたか？？？？
Mon Aug 10 09:37:56 PDT 2015 --  『これ！私の連絡先です！』 宇治『。。。（凝視）』 pic.twitter.com/Sq0iqkQ8B3
Mon Aug 10 09:31:44 PDT 2015 --  クプヌ先輩には連絡先じゃなくてラクダあげよ？
Mon Aug 10 09:31:13 PDT 2015 --  現役ドギョム https://twitter.com/Honey17angel/status/630778345190354946 …
Mon Aug 10 09:27:47 PDT 2015 --  ｢あっあの、これ私の連絡先ですっ｣ ｼﾞｭﾝ｢あらやだぁ♡ほんとに貰っちゃっていいのぉ♡んふっ♡ﾄﾞﾘﾄﾞﾘｼﾞｪﾑｼﾞｪﾑ♡｣ カマで行こ、カマキャラ極めよ文俊辉。
Mon Aug 10 09:24:30 PDT 2015 --  ジョンハンさん足速かったです金髪も似合ってます＞_＜もしよかったらこれ受け取ってくださいっ／／／ 「え〜ありがと〜でもぼっ…「俺の女に手出すな」」 クックプス先輩〜ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
Mon Aug 10 09:22:57 PDT 2015 --  さきもミョンホに連絡先渡そ。。。
Mon Aug 10 09:03:52 PDT 2015 --  爆発 https://twitter.com/the_8xx/status/630771071071850496 …
Mon Aug 10 09:06:14 PDT 2015 --  ウギョルとアユクデとあとなんやけ？嫌いなんみんなが
Mon Aug 10 09:06:00 PDT 2015 --  早朝から夜までの撮影で怪我するしアイドルから好かれてない番組だからそろそろアユクデいらん思う
Mon Aug 10 09:01:57 PDT 2015 --  呼ばなくていいから写真あげよ？（爆）
Mon Aug 10 08:49:10 PDT 2015 --  MBC側は現場写真が上がって来たアイドルはもう二度と呼ばないって言ってるらしい んで、呼んでほしくない！っていう海外ペンが写真投下を呼びかけてるというｗｗ 私既にいくつか見ちゃったけど大丈夫なんだろうか… 本国マスタさんはきっちり沈黙してる状況なんだけど #GOT7 #아육대
Mon Aug 10 08:46:09 PDT 2015 --  イケギュや、、モテギュ、、 pic.twitter.com/HGtwCOkwGh
Mon Aug 10 08:28:09 PDT 2015 --  ええええヘミチャマとディエイッ？！（震） pic.twitter.com/z26tYS2dVD
Sun Aug 09 19:32:37 PDT 2015 --  写真あかんとか密会じゃねえかあかんってｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗまじあかんってｗｗｗｗｗｗｗｗｗｗ
Sun Aug 09 19:24:23 PDT 2015 --  マリサやrt
Sun Aug 09 19:23:38 PDT 2015 --  【運動会レポ©got7problems】 #セブチ #ハンソル #バーノン ハンソルはGOT7のマークとジャクソンと一緒にワールドチームに所属してると！ ワールドだな…
Sun Aug 09 19:23:12 PDT 2015 --  ハニキンパとか完全ににゅい
Sun Aug 09 19:18:39 PDT 2015 --  ピストルの音に驚くクプス先輩ええてｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ pic.twitter.com/Lphc6kNT3F
Sun Aug 09 19:15:53 PDT 2015 --  @mimamoru_17js ？ pic.twitter.com/NTTTWfzhzm
Sun Aug 09 19:15:41 PDT 2015 --  @the_8xx 首長い
Sun Aug 09 19:15:31 PDT 2015 --  なあ！！！、！ディエイッは！！！！
Sun Aug 09 18:52:57 PDT 2015 --  あれ12人？！
Sun Aug 09 17:21:15 PDT 2015 --  まじ早朝から散歩するおじいさん
Sun Aug 09 17:21:01 PDT 2015 --  ギュ爺しかあがってこやんｗｗｗｗｗ
Sun Aug 09 17:13:46 PDT 2015 --  どうせディエイッ足長いやんジャージ姿想像できるおけ
Sun Aug 09 16:46:50 PDT 2015 --  ユクデファッティン
Sun Aug 09 15:56:34 PDT 2015 --  ズンピ
Fri Aug 07 16:23:35 PDT 2015 --  150806 韓ON!ラジオスター 세븐틴 퍼포먼스 유닛 움짤 http://cfile2.uf.tistory.com/image/22726C4B55C53B2A1CB4FB … 잼잼 참 조은 노래 pic.twitter.com/GUQ5Gy3QTQ
Sun Aug 09 09:12:20 PDT 2015 --  さけるチンコあっかーんｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
Sun Aug 09 09:04:14 PDT 2015 --  さけるチンコみたい
Sun Aug 09 09:04:00 PDT 2015 --  サキチンコ
Sun Aug 09 09:03:11 PDT 2015 --  そういうキャラじゃねえんだわｗｗｗｗｗｗｗｗｗｗ
Sun Aug 09 09:02:53 PDT 2015 --  イルムがやばいｗｗｗｗｗ
Sun Aug 09 07:41:39 PDT 2015 --  @byunwoos 오랜만이에요. Long Time No see
Sun Aug 09 08:08:29 PDT 2015 --  余裕でムリヤ〜 https://twitter.com/____rapperb/status/630395094474948608 …
Sun Aug 09 04:46:49 PDT 2015 --  （ @the_8xx ）ちょっとななんかなんなん pic.twitter.com/wi0AulbEBK
Sun Aug 09 08:00:41 PDT 2015 --  韓国語勉強しに行きたいって言い始めて3年ぐらい経つけどいまだに行けてない
Sun Aug 09 07:59:21 PDT 2015 --  ディエイッが打ったらまじ心臓ドつかれる苦しいやつだけどスングってなると鳥肌
Sun Aug 09 07:56:00 PDT 2015 --  スングの最後の文鳥肌たったごめｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
Sun Aug 09 07:48:49 PDT 2015 --  スングどこいったんな
Sun Aug 09 07:46:19 PDT 2015 --  いやスングのリプ無視るヒカリつよ
Sat Aug 08 02:45:56 PDT 2015 --  ディエイッの小走りなんであんなブスなのｗｗｗｗｗｗｗｗｗｗブサカワｗｗｗｗｗ
Fri Aug 07 22:29:36 PDT 2015 --  クプス反日かよｗｗｗｗｗ（違）
Fri Aug 07 22:20:05 PDT 2015 --  10日後にセンイルです！とかあり？（爆笑）
Fri Aug 07 22:09:12 PDT 2015 --  @urigh1122 디노가 해줬어요ㅎㅎ
Thu Aug 06 21:08:30 PDT 2015 --  ディエイッがテーマパークのクルーRT
Thu Aug 06 20:05:31 PDT 2015 --  男子校かｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ pic.twitter.com/LgbM7EeAnc
Thu Aug 06 19:55:14 PDT 2015 --  セブチプロジェクトダビングかなんかできるんなら見れない人あげたいけどそもそも鶴橋にそろそろ売り出すやろ…？（笑）（笑）
Thu Aug 06 19:33:01 PDT 2015 --  感謝 pic.twitter.com/Hss5y96uzN
Thu Aug 06 18:14:02 PDT 2015 --  吐き気とまらんしんどいやばいやばいやばい
Thu Aug 06 18:13:36 PDT 2015 --  がんばてぉんにぃ〜 https://twitter.com/chibitan_1122/status/629460102374764544 …
Thu Aug 06 18:12:35 PDT 2015 --  ディエイッの名札付けて早く出かけたい！ディエイッとお出かけしたい（語弊）
Thu Aug 06 18:12:00 PDT 2015 --  起きて～用意して〜セブチプロジェクト見ながらしよ〜はあ〜
Thu Aug 06 09:14:12 PDT 2015 --  ああああ占ツクのジフンのやつ続き見たいすぎるやばいぞ！！！！やばいぞ！！！！
Thu Aug 06 09:01:48 PDT 2015 --  ブスとか言いながら可愛いセルカ載せるんそろそろ殺意湧くブスの気持ちも考えてってばあ〜
Thu Aug 06 08:55:18 PDT 2015 --  アッキンダもシャイモンもカラオケ入ってなかったから携帯から流してマイク向けて音量上げてリアチンと躍り狂ったプチアッキンダ会
Thu Aug 06 08:53:30 PDT 2015 --  これ全部りあちんチョイス https://twitter.com/____rapperb/status/629319116248121344 …
Thu Aug 06 08:49:42 PDT 2015 --  カラオケ楽しかったマンセ pic.twitter.com/YwK4i9msKu
Thu Aug 06 07:58:51 PDT 2015 --  プロジェクト1話これ何回も見てるやつ〜ｗｗｗｗｗｗｗｗｗｗ
Thu Aug 06 07:50:57 PDT 2015 --  韓オンかなんか忘れてたからこれ見る pic.twitter.com/jtyr5WV6cT
Wed Aug 05 22:18:42 PDT 2015 --  カラオケアッキンダない
Wed Aug 05 22:15:44 PDT 2015 --  ディエイッッは指の間からバッチリカメラ目線してる^ ^^ ^^ ^ pic.twitter.com/Gi5gUaPOD6
Wed Aug 05 22:18:20 PDT 2015 --  これモラジュギだから！！クプス先輩のこと悪く言うなんて！！許さない！！！ https://twitter.com/____rapperb/status/629159155819900928 …
Wed Aug 05 06:44:17 PDT 2015 --  ティシャツッおそろい疑惑 https://twitter.com/dinodino_______/status/628923980200570882 …
Wed Aug 05 06:40:19 PDT 2015 --  すーきすきす
Wed Aug 05 06:40:11 PDT 2015 --  お願いマイメロディになりたいんや
Wed Aug 05 06:36:07 PDT 2015 --  ジスくんの涙袋になりたぃ＞_＜ジスくんちゃれっそ＞_＜ pic.twitter.com/RhTe0KBXW3
Wed Aug 05 06:34:13 PDT 2015 --  ニュースでエンブレエンブレいうからエンブレかおもたらエンブレム
Wed Aug 05 06:33:44 PDT 2015 --  ちゃれっそって言うとけばフワフワなれる
Wed Aug 05 06:33:25 PDT 2015 --  うちのミョンホくんカヮィィｐｑｐｑちゃれっそｐｑ pic.twitter.com/XKjFgYPkSK
Wed Aug 05 04:30:11 PDT 2015 --  クプスパイセンの、3.2.1.0 って0まで数えるん気になるｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
Wed Aug 05 04:18:05 PDT 2015 --  すごいこうできるんすごい pic.twitter.com/mgKEkvYsQP
Wed Aug 05 04:16:38 PDT 2015 --  セブンティーンの幸せなクイズでホシがセバキに似てる言うて笑った（笑）
Wed Aug 05 01:54:34 PDT 2015 --  150718 © SoonYoung70 pic.twitter.com/flQtH2tIwL
Wed Aug 05 01:39:46 PDT 2015 --  ハルニム〜w w w pic.twitter.com/Nqi1sDoUOS
Fri Jul 31 17:16:07 PDT 2015 --  シスコn(( ハンソルペン 繋がりましょッオ＼(^o^)／ #SEVENTEENペンと猛烈に絡みたくて仕方ないのでSEVENTEENペンがRTしてくれたらフォローしますのでこれを見たSEVENTEENペンは是非RTして拡散してください pic.twitter.com/xsUHmSpLJA
Wed Aug 05 00:20:14 PDT 2015 --  150805 뮤비뱅크 세븐틴 움짤 명호 서명호 디에잇 http://cfile7.uf.tistory.com/image/2350E33E55C1B8FC3C30C3 … 3대 노답 조명 1 정육점 조명 2 시퍼런 조명 3 플디 연습실 조명...☆ pic.twitter.com/a1IGoeNosd
Tue Aug 04 23:53:01 PDT 2015 --  完ッ成（胸熱） pic.twitter.com/o66W9OWNRE
Tue Aug 04 23:48:15 PDT 2015 --  これの男どこ？！ pic.twitter.com/nilV6OA37U
Tue Aug 04 23:42:39 PDT 2015 --  やめろやしんどいわ pic.twitter.com/AucgUOLLkt
Tue Aug 04 23:43:59 PDT 2015 --  美化しすぎかよ
Tue Aug 04 23:34:35 PDT 2015 --  ディノすぎて心痛い pic.twitter.com/w99yeo9iap
Tue Aug 04 23:33:08 PDT 2015 --  pic.twitter.com/ebGPXo6TEe
Tue Aug 04 23:41:40 PDT 2015 --  タグ付けの意図を教えて？ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ https://twitter.com/dinodino_______/status/628815985294704640 …
Tue Aug 04 23:29:49 PDT 2015 --  ペンミ（泣）（泣）（泣）（泣）（泣）行くからあああ（泣）
Tue Aug 04 23:13:46 PDT 2015 --  がいい
Tue Aug 04 23:13:41 PDT 2015 --  ディエイッこれ pic.twitter.com/fGcX2oLrJz
Tue Aug 04 23:12:57 PDT 2015 --  こういうの多いｐｑ
Tue Aug 04 23:06:03 PDT 2015 --  絵ではないけど彼氏ヅラエイッ彼女ヅラにエイッ pic.twitter.com/khrvW1gseK
Tue Aug 04 23:01:52 PDT 2015 --  ディエイッは…
Tue Aug 04 21:26:41 PDT 2015 --  いやだからパイセンイケメン
Tue Aug 04 21:25:20 PDT 2015 --  [Doogi PD] 벌써부터 보고싶데요. #오늘_녹음한다아 #기다리고이찌 #승철이가_지켜본데요 pic.twitter.com/9SJjjPcCUY
Tue Aug 04 11:39:21 PDT 2015 --  ディエイッのシジャケ〜シジャケ〜ってなんであんなにかわいい（泣）（泣）
Tue Aug 04 10:33:44 PDT 2015 --  制服とかミンギュ絶対彼氏ヅラしてきよる
Tue Aug 04 10:32:54 PDT 2015 --  セブチイベは全部制服で行こう
Tue Aug 04 10:32:24 PDT 2015 --  to.書かなくていい関係憧れちゃう
Tue Aug 04 10:21:20 PDT 2015 --  制服ええなｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
Tue Aug 04 10:20:34 PDT 2015 --  いや制服っしょ
Tue Aug 04 10:15:05 PDT 2015 --  宇治
Tue Aug 04 03:06:53 PDT 2015 --  靴下に虫止まってるの発見するウジかわいすぎるんだけども pic.twitter.com/5D1bcs1a7q
Tue Aug 04 10:10:41 PDT 2015 --  ウリサグィジャ〜言われたい
Tue Aug 04 10:09:11 PDT 2015 --  To.ぼくのかのじょさきちゃん って書かせる意味はとりあえず伝えないでおこう
Tue Aug 04 10:06:38 PDT 2015 --  せやんな…エイッフォーエバーラヴ https://twitter.com/____rapperb/status/628612349742592000 …
Tue Aug 04 10:05:57 PDT 2015 --  いや全然まだまだエイッラヴやし pic.twitter.com/eqXirpJimU
Tue Aug 04 10:03:53 PDT 2015 --  サイン会でディノオッパアアアアって呼ぼや…（）
Tue Aug 04 10:02:41 PDT 2015 --  ひびきがヌナって呼ばれる時代なのね
Tue Aug 04 10:02:35 PDT 2015 --  公表しやんけど朝から姫漁ってる日がしばしば… https://twitter.com/____rapperb/status/628611699222777856 …
Tue Aug 04 10:00:16 PDT 2015 --  完全に我姫沼 pic.twitter.com/zJYS66nqxk
Tue Aug 04 07:41:40 PDT 2015 --  【日本語字幕】モンスターX サイン会擬似体験♥︎一人称ファン目線カメラ第3弾 (ヒョンウォンver) @OfficialMonstaX #Monsta_X #몬스타엑스 #형원 #일본어자막 pic.twitter.com/gnk9FJXL4V
Tue Aug 04 09:52:42 PDT 2015 --  遊んでないのに金なし子ッ！しんどッ
Tue Aug 04 09:49:40 PDT 2015 --  ディエイッ彼女持ち
Tue Aug 04 09:44:43 PDT 2015 --  かわいい pic.twitter.com/5wcQ5B29J8
Tue Aug 04 09:44:02 PDT 2015 --  マヂカヨソレモッタイナアーイ
Tue Aug 04 09:42:51 PDT 2015 --  ホントノコイッテシッテルカーイ
Tue Aug 04 09:42:18 PDT 2015 --  オッジョサン https://twitter.com/____rapperb/status/628606801831817216 …
Tue Aug 04 09:40:30 PDT 2015 --  スングが某48グループの撮影会に来たヲタにしか見えてない pic.twitter.com/jYZmPw8zpY
Tue Aug 04 09:41:27 PDT 2015 --  hi
Tue Aug 04 03:45:02 PDT 2015 --  んんんんんんんかわいい！！！
Mon Aug 03 23:38:12 PDT 2015 --  用意せなバイトバイトバイトバイトバイトバイトバイトああああ！！！ああああ！！！ああああ！！！ああああ！！！ああああ！！！ああああ！！！アイアアアアアイアアアアイアアアアアイアアアアアアアアぁぁぁ
Mon Aug 03 23:37:28 PDT 2015 --  ディエイッこれ指輪指ごと外れ落ちそうで怖いからそろそろやばい pic.twitter.com/LMTjImaOYX
Mon Aug 03 23:32:38 PDT 2015 --  寝過ぎてしんどい無理今からバイトとか死ねるね？
Mon Aug 03 19:05:11 PDT 2015 --  @the_8xx エイッッ pic.twitter.com/iww8ed2y10
Mon Aug 03 19:51:38 PDT 2015 --  エイッ報告（笑） https://twitter.com/Honey17angel/status/628386164559384579 …
Mon Aug 03 09:20:39 PDT 2015 --  我ガチャピン
Mon Aug 03 09:17:57 PDT 2015 --  韓国人ナムジャとお話したい！誰か！いないの！
Mon Aug 03 09:10:38 PDT 2015 --  カラコン植え付けたい
Mon Aug 03 09:04:37 PDT 2015 --  ヤマ pic.twitter.com/sNtnSWOFDv
Mon Aug 03 08:58:05 PDT 2015 --  根本的なこと言うてくるやん…ひかっち病む…
Mon Aug 03 08:55:07 PDT 2015 --  じゃあ我はしゃもじになるぅう！
Mon Aug 03 08:54:59 PDT 2015 --  3.4年前にクソブスビッチ言われたん忘れへんからな〜ｗｗｗｗｗｗｗｗｗｗ
Mon Aug 03 08:51:37 PDT 2015 --  エイッ（恋か〜まじか〜⤵︎） @the_8xx http://youtu.be/OoAU-Lh54fQ 
Mon Aug 03 08:53:54 PDT 2015 --  気になっててんけどなんでそんなジョシュアフォーカスなん https://twitter.com/23____hong1s/status/628231755942637568 …
Mon Aug 03 08:43:48 PDT 2015 --  わしディエイッッと2ショットあるし pic.twitter.com/YZNcBgCAnK
Mon Aug 03 08:44:28 PDT 2015 --  pic.twitter.com/U4yvHrYGx1
Mon Aug 03 08:43:13 PDT 2015 --  とかゆうて佐吉恋してる疑惑
Mon Aug 03 08:43:41 PDT 2015 --  アッ。。。そっそれは。。。 https://twitter.com/____rapperb/status/628229642218962944 …
Mon Aug 03 08:41:56 PDT 2015 --  正直ディエちゃんの首にチョーカー47個もつけれないし。頑張って3個でしょ。いい加減にしてほしい。
Mon Aug 03 08:42:09 PDT 2015 --  タラ男しね
Mon Aug 03 08:40:50 PDT 2015 --  サ吉はエスクプスかドギョムかスングァンのペンになればぃぃのに〜！！ディエイトとかゃめてほＵぃー
Mon Aug 03 08:41:55 PDT 2015 --  ディエイッゎぅちのゃからとらんとってなディエイッに寄るぉんなまぢいらん
Mon Aug 03 08:40:40 PDT 2015 --  タラ男うっさいサザエさん家帰れクプス連れて帰れ
Mon Aug 03 08:39:42 PDT 2015 --  サ吉ってやつなんなの＞_＜ディエイッッの彼女とかうるさ＞_＜ディエイッッうちのだし＞_＜
Mon Aug 03 08:38:47 PDT 2015 --  サ吉とかゆぅ人まぢムカ〜！ババァとかゅってるＵ、ディエイトのカノジョってゅってたＵ〜〜めちぁﾑﾘだカラ！
Mon Aug 03 08:38:12 PDT 2015 --  『ディエイッの彼女ヅラを絞める会』
Mon Aug 03 08:35:57 PDT 2015 --  サキチつょぃw w w w w w w w w w w w w w w w w w w w w w w w w w w w w w w w w w w w w w w wいや割とそういうところ好き（笑）
Mon Aug 03 08:37:22 PDT 2015 --  やばいクプス投げてきよったやつおるｗｗｗｗｗだるいオババ帰れｗｗｗｗｗｗｗｗｗｗ
Mon Aug 03 08:36:17 PDT 2015 --  あのサ吉ってやつなんなんまじでディエイッッな彼女とか言っちゃってるし＞_＜ババアとか言われるし＞_＜クプス先輩投げに行こ＞_＜
Mon Aug 03 08:35:29 PDT 2015 --  叩かれる叩かれるてゆうといてツイ消しせえへんサキチって…？
Mon Aug 03 08:32:10 PDT 2015 --  佐吉しんどい
Mon Aug 03 08:31:32 PDT 2015 --  ババアなんて言ったらダメだよ可哀想じゃんオババって呼んであげようよ
Mon Aug 03 08:25:34 PDT 2015 --  やめとけ俺らはそれで悶えてんねんから
Mon Aug 03 08:25:05 PDT 2015 --  サキチ（笑）（笑）
