Thu Aug 13 04:11:27 PDT 2015 --  HAPPY BIRTHDAY pic.twitter.com/0KX6D3fORU
Fri Aug 14 18:43:02 PDT 2015 --  lmaooo pic.twitter.com/PSd3bCnzlM
Fri Aug 14 10:47:24 PDT 2015 --  Once you get on the bad side of a #Virgo, everything you do annoys them.
Fri Aug 14 01:17:17 PDT 2015 --  #Virgos are natural analyzers. They always notice the little details.
Thu Aug 13 23:17:08 PDT 2015 --  #Virgos aren't the clingy type. If they don't feel wanted, they will leave.
Thu Aug 13 07:17:13 PDT 2015 --  #Virgo is the most determined sign of the zodiac. Once they decide they want something, there is no stopping them.
Tue Aug 11 00:25:39 PDT 2015 --  When you catch someone staring and they don't look away. @MannyMua733 pic.twitter.com/744u3Ge7qj
Mon Aug 10 19:38:31 PDT 2015 --  Lmfaooo https://twitter.com/WorldStarFunny/status/630857589711093760 …
Mon Aug 10 18:27:37 PDT 2015 --  "How's life?" https://vine.co/v/e6nLQQuYJPn 
Sun Aug 09 23:33:57 PDT 2015 --  I really want the galaxy note 4 for my birthday. I want it sooo bad
Sun Aug 09 10:01:04 PDT 2015 --  Gymnastics 1-0 Physics pic.twitter.com/xfSXgv99Kz
Sat Aug 08 06:17:55 PDT 2015 --  BRUHHH https://vine.co/v/OmFLlEIe1XW 
Wed Aug 05 22:55:24 PDT 2015 --  look how tiny Sterling was compared to Oliver! My bebe is all grown up, I miss having a baby… https://instagram.com/p/6B-voaPwe9/ 
Wed Aug 05 15:12:31 PDT 2015 --  ohmygosh https://vine.co/v/e6QvWVzHVAM 
Tue Aug 04 22:12:29 PDT 2015 --  Bruh this song use to be so lit pic.twitter.com/hiAydzpBow
Sat Jul 25 19:17:47 PDT 2015 --  pic.twitter.com/fcsKFfrPEi
Tue Aug 04 22:57:42 PDT 2015 --  This slays me! Omg I'm obsessed with @jordanhanz https://instagram.com/p/5_aNo_PwW8/ 
Tue Aug 04 16:15:09 PDT 2015 --  If you were having a bad day just watch this http://vine.co/v/e6QvWVzHVAM 
Tue Aug 04 17:21:11 PDT 2015 --  under boob sweat sucks
Tue Aug 04 10:12:45 PDT 2015 --  3yrs ago we took my baby Sterling home! He has grown into such a weird, floppy, fabulous brat.… https://instagram.com/p/5-Cq5QvwYM/ 
Fri Jul 31 13:01:18 PDT 2015 --  Share this post to win 2 tix to the @SecretsummerN cocktail festival on Sunday in New York! First share wins! pic.twitter.com/VkQVhEie8G
Thu Jul 30 22:15:52 PDT 2015 --  https://twitter.com/BabyAnimalPics/status/626950719527104512 …
Thu Jul 30 19:56:05 PDT 2015 --  Wishing for the Fall to come sooner. https://instagram.com/p/5yNdCMvwdI/ 
Wed Jul 29 21:23:07 PDT 2015 --  Aw I still have that little bottle. Back when Jäger bombs were my shot choice. https://instagram.com/p/5vynqsPwRd/ 
Tue Jul 28 11:47:50 PDT 2015 --  This is important, we need to know! Lmao #Drake https://instagram.com/p/5sL_S4PwV-/ 
Fri Jul 24 19:07:54 PDT 2015 --  when you tell bae "k bye" and they actually say "alright bye." pic.twitter.com/6SmIQbIOT6
Thu Jul 09 20:35:48 PDT 2015 --  "ADAM" https://vine.co/v/OLhtVzVJAqx 
Tue Jul 21 08:37:33 PDT 2015 --  shopping for pants like pic.twitter.com/Z3Zxtq5YRq
Thu Jul 23 19:00:00 PDT 2015 --  Who else pic.twitter.com/QBCyoxlBit
Wed Jul 22 20:00:17 PDT 2015 --  I've been searching for this vine forever, kills me every time https://vine.co/v/OW2Haq92J3h 
Tue Jul 21 19:25:57 PDT 2015 --  I've had my baby Mike Wazowski for a whole year today! I still love his cute little butt and as soon… https://instagram.com/p/5a-2evPwe0/ 
Mon Jul 20 19:36:57 PDT 2015 --  I can't https://instagram.com/p/5YbTYAPwdA/ 
Sun Jul 19 11:27:01 PDT 2015 --  This is very accurate. #beetlejuice #beetleguise https://instagram.com/p/5U-c0bvwQw/ 
Sat Jun 20 18:19:23 PDT 2015 --  "Hey man I'm from California" pic.twitter.com/rnXn2SfNIs
Fri Jul 17 20:32:24 PDT 2015 --  I'm so ready to just leave with jon. I'm ready to start our new life with the cats and just be happy.
Fri Jul 17 09:59:24 PDT 2015 --  HAHA YES. pic.twitter.com/4Eqqtpdzkb
Mon Jul 13 15:48:25 PDT 2015 --  This nigga will end anyone pic.twitter.com/GE7ZapvpXC
Mon Jul 13 17:15:55 PDT 2015 --  When @trixiemattel checks her compact pic.twitter.com/QSTdR4N4p8
Mon Jul 13 19:17:00 PDT 2015 --  Though #virgos are caring and considerate, they can get irritated quickly.
Mon Jul 13 19:47:01 PDT 2015 --  #Virgos can make all kind of friends because, they're cool with you if you're cool with them. They don't need to make drama.
Mon Jul 13 19:57:13 PDT 2015 --  I have two moods pic.twitter.com/TagoCYsmE7
Sun Jul 12 21:06:34 PDT 2015 --  Lmao, I love his cute face & that little toof sticking out. #Oliver #MyBub https://instagram.com/p/5D_NjLvwdJ/ 
Sun Jul 12 14:11:36 PDT 2015 --  Reason I go to any social gathering tbh pic.twitter.com/93a9BZ656k
Sun Jul 12 07:17:02 PDT 2015 --  #Virgo often lies awake at night just thinking...about stuff. Some is important...some is not...most are made up scenarios in their head.
Sun Jul 12 12:37:38 PDT 2015 --  I can't https://twitter.com/WorldStarFunny/status/620243237098274816 …
Sun Jul 12 12:11:31 PDT 2015 --  when your therapist asks you to draw how you feel pic.twitter.com/PnL9TmIVgB
Sat Jul 11 20:49:30 PDT 2015 --  I still miss getting these messages on xbl lmao https://instagram.com/p/5BYdrDvwUd/ 
Sat Jul 11 20:13:41 PDT 2015 --  It feels really good to be back doing blowdrys, if anybody wants to come see me let me know!… https://instagram.com/p/5BUXU7vwdk/ 
Sat Jul 11 07:45:10 PDT 2015 --  Me lmao pic.twitter.com/zX4qNBIkf3
Fri Jul 10 22:55:00 PDT 2015 --  That's the truth. http://buff.ly/1Tq40EE 
Thu Jul 09 23:13:32 PDT 2015 --  Omg this is when I got Bruce! I miss my old truck! #DisneyNamesForCars https://instagram.com/p/48fW0HPwXe/ 
Wed Jul 08 21:02:13 PDT 2015 --  when a thot eats ice cream pic.twitter.com/ORp782NFPa
Wed Jul 08 21:52:08 PDT 2015 --  @benzobabie pic.twitter.com/FqJb0DQZ2u
Wed Jul 08 21:55:45 PDT 2015 --  me everyday pic.twitter.com/kFdBm4ManI
Wed Jul 08 22:29:16 PDT 2015 --  I really wish I could just dissappear for a while. With oliver, I want him to keep me company.
Wed Jul 08 18:04:06 PDT 2015 --  "What do you want your future to look like?" pic.twitter.com/O3krsBayhc
Tue Jul 07 14:17:07 PDT 2015 --  When a #Virgo gets really interested in something, they become borderline obsessed.
Mon Jul 06 20:11:14 PDT 2015 --  He's throwing fucking fries on her https://vine.co/v/e7qeAbQquYB 
Mon Jul 06 06:30:21 PDT 2015 --  SHARK WEEK http://vine.co/v/h5aDaFthX6O 
Mon Jul 06 08:48:04 PDT 2015 --  This might get out of hand, @prattprattpratt... pic.twitter.com/ZsFCGOdFC7
Sat Jul 04 17:01:45 PDT 2015 --  "Her boobs are saggy without a bra." and ur dick is small without an erection NEXT
Sun Jul 05 22:25:08 PDT 2015 --  summer goals 2k15 pic.twitter.com/fWKqAAL7v8
Sat Jul 04 21:53:03 PDT 2015 --  Bitch better have my macaroni and cheese
Sat Jul 04 18:06:09 PDT 2015 --  I'm enjoying the 4th of July with my hubby being hermits drinkin my favorite cider. Be safe out there… https://instagram.com/p/4vENA_vwdG/ 
Fri Jul 03 21:48:14 PDT 2015 --  WELCOME 2 EARF pic.twitter.com/0xb5YsMaPJ
Wed Jul 01 12:22:57 PDT 2015 --  pic.twitter.com/wy8FcAVEyt
Thu Jul 02 19:01:23 PDT 2015 --  me vs you pic.twitter.com/oVL4b20eph
Mon Jun 29 22:53:16 PDT 2015 --  Rihanna can slay any hair color pic.twitter.com/VRYzPG41vn
Thu Jul 02 17:17:01 PDT 2015 --  #Virgos get irritated very easily. Most people mistake irritation for anger.
Wed Jul 01 14:11:58 PDT 2015 --  lmaooo whyyyyyyy http://vine.co/v/e1mlpDHZl10 
Wed Jul 01 09:00:08 PDT 2015 --  Start the day bright. pic.twitter.com/3YSDQrWoBe
Wed Jul 01 10:17:03 PDT 2015 --  #Virgos have the tendency to care for others so much that they forget about themselves.
Sat May 30 03:58:54 PDT 2015 --  Lionaffe pic.twitter.com/kNYaWOi6O0
Wed Jul 01 00:54:51 PDT 2015 --  I may have a really bad stomach ache, but God damn am I happy to be home with my babies and hubby. Like I needed this so bad.
Tue Jun 30 22:27:28 PDT 2015 --  I'm back in Vegas with my hubby and my babies I'm so happy I could cry! https://instagram.com/p/4lO7nnvwSC/ 
Sun Jun 28 22:17:05 PDT 2015 --  #Virgos love attention and affection from their lover, but still want their own individual space.
Sun Jun 28 17:35:03 PDT 2015 --  Girls on the 4th of July pic.twitter.com/qxdtZlXcGD
Sun Jun 28 18:21:00 PDT 2015 --  when someone asks me for a piece of my food pic.twitter.com/2tHkygYlDo
Sun Jun 28 17:30:11 PDT 2015 --  Stupid bitch says she'll pay my dad's rent if she can live w/ him when she can't even afford her own phone bill. Fuck outta here.
Sun Jun 28 12:28:02 PDT 2015 --  every once in a while i check up on people i hate to make sure i still hate them i do
Sun Jun 28 13:05:25 PDT 2015 --  Me every morning when I wake up for school pic.twitter.com/JB02My3wdP
Sun Jun 28 09:53:53 PDT 2015 --  A year ago today Jon & I spent our first full day in London for our Honeymoon & I found my absolute… https://instagram.com/p/4evGVdvwX5/ 
Sat Jun 27 12:19:09 PDT 2015 --  LMFAO I FINALLY FOUND THE VIDEO pic.twitter.com/6BZnoR0Lgn
Fri Jun 26 23:47:00 PDT 2015 --  #Virgo gets irritated very easily and sometimes they don't even know why they are irritated.
Sat Jun 27 00:34:44 PDT 2015 --  I'm gonna leave this here. pic.twitter.com/QTLb8B9vdf
Sat Jun 27 04:05:28 PDT 2015 --  this is me rn pic.twitter.com/cQWm5UAzcA
Sat Jun 27 10:27:11 PDT 2015 --  how i feel when i gotta get up and close the door after someone left it open pic.twitter.com/4UmUzq3OHv
Fri Jun 26 00:23:43 PDT 2015 --  My anxiety and depression has been on a roller-coaster this past month, I literally cannot wait to be normal again.
Thu Jun 25 15:50:44 PDT 2015 --  Please help me out. http://www.gofundme.com/vvsur8  Link is in my bio also #HelpMyDaddy #GoFundMe… https://instagram.com/p/4XpjXsvwTI/ 
Tue Jun 23 17:30:06 PDT 2015 --  So this why Ling Ling is so trill..look at her dad pic.twitter.com/8UUeM85aa8
Tue Jun 23 17:45:30 PDT 2015 --  Bring dem thighs hea pic.twitter.com/BU8I3EP5Xi
Tue Jun 23 22:03:38 PDT 2015 --  these have me crying https://vine.co/v/eZF7quqzK6p 
Tue Jun 23 22:17:00 PDT 2015 --  #Virgos are reluctant to share personal feelings with others.
Tue Jun 23 22:29:24 PDT 2015 --  Part 1 pic.twitter.com/X7N2MIg1WW
Tue Jun 23 22:30:10 PDT 2015 --  Part 2 pic.twitter.com/JaE0dufwIA
Tue Jun 23 22:30:58 PDT 2015 --  Part 3 pic.twitter.com/9eDh64uv7R
Tue Jun 23 20:19:30 PDT 2015 --  My dad is getting discharged tomorrow! We're so excited he finally gets to go home after being gon... http://www.gofundme.com/vvsur8?pc=tw_u 
Tue Jun 23 17:44:30 PDT 2015 --  It's my baby boy Sterling's 3rd birthday! He's gotten so big and he's still growing, I'm so sad I'm… https://instagram.com/p/4Ss-sbvwT2/ 
Mon Jun 22 21:06:01 PDT 2015 --  Accurate pic.twitter.com/4dmVWkxIkG
Sun Jun 21 17:17:04 PDT 2015 --  This cat is trying to lose weight by swimming OMG IM DYING pic.twitter.com/L2QPlv0hF1
Sun Jun 21 19:57:44 PDT 2015 --  100% me pic.twitter.com/U2g91QWFdp
Fri Jun 19 15:34:28 PDT 2015 --  Here is a pic of the 109 yr old man that knits sweaters for penguins @KNaye0na @thekatvond pic.twitter.com/VchBDo6E9T
Fri Jun 19 21:43:35 PDT 2015 --  A SEW-IN BRUH pic.twitter.com/nZhXeDN2wp
Tue Jun 16 17:08:28 PDT 2015 --  Please help donate to help my dad #gofundme #HelpMyDaddy #NeedHelp #donations #pleasedonate #donationswelcome http://www.gofundme.com/vvsur8 
Tue Jun 16 12:02:04 PDT 2015 --  Whenever bf gets mad cause I always check twitter.. pic.twitter.com/zf1ubnmEDE
Tue Jun 16 13:38:39 PDT 2015 --  Please help donate to help my dad http://www.gofundme.com/vvsur8  #gofundme #HelpMyDaddy #NeedHelp #donations #pleasedonate #donationswelcome
Tue Jun 16 13:32:45 PDT 2015 --  Help ya girl out! Donations are still very much needed to help my dad.… https://instagram.com/p/4AOm32vwbJ/ 
Mon Jun 15 22:17:00 PDT 2015 --  #Virgos can appear very calm and in control of their emotions when they're dealing with a lot inside.
Mon Jun 15 23:17:02 PDT 2015 --  #Virgo give themselves a very hard time. They feel that anything short of perfection is not good enough.
Mon Jun 15 14:01:02 PDT 2015 --  when he asks for nudes but u ain't about that life pic.twitter.com/4Z9GQZ9AM5
Mon Jun 15 13:27:15 PDT 2015 --  Donations are still very much needed to help pay my dad's bills, anything helps us out… https://instagram.com/p/39pLwbvwfA/ 
Sun Jun 14 22:07:16 PDT 2015 --  Last episode of GoT has me like.. #distoomuch #imdone #gameofthrones https://instagram.com/p/37_5q0vwYE/ 
Sun Jun 14 17:09:41 PDT 2015 --  Help ya home girl out! Please donate and share to help my dad have a stress free recovery! Link… https://instagram.com/p/37d2EJvwQU/ 
Sun Jun 14 10:42:39 PDT 2015 --  Please Help a girl out and hire me or donate to help my dad have a stress free recovery! Link is in… https://instagram.com/p/36xjYZPwTM/ 
Sat Jun 13 20:13:05 PDT 2015 --  pic.twitter.com/jqnfyA5Elq
Sat Jun 13 10:52:08 PDT 2015 --  Porterville friends! If you wanna hire me for some odd jobs to help me pay my dad's bills please let… https://instagram.com/p/34N14dvwUT/ 
Sat Jun 13 00:08:53 PDT 2015 --  Zendaya doesn't fuck around pic.twitter.com/XxhcIZDQmO
Thu Jun 11 20:49:43 PDT 2015 --  When bae opens the door for you and smacks your ass after you walk in pic.twitter.com/DEuXXM0pHS
Wed Jun 10 19:30:14 PDT 2015 --  rt if you love pizza
Fri Jun 12 17:34:27 PDT 2015 --  Anything donated helps my dad out tremendously, please donate and share to help my dad have a stress… https://instagram.com/p/32XFwnvwTp/ 
Thu Jun 11 22:00:39 PDT 2015 --  Anything helps my dad a lot, please donate and share to help my dad Link is in my bio #GoFundMe… https://instagram.com/p/30QwjdPwUi/ 
Thu Jun 11 20:10:15 PDT 2015 --  My dad is coming home next Friday! Now on to recovering and getting healthy at home Donations are… https://instagram.com/p/30EIAWvwfl/ 
Thu Jun 11 19:02:40 PDT 2015 --  My dad is getting discharged on June 19th and will be coming home. His disability is taking a litt... http://www.gofundme.com/vvsur8?pc=tw_u 
Wed Jun 10 19:07:02 PDT 2015 --  pic.twitter.com/aC10jVsscX
Wed Jun 10 22:11:54 PDT 2015 --  Anyone else love one of your boobs and hate the other one
Tue Jun 09 23:42:39 PDT 2015 --  Tru https://twitter.com/AboutVirgos/status/608503106670866432 …
Tue Jun 09 22:47:07 PDT 2015 --  A #Virgo can be in the best mood ever. But once they start over-analyzing their thoughts, their whole mood can change completely.
Tue Jun 09 14:41:11 PDT 2015 --  Bugs Bunny ate that hoe pic.twitter.com/dAKtnz8InB
Tue Jun 09 13:37:51 PDT 2015 --  My dad's disability may take longer than expected and I cannot afford to pay all his bills all on my… https://instagram.com/p/3uNn--PwVi/ 
Tue Jun 09 13:35:47 PDT 2015 --  My dad's disability may take longer than expected and I cannot afford to pay all his bills all on... http://www.gofundme.com/vvsur8?pc=tw_u 
Mon Jun 08 21:05:49 PDT 2015 --  When you tweet something funny and no one retweets it… pic.twitter.com/HmlRggbeAd
Mon Jun 08 21:17:07 PDT 2015 --  #Virgo is the most determined sign of the zodiac. Once they decide they want something, there is no stopping them.
Sun Nov 16 19:33:03 PST 2014 --  I ain't got no type pic.twitter.com/8ZbL0ZO83b
Mon Jun 08 16:46:17 PDT 2015 --  Me. pic.twitter.com/m7JWt3IVoT
Mon Jun 08 11:59:15 PDT 2015 --  Beavis and Butthead as drawn by Ren and Stimpy creator John Kricfalusi @JohnKricfalusi1 pic.twitter.com/gpm5WzU04n
Mon Jun 08 15:02:07 PDT 2015 --  Ugggh I'm not ready for this! I HATE summertime & the heat! #NoThanks #LasVegas… https://instagram.com/p/3ryeisvwQd/ 
Mon Jun 08 13:29:27 PDT 2015 --  On hot days, stay cool by closing your blinds or drawing your curtains. For more tips, visit http://on.sce.com/summer . pic.twitter.com/GnUSwbibVo
Mon Jun 08 13:46:33 PDT 2015 --  Fav, always @ChristyMack pic.twitter.com/Xacf4mLWnR
Mon Jun 08 12:58:38 PDT 2015 --  It's National Best Friend Day! Love you ladies #youbettafuckitup #thatsmybestfriend… https://instagram.com/p/3rkWAWvwVj/ 
Thu Jun 04 23:57:33 PDT 2015 --  Here's a cute & happy doggie pic to make you smile. You know seals are basically dog mermaids... I mean look at this pic.twitter.com/4SXRVwpU3b
Sun Jun 07 22:17:02 PDT 2015 --  Don't try to understand a #Virgos moodiness. Sometimes they can't even control it.... It is what it is.
Sun Jun 07 23:24:24 PDT 2015 --  me half the time: i'm so insecure and so ugly ew me the other half the time: i'm flawless don't touch me peasant
Sun Jun 07 23:47:01 PDT 2015 --  #Virgos are known to have sudden mood swings.
Sun Jun 07 21:26:17 PDT 2015 --  How to train your dragon 3 GoT style lol
Sun Jun 07 19:05:13 PDT 2015 --  Going to school like pic.twitter.com/kBCMiD3sKt
Sun Jun 07 16:11:55 PDT 2015 --  Can I just work with/be friends with @JacksonGalaxy
Sun Jun 07 13:17:16 PDT 2015 --  #Virgos love to make sure everyone they love is okay.
Sun May 17 20:12:15 PDT 2015 --  amethyst furniture/designs pic.twitter.com/Ov5OZMJbjE
Sat Jun 06 17:02:01 PDT 2015 --  PLANKTON SINGLEHANDEDLY ROASTED AN ENTIRE FAMILY ON SPONGEBOB. REALEST NIGGA ON THERE pic.twitter.com/f5Wq5ojAvd
Sat Jun 06 14:10:28 PDT 2015 --  OMG WHY http://twitter.com/girlposts/status/607293310680457216/photo/1pic.twitter.com/tEBd6owHsJ 
Sat Jun 06 20:47:03 PDT 2015 --  When a #virgo wants something, they will think of every possible way how to get it.
Sat Jun 06 22:36:31 PDT 2015 --  Omg I missed my bed, it feels like I'm laying on a cloud
Sat Jun 06 20:53:04 PDT 2015 --  Even though I'm back in Vegas working for 2 weeks donations are still very welcomed and needed for… https://instagram.com/p/3nRDJuPwce/ 
Fri Jun 05 22:45:38 PDT 2015 --  Feeling more at ease going back to Vegas tomorrow. Thank you to all those that donated and/or helped… https://instagram.com/p/3k5IzZPwY6/ 
Fri Jun 05 20:48:54 PDT 2015 --  While my dad is in Rehab I will be going back to Vegas to work until my dad gets discharged. We st... http://www.gofundme.com/vvsur8?pc=tw_u 
Fri Jun 05 13:09:12 PDT 2015 --  Anything donated helps my dad alot! Please keep donating and sharing to spread the word to help… https://instagram.com/p/3j3K4hPwVZ/ 
Fri Jun 05 01:07:13 PDT 2015 --  I just overheard an Australian businessman here in Hong Kong use the term "Flim-Flam" #BTeamGoesGlobal #PrestigeWorldwide
Thu Jun 04 14:45:21 PDT 2015 --  Help spread the word to help my daddy! http://www.gofundme.com/vvsur8  #GoFundMe #HelpMyDaddy #Recovery
Thu Jun 04 12:46:07 PDT 2015 --  @KNaye0na I saw this online last night, omg pic.twitter.com/HeV7AVKqsK
Thu Jun 04 13:50:27 PDT 2015 --  My dad has been diagnosed with type 2 diabetes, it's good that they caught it now and his diet can… https://instagram.com/p/3hXGALvwXB/ 
Thu Jun 04 10:15:46 PDT 2015 --  My dad has been diagnosed with type 2 diabetes, it's good that they caught it now and his diet can... http://www.gofundme.com/vvsur8?pc=tw_u 
Wed Jun 03 14:27:33 PDT 2015 --  Help my dad raise money to help pay his bills while he's recovering from a stroke http://www.gofundme.com/vvsur8  #gofundme
Wed Jun 03 13:05:53 PDT 2015 --  My dad is now out of the hospital and in a physical therapy facility to continue to get better and… https://instagram.com/p/3etMwFvwb8/ 
Sun May 31 19:31:02 PDT 2015 --  I want to go stargazing with you pic.twitter.com/EQNlDdBO3P
Sun May 31 11:56:21 PDT 2015 --  Please repost to get the word out! For some of you that don't know my dad has recently suffered… https://instagram.com/p/3W221FPwcB/ 
Sat May 30 23:19:41 PDT 2015 --  when someone asks you if you want some of their fries and u don't wanna look too eager but you're screaming inside pic.twitter.com/AzsFQnhTNU
Sat May 30 20:51:59 PDT 2015 --  I'm raising money for my dads Stress Free Recovery, Click to Donate: http://www.gofundme.com/vvsur8?pc=tw_f_app … #gofundme
Fri May 29 22:31:57 PDT 2015 --  When you’re acting crazy but bae still loves you pic.twitter.com/qSJnF7njxZ
Sun Nov 30 15:18:47 PST 2014 --  The reaction to this prank is priceless https://vine.co/v/h3qwEmg5tTU 
Mon May 25 17:55:21 PDT 2015 --  Got to see this beautiful creature with itsnaomijill and her girls today #SharkReef #Octopus https://instagram.com/p/3IDK-Cvwaz/ 
Mon May 25 11:12:36 PDT 2015 --  When ur boi say "can my girl come" and nobody like that bitch pic.twitter.com/WNQH1gi0RG
Sun May 24 18:51:05 PDT 2015 --  I present to you a river underwater. We live in a magical place. pic.twitter.com/7icrKf5ZWX
Sun May 24 23:00:13 PDT 2015 --  When u finally have the money to pay EVERYONE back that u owe. http://vine.co/v/eqti7KXXTB7 
Sun May 24 14:56:17 PDT 2015 --  I love rainy days. https://instagram.com/p/3FJ4nkPwW-/ 
Sun May 24 01:38:58 PDT 2015 --  It's really sad when you only have one parent and they don't even care to see you. .
Sun Apr 19 16:32:24 PDT 2015 --  when u see the person that used to bully you get dragged on the TL pic.twitter.com/CPBl4TtHmc
Sat May 23 17:17:01 PDT 2015 --  #Virgos may come off as shy at first. But this is only because they have to analyze everyone before they can get comfortable.
Fri May 22 20:17:13 PDT 2015 --  A #Virgo woman may appear to be timid but she has nerves of steel.
Fri May 22 16:47:01 PDT 2015 --  #Virgo like orderliness, making lists and being helpful. They dislike sloppiness and making mistakes.
Thu May 21 22:27:13 PDT 2015 --  Preach https://twitter.com/_Yetzabeth/status/601592379208929280 …
Thu May 21 12:48:03 PDT 2015 --  I killed @pearliaison, I killed the teen dream. Deal with it! http://Shop.violetchachki.com  pic.twitter.com/DBNgA7hIxR
Tue May 05 10:31:21 PDT 2015 --  It costs about $0.00 to tell your girl she looks bomb af everyday.
Tue May 19 11:30:18 PDT 2015 --  They're both so beautiful. pic.twitter.com/txgbvcytZk
Tue May 19 19:33:11 PDT 2015 --  Eye rolls my way thru life
Tue May 19 16:35:21 PDT 2015 --  I love it when my goodies come in! #playbeautifully #ElfCosmetics https://instagram.com/p/24dP0avwQP/ 
Tue May 19 14:34:30 PDT 2015 --  After being sick and all that it feels good to have my hair all soft and beautiful again lol… https://instagram.com/p/24PatTvwba/ 
Tue May 19 13:53:08 PDT 2015 --  Busta Rhymes speaks to me. https://instagram.com/p/24KryvPwTQ/ 
Thu May 14 00:02:21 PDT 2015 --  Proud to annouce my presence as a Boss of Honor at @GaymerX the LGBT Video Game Convention ! pic.twitter.com/VeqepnqKdl
Tue May 19 13:00:25 PDT 2015 --  RT for #TeamKatya FAV for #TeamKatya pic.twitter.com/hx1kQe6urs
Mon May 18 14:24:11 PDT 2015 --  god is 2 women pic.twitter.com/q8ZzT10bBc
Sat May 16 17:25:13 PDT 2015 --  *wears a tiara to someone else’s birthday party just to remind them im still the best*
Sun May 17 21:53:27 PDT 2015 --  Stunting on bitches, even when I'm 80 lol. https://instagram.com/p/2z4D-NvwXl/ 
Sun May 17 19:19:17 PDT 2015 --  Ok last one lol. https://instagram.com/p/2zma0IPweN/ 
Sun May 17 19:15:10 PDT 2015 --  Pictures never do justice, but I'm obsessed with this look. https://instagram.com/p/2zl8liPwdi/ 
Sun May 17 19:03:43 PDT 2015 --  Now I'm feelin myself. https://instagram.com/p/2zkotdPwbK/ 
Sun May 17 00:15:09 PDT 2015 --  My logic pic.twitter.com/sZUZY4dcNv
Thu Mar 26 16:44:05 PDT 2015 --  me with animals pic.twitter.com/Ddb6A69rbC
Sat May 16 19:29:33 PDT 2015 --  I'm just in a bad fuckin mood, I absolutely hate work, I'm still sick, I'm just so over it.
Fri May 15 23:14:13 PDT 2015 --  I need to plan a trip to cali so I can break the news to my dad that we might be moving the end of this year.
