Thu Aug 27 12:04:07 PDT 2015 --  Just chillin rn
Sun Jul 26 09:09:49 PDT 2015 --  TWIN TEST FT @LucyAndLydia RT because this video is brilliant! https://youtu.be/g_jVB0qfTlE  TWINS!! pic.twitter.com/9KWwAwzoX2
Fri Jul 24 13:06:44 PDT 2015 --  According to a guy at YouTube, sub boxes aren’t working tonight. FUNNN! pls rt for awareness https://youtu.be/Z2nqAaT5j0o 
Fri Jul 24 12:04:41 PDT 2015 --  *swoops into ur life* BRAND NEW VIDEO! It's the return of SILLY LUKE about when I got kinda nearly sorta mugged ish…https://youtu.be/Z2nqAaT5j0o 
Wed Jul 22 12:21:40 PDT 2015 --  Well played, @emmablackery http://www.youtube.com/watch?v=FKfVoFN2t7Y …
Wed Jul 22 11:30:46 PDT 2015 --  NEW VIDEO! The Sims In Real Life: http://www.youtube.com/watch?v=FKfVoFN2t7Y …
Tue Jul 21 23:49:21 PDT 2015 --  http://www.whoisarthur.com/ 
Sat Jun 13 07:25:58 PDT 2015 --  Watch out for that fire hose! pic.twitter.com/P2Gm6PN1Zy
Fri Jul 17 00:33:51 PDT 2015 --  Its way too good to be true lol pic.twitter.com/6PCrg3Yw46
Mon Jul 13 14:56:22 PDT 2015 --  fuck watch this https://www.youtube.com/watch?v=ebWu3ngNdbs … this is before i discovered the thing
Thu Jul 09 13:17:58 PDT 2015 --  So who'd like to see @CarrieHFletcher play for @LesMisFC at @lesmisvphantom ?? RT for Yes, favourite for Bench. pic.twitter.com/IptxaeMeTC
Sat Jul 04 13:36:07 PDT 2015 --  rt if ur a princess🏽
Thu Jul 02 16:07:15 PDT 2015 --  WHO DID THIS pic.twitter.com/njf7I0vZM2
Sat Jul 04 05:18:07 PDT 2015 --  rt if ur life is a joke
Sun Feb 08 07:00:36 PST 2015 --  How to play happy birthday on your phone. Dial: 112163 112196 11#9632 969363
Thu Jul 02 02:04:23 PDT 2015 --  I don't understand boys. They're like "ohh look a pretty girl, let's make her love me and then break her heart". Wtf?
Thu Jun 25 08:33:57 PDT 2015 --  The greatest pun I've ever witnessed. pic.twitter.com/RtZi2zXUHZ
Tue Jun 30 02:14:26 PDT 2015 --  I challenged amirasaadiah razak and won:) Challenge players from around the world! #BrainWars http://brainwarsapp.com/  pic.twitter.com/tRSUzoelwu
Tue Jun 30 01:50:11 PDT 2015 --  I challenged Ola and won:) Challenge players from around the world! #BrainWars http://brainwarsapp.com/  pic.twitter.com/Pp9KPS9DC2
Tue Jun 30 01:36:47 PDT 2015 --  I challenged Adeczko and won:) Challenge players from around the world! #BrainWars http://brainwarsapp.com/  pic.twitter.com/DtkN8AJydU
Tue Jun 30 01:22:45 PDT 2015 --  I challenged Taddelfisch and won:) Challenge players from around the world! #BrainWars http://brainwarsapp.com/  pic.twitter.com/KZQTZkbTj5
Mon Jun 29 07:08:18 PDT 2015 --  I challenged Sellen and won:) Challenge players from around the world! #BrainWars http://brainwarsapp.com/  pic.twitter.com/DPDGCRHR1t
Sun Jun 14 16:08:19 PDT 2015 --  Yesterday I accidentally swallowed some food coloring. The doctor says I'm OK, but I feel like I've dyed a little inside.
Sun Jun 14 20:37:00 PDT 2015 --  What is the difference between a nicely dressed man on a tricycle and a poorly dressed man on a bicycle? A tire
Tue Jun 16 20:37:03 PDT 2015 --  Marketing at its finest pic.twitter.com/83xth7LHEs
Wed Jun 17 16:08:04 PDT 2015 --  The Elemelons pic.twitter.com/h2X4tb1cGv
Wed Jun 17 18:34:08 PDT 2015 --  Take control pic.twitter.com/S6aazDZrHJ
Sun Jun 21 11:15:06 PDT 2015 --  pic.twitter.com/nlsyZfd8H9
Sun Jun 21 16:08:01 PDT 2015 --  if Apple made a car, would it have Windows?
Sun Jun 21 18:34:04 PDT 2015 --  pic.twitter.com/SlaaIhf84g
Tue Jun 23 20:37:07 PDT 2015 --  It's not that the man didn't know how to juggle, he just didn't have the balls to do it.
Fri Jun 26 11:15:13 PDT 2015 --  Dead pic.twitter.com/ZV3FpWK9N3
Thu Jun 25 20:37:07 PDT 2015 --  The greatest pun I've ever witnessed. pic.twitter.com/qIndjMWoOP
Sat Aug 30 10:27:56 PDT 2014 --  RT when you see it pic.twitter.com/XI1Juo28XL
Tue Dec 09 10:27:19 PST 2014 --  Last Christmas the extended version. pic.twitter.com/kCYWT8DfHx
Wed Jan 14 18:32:57 PST 2015 --  Better than the met office. pic.twitter.com/MdjE8lZmXK
Sat Feb 07 18:15:51 PST 2015 --  Have we stopped using the word bananas? pic.twitter.com/1DeAXkTHae
Tue Jun 23 10:28:42 PDT 2015 --  Revolution! https://twitter.com/classifiedfact/status/582511654958551042 …
Mon Mar 30 04:55:51 PDT 2015 --  When a person cries and the first drop comes from the right eye, it's happiness. Left eye, pain. Both, frustration.
Mon May 25 09:32:21 PDT 2015 --  Retweet if you hate tweets like this pic.twitter.com/zP0gH1cHik
Wed Jun 17 14:01:21 PDT 2015 --  Cntrl+Shift+T opens the tab you closed accidentally. RT to help people
Fri Jun 12 00:03:11 PDT 2015 --  RT for old mileyFAV for new miley pic.twitter.com/UUHLJpJUat
Wed Jun 17 04:45:02 PDT 2015 --  Granny Takes A Dip bubble bar will soon be on her way to a bath near you (if you managed to pick one up, of course!). pic.twitter.com/JPTv3mHVfk
Tue Jun 16 13:11:54 PDT 2015 --  i wonder what it’d be like if World War Two happened today and Hitler had a twitter and got loads of hate and cried about it and blocked ppl
Mon Jun 15 21:58:30 PDT 2015 --  rt if ur single af
Sat Jun 13 05:46:53 PDT 2015 --  rt if you’re a nice person but hate everyone
Mon Jun 15 10:07:02 PDT 2015 --  RT if you think your country needs this too! pic.twitter.com/P1y9EWA39y
Sun Jun 14 08:45:47 PDT 2015 --  Goodbye pic.twitter.com/5TA3ODKmjv
Fri Jun 05 17:30:21 PDT 2015 --  RT if you did this in childhood pic.twitter.com/iQwpHBgPDu
Mon Jun 01 21:35:42 PDT 2015 --  Did she scare you? pic.twitter.com/abIwJHRp7U
Mon May 25 15:09:02 PDT 2015 --  Scariest moment ever, you remember "The Grudge" pic.twitter.com/wpC8Oh5kgT
Sun May 31 21:04:21 PDT 2015 --  I want to win a 5SOS shirt(s) from @MALIKFlZEN #MalikfizenxIconicPHLBTSGiveaway
Sun May 31 21:15:04 PDT 2015 --  Good morning! How's everyo..... oh shut up I know it's 5:15
Sun May 31 02:09:00 PDT 2015 --  My #TeenChoice nominee for #ChoiceFemaleWebStar is Rachel Levin @rclbeauty101 :) xx
Sun May 31 02:08:58 PDT 2015 --  My #TeenChoice for #ChoiceFemaleWebStar is Rachel Levin @rclbeauty101 53
Sun May 31 02:09:27 PDT 2015 --  My #TeenChoice nominee for #ChoiceFemaleWebStar is Rachel Levin @rclbeauty101 :) xx http://www.teenchoice.com/nominate 
Sun May 31 02:09:27 PDT 2015 --  I nominate Rachel Levin @rclbeauty101 for #TeenChoice of #ChoiceFemaleWebStar 🏼
Fri May 29 05:17:04 PDT 2015 --  Currently watching a t.v. show where a man pooped in a jar and caught a fish in it. How's your day going so far?
Thu May 28 05:41:49 PDT 2015 --  My #TeenChoice nominee for #ChoiceFemaleWebStar is @rclbeauty101 http://teenchoice.com/nominate  1 RT = 1 VOTE
Thu May 28 05:45:33 PDT 2015 --  My #ChoiceFemaleWebStar is @emmablackery
Fri May 22 07:03:33 PDT 2015 --  Oh snap, look who is the Croatian magazine called OK! ? @BethanyMota pic.twitter.com/NwoKVdAnZa
Sun Apr 19 12:20:06 PDT 2015 --  In case you haven’t heard this yet today, I’m glad you’re alive.
Mon Apr 20 04:40:02 PDT 2015 --  pic.twitter.com/rEqdU5etZW
Fri Apr 24 20:40:04 PDT 2015 --  "What are you twelve" yeah on a scale of one to ten bitch
Thu Apr 23 06:15:25 PDT 2015 --  phansieonthebarricade said: Hi Carrie! So, just curious, if you had the chance, would you accept the offer... http://tmblr.co/ZjTbOy1j7hwc8 
Wed Feb 25 17:49:28 PST 2015 --  If Disney characters had Instagram pic.twitter.com/8RUARP8O0R
Mon Apr 06 18:10:05 PDT 2015 --  mom: did you get home safe? me: no i died a few times
Fri Mar 13 16:19:08 PDT 2015 --  The 3 kinds of "Spring Break" pic.twitter.com/AzgVkdpWwO
Fri Mar 13 18:19:16 PDT 2015 --  i either dress super girly and pretty or i dress like a 40 year old man that hasn't gotten out of bed in 2 months
Sat Mar 14 19:33:26 PDT 2015 --  "What are you twelve" yeah on a scale of one to ten bitch
Sat Aug 04 23:15:15 PDT 2012 --  I'm still waiting for the day that I will actually use x² + y +8 [(x + 2y ² = a-z] + 2x ³ + (- 2z = 2. 4) + 10y - 5Z ³= k= 9 in real life.
Mon Mar 30 15:11:25 PDT 2015 --  Y u no load?
Sun Mar 01 12:58:35 PST 2015 --  #megsongs I would probably sing titanium by Sia. My poor neighbours... @MegsDeAngelis
Sat Feb 28 06:07:00 PST 2015 --  Been sick for the last couple of days. I'm better now... I just want to stay in my bed...
Fri Feb 27 13:02:00 PST 2015 --  Hey @emmablackery why did you change your YouTube name from "Emma Blackery" to "emmablackery"? You said it's something important to you?
Thu Feb 26 03:20:58 PST 2015 --  
Sat Feb 21 19:30:01 PST 2015 --  When I clean my room: 1% Cleaning. 29% Complaining. 70% Playing with stuff I just found.
Sun Feb 22 17:30:01 PST 2015 --  TEENS NOWADAYS: ●smoking ●drinking ●pregnant ●drugs ME: ○TWITTER ○FOOD ○SLEEP ○HANGOUT My parents should be proud
Fri Feb 13 10:34:06 PST 2015 --  The Difference Between Friends and True Friends http://viralpics.today/s8vqn-the-difference-between-friends-and-true-friends … pic.twitter.com/vnWst6emTp
Sat Feb 14 04:30:15 PST 2015 --  When u wake up from a nap and u have no idea if its morning or night pic.twitter.com/z8UNhzhucH
Sat Feb 14 06:30:07 PST 2015 --  please stop global warming... pic.twitter.com/cN2DGMDIRM
Sat Feb 14 18:30:17 PST 2015 --  Exactly pic.twitter.com/jGjYTSV8IR
Sun Feb 15 02:30:02 PST 2015 --  Me when I hear you speak pic.twitter.com/qrmoR6Ua4J
Mon Feb 16 03:23:56 PST 2015 --  Retweet if you want this @emmablackery lockscreen, il dm it to you :) pic.twitter.com/AcVKRbofob
Sun Feb 15 13:16:21 PST 2015 --  When someone says they don't like @LukeIsNotSexy pic.twitter.com/nG6Sxtpluu
Sun Feb 15 10:57:07 PST 2015 --  I'm so board. Literally refreshed the page a hundred times. #bored
Sun Feb 15 09:57:07 PST 2015 --  RETWEET and follow and il dm you this @11thGorgeous lockscreen. Tweet me suggestions:) pic.twitter.com/94OOZ2skPp
Sat Feb 14 01:44:20 PST 2015 --  Ok, listen. I follow everyone who follows me, and that got a bit cray right now. So I'm just gonna follow people who I want to follow.
Thu Feb 12 07:57:22 PST 2015 --  I don't get valentines day! Why? Just why?
Wed Feb 11 01:20:01 PST 2015 --  Have you ever had a chance to see how Game of Thrones actors look in real world? - http://viraljar.com/?p=767  pic.twitter.com/l5kiuYB09U
Tue Feb 03 03:27:31 PST 2015 --  God bless school WiFi.
Thu Jan 29 11:15:45 PST 2015 --  Wow. Just figured out the red dot on the sink means "Hey, this is hot!"
Mon May 12 15:10:04 PDT 2014 --  Do you ever get out of the shower and realise you didn't get all the conditioner out pic.twitter.com/aQmgDaxFda
Thu Jan 29 05:51:02 PST 2015 --  pic.twitter.com/2CE6Us5XnL
Sun Jan 25 21:21:02 PST 2015 --  pic.twitter.com/clBYJmqGU3
Sat Jan 24 14:24:50 PST 2015 --  *breathes a normal amount occasionally* retweet if u relate
Sat Jan 24 03:36:58 PST 2015 --  retweet to join the hamster/Luke's shoulder fan club pic.twitter.com/arDYN9oA2K
Sat Jan 17 08:04:14 PST 2015 --  *gets no retweets* pic.twitter.com/FzbqZLX9Tx
Fri Jan 16 10:08:52 PST 2015 --  Anyone wanna ask me something? There is going to be a new video on Random Mel, a q and a. The # is #AskTheRandomness ! Make sure to use it!
Sun Jan 11 11:16:08 PST 2015 --  NEW VIDEO!! Where Do Babies Come From? Come watch go a bit mental and try to explain childbirth… https://www.youtube.com/watch?v=Mwx0niG_xEw … plz RT for
Fri Jan 09 09:22:55 PST 2015 --  Urgh. I'm not allowed to have Facebook. Asdf
Fri Jan 09 04:24:15 PST 2015 --  Oooooh glowsticks! pic.twitter.com/hs2hIOl5zi
Fri Jan 09 03:39:58 PST 2015 --  I'm sorry that I didn't follow everyone back when you followed me. I didn't think I have so many more, so thank you all for following me!
Thu Jan 08 06:12:34 PST 2015 --  Trying to draw! I'm not doing a very good job!
Wed Jan 07 04:21:22 PST 2015 --  I honestly want to film a video but I don't know what to talk about! Leave your suggestions in the response and u'll get a shout out!
Mon Jan 05 15:07:23 PST 2015 --  It's my neighbors birthday btw
Mon Jan 05 15:06:57 PST 2015 --  Happy birthday!
Mon Jan 05 05:44:19 PST 2015 --  Oh, I almost forgot. Thank u @emmablackery for getting me into making YouTube videos! We never met I feel like you really taught me somthin!
Mon Jan 05 05:40:21 PST 2015 --  Thank you everyone for following the randomness that is Random Mel!
Mon Jan 05 05:39:39 PST 2015 --  Just randomly(lol) clicked on my profile, and what do I see? 50 followers! How did I get 50 followers in 2 days?
Mon Jan 05 05:35:09 PST 2015 --  I randomly follow ppl for no apparent reason. Cool!
Mon Jan 05 05:32:43 PST 2015 --  Seen the latest @LTAmusic video yet? Watch Criminal here: http://www.kerrang.com/26746/lower-than-atlantis-post-video-for-criminal/ … pic.twitter.com/wczfMHvs7r
Mon Jan 05 05:30:10 PST 2015 --  Don't know......... I woke up but I don't know why...... I HAVE NOTHING TO WAKE UP FOR!
Sun Jan 04 10:01:00 PST 2015 --  New video! 2014 was a crazy year so I decided to Draw My Year! Hope you like it! https://www.youtube.com/watch?v=NTm0Y3kxEcg … pic.twitter.com/0swKv0mrWG
Mon Jan 05 04:39:50 PST 2015 --  Three arrested after body of woman in her 20s found in grounds of primary school in Shrewsbury, UK http://bbc.in/1AfmxN6 
Mon Oct 20 17:16:10 PDT 2014 --  How do you say "Hello" in your language? https://cards.twitter.com/cards/1tprxm/6cih …
Mon Jan 05 04:06:46 PST 2015 --  New year new tour ... #OnTheRoadAgainRehearsals pic.twitter.com/nAJTZUlGIv
Sun Jan 04 13:53:31 PST 2015 --  I never thought there would be a day where my room is clean. When you move the dirty plates from the floor it really opens up a room. #hoader
Sun Jan 04 11:20:54 PST 2015 --  The Power Of The Contour http://teen-facts.greatpix.me/the-power-of-the-contour-1 …
Sun Jan 04 10:20:59 PST 2015 --  A Boy Walked By A Lake And Saw Something Weird. Nobody Saw This Coming. WOW. http://teen-facts.greatpix.me/a-boy-walked-by-a-lake-and-saw-something-weird-nobody-saw-this-coming-wow-1 …
Sun Jan 04 10:12:32 PST 2015 --  My bae ain't gonna come.......
Sun Jan 04 09:33:40 PST 2015 --  This 80 Year Old Man Has Not Taken A Bath In 60 Years. Just Wait Til You See Him… Whoa. http://victoriaforall.com/this-80-year-old-man-has-not-taken-a-bath-in-60-years-just-wait-til-you-see-him-whoa-1 …
Sun Jan 04 09:18:28 PST 2015 --  Can I trade? I will give you 13 screaming kids I am babysitting and you just have to give me peace.
Sun Jan 04 09:02:38 PST 2015 --  At a bday party. Help me!
Sun Jan 04 06:27:06 PST 2015 --  Thanx to everyone that follow me! I am very grateful for each and every one of u.
Sun Jan 04 05:27:06 PST 2015 --  Invited to a wedding 10th of October! I DON'T HAVE ENOUGH TIME TO POCK OUT AN OUTFIT !
Sun Jan 04 03:04:38 PST 2015 --  Just joined twitter! I created this profile so people could hear about my YouTube channel, Random Mel. Go check it out if u have time. FIT!!
