Tue Aug 18 17:40:50 PDT 2015 --  Yo al ver el hastag #MotivosParaViolarALosMuertos pic.twitter.com/Eb7CItWfBO
Mon Jul 13 20:28:58 PDT 2015 --  Yo estoy dispuesto. https://www.youtube.com/watch?v=niMaszTXIN4 …
Mon Jul 13 20:21:43 PDT 2015 --  Te quiero, sincero. Te quiero, sin miedo. Te quiero, como nunca.
Mon Jul 13 20:08:37 PDT 2015 --  Diseñame a tu manera, que quiero ser todo lo que te guste
Mon Jul 13 20:01:01 PDT 2015 --  Claro que esto urge!
Mon Jul 13 19:44:55 PDT 2015 --  Necesito sentirlo reciproco!!
Mon Jul 13 19:41:42 PDT 2015 --  Think we are really good friends
Mon Jul 13 19:30:09 PDT 2015 --  ¿Iré por buen camino? D:
Mon Jul 13 19:18:39 PDT 2015 --  A mi no me vengas! Tu no eres así :'(
Mon Jul 13 19:14:41 PDT 2015 --  Y sigo insistiendo... ¡Carajo, es que enserio me importa!
Mon Jul 13 19:03:51 PDT 2015 --  Y ahora ¿Que pedo?
Mon Jul 13 18:34:11 PDT 2015 --  De camino a casa y me encuentro a @yuyacst en medio de todo jaja :D pic.twitter.com/UR5PMEeQBp
Mon Jul 13 17:44:50 PDT 2015 --  Of all the free rooftop concerts this has to be in your top 5! @PaulMcCartney pic.twitter.com/c9Jvy3WAEG
Mon Jul 13 18:08:37 PDT 2015 --  Fue un momento lindo.
Mon Jul 13 12:39:30 PDT 2015 --  Correr para alcanzar el camión y este te cierre la puerta en tu cara y le acelere... #MomentosIncómodos
Mon Jul 13 13:02:23 PDT 2015 --  Para todos aquellos que preguntan por el #LunesDeDesvergue, Yo les quiero preguntar otra cosa: pic.twitter.com/AW0hsVK8hU
Sun Jul 12 20:05:46 PDT 2015 --  Tan ilusionado :3
Sun Jul 12 09:46:51 PDT 2015 --  El Chapo en 16 meses hizo un túnel de 1.5 Km con una cuchara. Un orgullo para la Ingeniería Mexicana. #Respect
Sat Jul 11 20:43:09 PDT 2015 --  Sigo viendo tu foto...
Sat Jul 11 15:25:25 PDT 2015 --  GRACIAS IKER, insignia madridista y eterna leyenda blanca ♡♡ http://www.realmadrid.com/aficion/videos/2015/07/gracias-iker-2 … pic.twitter.com/ExdlWtAgAc
Sat Jul 11 19:59:28 PDT 2015 --  ¡Fuck! Vaya que era una chica increíble...
Sat Jul 11 19:58:40 PDT 2015 --  Tan necesario ese primer contacto.
Sat Jul 11 19:54:44 PDT 2015 --  Cometí el error, lo sé y quiero arreglarlo ¿Enserio no cuenta nada?
Fri Jul 10 11:15:44 PDT 2015 --  Cuando veo que la 3ra Ley de Newton es tendecia pero para usarla en sus pendejadas pic.twitter.com/5N1tRR6TtC
Fri Jul 10 10:30:26 PDT 2015 --  #UnDíaComoHoy nace Nikola Tesla, inventor, ingeniero mecánico, ingeniero electricista y físico de origen serbio pic.twitter.com/3zcOdrSPrK
Fri Jul 10 10:00:27 PDT 2015 --  Happy birthday to Nikola Tesla, born during a lightning storm on July 10,1856 http://to.pbs.org/1oGtFsD  pic.twitter.com/g48strWIuN
Wed Jul 08 19:03:01 PDT 2015 --  Quizás yo, en un futuro. https://twitter.com/YorchHappy/status/618963041778995200 …
Tue Jul 07 23:02:43 PDT 2015 --  La otra vez le dije a un semáforo en verde que estaba muy chido y se puso rojo. #ChistesPésimosDeMadrugada #YaMejorVeteADormir
Tue Jul 07 18:18:21 PDT 2015 --  #AntesDeMorirTengoQue vivir en la ciudad de #Zacatecas, pues su belleza nocturna muestra un encanto de paraíso. pic.twitter.com/KfdVPpQsnS
Sun Jul 05 21:16:04 PDT 2015 --  No hay mujer mas perfecta que Alex Morgan pic.twitter.com/Pg4ABQTeoq
Fri Jul 03 12:48:10 PDT 2015 --  Jim Morrison (EL Rey Lagarto),sobredosis de soledad,uno de los 27....,twitter se hace demasiado pequeño para Jim. pic.twitter.com/v6EOuDAxN7
Fri Jul 03 14:46:35 PDT 2015 --  Olympiacos contrata a Pulido -Al fin que ni queríamos: Chivas
Wed Jul 01 13:45:09 PDT 2015 --  Feliz #DíaDelIngeniero pic.twitter.com/s2EsQI9t6i
Sat Jun 27 19:27:02 PDT 2015 --  Oh! happy birthday @DrakeBell :D thanks for good music!
Thu Jun 18 21:01:51 PDT 2015 --  "Simón, boinas payaso." —Un wey intentando decir "sí, voy para allá" de la manera más cool posible, 2015.
Tue Jun 16 07:10:29 PDT 2015 --  Vuoso enseñándole a bailar a los demás. pic.twitter.com/kT1U3PoM1G
Tue Jun 16 05:08:38 PDT 2015 --  #MeGustasPara grabar en la penca de maguey nuestros nombres, así juntitos, entrelazados.
Sun Jun 14 05:06:14 PDT 2015 --  I won't be afraid just as long as you stand by me pic.twitter.com/oee3mMgA2Y
Mon Jun 15 16:34:17 PDT 2015 --  Grande #Chile #SomosAmérica https://twitter.com/LaRoja/status/610589761657548800 …
Sun Jun 14 18:21:27 PDT 2015 --  Dejé que pasara el tiempo y ahora tu actitud me ha hecho cambiar de opinión :(
Thu Jun 11 19:20:58 PDT 2015 --  Me topé con un canal de un muchacho en YouTube llamado "Sr. Papi Chulo". Claramente sabe lo que quiere en esta vida.
Wed Jun 10 15:20:29 PDT 2015 --  No es broma, porque la democracia no es un juego: ¿en qué consiste el programa deportivo, educativo y de salud de CUAUHTÉMOC en Cuernavaca?
Wed Jun 10 14:54:43 PDT 2015 --  Tlatelolco y San Cosme, dos masacres no aclaradas que siguen en ebullición. #Halconazo #10DeJunioNoSeOlvida pic.twitter.com/w1vg7p6eMu
Wed Jun 10 08:55:15 PDT 2015 --  Oh @ChumelTorres porfavor explícame que pasó en Cuernavaca :( ¿Cómo fue posible? ¿No había nadie mejor?
Wed Jun 10 08:41:45 PDT 2015 --  Que te importe quien te aporte. #FelizMiércoles .
Sun Jun 07 22:19:46 PDT 2015 --  ¡¿En que estabas pensando Cuernavaca?!
Fri Jun 05 17:13:46 PDT 2015 --  xD #Ingeniería pic.twitter.com/KZ71Yzh5KT
Tue May 19 16:54:57 PDT 2015 --  #MiConsejoDeVida Siempre sé tú mismo. pic.twitter.com/e7SlLP6874
Sun May 17 19:24:25 PDT 2015 --  Yo #SiempreChivas #JuntosVsTodo Vamos por el campeonato! :D todos juntos ahora mas que nunca @Chivas
Sun May 17 19:20:46 PDT 2015 --  jajaja Carajo! https://twitter.com/SoyFan10/status/600106412937609216 …
Sun May 17 18:05:14 PDT 2015 --  Se terminó. El rebaño avanza sobre su archirrival con goleada en la catedral del fútbol tapatío. RT si eres @Chivas pic.twitter.com/xUo4WxeHbi
Wed May 13 18:56:01 PDT 2015 --  Suárez no está preocupado por el rival pues ya probó a Chielinni... literal, ya lo probó #JuveBarça #Champions
Tue May 05 07:19:50 PDT 2015 --  5 de mayo1862 El Ejército de Oriente comandado por el Gral.Zaragoza vence al Ejército francés #BatalladePuebla pic.twitter.com/nN6y6SZW9i
Tue May 05 07:12:34 PDT 2015 --  "La burguesía no solo forja su propia destrucción, sino también a su propio sepulturero: el proletariado" Karl Marx.
Tue May 05 07:14:20 PDT 2015 --  Tal día como hoy de 1818 nacía Karl Marx. Fue un filósofo, intelectual y militante comunista alemán de origen judío. pic.twitter.com/aA0GFNF5Yf
Tue May 05 07:12:01 PDT 2015 --  Tan desorientado y perdido. Quisiera encontrar en ti, luz.
Sat May 02 21:21:33 PDT 2015 --  Si te preguntas por qué cantaron el Himno Nacional Mexicano #TeHaceFaltaVerMasBax ;).
Thu Apr 30 14:17:23 PDT 2015 --  70 años sin Hitler...
Fri Apr 24 00:03:12 PDT 2015 --  #TodoSeriaMejorSi en lugar de estar tuiteando estuviera durmiendo
Thu Apr 23 20:55:23 PDT 2015 --  Curiosa esa sensación de, ¿Celos? Al ver a la chica que te gusta platicar con alguien más.
Tue Apr 21 21:46:49 PDT 2015 --  Llueve en un día soleado para explicarnos que se puede estar feliz y a la vez... triste.
Tue Apr 21 20:44:18 PDT 2015 --  La dejé ir, hermano. Se fue para no volver.
Fri Apr 17 18:51:23 PDT 2015 --  Comprendo que quizás estés lastimada y lo siento. Pero ninguna herida puede ser tan grande como para influenciar esa actitud inhumana.
Fri Apr 17 18:47:33 PDT 2015 --  Ella es complicada, en efecto. Tanto, que siento no merecerla.
Mon Apr 13 06:50:15 PDT 2015 --  #UnoNuncaSabe que pasará en el día, somos vulnerables.
Mon Apr 13 06:47:59 PDT 2015 --  Todo está en nosotros mismos; nosotros somos responsables, nosotros decidimos el mañana, nosotros somos nosotros con todo lo que eso implica
Mon Apr 13 06:45:44 PDT 2015 --  Es cierto eso de: Vivir cada día como si fuese el último. Sin explicación, está implícito.
Mon Apr 13 06:43:40 PDT 2015 --  Tan fácil que es "echarle ganas" y tan complicado que se puede tornar.
Tue Apr 07 19:40:35 PDT 2015 --  Mujeres estudiando alguna ingeniería descripción gráfica. #GuerraDeProfesionistas2015 pic.twitter.com/HCU77mpcqP
Fri Apr 03 15:07:46 PDT 2015 --  Mujeres, quizás lo más bello, lo más hermoso. Espectacular. Sublime. Mágico.
Fri Apr 03 15:06:01 PDT 2015 --  ...si me dieras una tarde, para conversar mejor... podría mirarme en tus ojos, si te asomas hasta mi...
Fri Apr 03 15:03:33 PDT 2015 --  Se habrá ganado un lugar en su corazón pero estoy seguro que no se lo merece.
Sun Mar 22 17:55:11 PDT 2015 --  Estoy seguro que puede ser hermoso.
Sun Mar 22 17:47:51 PDT 2015 --  Quiero apostar todo, pero dame motivos. por favor...
Sun Mar 22 13:59:18 PDT 2015 --  Muchos critican a Neymar de fragil, pero pocos saben que de niño peleo contra Goku para sacar a adelante a su familia pic.twitter.com/f3wzUt69Z3
Sun Mar 15 15:55:50 PDT 2015 --  Solo contigo puedo ser quien soy.
Fri Mar 13 07:24:06 PDT 2015 --  El motivo de mi sonrisa.
Fri Mar 13 06:05:31 PDT 2015 --  Creo que al fin lo logré. :'D
Mon Mar 09 14:37:07 PDT 2015 --  Me confundes, joder.
Sun Mar 08 21:57:22 PDT 2015 --  #BuenosAmigos pic.twitter.com/m0tMVhv9w4
Thu Mar 05 16:49:03 PST 2015 --  Me dueles, pero estoy seguro que puedo superarlo.
Thu Mar 05 16:47:14 PST 2015 --  Sólo quiero que sepas que esta fue la última vez, sólo eso.
Sun Mar 01 16:57:02 PST 2015 --  ¡Gracias afición! #JuntosVsTodo pic.twitter.com/EEW0BXk3J4
Thu Feb 26 15:46:00 PST 2015 --  Podrán pedirme que le baje a la música pero jamás que la quite.
Fri Feb 27 15:45:44 PST 2015 --  No sé si esta bien enojarme, reirme...no lo sé :( #PincheVieja
Thu Feb 26 15:23:25 PST 2015 --  Esa bonita casualidad que ocurre cuando te gusta alguien y casualmente ya la encuentras en todos lados.
Thu Feb 26 15:16:57 PST 2015 --  ¡Vale madre! ¡Vale madre! ¡Vale madre! ¡Vale madre! ¡¡Dime que no tienes novio!! ¡Por favor!
Tue Feb 24 19:39:26 PST 2015 --  *.* pic.twitter.com/VB4q48slnO
Tue Feb 24 18:07:09 PST 2015 --  ¡Tantas cosas en mente!
Tue Feb 24 17:59:40 PST 2015 --  Eres tan hermosa, me emociona pensar que quizás estas interesada en mi.
Mon Feb 23 13:00:00 PST 2015 --  Es como ir demasiado rápido pero sentirte mas lento que una tortuga con las patas amarradas.
Mon Feb 23 11:59:53 PST 2015 --  #ElGobiernoQueMerecemos lo hacemos nosotros mismos, nadie va a cambiarnos la vida de un día para otro.
Sun Feb 22 21:44:24 PST 2015 --  ¿Como saber si lo estoy haciendo bien? Eres la única con la respuesta.
Sun Feb 22 21:43:43 PST 2015 --  Me llamas la atención...
Sun Feb 22 17:04:24 PST 2015 --  xD pic.twitter.com/YNEo0eAwcF
Thu Feb 19 09:57:47 PST 2015 --  pic.twitter.com/NCI5sh5pyV
Sun Feb 15 15:14:49 PST 2015 --  #ChivaOTiburonEnTD Saludos a todo el mundo :)
Sun Feb 15 15:00:04 PST 2015 --  :3 ¿Será posible que pueda enamorarla? :3
Sun Feb 15 10:11:02 PST 2015 --  Me decidí, ya es tiempo...
Sun Feb 15 06:33:03 PST 2015 --  #TheBeatles lml pic.twitter.com/fJoJs4M0v8
Sun Feb 15 05:43:55 PST 2015 --  pic.twitter.com/T5Ezi3TDe8
Fri Feb 13 17:24:58 PST 2015 --  pic.twitter.com/acUW2dxm81
Mon Feb 09 20:28:25 PST 2015 --  Siento su mirada, constante, precisa.
Mon Feb 09 20:13:53 PST 2015 --  Casualmente tienen el mismo nombre.
Mon Feb 09 20:13:34 PST 2015 --  Casualmente...creo que tiene novio.
Fri Feb 06 17:42:29 PST 2015 --  ¿Llegará a interesarse en mi? :3
Fri Feb 06 11:34:02 PST 2015 --  Tiene ese "Noséqué" que me atraé, pero también esa actitud que me aleja.
Thu Feb 05 20:19:09 PST 2015 --  Es mas grande quien perdona por encima de alguien rencoroso.
Thu Feb 05 15:45:30 PST 2015 --  ¿Qué hiciste en mi? cual si fueras enfermedad, tu recuerdo penetra en mi, provocando daños, daños que quizás solo yo siento.
Thu Feb 05 15:27:41 PST 2015 --  El mundo no cambia con tu opinión, cambia con tus acciones. Paulo #Cohelo
Thu Feb 05 15:26:23 PST 2015 --  Dime si estarás aquí, mañana, otra vez. Si vas a quererme como yo te quiero a ti.
Thu Feb 05 13:39:25 PST 2015 --  Mi novia queria salir y la mande a la verga por que hoy es #JuevesDeDesvergue y @joe_trouble subira video. pic.twitter.com/UDD01TIViw
Mon Feb 02 11:12:28 PST 2015 --  Será mejor que me ponga las pilas D:
Mon Feb 02 07:57:44 PST 2015 --  Hoy es Lunes, y no cualquier Lunes... es #LunesDeDesvergue @joe_trouble, de puente, y de tamales! :D
Sun Feb 01 21:19:58 PST 2015 --  Gracias internet... No te acabes nunca #KatyPerrySuperBowl pic.twitter.com/QolRYw2aC6
Fri Jan 30 13:38:18 PST 2015 --  No culpes a los lonches, no culpes a las papas, no culpes a las tortas, será que no me amas. #EngordoComoLuismi
Thu Jan 29 15:17:27 PST 2015 --  ¡Vaya que es difícil superar a alguien como tu!
Thu Jan 29 15:16:17 PST 2015 --  Pero después de todo... podemos ser amigos.
Thu Jan 29 15:14:53 PST 2015 --  Tanto tiempo creyendo, suponiendo y especulando para nada, no somos el uno para el otro, somos personas completamente diferentes.
Thu Jan 29 15:13:59 PST 2015 --  Descubrí que: en realidad no estoy enamorado de ti, esto es un capricho.
Thu Jan 29 12:46:11 PST 2015 --  #SoyTanRomanticoQue en todos lados te veo... Volteo al cielo y apareces... pic.twitter.com/XQw33EQ2rr
Wed Jan 28 14:15:16 PST 2015 --  Grafeno! http://grafeno.com/que-es-el-grafeno/ …
Mon Jan 26 20:24:41 PST 2015 --  #EsasGanasDe hablarle a la chica que me gusta!!
Mon Jan 26 20:23:47 PST 2015 --  #EsasGanasDe salir a buscarla y preguntarle: ¿Qué nos pasó?
Mon Jan 26 20:22:40 PST 2015 --  Este TT: #EsasGanasDe. Ha provocado en mí, innumerables recuerdos :3
Mon Jan 26 20:18:28 PST 2015 --  Un día duro, pero apenas es el comienzo...es cuestión de adaptarse.
Mon Jan 26 09:25:48 PST 2015 --  Pinche día culero :(
Mon Jan 26 09:19:03 PST 2015 --  #MiAmorPlatonico me persigue desde la prepa...
Sun Jan 25 17:13:34 PST 2015 --  Mañana inician los juegos del hambre.
Sun Jan 25 17:01:01 PST 2015 --  ¿ #ChivasEresLaVergüenzaDelFútbol? Jajaja ¡Huevos, putos!
Sun Jan 25 15:50:53 PST 2015 --  ¡Queda claro que somos locales! @Chivas #JuntosVsTodo ¡hoy ganamos! #DaleRebaño
Sun Jan 25 14:56:33 PST 2015 --  #enmistiempos "La Familia Michoacana" solo se dedicaba a vender sus ricas paletas de cajeta pic.twitter.com/D5DUXhr7lS
Sun Jan 25 11:43:09 PST 2015 --  #enmistiempos la única red social existente eran los Chismografos! Y también se ponían indirectas
Sun Jan 25 15:25:59 PST 2015 --  #HuíDeFacebookPor las mamás :( las mamás, las tías, no lo sé... se siente raro publicar cualquier 'estado'.
Sat Jan 24 19:50:13 PST 2015 --  #CuandoSeaAdultoYo seré ingeniero :3
Fri Jan 23 14:21:52 PST 2015 --  MAGIC! - Rude: http://youtu.be/PIh2xe4jnpk  #MagicCuando Rude? Jaja lol
Thu Jan 22 20:42:24 PST 2015 --  Te llevo en el pensamiento.
Thu Jan 22 19:41:22 PST 2015 --  ¿Cuauhtémoc Blanco en la política? Diablos, enserio estamos jodidos.
Tue Jan 20 20:32:28 PST 2015 --  pic.twitter.com/A0nMHMwjYr
Tue Jan 20 20:27:20 PST 2015 --  De fiesta! pic.twitter.com/vaCFIEM0pc
Tue Jan 20 19:59:03 PST 2015 --  Es una adrenalina sumamente extrema.
Tue Jan 20 19:58:35 PST 2015 --  No quedé satisfecho pero podría estar peor.
Thu Jan 08 15:30:12 PST 2015 --  "Las mejores personas llegan sin buscarlas."
Tue Jan 20 19:44:49 PST 2015 --  Creerte un "TodasMias" siendo en realidad un estúpido.
Tue Jan 20 19:43:56 PST 2015 --  Dos veces que decido decirle, dos veces que me dice que: no es el momento; sin duda no habrá tercera, espero.
Tue Jan 20 14:18:56 PST 2015 --  #LaMujerPerfecta es: Inteligente, guapa, y con personalidad.
Sat Jan 17 18:36:15 PST 2015 --  #PongoJetaCuando me gritan! Puta madre cuando pasa ¬¬
Tue Nov 18 15:36:35 PST 2014 --  Nunca me dolió que te fueras, me dolió que no volvieras. Nunca me dolió irme, me dolió que no me detuvieras.
Wed Jan 14 20:57:33 PST 2015 --  Un poco de presión contenida...
Wed Jan 14 20:55:00 PST 2015 --  No sé, llego a sentirme estúpido.
Wed Jan 14 20:49:22 PST 2015 --  Nunca te enamores de la chica del antro, nunca!
Tue Jan 13 19:09:57 PST 2015 --  Tan entusiasmado de volver a clases, el reto comienza!
Tue Jan 13 19:06:38 PST 2015 --  Que nos gusta la misma chica y él se hace a un lado, definitivamente #EsDeAmigos
Tue Jan 13 07:33:24 PST 2015 --  Outernational - Que Queremos: http://youtu.be/y022pr2ntEs 
Mon Jan 12 16:21:09 PST 2015 --  En México la cosa está dura, todos queremos cambio; de nada sirve apoyar sentado frente a un monitor. #ElCambioEresTú
Mon Jan 12 06:20:20 PST 2015 --  El poder corrompe, traiciona y construye negocios; jamás democracia...... #YaMeCanse23 pic.twitter.com/TijsUgyEgH
Sun Jan 11 13:10:08 PST 2015 --  x) pic.twitter.com/QhveIDxkhV
Wed Jan 07 22:11:26 PST 2015 --  Jajajajaja "Si un círculo tiene radio ¿un cuadrado televisión?" #TuiteoComoIvanZavala @Ingeniero_Dice
Wed Jan 07 20:19:03 PST 2015 --  Tell me why you cry
Wed Jan 07 19:28:50 PST 2015 --  De esas canciones que te llegan...https://www.youtube.com/watch?v=pj4rOYws8Gw …
Wed Jan 07 19:24:49 PST 2015 --  Esas cortaditas al rasurarte, pequeñas pero mortales.
Wed Jan 07 19:10:11 PST 2015 --  Esos 'espantados' porque niños vieron la foto del Chatón, no dudo sean los primeros en festejarle un 'eh putoo' a su hijo en el estadio.
Tue Jan 06 19:25:56 PST 2015 --  Me gustas. Bien, lo dije :3
Thu Jan 01 19:08:42 PST 2015 --  La verdad es que me gustó desde el primer instante, sin sonar cursi o algo por el estilo: "Fue amor a primera vista"
Thu Jan 01 19:03:54 PST 2015 --  #El2014Fue de sueños y objetivos cumplidos. Pude ser parte de una banda " #EquisD" y empezar a recorrer el hermoso camino de la #Ingeniería
Thu Jan 01 18:58:45 PST 2015 --  Parece que empezamos bien el año.
Thu Jan 01 18:29:46 PST 2015 --  #NoMeRevientes2015 Son los mejores! les agradezco mucho las risas con cada video l-.-l pic.twitter.com/XLObb3jGwJ
Thu Jan 01 11:09:54 PST 2015 --  'Felicidades al 2000 por sus XV años'
Wed Dec 31 21:35:13 PST 2014 --  #Para2015Quiero un año exitoso en todo aspecto, parfavaar un buen amor! Sincero por lo menos.
Wed Dec 31 21:34:05 PST 2014 --  #PersonasImportantesEnEste2014
Wed Dec 31 21:33:26 PST 2014 --  #UnoDeMisPropositosSerá conquistarla de una puta vez!
Wed Dec 31 20:22:21 PST 2014 --  Este es el único día del año q celebramos el paso del tiempo, los demás días nos lamentamos por el tiempo que se ha ido y no volverá.
Wed Dec 31 20:06:40 PST 2014 --  'Vorin' al 2x1, estoy pensando seriamente en comprarlo... pic.twitter.com/xuvnyLD4NR
Wed Dec 31 19:55:56 PST 2014 --  #UnoDeMisPropositosSerá no enamorarme, digo para que no me friendzoneen. );
Tue Dec 30 22:20:39 PST 2014 --  #LoMejorDel2014Fue Este partido, que violada tan mas brutal de los alemanes pic.twitter.com/kJTMlMBqXg
Tue Dec 30 19:35:34 PST 2014 --  #NoMeRevientes2015 en Toluca? :D
Mon Dec 29 19:32:01 PST 2014 --  Según los gobiernos corruptos y asesinos de todo el mundo robar sólo es delito para los pobres... #YaMeCanse15 pic.twitter.com/X35XkHwY10
Sat Dec 27 15:39:56 PST 2014 --  - Oye, se murió Amparo. - Vaya, lo siento mucho. ¿Y cómo está su marido? - Desamparado..
Fri Dec 26 06:58:23 PST 2014 --  Si la ciudadanía no hace sentir su fuerza, los fraudes y los asesinatos continuarán hasta la eternidad: http://ow.ly/GrQaM  #YaMeCansé13
Fri Dec 26 07:01:15 PST 2014 --  #YaMeCanse13 pic.twitter.com/6AIkPBaUyQ
