Fri Aug 28 18:21:47 PDT 2015 --  TE AMO @RataoBorrachudo
Sat Aug 08 10:38:03 PDT 2015 --  prontos pra praia pic.twitter.com/t9QvBRTLea
Fri Jul 31 23:44:41 PDT 2015 --  sou langer
Sat Aug 01 04:37:03 PDT 2015 --  @Gabrielly691D @RataoBorrachudo @alanzoka @feeeelps QUE DAORAAA
Sat Aug 01 10:02:05 PDT 2015 --  finalmente chegamos no mes do sal eu sempre vejo nas receita "sal agosto"
Wed Jul 29 18:40:12 PDT 2015 --  stop THE BULO
Sat Jul 25 12:45:34 PDT 2015 --  Oh really?! @DSprayberry @CODYSAINTNEW /!\IT'S NOT MY PIC/!\ pic.twitter.com/2g5iE2OpB6
Sat Jul 25 20:27:52 PDT 2015 --  From now on call me Spanky Snake
Tue Jul 28 20:18:35 PDT 2015 --  Doutor Johnson sempre dizia: "Amanhã sai Life is Strange mesmo." https://twitter.com/icampbells/status/626230125588312064 …
Tue Jul 28 20:22:10 PDT 2015 --  @alanzoka fingindo escutar as falsianes pic.twitter.com/Vzhgv1dcPQ
Tue Jul 28 09:51:22 PDT 2015 --  OLA PESSOAL ESTOU AQUI CURTINDO MUITO A VIDA ME INVEJEM pic.twitter.com/ddWaLRdd1P
Mon Jul 27 22:19:12 PDT 2015 --  @alanzoka CADE LIFE IS STRANGE
Mon Jul 27 22:23:22 PDT 2015 --  @alanzoka pic.twitter.com/CL6v5Pkeya
Sun Jul 26 19:56:29 PDT 2015 --  Gente terça lança life is strange me segura que eu vou cair
Sat Jul 25 20:47:30 PDT 2015 --  450.000 seguidores aqui no twitter como tem gente doente no mundo amo vcs
Sat Jul 25 22:12:48 PDT 2015 --  parei pra pensar aqui no que a minha vida tem se pic.twitter.com/pL15ytegZG
Sun Jul 26 09:00:20 PDT 2015 --  EU SOU REALMENTE MUITO BIXINHA mas isso não era misterio pra vcs aqui no twitter né OBRIGADO PELO RT! amo vcs http://youtu.be/129JG9RexVE 
Fri Jul 24 08:12:01 PDT 2015 --  Chegamos a 700 mil inscritos! Muito obrigado a todos pelo apoio, carinho e por tudo que vocês fazem por mim. Faz isso tudo valer a pena <3
Fri Jul 24 18:25:32 PDT 2015 --  amo vcs gente
Thu Jul 23 20:45:34 PDT 2015 --  Quase 700k <3
Thu Jul 23 17:37:07 PDT 2015 --  @onedirection feliz aniversrio
Mon Jul 20 11:32:22 PDT 2015 --  feliz dia do amigos pq pra mim vcs são todos amigos
Wed Jul 15 18:25:59 PDT 2015 --  #salame parece q o jogo virou n é msm? pic.twitter.com/IjLz2iKZgO
Sun Jul 12 11:50:49 PDT 2015 --  Dad #TeenWolfSeason5 pic.twitter.com/gPVwCDaZQc
Sun Jul 12 17:20:11 PDT 2015 --  This is very cute and funny pic.twitter.com/0lK3ughOms
Sun Jul 12 10:54:45 PDT 2015 --  LEGENDADO! Tyler Posey, Dylan Sprayberry e Cody Christian jogam "Verdade ou Dance": https://vimeo.com/133232128 
Wed Jul 15 08:39:15 PDT 2015 --  Gostei de um vídeo @YouTube http://youtu.be/W1nnbvkkjqg?aCody … Christian e Dylan Sprayberry se vestem de lobos na SDCC @teenwolfbr
Sun Jul 05 17:05:35 PDT 2015 --  Dylan Sprayberry sorrindo Parece até um psicopata #askwolfie pic.twitter.com/aV4mULzCSm
Mon Jul 06 11:21:36 PDT 2015 --  como não amar? @DSprayberry #askwolfie pic.twitter.com/0KFk1D3IIl
Tue Jul 07 09:55:18 PDT 2015 --  fotos exclusivas da preparação da festa d aniversário do ator emo gótico dylan sprayberry #HappyBdayDSprayberryFromBR pic.twitter.com/f9sXsFK5pP
Mon Jul 06 19:26:50 PDT 2015 --  Tadinho do Mason, ele quer entrar no Circle! Querido aqui é TEEN WOLF e não THE SECRET CIRCLE! AQUI É PACK #TeenWolf pic.twitter.com/Qf29OgjBtf
Mon Jul 06 19:16:13 PDT 2015 --  Eu amo as expressões que o Stiles faz hahahahaha #TeenWolf pic.twitter.com/kzPplJamDq
Sun Jul 05 17:27:56 PDT 2015 --  Não confio em gente que não gosta de The Walking Dead
Fri Jul 03 15:17:41 PDT 2015 --  BEHEHEHEHEHEHEHE pic.twitter.com/9CCSK5cloJ
Fri Jul 03 15:23:26 PDT 2015 --  gente eu nunca entendi quem manda isso é tipo "ficou daora, sou forte" aí vc da 2 socos na cara da pessoa e chora
Fri Jul 03 15:39:18 PDT 2015 --  @cellfavela oi @Kefera como foi roubar meu crush ((((((((gusta))))))))) bjs ass: rafael
Sat Jul 04 08:43:21 PDT 2015 --  sou doente mesmo
Sat Jul 04 11:31:28 PDT 2015 --  TÁ ROLAND TRETAAAA!!1!1 pic.twitter.com/zGW5LMljFj
Sat Jul 04 08:43:12 PDT 2015 --  n parece mas eu sou tímido gente
Thu Jul 02 19:15:37 PDT 2015 --  Começa assim, daqui uns meses você vai ver como você vai estar kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk https://twitter.com/googlevibes/status/616792298156883968 …
Thu Jul 02 19:15:58 PDT 2015 --  Depois que é expulsa de casa não adianta reclamar comigo
Tue Jun 30 09:35:09 PDT 2015 --  NEM TO CHORANDO, TO SÓ TREMENDO #TeenWolfSeason5 @hollndrodren pic.twitter.com/KEtvI5LAlh
Tue Jun 30 08:32:25 PDT 2015 --  a situação tá crítica aqui #TeenWolfSeason5 pic.twitter.com/IlHm5VLCIv
Mon Jun 29 07:44:46 PDT 2015 --  TODAY IS THE DAY. #TeenWolfSeason5 pic.twitter.com/e0F3HWQC5r
Mon Jun 29 16:11:24 PDT 2015 --  3 HOURS AWAY pic.twitter.com/TXODENpKD2
Mon Jun 29 18:44:44 PDT 2015 --  Me right now pic.twitter.com/2myK7uXrzc
Mon Jun 29 19:11:48 PDT 2015 --  "At some point the scale has to tip again".... Well I sense that's gonna happen soon.. *looks at Jeff* pic.twitter.com/qI3NmEumOk
Mon Jun 29 19:47:56 PDT 2015 --  #goals pic.twitter.com/Z53jLl3kkB
Sun Jun 28 18:48:19 PDT 2015 --  Dê valor a quem te ama
Sat Jun 27 16:04:19 PDT 2015 --  Migs pic.twitter.com/tPUvN9vpYG
Sat Jun 27 16:12:46 PDT 2015 --  CHEGANDO NO TWITTER pic.twitter.com/qCYHJ4XAJu
Sat Jun 27 13:45:15 PDT 2015 --  Estou sumido porque estou no parque com amiguinhos pic.twitter.com/F27t1ncSxs
Sat Jun 27 13:58:09 PDT 2015 --  felino chega "ae pessoal a muzoka fez uma piada no twitter...." "e?" "e nada é isso" "NOOOOOOOOOOOOOOOOOOSSSAAAAAA QUE FOOOOOOOOOOODA"
Fri Jun 26 22:54:01 PDT 2015 --  n sou obrigad
Fri Jun 26 18:13:50 PDT 2015 --  eu sou o hetero mais viado do youtube com orgulho mesmo #LoveWins
Wed Jun 24 19:55:52 PDT 2015 --  Amanhã tem um convidado que nunca apareceu no canal................. QUEM SERA O YOUTUBER MISTERIOSO???
Wed Jun 24 18:51:05 PDT 2015 --  fazendo origami com meu papel de troxa
Wed Jun 24 01:51:50 PDT 2015 --  pra quem já tá acordado pic.twitter.com/dJDlWdT6zE
Tue Jun 23 19:49:29 PDT 2015 --  ow amig vamo deixa de se troxa ta na hora ja
Wed Jun 24 10:07:15 PDT 2015 --  editando gameplay pic.twitter.com/Q1POCeOfkr
Wed Jun 24 14:06:27 PDT 2015 --  eu vendo vc lamber outras linguas pic.twitter.com/iVFEbFnNzC
Sat Jun 20 13:51:58 PDT 2015 --  
Sat Jun 20 08:43:15 PDT 2015 --  Eu dei um tiro em mim mesmo do futuro, é suicidio ou assasinato?
Sun Jun 14 07:14:18 PDT 2015 --  aquele youtuber com fome o rafael lanche
Thu Jun 11 11:47:27 PDT 2015 --  cala boca cellbit
Fri Jun 12 10:41:51 PDT 2015 --  incrível passar o dia dos namorados com vc pra mim todo dia com vc é dia dos namorados te amo @twitter
Fri Jun 12 10:51:22 PDT 2015 --  Feliz dia dos namorados @feeeelps
Fri Jun 12 10:52:56 PDT 2015 --  QUE NAMORADO EU SÓ TO DESEJANDO UM DIA FELIZ
Fri Jun 12 10:51:12 PDT 2015 --  Feliz dia dos namorados @PhoenixBRnnf
Thu Jun 11 01:10:43 PDT 2015 --  @marcoscastro fica esperto pic.twitter.com/ILW9LqJSC9
Thu Jun 11 01:20:33 PDT 2015 --  Acho que essa foto me resume bem. https://instagram.com/p/3yCx1LoPY0/  pic.twitter.com/nhZws8PWny
Thu Jun 11 03:45:32 PDT 2015 --  eu tenho uma galinha na cabeça.
Mon Jun 08 19:55:22 PDT 2015 --  @EmisuShow VEM ENTAO pic.twitter.com/9sxZcv7b3I
Mon Jun 08 19:39:20 PDT 2015 --  fica esperto que se eu te encontra na noite vc nao volta pra casa pic.twitter.com/y2650XdSop
Fri May 29 04:23:22 PDT 2015 --  ja pensou se você tem o superpoder de ser imortal MAS VOCÊ NÃO SABE.... PORQUE NUNCA MORREU............
Fri May 29 02:55:29 PDT 2015 --  BODIAAAA
Thu May 28 10:27:07 PDT 2015 --  A FÚRIA DO SALAME - STOP SÉRIO EU NÃO RIA ASSIM FAZ TEMPO OBRIGADO PELO RT! https://www.youtube.com/watch?v=Sc-km8_y3BU …
Sun May 24 13:00:56 PDT 2015 --  um monte de gente mandando pra eu fazer teste pra editor do brtt, gente ces fumam pepsi?
Sun May 24 12:40:03 PDT 2015 --  Gostei de um vídeo @YouTube de @thiagoidiotando http://youtu.be/wyRpctYMrZ8?a  A RAGE DAS GALÁXIAS (Com MarquesZero, Cellbit e Alan) -
Sat May 23 16:54:34 PDT 2015 --  É O MELHOR VIDEO DO MUNDO, racho o bico toda vez de vejo pic.twitter.com/sGTNNKqMSi
Fri May 22 16:27:53 PDT 2015 --  eu adoro esse vídeo https://www.youtube.com/watch?v=ygI-2F8ApUM …
Thu May 21 19:45:16 PDT 2015 --  Opa, acabamos de chegar em 600 mil inscritos! Muito obrigado a todos vocês que curtem e acompanham os vídeos do canal, fico muito feliz!
Fri May 22 11:36:57 PDT 2015 --  ‌‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌
Wed May 20 17:19:11 PDT 2015 --  QUE DIA.......... #Cellbits1Milhao
Thu May 21 10:24:18 PDT 2015 --  BEJO NA BOCA É COISA DO PASSADO AGORA A MODA É fazer gameplay
Thu May 21 15:56:39 PDT 2015 --  É TÃO BOM SER IDIOTA
Thu May 21 17:10:30 PDT 2015 --  "vamos virar a noite?" "vamos" "ǝʇıou"
Wed May 20 19:10:46 PDT 2015 --  eu e o cellbit fomos numa lanchonete, ele pediu o sanduiche dele sem milho e veio um puta milhão no sandubinha dele
Wed May 20 14:57:25 PDT 2015 --  meninos bonitos: ou é idiota ou é funkeiro ou é gay ou tem namorada ou mora longe de vc ou nunca vai querer vc ou é famoso ou é seu idolo
Wed May 20 15:50:21 PDT 2015 --  Ver pessoas se identificando com o meu jeito de ser, quando eu fui taxado como estranho minha vida toda, me orgulha muito. #Cellbits1Milhao
Wed May 20 16:34:21 PDT 2015 --  SEGURA ESSA CARALHO PRIMEIRO NO MUNDIAL pic.twitter.com/kYC5F9IqCu
Wed May 20 09:00:17 PDT 2015 --  REALIZANDO SONHOS É HOJE MEUS AMIGOSSSS Obrigado pelo RT! https://www.youtube.com/watch?v=-Eaaex-RFSE …
Tue May 19 19:12:12 PDT 2015 --  "o mundo gira e o lucas lira" - eu
Tue May 19 19:31:01 PDT 2015 --  RT @thami_frazaum: Aeeeeee 1 milhão de retardados, 1 milhão de Langers \o/ #Cellbits1Milhao @cellbitos @DeyaLange pic.twitter.com/Xq7JS2eMSr
Tue May 19 19:22:45 PDT 2015 --  Ela foi falar "masterchef" e falou "masterchester"
Tue May 19 15:01:30 PDT 2015 --  TERMOS DE SERVIÇO DOS MEUS VIDEOS NÃO SOU RESPONSAVEL POR PERDA DE AUDIÇÃO OU DANOS AOS TIMPANOS ALHEIOS OBRIGADO
Tue May 19 15:11:51 PDT 2015 --  NENHUMA FOTO NA MINHA VIDA IRÁ SUPERAR ESSA FOTO NUNCA pic.twitter.com/HrU3RsqQ9F
Tue May 19 16:26:09 PDT 2015 --  minha mãe é a unica pessoa do mundo que nunca viu frozen na vida ela ouviu a elsa cantando let it go e repetiu "HARRY VOU"
Mon May 18 17:15:55 PDT 2015 --  Galera vamo lá CellBits - meu canal Cellbit - eu obrigado volte sempre
Mon May 18 10:37:29 PDT 2015 --  eu achei que o pc tinha desligado e a fonte tava lascada denovo era só meu pé que tinha esbarrado no fio do monitor
Mon May 18 10:34:05 PDT 2015 --  Mas comprei uma cama nova pra ele dormir no meu quarto pic.twitter.com/2RjcS17TOy
Mon May 18 10:24:48 PDT 2015 --  quantos anos as pessoas acham que eu tenho?
Mon May 18 09:58:09 PDT 2015 --  gente especial de 1 milhão gameplay de deletar o canal
Mon May 18 09:53:21 PDT 2015 --  TALVEZ AEIOU SEJA O NOSSO SEMPRE..........
Sun May 17 20:18:17 PDT 2015 --  Animals Revenge! :D pic.twitter.com/rTdB0RJu25
Sun May 17 18:15:06 PDT 2015 --  As pessoas geralmente confundem silêncio por ignorância, calma por aceitação e gentileza com fraqueza.
Sun May 17 16:49:44 PDT 2015 --  @alanzoka @GuaxinimGamer caralho esse foi o dialogo mais genial da internet pena que ele não faz sentido
Sun May 17 12:55:05 PDT 2015 --  chamaram o rik pro anime friends e ele tá vendo com os organizadores pra mim ir ENTÃO TALVEZ EU VÁ YEAAAAAAAA pic.twitter.com/tddgr1riso
Fri May 15 14:24:29 PDT 2015 --  NOVO VIDEO DE GTA V COM MOD GALERA! MANDA PROS AMIGOS E SE LIGA NO POMBO VIDA LOKA https://www.youtube.com/watch?v=yMSP2cgiwXQ … pic.twitter.com/PXdl5KFxaM
Fri May 15 14:27:47 PDT 2015 --  NOVO VIDEO DE GTA V COM MOD GALERA! COLA AEEEEEEEEEEEEEEEE E MANDA PROS AMIGOS http://youtu.be/yMSP2cgiwXQ?a 
Thu May 14 16:46:10 PDT 2015 --  caralho eu vou fazer um especial de 300k tão foda que ceis vão assistir comendo um melão
Thu May 14 14:00:03 PDT 2015 --  @langeshine PAC MELHOR PESSOA
Thu May 14 13:59:48 PDT 2015 --  
Thu May 14 09:17:58 PDT 2015 --  Pra quem não viu ontem o episódio 3 de Life is Strange lança dia 19! UHULLLLLLLLLLL
Wed May 13 19:58:36 PDT 2015 --  Paciência... Paciê... Pa... P... Puta que pariu.
Wed May 13 20:13:59 PDT 2015 --  Gostei de um vídeo @YouTube de @feeeelps http://youtu.be/aq0sJiX_Kls?a  DOIS TROUXAS E UM BEIJO... na verdade vários!
Wed May 13 16:02:05 PDT 2015 --  AMOR E C-DUSSÃO @uDrezzy pic.twitter.com/kURejOKVTi
Wed May 13 15:57:00 PDT 2015 --  odeio perder apostas.
Wed May 13 15:57:38 PDT 2015 --  @cellbitos Cala a Boca!
Tue May 12 23:13:52 PDT 2015 --  toda vez que alguém fala "cê não tá ligado" eu penso em um botão de ligar/desligar no meu mamilo e começo a rir sozinho me desculpa
Tue May 12 23:16:43 PDT 2015 --  gente chegou a hora que vc pensa naquela pessoa especial aquela que vc ama e quase chora quando finalmente revê obg entregador de pizza
Tue May 12 23:21:47 PDT 2015 --  Um comentário no vídeo com a mamãe: "Achei ofensivo você escrever que sua mãe se fodeu. Tenha mais respeito" VAI TOMAR NO CU, A MÃE É MINHA
Tue May 12 23:25:33 PDT 2015 --  MÃE NÃO FAZ ISSO COMIGO MÃE ATÉ MINHA MÃE TA ME ZOANDO EU NÃO SEI MAIS O QUE EU FAÇO DA MINHA VIDA pic.twitter.com/3WuJiKlg14
Tue May 12 19:04:30 PDT 2015 --  Será que na noite satanistas saem na rua com inseticidas pra ficar matando louva-deus?
Tue May 12 19:08:21 PDT 2015 --  porra até parece que vcs nao sabem que eu sou doente da cabeça
Tue May 12 18:46:50 PDT 2015 --  serio eu tava muito feliz pic.twitter.com/RVhjO2cO1l
Tue May 12 18:44:13 PDT 2015 --  eu e minha companion pic.twitter.com/17EUdDpBdx
Tue May 12 12:27:04 PDT 2015 --  O Cellbit faz mto sentido pic.twitter.com/8UxW4S44rt
Tue May 12 15:24:53 PDT 2015 --  pic.twitter.com/RBJBmi42r7
Sun May 10 09:12:16 PDT 2015 --  ESPECIAL DIA DAS MÃES Basicamente, minha mãe se fodeu. Obrigado pelo RT! https://youtu.be/4xNqfv6n7OY 
Sat May 09 15:17:52 PDT 2015 --  dj katatau é meu husbando
Sat May 09 15:08:05 PDT 2015 --  CARALHOOOOOOOOOOOOOOOOOO ELE TEM UM MACHAAAAAAADOOOOOOOOOOOOOOOOOOOOOOOOOO
Sat May 09 15:05:49 PDT 2015 --  "Você tinha um cabelão, por isso tá assim?" (???????????????)
