Thu Aug 27 16:47:27 PDT 2015 --  My family really does deserve a reality show lol too much personality in this house
Sun Aug 16 20:15:38 PDT 2015 --  Rich Homie Quan said it best pic.twitter.com/L3DowXAZ0X
Tue Aug 18 14:40:49 PDT 2015 --  He comes in and says "sister I was taking pics " my liddo baby is growing up🏼 pic.twitter.com/TVEkOxZ6R2
Mon Aug 17 19:00:22 PDT 2015 --  Inconsistency is unattractive as hell. How u gunna treat someone like they mean something to u one day then do a 180 on them the next
Mon Aug 17 21:06:52 PDT 2015 --  All new "SHE'S GOT GAME" right now
Mon Aug 17 20:24:23 PDT 2015 --  I swear this was my family last year https://twitter.com/onlinefightz/status/623308414035189760 …
Sun Aug 16 11:21:55 PDT 2015 --  This is so lit pic.twitter.com/a0JEx5rbpl
Sat Aug 15 21:29:34 PDT 2015 --  Holy shit pic.twitter.com/dQOrHjcxcG
Mon Aug 17 18:34:53 PDT 2015 --  @taylor_botello @Sassysubs https://twitter.com/girlfriendnotes/status/633432121596637184 …
Mon Aug 17 14:35:52 PDT 2015 --  I'm that girl with the hood ass playlist
Wed Apr 29 21:36:13 PDT 2015 --  it hurts when you have someone in your heart but cant have them in your arms
Mon Aug 17 15:21:06 PDT 2015 --  pic.twitter.com/iipEUt9iUr
Wed Aug 05 11:08:05 PDT 2015 --  I dont think guys understand how much girls love flowers. We could be takin' a walk and & u can pick one off a bush & I'd be blushin n shit
Sun Aug 16 20:54:06 PDT 2015 --  feeling under appreciated sucks
Sat Aug 08 00:24:03 PDT 2015 --  Moral of the story: Pray to God even after he gave you what you were praying for.
Sun Aug 16 18:20:30 PDT 2015 --  @Sassysubs your hairl looks good blonde! so beautiful!
Wed Mar 11 21:26:12 PDT 2015 --  pic.twitter.com/NFzlAZ8yDL
Sun Feb 08 09:09:04 PST 2015 --  Make her feel wanted, show her off in front of your boys and grab her ass in front of the men who want it. Make that girl a priority
Thu Mar 05 10:07:49 PST 2015 --  Me as a girlfriend https://vine.co/v/MtpTA6g1D3V 
Thu Mar 05 16:14:10 PST 2015 --  MY HEART pic.twitter.com/Ftq7q47Yhl
Thu Mar 05 19:24:44 PST 2015 --  I wanna sex you up
Wed Mar 04 21:59:23 PST 2015 --  Feelings should be mutual pic.twitter.com/MhQbRex3kC
Thu Mar 05 22:05:17 PST 2015 --  This makes every girl's day pic.twitter.com/d4AHlqjRTM
Wed Mar 04 10:45:19 PST 2015 --  my nipples get hard af real fast!
Mon Mar 02 09:15:48 PST 2015 --  Bitches who can't get they own man so they text other bitches men
Mon Mar 02 00:19:25 PST 2015 --  A man that knows what he has, not that he has you. Know the difference...
Mon Mar 02 13:39:12 PST 2015 --  I'll play ur games better than u
Sat Feb 21 20:43:31 PST 2015 --  cant stand a guy who flirts w. every female
Sun Jan 25 17:57:44 PST 2015 --  2 reasons. pic.twitter.com/kV5jyGgzQ2
Thu Feb 26 20:21:04 PST 2015 --  I'm trying to work on my anger and about 20 people try me every day
Tue Feb 17 14:30:17 PST 2015 --  Chris browns dancing bangssss http://twitter.com/CBENEWSS/status/567519349867827201/video/1 …
Mon Feb 23 18:59:40 PST 2015 --  Say the wrong thing to the right girl and lose her forever
Sat Feb 21 22:23:35 PST 2015 --  do me wrong and ill forget u even existed
Sat Feb 21 08:42:29 PST 2015 --  Make this go viral pic.twitter.com/wBOgM2H4j9
Sat Feb 21 16:05:16 PST 2015 --  Don't be surprised when you don't receive what you're not willing to give.
Wed Feb 18 15:06:47 PST 2015 --  Cynthia got promoted to Corporal today !! so happy for my love #ShesABadAssMarine
Fri Feb 13 10:10:51 PST 2015 --  If he's comfortable with disappointing you, let that fuckboy go
Thu Dec 11 20:09:38 PST 2014 --  A girlfriend is a potential wife. If you ask me, relationships are investments not hobbies. y’all gotta grow up
Thu Feb 12 07:39:49 PST 2015 --  So happy that cynthia got her care package that I sent right before Valentine's Day
Mon Feb 09 14:21:30 PST 2015 --  2 1/2 years later and Cynthia gives me the cheesiest smiles when she tells me I'm beautiful ..
Mon Feb 09 00:19:10 PST 2015 --  forhead kisses are forever my weakness
Sat Feb 07 20:26:23 PST 2015 --  i lowkey love those little fights, the flipping out over nothing, you going crazy, wanna know why? cause It reminds me that you still care
Sun Feb 08 00:26:05 PST 2015 --  I want you to realize that im not like the rest
Sat Feb 07 18:21:02 PST 2015 --  Falling in Love is literally like smoking crack cocaine. Being in love releases the same hormones in the brain as cocaine.
Wed Feb 04 23:21:40 PST 2015 --  Never trust a friend who chills with the enemy
Wed Jan 28 17:01:51 PST 2015 --  someone who wants the best for you, is the best for you.
Sun Feb 01 23:59:18 PST 2015 --  Is it normal to feel like your life is falling apart because I think mine is.
Tue Feb 03 08:27:20 PST 2015 --  “ @Migrace22: When people say their relationships are perfect they obviously haven't tried living 2500 miles apart.” *5,907 miles
Mon Feb 02 12:07:37 PST 2015 --  Get to really know me and you'll figure out why I do the things I do
Sun Feb 01 22:15:11 PST 2015 --  you get what you give
Mon Feb 02 09:19:07 PST 2015 --  pic.twitter.com/jm8b822G3O
Mon Feb 02 00:43:16 PST 2015 --  dont date someone who doesn't want to listen to ur fav song or want to watch ur fav movie. stay away from that type of person.
Sun Feb 01 13:52:52 PST 2015 --  Having Sundays off is great, but having Super Bowl Sunday off in this California weather.... Is priceless.
Mon Jan 26 16:03:30 PST 2015 --  The whole pregnant process is so mind blowing like a little human is just growing & living in ur body. I hope I can experience that 1 day
Sun Feb 01 10:06:43 PST 2015 --  I'm seriously crazy & bipolar af like dead ass serious
Sun Feb 01 10:33:17 PST 2015 --  Seriously don't take the people u love in ur life for advantage u never know when it's the last time u see them, hug them say u love them
Tue Jan 27 13:44:32 PST 2015 --  You should be able to trust your bf/gf and not have to rely on snapchats Bestfriends to tell you shit ..Hate how we can't trust ppl anymore.
Wed Jan 28 23:16:57 PST 2015 --  Mental illness is something to take serious. It's crazy what society and our own minds can do to us. #BellLetsTalk pic.twitter.com/4ZArN1ZGAo
Wed Jan 28 18:36:04 PST 2015 --  Creative mother turns her baby pictures into cute imaginary adventures! pic.twitter.com/wFmWApEXQl
Thu Jan 29 02:41:36 PST 2015 --  a bad bitch is only good for the eyes. a queen is good for the soul, body and mind.
Thu Jan 22 19:38:25 PST 2015 --  People have it so confused thinking relationships hold you back from living life. I'd rather explore this world with 1 than many.
Fri Jan 23 15:47:50 PST 2015 --  When is snapchat gonna let you record while your music is playing?
Sat Jan 17 11:08:18 PST 2015 --  At the end of the day, you are who you are & it takes the right person to bring up what's inside. right nor wrong.
Mon Jan 19 21:55:56 PST 2015 --  @Sassysubs stay strong girly
Mon Jan 19 21:27:22 PST 2015 --  Losing the one person you love most fucken sucks
Mon Jan 19 14:54:17 PST 2015 --  Ever since I met you, nobody else is worth thinking about.
Fri Jan 16 08:55:59 PST 2015 --  Immature people do not know the real meaning of love. As you grow... You will understand.
Sun Jan 18 16:06:34 PST 2015 --  Not even 5 minutes in the game & already touchdown by the Patriots !!
Sun Jan 18 15:06:43 PST 2015 --  It's game day baby!! #PatriotsNation
Sat Jan 10 17:04:24 PST 2015 --  Pats win!! NE is heading to its 4th straight AFC Championship. #OnToTheAFCChampionship pic.twitter.com/zEnhpPxzOc
Sat Jan 10 14:19:48 PST 2015 --  I swear my sisters are full freaking retarded.
Sat Jan 10 15:14:25 PST 2015 --  This is gonna be a close ass game !!!
Tue Jan 06 15:09:57 PST 2015 --  THIS. pic.twitter.com/QfObDDIchS
Mon Dec 01 18:20:51 PST 2014 --  Don't leave a girl you need, for a girl you want.
Tue Dec 30 19:13:09 PST 2014 --  my relationship is something else, but I wouldn't have it any other way
Fri Jan 02 12:48:09 PST 2015 --  And if I have a thing with someone and another girl can get his attention, have him bc weak and indecisive isn't my type
Fri Jan 02 22:08:02 PST 2015 --  I love you so much more @GoldenGodinez
Sun Dec 21 14:00:09 PST 2014 --  I'm young, but I've been through a lot!
Wed Dec 17 12:56:10 PST 2014 --  a loyal girl really truly does come with a smart mouth and arguments.. Only a hoe will let you do as you please cause she got 20 more
Sun Dec 07 10:18:42 PST 2014 --  Cheating is the most disgusting, hurtful, and disrespectful thing you could do to someone you say you love.
Thu Dec 04 19:55:31 PST 2014 --  as a girlfriend i'm never going to be okay w/ u being around girls that like u or liked u. idc if u don't like em back.
Mon Nov 10 18:15:28 PST 2014 --  Its a damn shame when a guy has a good girl but cheats on her behind her back.
Thu Nov 27 14:45:02 PST 2014 --  Happy Thanksgiving to all of our committed soldiers who aren't able to spend this day with their families pic.twitter.com/r90ZI3sXsW
Wed Nov 26 18:05:40 PST 2014 --  “ @_Aleenaaaaa: Some girls man ” are EXTRA
Wed Nov 26 16:52:53 PST 2014 --  You'll gonna regret losin the girl that was always by your side even, after all the disrespectful things you've put her through.
Sat Nov 22 13:34:42 PST 2014 --  inconsistency is unattractive as hell. how are u gonna treat someone like they mean the world to u one day then do a 180 on them the next.
Wed Nov 19 13:01:15 PST 2014 --  Get some flowers delivered to your girls house and see if she won't shut up about how happy she is, it's the little things
Wed Nov 12 00:20:46 PST 2014 --  I give myself props for putting up with the shit I put up with and still having hope for love.
Mon Nov 10 10:37:52 PST 2014 --  " @faith__hayli: I cried the entire time http://es.pn/1zGGFHx " everytime.
Wed Aug 13 15:17:11 PDT 2014 --  craving cuddles from you.
Thu Oct 16 20:49:36 PDT 2014 --  He hella loves her. http://twitter.com/iKeepItTooReal/status/518200546415902720/photo/1pic.twitter.com/d9zZ0U0hMp 
Wed Oct 08 12:49:57 PDT 2014 --  Love should never be selfish
Mon Oct 20 19:14:47 PDT 2014 --  In a relationship I think my biggest flaw is that I'm extremely needy and sensitive I constantly need to feel the love or I assume it's gone
Sun Oct 12 19:31:01 PDT 2014 --  pic.twitter.com/h7erIqyywV
Mon Oct 27 09:53:24 PDT 2014 --  HE'LL GROW INTO IT pic.twitter.com/aM1z5qIXGc
Sun Oct 26 20:49:35 PDT 2014 --  I'm such a good gf did Cynthia's hw
Sun Oct 26 09:48:08 PDT 2014 --  A man gotta travel the world with his favorite girl.
Fri Oct 24 09:55:01 PDT 2014 --  Cheating is the most disrespectful thing you can do in my opinion , if you're not capable of handling being with one person , be single.
Thu Oct 23 00:27:35 PDT 2014 --  Wow just watched season 1-5 in about a month and just finished the last of it right now I can't stop balling my eyes out!! I love @cw90210
Tue Oct 21 13:17:20 PDT 2014 --  “ @drakesbaex: When a hoe flirts with bae https://vine.co/v/OAIAjeIK5xa ” wish a bitch would
Tue Oct 21 10:26:04 PDT 2014 --  just because I don't react, doesn't mean I didn't notice
Mon Oct 13 18:30:23 PDT 2014 --  You couldn't beat me on your best day hoe
Sun Oct 19 18:35:59 PDT 2014 --  Boys need to take notes from him @yungxashy pic.twitter.com/Ec6gp7Mq8E
Sat Oct 18 15:20:09 PDT 2014 --  some girls need to take note pic.twitter.com/LAnKbsxDwK
Thu Oct 16 22:04:05 PDT 2014 --  “ @GoldenGodinez w/ yo girl at a Trey Songz concert & he say "which one of yall goin home w/ Trigga" pic.twitter.com/UIQP9sIWns” lol this is us
Thu Oct 16 11:48:04 PDT 2014 --  flirting is cheating, idc
Thu Oct 16 11:35:47 PDT 2014 --  Ya ex was a lame that's why you not used to this game.
Wed Oct 15 13:53:15 PDT 2014 --  What a cute husband pic.twitter.com/hZ1NMSkUc3
Tue Oct 14 14:52:45 PDT 2014 --  I'm a clingy spoil brat kind of gf I like being tweeted about, showed off, mad at, annoyed by, put on my place and your weakness
Mon Oct 13 01:23:42 PDT 2014 --  Letting out a good cry is always a good stress reliever.
Sat Oct 11 20:47:16 PDT 2014 --  I wanna talk to you but I'm stubborn as hell and so are you...
Sat Oct 11 19:14:03 PDT 2014 --  It's rare that I hate people , but that bitch I do hate
Sat Oct 11 01:57:31 PDT 2014 --  Whenever my girlfriend tells me I'm beautiful... I always feel like I'm doing something right
Sat Oct 11 05:23:42 PDT 2014 --  I do so much and get so little in return ..
Fri Oct 10 00:05:45 PDT 2014 --  We live in a generation that carelessly mixes love with lust.
Thu Oct 09 23:12:35 PDT 2014 --  So tired. So sore. So stressed. So much to do.
Wed Oct 08 23:09:30 PDT 2014 --  #IfWeDate don't believe rumors just ask me I wouldn't lie to you, people just can't stand seeing someone doing better
Thu Oct 09 14:52:05 PDT 2014 --  Pre Season is here finally!!!
Thu Oct 09 09:37:06 PDT 2014 --  I'm not saying my relationship is perfect because there are days where I want to straight slam him into the wall, but damn it's pretty close
Thu Oct 09 00:30:09 PDT 2014 --  I gettttt jealous buttt I'm too cool to admit itttttt
Mon Oct 06 22:21:01 PDT 2014 --  You must go through the worst to appreciate the best
Wed Oct 08 22:18:06 PDT 2014 --  grab her ass in front of the nigga that fucked up just to remind him
Tue Oct 07 20:18:28 PDT 2014 --  it's rare that you find someone who isn't full of shit
Wed Oct 08 06:55:05 PDT 2014 --  Attention WCHS Students if yo ass wants chips MARISSA MONTES is selling them hit her up hahaha
Mon Oct 06 11:49:21 PDT 2014 --  i want u to tell me nothing else matters except for us & the way our bodies collide
Tue Sep 30 20:24:56 PDT 2014 --  You aren't the one if you can't put me in my place
Sat Sep 13 23:07:35 PDT 2014 --  I don't understand why people get in a relationship if their goal isn't to get married or stay together forever.
Mon Sep 29 12:32:44 PDT 2014 --  Nothing is sexier than a man who can face temptation and have the level of maturity to say "this isn't worth losing what I have"
Fri Oct 03 00:12:01 PDT 2014 --  Nothing better than a guy knowing what your worth and wouldn't want no one else to have that
Fri Oct 03 19:17:47 PDT 2014 --  Boyfriend or not, I don't wanna be talking to the same nigga another bitch talk to.
Fri Oct 03 08:53:58 PDT 2014 --  Maybe because the divorce rate is so high the tabloids have just decided to play the odds with me and Miranda. Morons.. #eatadick
Fri Oct 03 21:46:55 PDT 2014 --  It's unreal how much shit I put up with man.
Fri Oct 03 20:16:55 PDT 2014 --  if she's not ruining your life, she's probably not that into you.
Thu Oct 02 18:58:19 PDT 2014 --  I love when there's something special about someone that you can't fully understand but you know it's there. It's a dope feeling
Thu Oct 02 16:11:09 PDT 2014 --  this is how I imagine it being like in a marriage pic.twitter.com/Gs1F97Qs26
Wed Oct 01 23:56:59 PDT 2014 --  I could name a lot of things any other girl Won’t do for you, I do for you
Wed Oct 01 19:23:23 PDT 2014 --  Hats off! pic.twitter.com/r1VKmYrEYa
Wed Oct 01 21:01:50 PDT 2014 --  Best News ever Cynthia said Instead of me going to Japan She's gonna take us to PARIS !!!! So Excited ...
Wed Oct 01 13:13:41 PDT 2014 --  Everyone deserves someone who is really fucking proud to have them
Wed Oct 01 18:39:55 PDT 2014 --  “ @Sexualgif: why is this the cutest thing I've ever read http://twitter.com/Sexualgif/status/517313508929974272/photo/1pic.twitter.com/j6s2KE9fw0 ” @GoldenGodinez this is is exactly you but with tacos *
Tue Sep 30 15:50:47 PDT 2014 --  date someone who gives you all the compliments in the world & saves your selfies & doesn't ever make you feel like they might not love you
Mon Sep 29 21:06:01 PDT 2014 --  We don't have to talk all day for me to miss u all day, we could be arguing but I'll still want u as much as when we weren't arguing
Tue Sep 30 21:08:51 PDT 2014 --  Me and My dad fight for everything , but I don't know what I'll do without that man
Tue Sep 30 18:33:15 PDT 2014 --  her love tempts her to do all the things she shouldn't do.
Sat Sep 27 23:25:51 PDT 2014 --  love will make you do some crazy shit I can tell you that much ..
Sun Sep 28 23:13:00 PDT 2014 --  Some people just don't appreciate what they have .
Sun Sep 28 22:09:57 PDT 2014 --  “ @BabyAnimalPics: when bae posts a new selfie http://twitter.com/BabyAnimalPics/status/516076242261786624/photo/1pic.twitter.com/MUN6D270l4 ” @GoldenGodinez
Sat Sep 20 23:49:20 PDT 2014 --  pic.twitter.com/pGCPS6gbJi
Sat Sep 20 18:55:07 PDT 2014 --  so attractive when a guy is completely crazy about a girl & not just low key about his feelings
Thu Sep 25 11:23:57 PDT 2014 --  I couldn't cheat, hooking up w/someone else on the regular like how does your conscious not eat you alive ?
Thu Sep 25 20:41:37 PDT 2014 --  #PerksOfDatingMe u wont lose me easily,its hard for me to find someone I'd actually be with so when I do itd be hard for u to shake me off
Sun Sep 21 18:58:38 PDT 2014 --  Read it pic.twitter.com/fBbGwptuBw
Sun Sep 21 17:06:42 PDT 2014 --  "i like clingy" pic.twitter.com/UQevwAUzZC
Thu Sep 18 17:14:47 PDT 2014 --  If he/she balances you out, brings out the best in you, helps you grow and makes you happy, do yourself a favor and keep them around.
Thu Sep 18 12:20:30 PDT 2014 --  A real man know how to focus on, spoil, love, & commit to one woman, his queen.
Wed Sep 17 23:00:56 PDT 2014 --  Its the little things that I love about you !
Sat Sep 13 14:00:21 PDT 2014 --  When a girl is acting like she doesn't care about you anymore, that's when she needs you the most.
Wed Sep 17 23:34:01 PDT 2014 --  It's so annoying when people brag about themselves. Like stfu, please.
Wed Sep 17 23:25:46 PDT 2014 --  If I'm making an effort towards you appreciate that shit
Wed Sep 17 22:00:48 PDT 2014 --  Ever met someone who makes you want to be that much more extraordinary in everything you do?
Wed Sep 17 23:45:46 PDT 2014 --  my gf has such a big heart and i find it so attractive
Wed Sep 17 18:23:12 PDT 2014 --  iOS8 gon ruin peoples relationships? No. Yall gon ruin yall own relationships. Be faithful or be single dummies
Wed Sep 17 18:32:29 PDT 2014 --  @Sassysubs how cute
Wed Sep 17 18:29:54 PDT 2014 --  5 months ago is when Cynthia got on one knee and asked me to be Mrs.Godinez saying yes was the best decision I ever made
Tue Sep 16 19:38:39 PDT 2014 --  Just wanna do bad things with the right person
Sat Sep 13 20:41:04 PDT 2014 --  I think every good girlfriend deserves some flowers and a movie night once in a while, just saying lol
Wed Sep 10 09:47:48 PDT 2014 --  I just hope you look back someday and think "damn I was so immature"
Mon Sep 15 13:20:41 PDT 2014 --  If they cant even suck up their pride for you they dont deserve you
Mon Sep 15 13:01:13 PDT 2014 --  @Sassysubs I miss you
Mon Sep 15 13:00:53 PDT 2014 --  “ @ApparelPorn: The perfect Nike Roshes pic.twitter.com/tYhGrECZ0l” @GoldenGodinez
Sat Sep 13 11:27:58 PDT 2014 --  I need affection I'm like a baby dude I swear
Mon Sep 15 12:53:11 PDT 2014 --  @Sassysubs no prob cutie good luck
Mon Sep 15 12:52:35 PDT 2014 --  @Sassysubs congrats bb
Mon Sep 15 12:51:39 PDT 2014 --  I got the job today !! I'm so excited thank you Jesus....
Mon Sep 15 12:00:09 PDT 2014 --  Only a bitch nigga would risk losing a LOYAL ass girlfriend. Over thirsty HOES
Tue Sep 09 18:11:18 PDT 2014 --  has nobody watched this one or... https://vine.co/v/Ozi3ebFLMmt 
Fri Apr 25 18:58:16 PDT 2014 --  Mood: pic.twitter.com/kjuX8EYZJV
Thu Sep 11 20:24:26 PDT 2014 --  Every year on #911 I post this photo hoping 2 return 2 owner. Found at #groundzero #WTC in 2001. Pls RT pic.twitter.com/mZ9LdQqE7x
Fri Sep 05 22:35:56 PDT 2014 --  A guy having strong and sure feelings for you is by far the most attractive thing ever. Not half-ass feelings. I WANT SOMETHING REAL.
Thu Sep 04 20:50:51 PDT 2014 --  If y'all got a real one you better hold em down cause they just don't come around .
Thu Sep 04 16:13:59 PDT 2014 --  When u mistake an 8 year old for ariana grande ... pic.twitter.com/MqPB6KZGWs
Thu Sep 04 17:28:13 PDT 2014 --  you could be loyal to a nigga your whole life and he'll fuck it up over some new pussy for a night
Thu Sep 04 16:51:38 PDT 2014 --  Your the reason I am the way I am.
Wed Sep 03 18:01:31 PDT 2014 --  Wish I wasn't so sensitive...
Wed Sep 03 17:36:32 PDT 2014 --  How do you expect all these dudes to back off your girl if you don't show her off and claim her? I don't get guys
Wed Feb 26 20:17:31 PST 2014 --  A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his girl....
Wed Sep 03 18:34:36 PDT 2014 --  Dying to have a homemade meal.. College sucks in that aspect lol
Wed Sep 03 00:07:12 PDT 2014 --  If you got a diamond, why you gonna toss it aside for some dirty old rocks?
Wed Sep 03 00:05:47 PDT 2014 --  I don't feel sorry for the people who have someone so amazing in their life, yet can't appreciate the, and end up shocked when they're gone.
Tue Sep 02 18:38:46 PDT 2014 --  “ @Sassysubs: I don't care what ppl think about my background pic on my account I love it” omg you guys make my heart melt
Tue Sep 02 18:36:02 PDT 2014 --  I don't care what ppl think about my background pic on my account I love it
Tue Sep 02 16:11:05 PDT 2014 --  I hold loyalty to the highest standard. If I'm yours, I'm ridin' for you and you only. Believe that.
Mon Sep 01 21:37:20 PDT 2014 --  It's so hard to focus on school when my mind is so focused on everything BUT school
Mon Aug 25 17:46:42 PDT 2014 --  When you love somebody you go hard for them. Real talk on everything.
Mon Aug 25 08:42:57 PDT 2014 --  Rule #1 never be #2.
Thu Aug 21 19:46:38 PDT 2014 --  If your homies clown on you and say you're whipped because you love and treat your lady right... Those ain't your homies.
Thu Aug 21 09:51:15 PDT 2014 --  It gets so stressful and tiring when you give someone your best and it still isn't good enough for them.
Mon Aug 18 23:49:24 PDT 2014 --  I already got my future all planned out... I'm going to make it happen. BELIEVE THAT
Thu Aug 14 19:01:35 PDT 2014 --  It's not hard to be faithful if you really love that person.
Sat Aug 16 00:09:38 PDT 2014 --  “ @ButHonestIy: "Text me when you get home so I know you're okay" is literally the SWEETEST thing a guy could say.”
Sat Aug 16 11:14:18 PDT 2014 --  if i died tomorrow would you be content with the last things you said to me?
Mon Aug 11 19:47:24 PDT 2014 --  "Babe you okay" pic.twitter.com/B4ZRhcLhkI
Fri Aug 15 22:23:17 PDT 2014 --  I won't kiss ass for anybody to stay in my life, you wanna go? Bye bitch
Wed Aug 13 12:00:59 PDT 2014 --  I'll make you smile for the simple fact I'm good at it. I'll make you smile just so I can sit & look at it
Sun Aug 10 23:35:16 PDT 2014 --  It kinda scares me sometimes, loving someone this much..
Thu Aug 07 10:00:19 PDT 2014 --  Spoil a loyal girl.
Mon Aug 04 03:19:51 PDT 2014 --  Don't know how boys with gf's (vice versa) don't find it disrespectful liking other girls photos or dunno if am just being a psycho ...
Thu Aug 07 12:00:33 PDT 2014 --  Loyalty can't be taught ...
Wed Aug 06 18:12:00 PDT 2014 --  “ @OddestSexFacts: Half you boys better pray your daughter never runs into a guy like you”
Sun Feb 09 14:53:27 PST 2014 --  give her forehead kisses tight hugs and don’t forget to grab that ass
Sun Aug 03 20:11:16 PDT 2014 --  You Still Under My Wing Baby .. I'll Never Forget What We Had , I Put That On God ! I Love You Baby Girl pic.twitter.com/19Fo4xqHyw
Sun Aug 03 10:54:48 PDT 2014 --  LMAO girls are so scandalous and they don't fucking care or have boundaries. Smh
Fri Aug 01 17:56:49 PDT 2014 --  if you wanna fuck with a lot of females, at least don't pretend to commit to one
Thu Jul 31 17:00:29 PDT 2014 --  pic.twitter.com/EInNNuJ0cN
Thu Jul 31 14:06:59 PDT 2014 --  I really don't like the idea of anybody else being with you..
Wed Jul 30 16:46:28 PDT 2014 --  being spoiled with kisses and cuddles and affection is so much better than being spoiled with materialist things
Wed Jul 30 21:56:21 PDT 2014 --  one day, ill have you beggin on your knees for me
Tue Jul 29 18:54:15 PDT 2014 --  And let's not fuck with what's mine
Sun Jul 27 23:39:01 PDT 2014 --  If I cry in front of you, I'm really hurting. I HATE crying in front of people. I feel weak, like I'm begging for sympathy & that's not me
Mon Jul 28 13:57:36 PDT 2014 --  " @Sexualgif: do girls like this even exist ?? http://twitter.com/Sexualgif/status/493645050484518915/photo/1pic.twitter.com/Qj0FgflAPo "
Wed Jul 30 18:08:39 PDT 2014 --  Crazy to think how many years we have on us. Literally been through everything with her.
Wed Jul 30 00:56:40 PDT 2014 --  Those of you that say " Ass over Boobs" did you drink breast milk as a baby or u ate shit?
