Fri Jul 17 01:32:53 PDT 2015 --  ❂❁❋❊✿❀✺✻✹✼ pic.twitter.com/9SNiuoybRz
Mon Aug 24 16:57:01 PDT 2015 --  MUSLIM GUY KNOWS WHATS UP ME AS FUCK pic.twitter.com/Sb1akoffiF
Sun Aug 23 05:23:45 PDT 2015 --  How many bars she spit? 8? 16? A hook? RT @SadderDre: SHE RAPPING AN INNOCENT MAN IN HIS SLEEP. MAKE THIS GO VIRAL pic.twitter.com/gqQQPU9jzm
Fri Aug 28 05:58:06 PDT 2015 --  what he should be mad at is working 50 hours of his life for $425 pic.twitter.com/tOWD8Ofr8d
Fri Aug 28 06:12:13 PDT 2015 --  Lol @brindaspencer RT @ReginaGeorgeAF: WayneL_Jr i need her @. ASAP. pic.twitter.com/ynEMx0WFph
Thu Aug 27 22:44:32 PDT 2015 --  @p0pson @CurveProof @yndhow yo. Wtf.
Thu Aug 27 22:35:00 PDT 2015 --  who is that neega https://vine.co/v/MbzAnKrDKxj 
Thu Aug 27 22:36:49 PDT 2015 --  Yo @yndhow remember when we made this pic.twitter.com/Mxt2Gg1er9
Wed Aug 19 12:14:29 PDT 2015 --  Reason why Kevin Garnett will never be mic'd up pic.twitter.com/suyjO8BZpR
Thu Aug 27 21:28:29 PDT 2015 --  They must have been blind ... https://twitter.com/ilovepeyday/status/637062779581542400 …
Thu Aug 27 21:33:19 PDT 2015 --  CRYING RT @ilovepeyday I've been mistaken for @NickSwagyPYoung 5 times already since I've been in LA pic.twitter.com/ke7OeDDlhi
Thu Aug 27 20:45:08 PDT 2015 --  Whaaaa... Hey boo https://twitter.com/hittinthisganja/status/637106991467331584 …
Thu Aug 27 20:15:09 PDT 2015 --  Call me what ya want but you can't call me broke!! pic.twitter.com/znFiMfLtwa
Thu Aug 27 20:06:52 PDT 2015 --  Me every day. pic.twitter.com/rI0uCn7Y24
Thu Aug 27 20:08:13 PDT 2015 --  No no no https://twitter.com/curveproof/status/637098724712255488 …
Thu Aug 27 19:58:44 PDT 2015 --  GIMME LIKE 30 #TrapDingo pic.twitter.com/04h0qGYRE0
Thu Aug 27 19:55:31 PDT 2015 --  Why is he shaped like Crash Bandicoot? pic.twitter.com/RXluqTEAm9
Thu Aug 27 20:05:47 PDT 2015 --  All the hoes that think burning a nigga shoes isn't going too far will think this is... https://twitter.com/TooDopeWithHope/status/637094683173228544 …
Wed Aug 26 20:32:11 PDT 2015 --  When you ask her if she also sucked his dick.... pic.twitter.com/MYyW70hZMX
Wed Aug 26 07:08:52 PDT 2015 --  And then I cheat. pic.twitter.com/yZNOKSEDTX
Thu Aug 27 17:20:05 PDT 2015 --  Mr Meeseeks plush toy now available. Can not teach golf or fly drones https://www.jinx.com/p/rick_and_morty_limited_edition_meeseeks_plush.html … https://amp.twimg.com/v/fdb7a9f7-6bda-493a-ac3d-65b6f0a40c34 …
Thu Aug 27 17:54:32 PDT 2015 --  Dope Substitute Teacher w/ @Retro_Spectro_ @youfunnyb (Full Version on YouTube in my Twitter Bio) pic.twitter.com/ajN0HtHJF7
Thu Aug 27 18:12:00 PDT 2015 --  Heavens no. Wtf RT @ThatDamnTwerk1: Shidd, why not? RT @p0pson: Smash or pass pic.twitter.com/bysXCAO4Jx
Thu Aug 27 18:34:48 PDT 2015 --  The last one funny af lmaoo https://twitter.com/SAADTHESAV_/status/636756395975544832 …
Thu Aug 27 18:09:55 PDT 2015 --  That flute tho https://vine.co/v/eje6F1EMgHM 
Mon Aug 10 22:24:48 PDT 2015 --  Gotta retweet this everytime it's on my TL pic.twitter.com/U3qJKRBufF
Thu Aug 27 17:56:57 PDT 2015 --  Goals RT @ahow: A grown ass man is mad at his girlfriend at Olive Garden & has made a menu fort pic.twitter.com/s2yLpMa6BX
Thu Aug 27 17:57:12 PDT 2015 --  🏾🏾🏾 https://twitter.com/RapDirect/status/636969392589279232 …
Thu Aug 27 17:57:43 PDT 2015 --  Join the club dawg. We out here https://twitter.com/Sleepy_Foolie/status/636994260818989056 …
Thu Aug 27 17:03:54 PDT 2015 --  IT SAVED MY LIFE pic.twitter.com/obpvSwFMIh
Thu Aug 27 17:21:29 PDT 2015 --  Yessirrrr https://twitter.com/TooDopeWithHope/status/637055487498809344 …
Wed Aug 26 20:30:23 PDT 2015 --  When you're having a nice conversation with a girl and she asks for nudes. pic.twitter.com/aEXw5ixF6R
Thu Aug 27 17:15:27 PDT 2015 --  LMFAO WOW https://twitter.com/The_Man94/status/609608999202344961 …
Thu Aug 27 16:14:19 PDT 2015 --  Put me on https://twitter.com/RosaAcosta/status/637039181726773248 …
Wed Aug 19 19:37:36 PDT 2015 --  I'm not a quitter pic.twitter.com/VxmwvKEqt8
Wed Jul 30 08:56:52 PDT 2014 --  When ya girl sitting there cryin tellin u how shes sorry she cheated and you're contemplating on how to hide her body pic.twitter.com/cMuUKE5D4G
Thu Aug 27 16:10:02 PDT 2015 --  #just https://twitter.com/curveproof/status/637039068577009664 …
Thu Aug 27 16:08:44 PDT 2015 --  Just get a capable car and become a good driver... https://twitter.com/p0pson/status/637020804606095360 …
Wed Aug 26 16:24:32 PDT 2015 --  Avi pic.twitter.com/27bOihaGPt
Thu Aug 27 11:18:30 PDT 2015 --  Currently studying up on some religion. (Vine by @HoopersAdvocate) https://vine.co/v/edWAKOJDI2q 
Thu Aug 27 11:07:38 PDT 2015 --  Lol https://vine.co/v/ep0l6EmlFK2 
Thu Aug 27 09:32:51 PDT 2015 --  Give him credit https://twitter.com/tariku__/status/636938119829258240 …
Thu Aug 27 09:36:07 PDT 2015 --  ain't nothin wrong with eatin a little ass https://twitter.com/abc7news/status/636936320112291840 …
Thu Aug 27 06:25:22 PDT 2015 --  "did you take the chicken out of the freezer?" pic.twitter.com/ueCLkOc204
Wed Aug 26 12:50:13 PDT 2015 --  My girlfriend says if this tweet gets 100k RTs, she'll let me dress up as a ninja turtle on our wedding day.
Wed Aug 26 12:29:21 PDT 2015 --  I felt dumb watching that super head interview.... She ain't an expert on nothing but being a hoe.
Wed Aug 26 12:22:28 PDT 2015 --  Lmaooo https://twitter.com/NegroLady_/status/635928387152953344 …
Mon Aug 24 14:59:11 PDT 2015 --  careful, the water's a bit nippy today pic.twitter.com/rSBWw5aIlB
Wed Aug 26 09:05:14 PDT 2015 --  The whole thing is WAY funnier than the little "sensational" clip. Nigga passionate about cheesecake. pic.twitter.com/qR48hx4TLR
Wed Aug 26 11:38:30 PDT 2015 --  Lasagna top 3 dish ever
Wed Aug 26 11:30:23 PDT 2015 --  #quit lol https://twitter.com/gurujeremy/status/636605197221924864 …
Wed Aug 26 11:24:41 PDT 2015 --  No its Call of Duty https://twitter.com/K_Teeney/status/636604044203704320 …
Wed Aug 26 10:45:03 PDT 2015 --  RIGHT!! RT" @PnBJay_: All day da whores burnt out pic.twitter.com/7MC998jDuo"
Wed Aug 26 09:33:46 PDT 2015 --  Like why would someone read my tweet and think I meant exactly that..
Wed Aug 26 09:33:46 PDT 2015 --  Of course I didn't literally mean he's worse than racist that have killed people.. Why I have to say that.
Wed Aug 26 09:33:46 PDT 2015 --  Shut the fuck up..if you didn't get what I meant idgaf https://twitter.com/HighVisions_/status/636572742381346816 …
Wed Aug 26 09:30:45 PDT 2015 --  In less depressing news, supposedly my twitter account is 6 years old today. Ima consider this my first child
Wed Aug 26 09:30:34 PDT 2015 --  Smh y'all find any- & everything RT @creative94era: Lmaoooo he look like a hopsin fan pic.twitter.com/BR5OKaVArX
Wed Aug 26 09:01:06 PDT 2015 --  It ain't the gun laws that's the issue, we ignore crazy people too much....
Wed Aug 26 09:01:16 PDT 2015 --  Especially the lady being interviewed and the angle she was standing at...
Wed Aug 26 09:00:01 PDT 2015 --  I understand news reporters may be trained to ignore what's going on around them but I'm still curious how they didn't notice.
Wed Aug 26 08:51:08 PDT 2015 --  She smelt so bad...I couldn't take it https://twitter.com/curveproof/status/636566194313560064 …
Wed Aug 26 08:49:42 PDT 2015 --  Smh https://twitter.com/lillibrown98/status/636560557340921856 …
Wed Aug 26 08:48:02 PDT 2015 --  Smh not today man RT @Angry_Haitian: Before he shot herHe hit her with a "What are thoooooooooooose" http://twitter.com/Angry_Haitian/status/636565352747520001/photo/1pic.twitter.com/KDmYOijbX5 
Wed Aug 26 08:48:26 PDT 2015 --  They taking it down but people steady uploading it RT @__BRAT_: YouTube gives zero fucks. Video still up.
Wed Aug 26 08:28:58 PDT 2015 --  . @ABC News received a 23-page fax from someone who says he is Bryce Williams. We have turned it over to authorities. http://abcn.ws/1U6g8i3 
Wed Aug 26 08:29:47 PDT 2015 --  Twitter just suspended the account of #WDBJ shooter Bryce Williams aka Vester Flanigan. pic.twitter.com/gPSXmtz0fS
Wed Aug 26 08:05:24 PDT 2015 --  State police just released this picture of the shooter suspected of killing 2 WDBJ7 employees. http://www.wdbj7.com/news/local/law-enforcement-investigating-incident-at-bridgewater-plaza/34923086 … pic.twitter.com/5iVlGGs1RV
Wed Aug 26 06:28:48 PDT 2015 --  Heartbroken over senseless murders today in Smith Mountain Lake. State Police on scene working w/ local law agencies to capture suspect.
Wed Aug 26 06:10:42 PDT 2015 --  We love you, Alison and Adam. pic.twitter.com/hLSzQi06XE
Tue Aug 25 05:08:23 PDT 2015 --  Damn RT @ajc: Newborn baby found outside Atlanta home; police search for mother. pic.twitter.com/uNI5zYR0MC
Wed Aug 26 08:14:36 PDT 2015 --  Smh RT @Shakez843: RT @NBC12 Sources: #WDBJ shooting suspect is former reporter Bryce Williams http://shout.lt/bbqfP  pic.twitter.com/JRWTX08sVA
Tue Aug 25 08:54:53 PDT 2015 --  " @carltonspeight: Yall realize if Aaliyah was alive, Beyoncé would be on Love and Hip Hop?" pic.twitter.com/3t2110DsKq
Thu Aug 06 16:03:20 PDT 2015 --  Wasted 49 seconds for this shit pic.twitter.com/s6lZysxZNk
Wed Aug 26 08:05:10 PDT 2015 --  Thats crazy yo.. Took somebody life on live TV... #WDBJ
Tue Aug 25 16:44:00 PDT 2015 --  if you a girl and a nigga don't wanna hit you really gotta reevaluate your life cuz niggas don't say no to pussy
Wed Aug 26 07:06:32 PDT 2015 --  two ppl killed on live TV was white so I know shea butter Twitter don't care they bout to tweet "don't forget Sandra in the midst of this"
Wed Aug 26 07:46:46 PDT 2015 --  Lmaoooo https://twitter.com/55mmbae/status/636534570293157888 …
Wed Aug 26 07:42:06 PDT 2015 --  A Lawyer a professional liar https://twitter.com/24krose_/status/636548878121238528 …
Wed Aug 26 07:13:20 PDT 2015 --  #breakingnews Virginia governor says suspected shooter is disgruntled former employee of TV station. He is currently being pursued by police
Wed Aug 26 06:41:38 PDT 2015 --  When she keeps giving you head after you nut https://vine.co/v/MvOOgZT3KFE 
Wed Aug 26 07:24:21 PDT 2015 --  Smh damn https://twitter.com/brianstelter/status/636537678025068544 …
Wed Aug 26 07:20:20 PDT 2015 --  Ya welcome https://twitter.com/coach_jaylarry/status/636542215251099648 …
Wed Aug 26 07:20:09 PDT 2015 --  We all know https://twitter.com/_foreverJORs/status/636542183093309444 …
Wed Aug 26 07:02:38 PDT 2015 --  Y'all he's wearing timbs with shorts and his ankles are soooo Damn ashy. Pray for him. pic.twitter.com/oh7T9zCI14
Wed Aug 26 06:20:39 PDT 2015 --  Lmao https://twitter.com/artillery909/status/500814994783891456 …
Wed Aug 26 06:19:54 PDT 2015 --  This is nuts https://twitter.com/nypost/status/636526991441838080 …
Wed Aug 26 05:25:17 PDT 2015 --  God blessin all the trapped niggas RT" @Tommygurl1294: 1 in 400 men can give themselves oral pleasure...like that's weird asf"
Tue Aug 25 23:10:44 PDT 2015 --  Badass 10-year-old boy survives alone in the Utah wilderness after getting lost: http://trib.al/jYKmAT7  pic.twitter.com/hNO4SeizIW
Tue Aug 25 23:17:07 PDT 2015 --  Hell yea https://twitter.com/PoeticGenius19/status/636399353712779265 …
Mon Aug 17 15:27:26 PDT 2015 --  Nigga that's a Brazzers screenshot RT " @DaVinciMadeIt: 1 RT = 1 prayer for this brave cancer fighter pic.twitter.com/jQeF1zAJNA
Tue Aug 25 22:50:47 PDT 2015 --  This nigga @HitDaBoogieZ look like the nigga from Dexter. "Surprise muthafucka" pic.twitter.com/vgzJA0zh0A
Tue Aug 25 23:05:20 PDT 2015 --  True pic.twitter.com/IoMHr9lYiK
Tue Aug 25 23:00:11 PDT 2015 --  Take your ass home and take care of them kids. https://twitter.com/MarieaQ/status/636416361221214208 …
Tue Aug 25 22:54:19 PDT 2015 --  Soooooo the bitch I Wana lap dance from been in love talking all night with some nigga
Tue Aug 25 22:54:50 PDT 2015 --  That means the pussy is BOMB. https://twitter.com/TKVSH/status/636341229861650433 …
Tue Aug 25 22:42:02 PDT 2015 --  Buy one freak get one free. #Dinky (Vine by @Tuff_Tony) https://vine.co/v/ejq9UpKhvqX 
Tue Aug 25 22:40:24 PDT 2015 --  "Callapilla" https://vine.co/v/epD3qlgF0Iq 
Tue Aug 25 22:38:37 PDT 2015 --  #jammin (Vine by @weird_vidz) https://vine.co/v/ejn5g9pr65e 
Tue Aug 25 22:31:27 PDT 2015 --  That Tyrone Beat Hit Me Like (Vine by @Grapeangelasha) https://vine.co/v/eMJ37L1rDIA 
Tue Aug 25 22:28:00 PDT 2015 --  Niggas broke https://twitter.com/PrettyGirlDria/status/636407319404740608 …
Tue Aug 25 22:24:40 PDT 2015 --  Women talking about being slutty for Halloween....... pic.twitter.com/vwu1yVRC3e
Tue Aug 25 22:25:13 PDT 2015 --  NOBODY PLAYS THESE GAMES https://twitter.com/wxckedpleasures/status/636394355515895808 …
Sat Jul 18 13:33:42 PDT 2015 --  INSPIRATIONAL pic.twitter.com/32C2bhY82K
