Thu Aug 13 21:15:34 PDT 2015 --  this my mom pic.twitter.com/JAcQ6NfSKF
Wed Oct 02 06:11:30 PDT 2013 --  Got that work who want it? Lol... http://instagram.com/p/e91pGzBUS4/ 
Tue Oct 01 19:03:13 PDT 2013 --  S\O 2 tha amazing nd so beautiful wish she was wifed up by me that ya should follow omg_iiboojeey… http://instagram.com/p/e8oherBURL/ 
Tue Oct 01 05:08:35 PDT 2013 --  Just posted a photo http://instagram.com/p/e7Jq6hhUQZ/ 
Mon Sep 30 12:11:18 PDT 2013 --  Watz up from tha one nd only C3... http://instagram.com/p/e5VJXEBUUr/ 
Sun Sep 29 21:02:40 PDT 2013 --  Something small... http://instagram.com/p/e3tPBvBUbD/ 
Sun Sep 29 04:26:22 PDT 2013 --  Just got in tha crib bout 2 Fuck thiz beautiful sexy ass chicken up... http://instagram.com/p/e17JXuhUVo/ 
Sat Sep 28 15:22:47 PDT 2013 --  Didnt kno trash could put up a fight... Lol... Hand still hurt... http://instagram.com/p/e0hPjahUZ8/ 
Sat Sep 28 05:11:29 PDT 2013 --  Anybody want me 2 make them one... Itz on tha house... Lol... http://instagram.com/p/ezbjREhUa0/ 
Sat Sep 28 01:51:29 PDT 2013 --  Still out here who up wit tha kid? http://instagram.com/p/ezEr3YhUWi/ 
Fri Sep 27 20:27:27 PDT 2013 --  ... ... ...C3... ... ... http://instagram.com/p/eyfmxOhURX/ 
Fri Sep 27 14:34:06 PDT 2013 --  ... ... ... C3... ... ... http://instagram.com/p/ex3KUABURf/ 
Thu Sep 26 21:51:12 PDT 2013 --  Just posted a photo http://instagram.com/p/ewEbe_BUTN/ 
Wed Sep 25 19:32:13 PDT 2013 --  Ladyz nd gentz please show ur love nd i mean show ur love 2 @Snook_sweetkiss nd i promise u she will… http://instagram.com/p/etPOdhBUbX/ 
Wed Sep 25 15:57:07 PDT 2013 --  Just posted a photo http://instagram.com/p/es3HoCBUY-/ 
Wed Sep 25 12:02:05 PDT 2013 --  J/S http://instagram.com/p/escFH_BURJ/ 
Tue Sep 24 18:55:09 PDT 2013 --  Just posted a photo http://instagram.com/p/eqmsW-hUaK/ 
Mon Sep 23 23:56:48 PDT 2013 --  Just posted a photo http://instagram.com/p/eoka09BUfE/ 
Sun Sep 22 13:34:25 PDT 2013 --  Just posted a photo http://instagram.com/p/ek4ZCoBUab/ 
Fri Sep 20 19:16:34 PDT 2013 --  ... .... .... Itz time 2face my problems that Iz b4 me... ... ... ... http://instagram.com/p/egVxeOhUe4/ 
Thu Sep 19 19:47:38 PDT 2013 --  Just posted a photo http://instagram.com/p/ed0t_nBUaM/ 
Wed Sep 18 04:11:38 PDT 2013 --  Good mornin babygirl... @thefemale_zay http://instagram.com/p/eZknNqhUYM/ 
Tue Sep 17 11:58:15 PDT 2013 --  ... .... .... .... http://instagram.com/p/eX1TkFBUej/ 
Mon Sep 16 13:07:31 PDT 2013 --  Dear God.... http://instagram.com/p/eVYi6hhUR8/ 
Sat Sep 14 11:20:47 PDT 2013 --  ... .... ..... ... . http://instagram.com/p/eQCvd2hUfv/ 
Sat Sep 14 11:19:17 PDT 2013 --  Bored af wit tha fam... Really dont wanna b around them 2day... #realshit http://instagram.com/p/eQCdSthUfB/ 
Fri Sep 13 21:04:06 PDT 2013 --  #Aries need a lot of love.
Tue Sep 10 20:23:56 PDT 2013 --  Just posted a photo http://instagram.com/p/eGtu5ThUXz/ 
Tue Sep 10 20:07:18 PDT 2013 --  Just posted a photo http://instagram.com/p/eGr0iJBUVd/ 
Sun Sep 08 17:42:08 PDT 2013 --  Just posted a photo http://instagram.com/p/eBRnSyBURx/ 
Thu Sep 05 15:53:17 PDT 2013 --  Im out... http://instagram.com/p/d5WxEkBUcs/ 
Mon Sep 02 15:48:22 PDT 2013 --  Girl:were u goin...? U 4got ur heart... Boy:u keep it,just member i will always b wit u...( im sick nd… http://instagram.com/p/dxnfObBUTq/ 
Sun Sep 01 17:18:45 PDT 2013 --  Just posted a photo http://instagram.com/p/dvNYo0BUbZ/ 
Sun Sep 01 09:52:07 PDT 2013 --  Lookin at tha pic... ... .... ..... http://instagram.com/p/duaOwHhUaL/ 
Sat Aug 31 08:05:02 PDT 2013 --  .... ..... ..... ..... ..... .... http://instagram.com/p/drpJJDhUdL/ 
Sat Aug 31 06:34:15 PDT 2013 --  Ask me do i give a fuck... ... ... ... ... HELL NAW!!!!!! http://instagram.com/p/dreyHtBUcA/ 
Thu Aug 29 18:43:25 PDT 2013 --  ... ... .... Feelin some type of way... ... .... ..... .... .... http://instagram.com/p/dnodYzhUTv/ 
Thu Aug 29 16:05:07 PDT 2013 --  Just posted a photo http://instagram.com/p/dnWkgFBUWZ/ 
Thu Aug 29 05:54:28 PDT 2013 --  Just posted a photo http://instagram.com/p/dmQrfnhUYv/ 
Tue Aug 27 21:29:06 PDT 2013 --  ... ... ... Lol... ... ... ... http://instagram.com/p/diyBnkhUeb/ 
Tue Aug 27 16:49:12 PDT 2013 --  Just posted a photo http://instagram.com/p/diR9KLBUTy/ 
Mon Aug 26 17:04:47 PDT 2013 --  Just posted a photo http://instagram.com/p/dfu_trhUe-/ 
Mon Aug 26 16:46:39 PDT 2013 --  My lil bro at tha GSU block party... http://instagram.com/p/dfs4KJBUcF/ 
Fri Aug 23 12:24:04 PDT 2013 --  Thatz my i dont give a fuck face. http://instagram.com/p/dXga-sBUd3/ 
Thu Aug 22 08:20:58 PDT 2013 --  .... .... .... .... Stop gasin me into a brick wall. I can drive. http://instagram.com/p/dUfp05BUdf/ 
Wed Aug 21 13:00:50 PDT 2013 --  Just posted a photo @ GSU - University Center http://instagram.com/p/dSbA2OhUcz/ 
Wed Aug 21 05:02:05 PDT 2013 --  ... ... ... .... http://instagram.com/p/dRkUGSBUTj/ 
Tue Aug 20 15:10:08 PDT 2013 --  Just posted a photo @ Mcdonalds http://instagram.com/p/dQE0dehUY9/ 
Mon Aug 19 23:23:33 PDT 2013 --  ... ... ... ... .... @ QuikTrip http://instagram.com/p/dOYmG5hUUO/ 
Mon Aug 19 17:14:37 PDT 2013 --  Nd ya said i dont get money. Lol, Itz just tha start. http://instagram.com/p/dNug5YBUbA/ 
Mon Aug 19 10:53:45 PDT 2013 --  Old memorys makin room 4 new 1's http://instagram.com/p/dNC6UNhUVU/ 
Sat Aug 17 08:39:59 PDT 2013 --  Last nite sayin fuck my enemyz nd haterz. Lol http://instagram.com/p/dHp-kmBUTw/ 
Thu Aug 15 21:07:35 PDT 2013 --  #In my zone bitches dont blow my high,repeatin Kendrick Lamar as i speed by. Lol. http://instagram.com/p/dD11v0BUZd/ 
Thu Aug 15 00:40:51 PDT 2013 --  I stay on my grond does matter wat time it iz. U sittin at home feedin ur fat ass face. Lol u lackin… http://instagram.com/p/dBpi6whURC/ 
Thu Aug 15 00:39:03 PDT 2013 --  Itz levels 2 workin nd some people r lazy af. Get at me wen u pass my level young bul. U still wet… http://instagram.com/p/dBpP-QBUQx/ 
Thu Aug 15 00:36:01 PDT 2013 --  Work iz were itz at. Wen im workin itz like tha world iz gone nd there iz no one there. http://instagram.com/p/dBpBuGBUQh/ 
Wed Aug 14 14:11:43 PDT 2013 --  Goin 2 work.(get thiz money fuck these bitches nd kill these niggaz. #CHL http://instagram.com/p/dAhgAShUc3/ 
Tue Aug 13 21:08:59 PDT 2013 --  Just posted a photo http://instagram.com/p/c-soQohUeS/ 
Tue Aug 13 13:53:36 PDT 2013 --  Just posted a photo http://instagram.com/p/c96zNhBUTP/ 
Mon Aug 12 15:06:34 PDT 2013 --  Just posted a photo http://instagram.com/p/c7eWvahUZl/ 
Sat Aug 10 13:08:59 PDT 2013 --  Every time i go 2 work i look good. http://instagram.com/p/c2HN6kBUfF/ 
Sat Aug 10 13:05:19 PDT 2013 --  My friendz at work. http://instagram.com/p/c2G2PjhUeV/ 
Sat Aug 10 13:02:56 PDT 2013 --  Waffle house @ 630 in morin. http://instagram.com/p/c2Gkh2hUd8/ 
Thu Aug 08 12:37:04 PDT 2013 --  Dam itz work time already. Thatz watz up im out. http://instagram.com/p/cw5-BUBUR9/ 
Wed Aug 07 06:11:49 PDT 2013 --  At Mc D fuckin up thiz sandwich. http://instagram.com/p/ctoudIhUaC/ 
Tue Aug 06 14:59:20 PDT 2013 --  At work thinkin bout my youngbul A.B.G. Wat u girl. Get at me. http://instagram.com/p/csAp55hUSy/ 
Tue Aug 06 10:08:24 PDT 2013 --  .... .... .... .... http://instagram.com/p/crfcJehUc5/ 
Tue Aug 06 01:53:21 PDT 2013 --  Uk who u r nd if u dont i show u. 2x http://instagram.com/p/cqmvdXBUfM/ 
Mon Aug 05 10:19:25 PDT 2013 --  .... .... .... .... .... .... @ some where by myself http://instagram.com/p/co70bzhUav/ 
Mon Aug 05 09:51:48 PDT 2013 --  Just posted a photo http://instagram.com/p/co4xgkBUV9/ 
Mon Aug 05 09:39:18 PDT 2013 --  Just posted a photo http://instagram.com/p/co3VU0BUTL/ 
Sun Aug 04 07:28:14 PDT 2013 --  I never knew she like me. Let me find out i gotta new friend plus more. (2 bad i cant. Itz all bout… http://instagram.com/p/cmDHpKhUQ3/ 
Sun Aug 04 07:16:28 PDT 2013 --  Just posted a photo http://instagram.com/p/cmCM1QhUf0/ 
Fri Aug 02 23:09:13 PDT 2013 --  Just posted a photo http://instagram.com/p/cilj0phUQl/ 
Thu Aug 01 10:45:14 PDT 2013 --  Get money fuck bitches nd kill love. http://instagram.com/p/cerp7fBUZ0/ 
Wed Jul 31 11:52:58 PDT 2013 --  Only if u only knew... ... ... ... ... A.B.G. http://instagram.com/p/ccOdNTBUdK/ 
Wed Jul 31 07:31:33 PDT 2013 --  Just posted a photo http://instagram.com/p/cbwvnThUZr/ 
Mon Jul 29 23:58:56 PDT 2013 --  Fine print. http://instagram.com/p/cYYJfQhUZp/ 
Mon Jul 29 17:05:03 PDT 2013 --  Big shoutout @ g0re0usxo . Go follow follow follow,nd like her pics pics pics. @g0re0usxo @ g0re0usxo… http://instagram.com/p/cXohQXhUYj/ 
Mon Jul 29 16:58:09 PDT 2013 --  Just posted a photo http://instagram.com/p/cXnZEvBUW0/ 
Sun Jul 28 18:58:23 PDT 2013 --  Aye mom it look like ice cream http://instagram.com/p/cVQ5r9BUSj/ 
Sun Jul 28 11:19:07 PDT 2013 --  Nd thatz real talk. Fuck all ya bitches that say ya dont suck dick cause tha world kno ya do. http://instagram.com/p/cUcZwihUbA/ 
Sat Jul 27 15:45:57 PDT 2013 --  Lol... ... ... In my mind... ... ... ... http://instagram.com/p/cSWFevhUWl/ 
Fri Jul 26 21:18:59 PDT 2013 --  R.i.p. 2 who ever thiz was. I was goin 2 work wen thiz happen. Thatz crazy man. #CarefulLife. http://instagram.com/p/cQXPi9BUTG/ 
Thu Jul 25 22:17:53 PDT 2013 --  Get money. http://instagram.com/p/cN5ZTjhUZ4/ 
Thu Jul 25 22:13:21 PDT 2013 --  Just posted a photo http://instagram.com/p/cN44y-hUZe/ 
Thu Jul 25 22:02:56 PDT 2013 --  Just posted a photo http://instagram.com/p/cN3spFhUYf/ 
Thu Jul 25 21:58:04 PDT 2013 --  Just posted a photo http://instagram.com/p/cN2zW7hUXg/ 
Sat Jul 20 17:10:54 PDT 2013 --  Just posted a photo http://instagram.com/p/cAeS09BUZ4/ 
Sat Jul 20 16:53:22 PDT 2013 --  Just posted a photo http://instagram.com/p/cAcSa_BUV5/ 
Sat Jul 20 16:40:33 PDT 2013 --  Just posted a photo http://instagram.com/p/cAa084hUTP/ 
Fri Jul 19 21:11:05 PDT 2013 --  Were ya at? http://instagram.com/p/b-U_0mhUZG/ 
Fri Jul 19 21:08:09 PDT 2013 --  LMAO. Nuttin on. Lol. http://instagram.com/p/b-Upw4BUYn/ 
Wed Jul 17 11:25:07 PDT 2013 --  On my way 2 work get money. http://instagram.com/p/b4ITtFhUSA/ 
Wed Jul 17 10:28:17 PDT 2013 --  Just posted a photo http://instagram.com/p/b4B2IrhUXp/ 
Wed Jul 17 10:21:17 PDT 2013 --  Just posted a photo http://instagram.com/p/b4BC6hhUWL/ 
Wed Jul 17 10:20:26 PDT 2013 --  Just posted a photo http://instagram.com/p/b4A8ZFBUV9/ 
Wed Jul 17 10:15:15 PDT 2013 --  Just posted a photo http://instagram.com/p/b4AVgOBUU-/ 
Tue Jul 16 13:49:32 PDT 2013 --  Just posted a photo http://instagram.com/p/b10DymhUQI/ 
Tue Jul 16 11:13:48 PDT 2013 --  ... ... ... ... Live Love Laugh. http://instagram.com/p/b1iLrNBUTF/ 
Tue Jul 16 10:53:10 PDT 2013 --  Soon 2 Come. http://instagram.com/p/b1f4GUhUfe/ 
Tue Jul 16 09:37:06 PDT 2013 --  Just posted a photo http://instagram.com/p/b1XK77BUQt/ 
Tue Jul 16 08:13:26 PDT 2013 --  Just posted a photo http://instagram.com/p/b1NlDpBUSz/ 
Mon Jul 15 10:33:50 PDT 2013 --  Just posted a photo @ AMC Southlake 24 http://instagram.com/p/by4yPKhUR3/ 
Mon Jul 15 10:20:36 PDT 2013 --  Ik a lot of people that did nd still do thiz... ... ... ... J/S http://instagram.com/p/by3XsYhUfR/ 
Sun Jul 14 23:39:49 PDT 2013 --  On tha run part 2 just thinkin. http://instagram.com/p/bxt2_nBUT3/ 
Mon Jul 08 22:02:20 PDT 2013 --  I love my bad girlz. Lol. http://instagram.com/p/biGFeshUbo/ 
Mon Jul 08 21:57:59 PDT 2013 --  Workin like crazy,get thiz money man. On 2 road of riches.
Sat Jul 06 00:02:06 PDT 2013 --  Just posted a photo http://instagram.com/p/balcPlBUVS/ 
Sat Jul 06 00:01:46 PDT 2013 --  Just posted a photo http://instagram.com/p/balZpwhUVP/ 
Sat Jul 06 00:00:17 PDT 2013 --  Just posted a photo http://instagram.com/p/balOjEBUVF/ 
Fri Jul 05 08:27:08 PDT 2013 --  Just posted a photo http://instagram.com/p/bY6b3BBUVH/ 
Mon Jul 01 21:38:35 PDT 2013 --  Just posted a photo http://instagram.com/p/bQBzR9BUW2/ 
Mon Jul 01 03:36:42 PDT 2013 --  Work never sleep. http://instagram.com/p/bOF-SqBUSL/ 
Sun Jun 30 03:07:58 PDT 2013 --  At work thinkin hard talkin 2 ketel one aka doctor vodka. http://instagram.com/p/bLdx9PBUSu/ 
Sat Jun 29 20:59:51 PDT 2013 --  Just posted a photo http://instagram.com/p/bKzz6LhUTp/ 
Thu Jun 27 22:37:20 PDT 2013 --  Im ready 2 go 2 work. http://instagram.com/p/bF1XbKhUY3/ 
Thu Jun 27 19:39:11 PDT 2013 --  I hate talkin 2 people like thiz. http://instagram.com/p/bFg7zbhUet/ 
Thu Jun 27 19:34:55 PDT 2013 --  ... ... ... http://instagram.com/p/bFge9DBUeF/ 
Thu Jun 27 08:35:53 PDT 2013 --  Just posted a photo http://instagram.com/p/bEVE9xhUXU/ 
Thu Jun 27 08:32:50 PDT 2013 --  Just posted a photo http://instagram.com/p/bEUuy1BUWz/ 
Thu Jun 27 07:34:54 PDT 2013 --  Lol thatz hw they b tho. http://instagram.com/p/bEOFgohUdp/ 
Mon Jun 24 14:16:23 PDT 2013 --  Try to beat me! My Ruzzle username is 'C.daddy 23'. @ruzzlegame http://ruzzle-game.com/download 
Sat Jun 22 01:18:25 PDT 2013 --  Were my late nite stripperz at? http://instagram.com/p/a2q_neBUUl/ 
Sat Jun 22 00:57:15 PDT 2013 --  I love working here. http://instagram.com/p/a2omMUBUSd/ 
Thu Jun 20 22:05:15 PDT 2013 --  ... ... ... ... http://instagram.com/p/azwGT6BUdP/ 
Thu Jun 20 13:53:55 PDT 2013 --  Who ready 4 jayz new album? http://instagram.com/p/ay3y4BhUdP/ 
Thu Jun 20 00:29:13 PDT 2013 --  Just posted a photo http://instagram.com/p/axb0WFBUeR/ 
Wed Jun 19 18:26:21 PDT 2013 --  Just woke up nd still feel like shit. Im lonely.
Wed Jun 19 15:52:14 PDT 2013 --  I don't feel good. My cheast hurt nd i don't feel like eating.
Wed Jun 19 14:09:48 PDT 2013 --  Itz best 4 me 2 b single nd have no one nd no friendz then have stress that don't need 2 b there.Idc no more im selfmade gettin payed... ...
Wed Jun 19 01:02:47 PDT 2013 --  ... .... .... ... http://instagram.com/p/au6cvwBUfZ/ 
Tue Jun 18 18:21:31 PDT 2013 --  Just posted a photo http://instagram.com/p/auM756hUdQ/ 
Sat Jun 15 19:22:44 PDT 2013 --  Me at work. http://instagram.com/p/amljMXhUeE/ 
Sat Jun 15 06:43:00 PDT 2013 --  I love me 2 much 2 not 2 love me. Lol. http://instagram.com/p/alOi8oBUVG/ 
Thu Jun 13 22:29:32 PDT 2013 --  Just posted a photo http://instagram.com/p/ahxVvtBUer/ 
Thu Jun 13 21:47:00 PDT 2013 --  Get money fuck bitch no baby mommas sayin it all day YOLO... #MONEY MONEY MONEY!!!!
Thu Jun 13 10:52:40 PDT 2013 --  If u dont love me then who will, hold ik me :-) http://instagram.com/p/aghf2_BUY6/ 
Thu Jun 13 06:14:32 PDT 2013 --  Life wen im high. http://instagram.com/p/agBusZBUdL/ 
Wed Jun 12 16:05:36 PDT 2013 --  Got my planz 4 2 nite. ;-) http://instagram.com/p/aegoD8hUYP/ 
Sun Jun 09 21:54:17 PDT 2013 --  ... http://instagram.com/p/aXaIexBUZK/ 
Sun Jun 09 21:52:37 PDT 2013 --  Just posted a photo http://instagram.com/p/aXZ36xhUY9/ 
Sat Jun 08 21:06:11 PDT 2013 --  ... ... ... ... http://instagram.com/p/aUvrqrhUeF/ 
Thu Jun 06 19:36:52 PDT 2013 --  Just posted a photo http://instagram.com/p/aPcCDmBUcG/ 
Thu Jun 06 19:35:35 PDT 2013 --  Just posted a photo http://instagram.com/p/aPb4aEBUby/ 
Wed Jun 05 19:08:32 PDT 2013 --  Itz me C3 u dont see i smoke tree that come like sweet peas. http://instagram.com/p/aMy0moBUTQ/ 
Sun Jun 02 12:54:12 PDT 2013 --  Bored as hell http://instagram.com/p/aEapsYBUYC/ 
Sun Jun 02 11:23:16 PDT 2013 --  Thinkin a lot. I want a wifey,i need love. http://instagram.com/p/aEQP_aBUVX/ 
Sat Jun 01 14:34:04 PDT 2013 --  Im a star just look at me, im on fire u cant c. http://instagram.com/p/aCBZKGBUVo/ 
Mon May 27 17:15:17 PDT 2013 --  One time 4 ill Will. 1700 cannon, watz poppin? http://instagram.com/p/Z1boHZBUcU/ 
Tue Apr 16 11:00:57 PDT 2013 --  money money money. yea fuck love love myself nd money money money.
Sat Mar 30 04:10:27 PDT 2013 --  thank you for tha bday wishes ma. hope i c u again...hit me up some time.@Miiixed_Chick
Sat Mar 30 03:58:27 PDT 2013 --  Back down ATL nd im turnin up!!!
Fri Feb 15 21:27:15 PST 2013 --  aye itz a major party goin down at 428 N. Dukes st. in lancaster.
Tue Feb 12 18:46:52 PST 2013 --  Hate being sober nd bored.
Thu Dec 27 15:22:23 PST 2012 --  where is @GunterCharles
Fri Feb 08 21:39:46 PST 2013 --  Ambition.... http://twitgoo.com/6f8qxu 
Fri Feb 08 10:48:41 PST 2013 --  Big chips getting money get at me if u want to go out 2 nite.
Thu Jan 17 17:23:41 PST 2013 --  watz up twitter fam watz poppin. just got off work hit me up...
Wed Jan 09 07:29:36 PST 2013 --  all over, all over, i just want thingz where they wear at girl,can we start all over,all over,i just want everything back babygirl, #SOT4L...
Wed Jan 09 07:11:38 PST 2013 --  gettin money fuckin bitches is all ik...so 4 u 2 come in nd take my love make from me nd just go,u will learn.Mybad look at ur stomach. lol.
Wed Jan 09 07:01:29 PST 2013 --  My ex? Yea I'd still hit that....with a bus...
Wed Jan 09 06:54:26 PST 2013 --  #Aries is the first sign of the Zodiac. They cant help it but be first in everything.
Tue Jan 08 15:11:27 PST 2013 --  Lol... Juicy Juggz... Lol...
Thu Dec 27 13:42:04 PST 2012 --  bored ass shit man wft 2 do...
Thu Dec 27 10:53:46 PST 2012 --  had a crazy xmaz nd new yearz will b poppin.party hard fuck bitch get money cause nigga single...
Tue Dec 25 05:29:09 PST 2012 --  Got muisc to fuck wit.fuck christmas itz just another day.get money fuck bitches nd blow up ex's.I love my life.
Sat Dec 22 09:37:09 PST 2012 --  yo i be on point man.fuckin thses ho's iz eazy. Lol...
Sat Dec 22 09:22:02 PST 2012 --  crazy nite nd 2 nite is gonna b evener crazyer. cant wait til i got back 2 work.
Thu Dec 13 17:41:22 PST 2012 --  single,money stackz every month,22, yup itz time 2 party... #CharlieSheenLife...
Mon Nov 26 14:33:47 PST 2012 --  #Aries don't cry because you left them, they smile because they know they deserve better and finally got the chance to find someone better.
Mon Nov 26 14:20:10 PST 2012 --  Just both home from work nd now it time to eat mhz foods nd go write dont ok wnw there's bars.(I had a long day but imma still moving)
Sat Nov 24 16:20:47 PST 2012 --  Single drinking nd ready to fuck.
Thu Nov 22 12:25:20 PST 2012 --  1 house down 3 more to go.
Tue Nov 20 14:28:50 PST 2012 --  Lol she funny "there's a place in hell for you."
Tue Nov 20 14:22:52 PST 2012 --  Work all day work all nite dont have time 4 love.# coldsingleheart
Tue Nov 20 14:17:22 PST 2012 --  ＲＴ ＩＦ ＹＯＵ　ＷＥＲＥ　ＢＯＲＮ　ＩＮ １９９０，１９９１，１９９２，１９９３，１９９４，　１９９５，１９９６，１９９７，１９９８，1９９９ then follow @Menhumor She can get u 600+ followers now! (:
Sat Nov 17 17:36:12 PST 2012 --  just came back from tha mall nd it time 2 go 2 dinner then tha movies then 2 tha bar then tha after hour.letz get thiz shit poppin.
Fri Nov 16 11:37:26 PST 2012 --  bored ass sjit rite now.
Fri Nov 16 08:17:38 PST 2012 --  Dont ask y cause everything happen for a reason, nd tha reason rite here is classified information.just kno she lost in tha wind now.
Wed Nov 14 19:35:42 PST 2012 --  Going 2 sleep gotta makes thiz money get at me.oh by tha way I wanna take someone to dinner.hope it be u.
Wed Nov 14 15:55:50 PST 2012 --  On tha train on my way back home.
Wed Nov 14 12:00:13 PST 2012 --  My day so far. Watz more 2 come? http://instagr.am/p/SBcGLrBUTP/ 
Tue Nov 13 19:55:09 PST 2012 --  People change, feelings fade, heart broken, friends leave, friends become enemies, lovers become strangers, you’ll be judged, life goes on.
Wed Nov 14 10:35:04 PST 2012 --  In my zone:Money iz tha mission nd love is tha enemy, hope you can stay focus soldier. Go Go Go Go Go.
Mon Nov 12 21:56:50 PST 2012 --  boyz2men let it snow replay thinkin.itz somethin im doing 2 still b in love with u.so i c this must make u happy makin me like this it cool.
Sun Nov 11 13:12:27 PST 2012 --  Going 2 philly then back out lancaster watz up.
Sun Nov 11 07:39:25 PST 2012 --  Dam that breakfast was good
Thu Nov 08 13:02:38 PST 2012 --  Just got off work going home nd smoke nd play with my lil niece.I love bein out caster.
Thu Nov 08 06:26:27 PST 2012 --  i love workin,i can b on tha computer all day,wonder is she watching me.if u r can we talk or somethin.my heart is still there lil mama imu.
Wed Nov 07 12:38:28 PST 2012 --  2 Chains ft the weekend like me on bang.
Tue Nov 06 16:30:57 PST 2012 --  Chillin bout 2 watch tv nd eat.I start work 2morrow nd it feel good.
Sun Nov 04 14:57:50 PST 2012 --  Aye im in a new town nd Im feeling/bad...
Sat Nov 03 04:15:09 PDT 2012 --  I don't trust easily, so when I tell you I trust you, please don't make me regret it.
Sat Nov 03 04:15:16 PDT 2012 --  movin is tha best thing that can happen rite cant wit til i get there... #YOLO/NEWLIFE/CIA...
Fri Nov 02 18:25:15 PDT 2012 --  money pussy nd me is what's in nd imma stay wit that...
Sun Oct 28 11:08:21 PDT 2012 --  Even though you not my girl you still give me butterflys.(wonder if he got tha same feelings i have 4 you.) Lol only time would tell...
Sun Oct 28 10:48:05 PDT 2012 --  Men:Women would actually love men to make more decisions. For example, where to go for dinner, what movie to watch, etc... #DarrenOgden
Sun Oct 28 09:59:57 PDT 2012 --  Never waste your feelings on people who don't value them..
Fri Oct 26 17:34:12 PDT 2012 --  U can have tha last laugh cause imma toast to my laugh... Thatz y i didn't fuck wit u on tha buz... #thatzthashitidontlike...
Fri Oct 26 08:51:02 PDT 2012 --  Imma make it girl we gonna make it... i promise lil twit it's gonna b u nd i again...
