Fri Aug 28 12:10:07 PDT 2015 --  Today is the day you make a fresh start.
Sat Aug 22 04:47:43 PDT 2015 --  Ich bin zwar keine Gynäkologin, aber glaubt mir, ich erkenn' eine Fotze, wenn ich sie seh'.
Sat Aug 22 02:24:20 PDT 2015 --  Das Leben ist viel zu wertvoll, um traurig zu sein ..
Sat Aug 22 02:14:17 PDT 2015 --  1.163M Shirizzles sind wir - das heißt nach 37K schon 1.2 M und dann nach 800K schon 2M #pro @ShirinDavid
Fri Aug 21 16:22:55 PDT 2015 --  Ich hasse es so, wenn man Leuten etwas anvertraut und dann plötzlich alles gebrochen wird von ihnen.. Hmmh. Cool.
Fri Aug 21 22:33:33 PDT 2015 --  Heute ist der Sei-ein-Engel-Tag.
Fri Aug 21 14:43:58 PDT 2015 --  Wieso sind alle Typen die ich in reallife kenne Spasten & nicht so cool wie hier auf Twitter.
Fri Aug 21 14:18:06 PDT 2015 --  Thisss pic.twitter.com/ePgHtcdt9q
Fri Aug 21 14:25:36 PDT 2015 --  Ich bin komplett gegen Gewalt, aber trotzdem hätten ein paar Menschen einen Schlag in die Fresse verdient.
Fri Aug 21 13:53:29 PDT 2015 --  Gülüşüne aşık olduğun birinden vazgeçemezsin.
Fri Aug 21 13:41:40 PDT 2015 --  Neuer Akkukabel am Start. Schon mein 3. mal gucken wie lange der hält.
Fri Aug 21 11:30:28 PDT 2015 --  Wer sich JETZT ►► BA2T hier ►► http://apple.co/1W3vBxO  vorbestellt, erhält DIREKT und OHNE ZUSATZKOSTEN die... http://fb.me/1Lz3HXsSb 
Fri Aug 21 11:14:25 PDT 2015 --  Zahlen sagen nichts darüber aus wie gut ein Mensch ist. Ob Geld, YouTube oder Alter. #WiseBarbara 🏼️
Fri Aug 21 05:03:07 PDT 2015 --  Meine zukünftige Hochzeitstorte! pic.twitter.com/VE57nJ4iCr
Fri Aug 21 05:42:14 PDT 2015 --  hahahaha Agit is so durch im Kopf der Typ Aufjedenfall sind wir aufm Weg nach Hamburg. Heute Nacht geht's ab im... http://fb.me/58CHwXyjT 
Wed Aug 19 12:46:31 PDT 2015 --  Neue Produktion Hasso Tabak in der Pipeline 󾭝󾭝󾭝 --> http://www.rebellshisha.de  DA WERDEN SIE GEHOLFEN!!! Die neue... http://fb.me/3dH3uxEjY 
Thu Aug 20 07:07:33 PDT 2015 --  Fresher geht´s nicht! Majoe ► MR. MAJOE ◄ [ official Video ] prod. by Juh-Dee https://youtu.be/68dQKP492rg  BA2T... http://fb.me/5phI1eYKz 
Thu Aug 20 08:22:30 PDT 2015 --  Dieser Gesichtsausdruck ist zu 100% meiner wenn die schule beginnt.... @ItsColeslaw pic.twitter.com/MFFJhJUimm
Thu Aug 20 09:59:56 PDT 2015 --  Alles hängt mit allem zusammen.
Thu Aug 20 10:24:21 PDT 2015 --  Zerbrechen uns den Kopf über Menschen, denen es so leicht fällt, uns zu vergessen.
Thu Aug 20 09:49:36 PDT 2015 --  Musik versetzt mich immer in eine bessere Stimmung.
Thu Aug 20 12:20:52 PDT 2015 --  Das sieht echt creepy aus, deswegen find ich's auch lustig was stimmt nicht mit mir?! pic.twitter.com/oDkYzdag8z
Thu Aug 20 12:51:42 PDT 2015 --  @ShirinDavid wenn du es so wünschst, nimm uns doch einfach demnächst mit - einfach locker 5.555 Flugzeuge Mieten wo ist das Problem
Mon Aug 17 04:41:22 PDT 2015 --  Favo for Dagi RT for Melina pic.twitter.com/SZvFIG7ECu
Tue Aug 18 19:55:01 PDT 2015 --  *she #deep pic.twitter.com/p4qTrUOWdU
Thu Aug 20 06:11:17 PDT 2015 --  Fühlst du bei einer Freundschaft keine Freundschaft, ist es keine Freundschaft.
Thu Aug 20 05:42:11 PDT 2015 --  pic.twitter.com/kE23Wf8fSK
Thu Aug 20 05:43:23 PDT 2015 --  pic.twitter.com/qTvKArbmoQ
Thu Aug 20 04:20:27 PDT 2015 --  Ich habe mehr Respekt vor Leuten, die mir ehrlich ihre Meinung sagen als vor denen, die mir verlogen die Hand reichen.
Thu Aug 20 05:28:17 PDT 2015 --  Das soll zwar keine Aktion sein, aber bitte hört auf zuhaten pic.twitter.com/YiJR3pSGAN
Thu Aug 20 05:23:18 PDT 2015 --  Leute, bitte, wegen dummen *** im internet macht kein selbstmord. Bitte. Ihr seid wundervoll #janniwirsindbeidir
Thu Aug 20 04:11:58 PDT 2015 --  Wer sich bei Mäcces Salat + Wasser bestellt, geht auch in den Puff zum Reden.
Wed Aug 19 08:13:13 PDT 2015 --  Timo's Video. Ich stimme ihm sowas von 100% zu. Brennt euch das in euer Hirn rein. Und denkt ausnahmsweise mal nach. #propstotimo
Wed Aug 19 11:36:07 PDT 2015 --  @xeniashirizzle zerstört Leben...
Wed Aug 19 10:08:54 PDT 2015 --  Ich erinnere mich noch, wie wir uns kennenlernten, ich mich dir anvertraute wie bei noch niemandem zuvor. Und dann bist du gegangen.
Wed Aug 19 11:11:10 PDT 2015 --  Die Zeit, die wir in der Schule verbringen und uns stressen, soll die beste unseres Lebens sein. Wie beschissen wird der Rest denn dann?
Wed Aug 19 09:54:00 PDT 2015 --  Heute in der stadt ich bin gestorben vor lachen. - @yakupelmas7 @_pxlxn_
Wed Aug 19 04:40:39 PDT 2015 --  Live the life you want to live. Be the person you want to remember. Make decisions. Make mistakes. If you fall, at least you tried. 🏼
Tue Aug 18 14:02:42 PDT 2015 --  Geht doch alle heulen
Tue Aug 18 14:18:15 PDT 2015 --  LOL pic.twitter.com/7C98QU9YAm
Tue Aug 18 14:37:15 PDT 2015 --  Ich konnte einfach nicht schlafen So jetzt aber gute Nacht Und danke für alles pic.twitter.com/9nz3hPRux2
Tue Aug 18 15:20:07 PDT 2015 --  So true pic.twitter.com/1wfgNg7fmH
Mon Aug 17 02:19:05 PDT 2015 --  kämpf gegen den wenn du ein Mann bist Agit Kabayel http://fb.me/IKCWi8sc 
Tue Aug 18 10:29:55 PDT 2015 --  Ab Freitagh gehts wieder los! 21.08. Hamburg - Club Hamburg 22.08. Mühlheim Kärlich PS: Man achte auf die... http://fb.me/6NCO3bl9z 
Tue Aug 18 10:50:16 PDT 2015 --  AB 150 RETWEETS NENN ICH MICH FÜR 24H: LIONTSCHEIDE HAHAHAH
Tue Aug 18 13:21:40 PDT 2015 --  Laut mehreren Studien kann das Gewürz Kurkumin die Entwicklung von Tumorzellen bei Krebserkrankungen verringern.
Tue Aug 18 08:12:08 PDT 2015 --  @ShirinDavid demnächst mache ich meine Hausaufgaben, anstatt mich mit sowas abzulenken diese malskills killen!! pic.twitter.com/XUbZYa0FFs
Tue Aug 18 06:28:37 PDT 2015 --  Uns halten nur die Grenzen, die wir uns selbst setzen.
Tue Aug 18 08:15:02 PDT 2015 --  IT'S NOT MONDAY #MakeLifeBetterIn3Words
Tue Aug 18 08:50:44 PDT 2015 --  no words pic.twitter.com/1Ns32nJTKK
Tue Aug 18 00:05:34 PDT 2015 --  Langweile im Unterricht yeees pic.twitter.com/4xXY2vRVkW
Mon Aug 17 19:56:45 PDT 2015 --  Me as a parent.. http://vine.co/v/ed5WglmrIzX 
Mon Aug 17 10:56:57 PDT 2015 --  Ich will fliegen doch bei jedem versuch fall ich, tiefer und tiefer...
Mon Aug 17 11:04:25 PDT 2015 --  Warum versuchen Menschen sich hoch zu ziehen indem sie andere runtermachen ? Weil sie selbst nicht interessant genug sind.
Mon Aug 17 04:08:53 PDT 2015 --  Ich wusste schon immer, dass die Menschen, die einen am meisten verletzt haben, IMMER WIEDER zurückkommen.
Sun Aug 16 11:46:53 PDT 2015 --  There is so much more in life than just likes & attention from the internet world. Go out, make friends all over the world & enjoy life.
Sun Aug 16 12:10:16 PDT 2015 --  *snaps* pic.twitter.com/6DsZBtCPLx
Sun Aug 16 15:31:19 PDT 2015 --  OMG ich feier' deine fanfiction sooo krass schreib' sie auf jeden Fall weiter hahahaha @Pinaar13
Sun Aug 16 13:07:18 PDT 2015 --  abcdefuckyou.
Sun Aug 16 14:18:03 PDT 2015 --  Don't tell people your dreams. Show them.
Sun Aug 16 14:50:31 PDT 2015 --  Der Satz "Danke für Alles" hat seit YouTube an Bedeutung verloren.
Sun Aug 16 11:27:58 PDT 2015 --  Wenn @Alina2678 Langeweile hat. pic.twitter.com/XfjOYxdUw6
Sun Aug 16 09:57:44 PDT 2015 --  Gammeln with ma bæ pic.twitter.com/eEtnNSgjJV
Sun Aug 16 09:53:51 PDT 2015 --  Sie ist die beste. Sie ist schön. kreativ. einzigartig. Ich liebe sie. @_pxlxn_ pic.twitter.com/hBDlsgqlfG
Sun Aug 16 08:59:31 PDT 2015 --  "Ich sterbe vor Husten" "Vor bumsen?" @xeniashirizzle
Sun Aug 16 08:27:35 PDT 2015 --  850K noch bis zu 2 Million Shirizzles #okübertreibpinar #chillmalbisschen @ShirinDavid
Sun Aug 16 08:46:38 PDT 2015 --  Grade mit @_pxlxn_ in @Kartoffelsalat_ gewesen dann raus gegangen Mann war konsumieren der sah genauso aus wie die Zombies:00
Sun Aug 16 07:01:08 PDT 2015 --  "Ey ich glaube das ist der aus dem Urlaub" "Als ob was macht der da?" "Hausaufgaben" IM KINO HAUSAUFGABEN? ALLES KLAR
Sun Aug 16 06:51:54 PDT 2015 --  "Bor mir ist so warm ALTA" "Ja lass gleich ausziehen" ALLES KLAR ICH GLAUBE DU MEINST JACKE AUSZIEHEN @xeniashirizzle
Sun Aug 16 05:39:05 PDT 2015 --  "Unsere Hausaufgabe ist Film ANAL iesierung" @_pxlxn_
Sat Aug 15 19:35:15 PDT 2015 --  all the cute boys are: ・gay ・younger than you ・15 years older ・12343435 miles away ・taken ・famous ・fictional
Sat Aug 15 13:27:57 PDT 2015 --  Wie @BIGGTVSTY mit 11 Jahren malt und wie andere mit 11 Jahren malen.. pic.twitter.com/zsIOvevt9V
Sat Aug 15 18:16:08 PDT 2015 --  She was scared as hell to want you, but there she was, wanting you.
Sat Aug 15 17:06:06 PDT 2015 --  Wir werden alle sterben
Sat Aug 15 17:07:10 PDT 2015 --  pic.twitter.com/WFT4Wpsd9k
Sat Aug 15 17:40:47 PDT 2015 --  Wer nix tut, der darf sich nicht ärgern dass sich nix tut
Fri Aug 14 07:48:16 PDT 2015 --  Ich bin gespannt wann die ersten youtuber "Disstracks" rausbringen dauert bestimmt nicht mehr lange
Sat Aug 15 15:13:56 PDT 2015 --  Eltern können einfach deine ganze Zukunft beeinflussen und deinen Charakter formen. Eltern sind so wichtig im Leben.🏻 immer dankbar sein.
Sat Aug 15 14:18:00 PDT 2015 --  The worst thing you can do to a girl is compare her to another one.
Sat Aug 15 13:05:19 PDT 2015 --  No iPhone, no toys, no television and see their face. pic.twitter.com/e0zKhkIfjB
Sat Aug 15 13:31:15 PDT 2015 --  Wieso fällt es Menschen so schwer jemandem etwas zu gönnen&einfach mal sich um sein eigenes Leben zu kümmern? WIESO?! it's not your buisness
Sat Aug 15 12:08:02 PDT 2015 --  Meine Meinung pic.twitter.com/Gqm6fQW8Vp
Sat Aug 15 12:37:02 PDT 2015 --  Me, when I see you. pic.twitter.com/IVmyTRFlGS
Sat Aug 15 10:36:02 PDT 2015 --  Don't be the same. Be better.
Sat Aug 15 09:49:41 PDT 2015 --  Niemand auf dieser Erde wird als dein Feind geboren. pic.twitter.com/sJ435wFn5P
Sat Aug 15 09:55:54 PDT 2015 --  OOOH LEUTE HETZT WIRD HARD #TWEEF #XELIN PELIN IS HAESSLICH
Sat Aug 15 09:56:48 PDT 2015 --  Ich glaube xenia hat keine Dusche zuhause ich rieche den Gestank bis hier hin.
Sat Aug 15 09:54:25 PDT 2015 --  Xenia lutscht gerne.
Sat Aug 15 09:52:05 PDT 2015 --  Sag mal @xeniashirizzle wie viele Sprachen kannst du eigentlich? :0 pic.twitter.com/WEwjfHypJd
Sat Aug 15 08:36:14 PDT 2015 --  Ich brate jetzt #Veganschnitzel
Sat Aug 15 08:39:51 PDT 2015 --  @MelinaSophie @MissesVlog @Julien_Bam die im Hintergrund ist cool pic.twitter.com/DmPct0Xhv6
Sat Aug 15 07:08:45 PDT 2015 --  Wenn man die Welt mit gelangweilten Augen ansieht, kann sie nie interessant sein.
Fri Aug 14 04:12:01 PDT 2015 --  Always pic.twitter.com/G2ptIEo91n
Fri Aug 14 11:33:55 PDT 2015 --  DANKE für 1Mio. Views! ► MONEY // HASSO ◄ [ official Video 4K ] https://youtu.be/MaFUH4wWdZk  http://fb.me/7tahrnsZP 
Fri Aug 14 12:01:02 PDT 2015 --  ly all @_pxlxn_ @Deristycs_ @leSumpex @Alina2678 pic.twitter.com/r3IlfoglO8
Fri Aug 14 04:41:49 PDT 2015 --  stay positive. pic.twitter.com/BT6mvh228P
Fri Aug 14 06:18:02 PDT 2015 --  Bitte was? pic.twitter.com/d6Oa4LFoTj
Fri Aug 14 06:28:44 PDT 2015 --  Auch ein langer Weg beginnt mit dem ersten Schritt.
Thu Aug 13 13:09:51 PDT 2015 --  I Hope Karma hits in your face. BITCH
Thu Aug 13 13:48:24 PDT 2015 --  Tagsüber neben den anderen immer Lächeln und abends an den ganzen "Problemen" zerbrechen.
Thu Aug 13 13:01:27 PDT 2015 --  Jeder sagt "ich versteh' dich" doch niemand kann verstehen wie ich mich fühle.
Thu Aug 13 09:49:47 PDT 2015 --  Wer will findet Wege, wer nicht will, der findet Gründe.
Thu Aug 13 10:21:29 PDT 2015 --  Immer diese Eifersucht aus Angst ersetzt zu werden.
Thu Aug 13 11:58:41 PDT 2015 --  Augenblick - @KCRebell45 pic.twitter.com/aW230juj7M
Thu Aug 13 06:28:32 PDT 2015 --  Du bist so heiß, ich bin so heiß.... Ich hör meinen Song "Bist du Real" überall am Strand Der Song macht... http://fb.me/3qcBAufLc 
Thu Aug 13 11:05:50 PDT 2015 --  I posted a new video to Facebook http://fb.me/4fnNrY7XU 
Thu Aug 13 06:12:20 PDT 2015 --  HAPPY BIRTHDAY TO YOU @andreschiebler
Thu Aug 13 03:43:34 PDT 2015 --  nsohn
Thu Aug 13 04:09:05 PDT 2015 --  Habt ihr wieder Bock auf ein Video Monat ?!? Jeden Tag ein Video...
Wed Aug 12 13:47:14 PDT 2015 --  pic.twitter.com/nbVFLbzqRU
Wed Aug 12 13:55:07 PDT 2015 --  Aber deine Follower/Zuschauer glauben dir doch auch total vieles :D @dagibee
Wed Aug 12 06:30:32 PDT 2015 --  Wie versprochen hab ich mich den ShishaWarenTestern für ein Interview zur Verfügung gestellt und mein Wort... http://fb.me/6Qpkf3X5N 
Tue Aug 11 17:09:52 PDT 2015 --  So werde ich reagieren, wenn @ShirinDavid s Abospecial kommt https://twitter.com/girlposts/status/631254034503073792 …
Tue Aug 11 15:49:54 PDT 2015 --  Dear School, fuck you. pic.twitter.com/kqFymy2o91
Sun Aug 09 10:33:24 PDT 2015 --  Schön den Miro einmal eingebuddelt.. http://fb.me/1RiLopwN6 
Tue Aug 11 10:36:48 PDT 2015 --  Die Ruhe vor dem Sturm... Sobald ich zurück bin fangen die Tourvorbereitungen an. In einigen Städten gibt's echt... http://fb.me/6K8HelK6o 
Tue Aug 11 02:16:10 PDT 2015 --  Wenn sich jemand nicht für dich entscheiden kann, hat er sich bereits entschieden.
Tue Aug 11 02:18:56 PDT 2015 --  Diese Welt ist so ekelhaft und abstossend geworden, dass es einem nur schlecht werden kann. Man hat mir heute Sex... http://fb.me/2IDZOM6qf 
Tue Aug 11 02:16:16 PDT 2015 --  Diese Welt ist so ekelhaft und abstossend geworden, dass es einem nur schlecht werden kann. Man hat mir heute Sex... http://fb.me/3anGu7R31 
Tue Aug 11 06:04:28 PDT 2015 --  Hier noch ein Update zu meiner Tour ;) 30.09. Huxleys, Berlin 01.10. Batschkapp, Frankfurt am Main 02.10.... http://fb.me/BMVm2HG8 
Tue Aug 11 12:36:48 PDT 2015 --  iPhone-Akku-Logik: - 99% gehen innerhalb von 3 Stunden leer. - Der allerletzte % hält 5 Stunden lang.
Tue Aug 11 13:17:19 PDT 2015 --  Irgendwann breche ich mir noch was, weil ich immer so spastige Bewegungen mache.
Tue Aug 11 13:31:51 PDT 2015 --  haha pic.twitter.com/YsmkKX7Hvt
Tue Aug 11 13:19:06 PDT 2015 --  An alle die morgen Schule haben .. Ihr packt das und lasst euch nicht von euren Lehrern ärgern
Mon Aug 10 13:13:22 PDT 2015 --  Irgendwann stehen wir alle vor Gott, da kommt es nicht mehr drauf an welche Marke man trägt, welches Auto man fährt & wieviel Geld man hat.
Mon Aug 10 14:01:02 PDT 2015 --  Über manche Menschen kann man einfach nur lachen und den Kopf schütteln
Mon Aug 10 14:38:53 PDT 2015 --  Wenn manche Mädchen anfangen zu reden und man denkt sich so: " Tut mir Leid, Ich verstehe kein fotzisch."
Mon Aug 10 15:20:05 PDT 2015 --  Ein Künstler macht erst eine Skizze, bevor er das Meisterwerk erschafft.
Sat Aug 08 19:34:21 PDT 2015 --  Definition of beauty.. https://vine.co/v/e6mvPLqDHl2 
Sun Aug 09 15:11:44 PDT 2015 --  Me trying to get my life together.. http://vine.co/v/ewmemYgPO5B 
Sun Aug 09 19:10:02 PDT 2015 --  Inspiring.. https://vine.co/v/ewTE9Fe3Ua0 
Sun Aug 09 13:36:12 PDT 2015 --  Glück haben & jemanden treffen passiert zufällig auf der Straße. Nicht bei einer Veranstaltung.
Sun Aug 09 13:41:23 PDT 2015 --  Retweet = Follow Ok? Ok.
Sun Aug 09 06:16:27 PDT 2015 --  Wer dieses Mega Album noch nicht hat, kann JETZT einen Schnäpper machen und sollte es sich unbedingt für nur... http://fb.me/7pQHrQknk 
Fri Aug 07 08:02:16 PDT 2015 --  @_pxlxn_ Vielen Dank - hier ist deine #vd15koeln idolcard von @Dagibee http://idolcard.com/s/0458df5a2  #dagibee
Fri Aug 07 08:00:48 PDT 2015 --  #dagibee @idolcard
Fri Aug 07 07:04:37 PDT 2015 --  @_pxlxn_ Vielen Dank - hier ist deine #vd15koeln idolcard von @melinasophie http://idolcard.com/s/3ef0d4a41  #melinasophie
Fri Aug 07 07:00:04 PDT 2015 --  @_pxlxn_ Vielen Dank - hier ist deine #vd15koeln idolcard von @shirindavid http://idolcard.com/s/b4c3c9a38  #shirindavid
Fri Aug 07 07:02:25 PDT 2015 --  #melinasophie @idolcard
Fri Aug 07 07:00:01 PDT 2015 --  #shirindavid @idolcard
Fri Aug 07 00:15:10 PDT 2015 --  @xeniashirizzle@WhitePplTweet people* :D
Wed Aug 05 19:14:37 PDT 2015 --  I'm BrOKen.
Wed Aug 05 18:29:31 PDT 2015 --  03:28uhr - Auf dem Boden gammeln, Nutella essen, see you again hören &' über alles nachdenken.
Tue Aug 04 06:29:02 PDT 2015 --  Es ist besser alleine zu sein, als mit jemandem zusammen zu sein, der einem das Gefühl gibt alleine zu sein.
Tue Aug 04 02:07:39 PDT 2015 --  So, Leute, mein Konzert in Köln ist nun fast ausverkauft. Wer es heute nicht mehr zur Konzertkasse (oder online... http://fb.me/3exXv2lwD 
Mon Aug 03 12:48:06 PDT 2015 --  Übrigens gibt es den Song gerade ermässigt auf iTunes ;) ►►"BIST DU REAL" bei iTunes [ Deluxe Edition ]... http://fb.me/3hwiEKpyP 
Mon Aug 03 12:18:10 PDT 2015 --  @Mara_fhs ok wir kommen mit 50 Mann
Mon Aug 03 08:32:49 PDT 2015 --  ️Snapchat --> kcrebell.45 #derdoderdo http://fb.me/2BUVq5i0U 
