Tue Aug 18 16:03:49 PDT 2015 --  BYE 🏻
Mon Aug 03 15:21:02 PDT 2015 --  HAHAHAHAHAHAHAHAHAHAHAHAHHAAHHAAHHAHAHAHAHAHAH https://twitter.com/alybitchell23/status/628316163148259334 …
Mon Aug 03 02:33:27 PDT 2015 --  Hong Kong protest over woman arrested for "assaulting policeman with her breast" http://bbc.in/1DmurY6  pic.twitter.com/TO5uGPZ9KP
Sat Aug 01 18:39:55 PDT 2015 --  Casey leaves in 18 days 4 18 months @caseyluvsasians
Sat Jul 25 17:30:50 PDT 2015 --  the thing I'm going to miss the most are caseys snapchats @caseyluvsasians
Sun Jul 19 19:57:56 PDT 2015 --  There's something about the fireflies and thunder that make it seem like every little thing is going to be alright
Tue Jul 21 16:43:53 PDT 2015 --  Bet y'all thought I was talking about a boy but really it was just @kelseybear27
Tue Jul 21 16:43:26 PDT 2015 --  DOES ANYONE ELSE JUST RANDOMLY GET OVERWHELMED WITH HAPPINESS BECAUSE THEY TOTALLY FOUND THEIR SOULMATE/BEST FRIEND
Thu Jul 16 22:32:16 PDT 2015 --  Ok but hear me out. Why don't we just skip voting and make Ellen DeGeneres our next president?
Tue Oct 15 22:03:55 PDT 2013 --  I love when the smallest things make you realize how great life really is
Sat Jul 18 19:32:01 PDT 2015 --  Happy birthday to the boy who loved racist jokes and gossip even more than me! Love and miss you @another_korean pic.twitter.com/VgFl2mMepw
Tue May 12 07:39:22 PDT 2015 --  "Angelina Jolie is 39 and Brad Pitt is 51. So I ain't even stressing. Bae is prolly chilling in 4th grade playing freezer tag." - USC
Sat Jul 18 18:08:13 PDT 2015 --  my dad just told me he'd pay me 25 dollars to go see the minion movie w him. I said no. im poor but I ain't that poor.
Sat Jul 18 12:54:49 PDT 2015 --  7/17/15 hbd lukeeeeee pic.twitter.com/TU4QEK0HMi
Fri Jul 17 12:58:52 PDT 2015 --  WHERE IS THE CHILL pic.twitter.com/75mJDn3kYN
Thu Jul 16 16:04:13 PDT 2015 --  Do you ever look at some one and think do you even eat food
Thu Jul 16 16:17:24 PDT 2015 --  #selfie4kelsey pic.twitter.com/l7wwLxgfG0
Thu Jul 16 13:41:07 PDT 2015 --  Missin' my chilè homeboy :-( pic.twitter.com/wzFmF5m1l9
Tue Jul 14 17:27:46 PDT 2015 --  HE MADE HIM COMB HIS CHEST HAIR IM DONE WITH THIS SHOW pic.twitter.com/2phV2CgQ4j
Sun Jul 12 14:27:55 PDT 2015 --  lol this is me pic.twitter.com/3xeV224esr
Mon Jul 13 19:08:07 PDT 2015 --  NO NO NO NO NO #TeenWolf
Mon Jul 13 12:34:28 PDT 2015 --  @caseyluvsasians pic.twitter.com/IQT5uMdQS1
Mon Jul 13 09:59:54 PDT 2015 --  The game "Magic the Gathering" announced that they are adding 18 new cards in a new faction: The Republican Presidential Candidates.
Sun Jul 12 18:08:54 PDT 2015 --  home is simple but perfect pic.twitter.com/YMQfMTT9nT
Sun Jul 12 09:27:03 PDT 2015 --  He's done it! Novak Djokovic wins his third #Wimbledon title. He's beaten Roger Federer 7-6 6-7 6-4 6-3 pic.twitter.com/jOfR3OMgGd
Fri Jul 10 19:00:02 PDT 2015 --  "Your courageous decision to #believe in Him will bless you immeasurably and forever." #ElderClayton pic.twitter.com/TmHr7De9hr
Sat Jul 11 07:57:11 PDT 2015 --  #SW21 pic.twitter.com/qtce9zz8GT
Sat Jul 11 07:15:22 PDT 2015 --  What's your favorite animal? Uuuuhhh probably Serena Williams
Wed Jul 08 18:34:43 PDT 2015 --  
Tue Jul 07 17:28:46 PDT 2015 --  day juan pic.twitter.com/7qpbIoqv4E
Mon Jul 06 11:33:18 PDT 2015 --  You couldn’t handle my undivided attention. - Dwight K. Schrute
Mon Jul 06 11:14:42 PDT 2015 --  When you think you can fly pic.twitter.com/XFotoyE2yp
Sun Jul 05 20:57:41 PDT 2015 --  I tired
Sun Jul 05 17:55:12 PDT 2015 --  In what was the highest scoring match in #FIFAWWC history #USA beat #JPN 5-2. Full story: http://bbc.in/1NJstBP  pic.twitter.com/5x1DWycAGc
Sat Jul 04 08:49:42 PDT 2015 --  Best believe. #TheOffice pic.twitter.com/SlGUNsckuq
Sat Jul 04 01:14:00 PDT 2015 --  Cheers to the freakin weekend ima have me some fun pic.twitter.com/vlvXQZeuFk
Sat Jul 04 01:43:32 PDT 2015 --  No matter how exhausted you are take off your makeup and brush your teeth every night or you will be drowning in regret come morn
Sat Jul 04 01:35:51 PDT 2015 --  We be all night
Fri Jul 03 16:52:19 PDT 2015 --  It is my girlfriend's birthday!!!!!!!!!!! everyone kiss k beth on the mouth she is 19! pic.twitter.com/L73JXLIia7
Fri Jul 03 16:30:07 PDT 2015 --  One word: PUPPIES!!! http://on.mtv.com/1GVkbnL  pic.twitter.com/z4kTbMnElo
Wed Jul 01 05:17:46 PDT 2015 --  I walked 10,000 steps yesterday and got the Sneakers badge with Fitbit! http://www.fitbit.com/user/3K5X9K  #Fitstats
Thu Jul 02 14:36:06 PDT 2015 --  the world shuns the caterpillar, but praises the butterfly #guilty #ToPimpAButterfly
Thu Jul 02 10:25:41 PDT 2015 --  hello hair pls target all energy towards scalp instead of legs or other unwanted areas thank u
Tue Jun 30 15:25:04 PDT 2015 --  Hit Em with that Billy Bounce pic.twitter.com/js08xcphK7
Tue Jun 30 14:50:07 PDT 2015 --  I met a girl with 12 nipples today Sounds fun Dozen tit
Thu Jun 25 19:43:22 PDT 2015 --  Enjoy YOUR youth. http://twitter.com/JustGreatQuote/status/458489152913158145/photo/1pic.twitter.com/5mBpAvLWv9 
Mon Jun 29 20:03:20 PDT 2015 --  HOW AM I SUPPOSED TO BE OK AFTER THAT??? #TeenWolfSeason5
Mon Jun 29 19:50:40 PDT 2015 --  Would like to kiss tyler posey/scott mccall in the rain
Mon May 25 09:00:07 PDT 2015 --  Uuuuuuuuurrrrmmmmm ummmmmmmm oooooommmmhhhhhh oooooommm
Sat Jun 27 22:04:55 PDT 2015 --  So gay marriage is legal, but I STILL cant marry someone because they don't "want to" or they dont "know me" or theres a "restraining order"
Sun Jun 28 18:43:20 PDT 2015 --  NY countdown comin' in hot #8dayz
Sat Jun 27 17:39:47 PDT 2015 --  #LoveWins pic.twitter.com/ym9nqIUWg6
Fri Jun 26 13:58:49 PDT 2015 --  Motorcycle dreamin'
Fri Jun 26 08:44:06 PDT 2015 --  You can't rewrite history but you sure can leave it in the past...everyone knows what happened and what it stood for https://twitter.com/harvilicztammy/status/614456734141313024 …
Wed Jun 24 13:52:28 PDT 2015 --  me in awkward situations pic.twitter.com/Ex9G4YL208
Wed Jun 17 18:39:41 PDT 2015 --  there needs to be a lemonade delivery service with like 50 different types of lemonade and they are open 24 hrs
Wed Jun 17 18:09:47 PDT 2015 --  Bruh @taylorswift13 has hits #straightfire
Wed Jun 17 16:26:47 PDT 2015 --  Making a list of things I'm going to miss about America after I leave and dang we are some lucky kids to have what we do thnx vets
Wed Sep 04 20:32:33 PDT 2013 --  Get in the shower if it all goes wrong.
Sun Jun 14 14:02:19 PDT 2015 --  The world as 100 people pic.twitter.com/OFQKB6D5DS
Fri May 01 12:02:11 PDT 2015 --  Spiritual help is but a prayer away.
Sat Jun 13 19:56:12 PDT 2015 --  Still alive
Sun Jun 07 19:44:41 PDT 2015 --  Bout to hit up my eighth year of girl's camp (NO SERVICE) g bye world c ya next week
Sun Jun 07 15:44:35 PDT 2015 --  Payson Utah Temple Dedicated—15th temple in Utah, 146th in the world http://www.mormonnewsroom.org/article/payson-utah-temple-dedicated … #Mormon #PaysonTemple pic.twitter.com/ARNr01x0Mo
Sun Jun 07 09:25:09 PDT 2015 --  Stan Wawrinka is the French Open champion. 4-6 6-4 6-3 6-4. There will be no career grand slam today. pic.twitter.com/Nwp3jze0Wv
Sun Jun 07 09:00:12 PDT 2015 --  These two guys look like they're playing video games. Unreal tennis. #frenchopen
Sat Jun 06 21:42:09 PDT 2015 --  My pinterest quote board has my back like no other pic.twitter.com/cLRpdfbNGa
Sat Jun 06 08:42:50 PDT 2015 --  To the victor the spoils. Serena Williams, French Open champion. 20th Grand Slam singles title #bbctennis pic.twitter.com/yNvUsSUFJX
Fri Jun 05 15:39:26 PDT 2015 --  PACK UP YOUR SWIM SUITS/BEST BUDZ AND GO ON A SENIOR TRIP! YOU WILL NOT REGRET IT! #2015 pic.twitter.com/M8SohgQ84X
Sat May 30 16:33:00 PDT 2015 --  Only three questions I EVER get asked anymore: "you got your mission call!?" "When do you leave?" "Are you excited?"
Fri May 29 08:39:14 PDT 2015 --  Woman whose brother was killed in a traffic accident meets US man who was given his face http://bbc.in/1eDkkmp  pic.twitter.com/GOG83iIUcK
Wed May 27 22:05:19 PDT 2015 --  Nothing better than sitting in a parking lot talking the night away with your best bud
Wed May 27 09:04:01 PDT 2015 --  @caseyluvsasians https://twitter.com/bbanimals/status/603584131054854145 …
Tue May 26 23:59:14 PDT 2015 --  just got a Charlie horse....Charlie Charlie are U here!!!!!!
Wed May 20 14:41:07 PDT 2015 --  @caseyluvsasians I loved my surprise! pic.twitter.com/rcIKiSoq8n
Tue May 19 19:50:00 PDT 2015 --  Not about having to put a graduation cap on this frizzy curly hair 🏼
Tue May 19 18:38:45 PDT 2015 --  "Where were you? And don't say the bathroom 'cause I kicked in all the stalls." -Dwight
Tue May 19 19:03:20 PDT 2015 --  I SLEEP IN THE BASEMENT ALONE KERRI WHY WHY WHY WHY https://twitter.com/ksofly1/status/600841855077654528 …
Mon May 18 08:26:14 PDT 2015 --  p day p day p day p day p day p day p day p day p day p day p day ily monday
Sun May 17 21:37:11 PDT 2015 --  Is it too late to drop creative writing?
Thu May 14 06:40:12 PDT 2015 --  Wish this was in front of me right now pic.twitter.com/LmTUxwuZd3
Fri May 15 15:45:00 PDT 2015 --  I CANT BREATHE https://vine.co/v/eKFOPZmdmUj 
Fri May 15 11:16:42 PDT 2015 --  I wish I had a dollar for everytime I have said "I want to go home" today
Thu May 14 16:52:34 PDT 2015 --  Hungry, always hungry
Sun Mar 15 20:26:34 PDT 2015 --  NASA confirms there's an ocean on Jupiter's moon Ganymede pic.twitter.com/HPr6nNF6jr
Tue May 12 19:41:54 PDT 2015 --  dang morals pic.twitter.com/QnAGFMDI4F
Tue May 12 19:37:21 PDT 2015 --  happy birthday to my little houston hottie @AlexisAdey miss you hope all your birthday dreams were fulfilled today!
Tue May 12 18:00:18 PDT 2015 --  oh dear lord...who told my dad about snapchat? pic.twitter.com/lLBcw75sLj
Mon May 11 18:08:11 PDT 2015 --  Do you ever go look at pictures of yourself before braces, and then go hug your mom and dad?
Mon May 11 15:17:24 PDT 2015 --  Tears because one day they will big poopy boys who won't hug and be cutesy all the time pic.twitter.com/R1KGtlfAhh
Mon May 11 10:22:53 PDT 2015 --  missionaries are the cutest things ever
Mon May 11 07:30:38 PDT 2015 --  🏼ing for today to fly by
Sun May 10 10:43:55 PDT 2015 --  home is where wifi and mom is
Sat May 09 19:13:32 PDT 2015 --  pic.twitter.com/NA5reDAIXn
Mon Apr 27 17:09:49 PDT 2015 --  Casey Suzannah is going to Brazil!! pic.twitter.com/lNzYu4WOCb
Fri May 08 17:20:57 PDT 2015 --  Onward and upward
Sun Mar 29 19:49:24 PDT 2015 --  Rio de Janeiro, Brazil. pic.twitter.com/xtbCYzu5aw
Wed Apr 15 13:13:32 PDT 2015 --  Yes
Thu Apr 30 19:45:50 PDT 2015 --  Good man https://vine.co/v/e7vVKnwqAzL 
Tue May 05 19:56:51 PDT 2015 --  Can't wait to see what Brazil holds for me
Tue May 05 16:45:56 PDT 2015 --  Don't drink and drive this Cinco de Mayo! Call your local Mormon! They'll pick you up!
Mon May 04 09:29:46 PDT 2015 --  Sunscreen season
Sun May 03 11:25:26 PDT 2015 --  Mini Bruce Lee got skills pic.twitter.com/byDGbvpF9j
Sun May 03 10:45:48 PDT 2015 --  goin to the movies instead of church. if I go to hell at least I can talk to satan about the avengers.
Sat May 02 07:59:13 PDT 2015 --  Trying to dodge all persons involved in prom garters and/or prom flipagrams 🏼
Fri May 01 06:46:06 PDT 2015 --  Having no money is seriously the saddest thing
Mon Apr 27 22:19:06 PDT 2015 --  Thanks so much @jenna_rose15 you are da sweeeetest
Mon Apr 27 18:27:25 PDT 2015 --  você está olhando para uma menina foi para brasil pic.twitter.com/xrKiA4Qn0l
Mon Apr 27 10:49:48 PDT 2015 --  THIS IS NOT A DRILL pic.twitter.com/hZ1rhmK80j
Mon Apr 27 07:05:17 PDT 2015 --  Special place in my heart for janitors
Sun Apr 26 16:08:47 PDT 2015 --  Once I crack them digits we all eatin fam! pic.twitter.com/dnAk8ovulz
Fri Apr 24 07:51:26 PDT 2015 --  friday friday friday
Fri Apr 24 04:00:34 PDT 2015 --  Z-Boy Stacy Peralta skating an empty pool in June 1977. pic.twitter.com/Flobk4cpR2
Fri Apr 24 02:36:21 PDT 2015 --  The Hubble Space Telescope turns 25 today - take a look at some of its best moments: http://bbc.in/1IPGc7i  #Hubble25 pic.twitter.com/Fjfb49Gwc9
Thu Apr 23 20:07:12 PDT 2015 --  Nothing worse than being offended even though you don't have the right to be offended
Thu Apr 23 19:54:23 PDT 2015 --  my room is atrocious and I haven't done any homework in the past week but I'm going to pretend everything is fine and sleep
Thu Apr 23 15:51:24 PDT 2015 --  I wonder if my future husbands birthday is today
Thu Apr 23 11:20:22 PDT 2015 --  A blurry preppy birthday shoutout to my pretty friend sarah b, don't cry when you get your belly pierced pic.twitter.com/HPmn4Ie9KP
Thu Apr 23 02:10:44 PDT 2015 --  A baby who lived for less than 2 hours became Britain's youngest ever organ donor http://bbc.in/1Glu0h0  pic.twitter.com/sCERUED297
Wed Apr 22 12:28:32 PDT 2015 --  Need a cute boy who loves Harry Potter as much as I do
Tue Apr 21 21:47:12 PDT 2015 --  I have yet to find a greater joy than warm fresh sheets and pajamas at the end of a long day
Tue Apr 21 18:32:57 PDT 2015 --  pic.twitter.com/oRcaYDVkeJ
Tue Apr 21 18:05:48 PDT 2015 --  HAVE NEVER BEEN SO PROUD pic.twitter.com/SKbCYA0yyz
Tue Apr 21 07:14:31 PDT 2015 --  Grope me in a crowded high school hallway so I know it's real
Mon Apr 20 13:08:34 PDT 2015 --  moment of silence for the year and a half I listened to roll up by wiz thinking it meant he was rolling up in his car to save his girl #4/20
Mon Apr 20 15:58:34 PDT 2015 --  currently pic.twitter.com/yXHsDBk0cc
Sun Apr 19 23:09:41 PDT 2015 --  my homework would be a lot easier to do if I could find it
Fri Apr 17 17:01:27 PDT 2015 --  Please email any DECA pictures to cscornick@gmail.com for the slideshow for the banquet by Tuesday!!!
Sun Apr 19 16:23:03 PDT 2015 --  Can't tell which thing I hope is in the mailbox more this week: my mission call or my new debit card?
Sun Apr 19 13:15:29 PDT 2015 --  Instead of using the internet to complain about stuff you should use it to find pictures of dogs.
Tue Apr 14 16:13:10 PDT 2015 --  RT for a chance to win an @AgeOfAdaline prize pack! Ends 4/24 #Sweepstakes rules: http://www.sparknotes.com/legal/twitter-sweepstakes/ … pic.twitter.com/a1EpEHmpVY
Thu Apr 16 09:38:09 PDT 2015 --  Why be a dad when you can be the fun uncle.
Fri Apr 17 11:35:13 PDT 2015 --  When your best friend isn't at school pic.twitter.com/xSBZL5Y1sI
Fri Apr 17 02:19:43 PDT 2015 --  the only thing cooler than smoking weed is talking about it
Thu Apr 16 18:36:22 PDT 2015 --  no going back after you see a hot guy dance
Thu Apr 16 10:28:55 PDT 2015 --  Some Americans have been defending the police by posting pictures of officers being helpful http://bbc.in/1HajGHf  pic.twitter.com/Zxnc6WlKvf
Tue Apr 14 18:53:51 PDT 2015 --  The "guys that Mormon girls fawn over" starter pack pic.twitter.com/lYP7kc3OYz
Tue Apr 14 20:02:54 PDT 2015 --  Don't know why everyone is freaking out about graduating and leaving for college WE STILL GOT THIS SUMMER TOGETHER DUUUUDES \m/
Tue Apr 14 19:20:03 PDT 2015 --  pic.twitter.com/IFBKUQtciz
Mon Apr 13 23:23:38 PDT 2015 --  im the type of person to point a bright screen directly into my eyeballs for 2hrs in the dark and then complain about insomnia
Mon Apr 13 18:13:57 PDT 2015 --  LOVE & HIP-HOP: ATLANTA / NEXT MONDAY
Mon Apr 13 11:24:59 PDT 2015 --  "ok so i have to get a 163% on the final to still get an A in the class" LET'S DO THIS
Mon Apr 13 09:04:53 PDT 2015 --  E-mail cscornick@gmail.com with DECA pictures from this year to be included in the scrapbook. Fieldtrip pictures, comp pictures, e-mail!
Sat Apr 11 11:08:13 PDT 2015 --  Once again, the only reason I get on Facebook pic.twitter.com/Y8uwJwXOMr
Wed Apr 08 07:16:09 PDT 2015 --  Pizza Cones pic.twitter.com/t8H1BfwXMv
Tue Apr 07 18:34:54 PDT 2015 --  modern day Moses pic.twitter.com/N6E1rVLQxM
Tue Apr 07 19:58:38 PDT 2015 --  Goonies never say die!
Sun Apr 05 10:32:53 PDT 2015 --  Holland and Uchtdorf back to back my heart can't handle this
Thu Apr 02 14:53:39 PDT 2015 --  WOW I LOVE UTAH
Wed Apr 01 06:29:48 PDT 2015 --  I don't answer my phone on April Fools' Day
Tue Mar 31 19:30:38 PDT 2015 --  Trying to get a d8 for prom #BDO pic.twitter.com/YytbHMPoFJ
Mon Mar 30 17:36:03 PDT 2015 --  Can't wait for my best friend to kill it in sin city! ♡♡♡ pic.twitter.com/KXSsSeDgRR
Sun Mar 29 09:17:26 PDT 2015 --  When you're in an enclosed space with someone who won't stop coughing pic.twitter.com/O5kiLxmbaP
Sun Mar 29 09:11:28 PDT 2015 --  Giving a talk like: pic.twitter.com/zeFDyvEFEi
Sun Mar 29 03:31:27 PDT 2015 --  "All I want is a Slushie." - 4-year-old girl sneaks out at 3am & catches bus to shops http://bbc.in/1I8Qi2C  pic.twitter.com/EwniLZwpS0
Wed Mar 25 11:23:01 PDT 2015 --  #AlwaysInOurHeartsZaynMalik <3 pic.twitter.com/WJVVsuCT6i
Fri Mar 27 12:48:03 PDT 2015 --  My farewell party from our giant 7th hour! pic.twitter.com/Jo6CYPg1QU
Fri Mar 27 10:01:37 PDT 2015 --  jimmy is reading a dance with dragons #whsreads
Fri Mar 27 07:14:24 PDT 2015 --  I only have 18 days to fund my classroom library: https://secure.donorschoose.org/teacher/teacher.html … #whsreads
Thu Mar 26 21:51:37 PDT 2015 --  oh ok missouri pic.twitter.com/x5KI3IKIJD
Thu Mar 26 12:32:11 PDT 2015 --  Only person here in my novels class :-)
Thu Mar 26 00:15:40 PDT 2015 --  I miss judging peoples snapchat best friends and making false assumptions about who was hooking up
Wed Mar 25 18:23:54 PDT 2015 --  Worst line I wrote today: “I must be made of stone, cause you’re taking me for granite.” I can do better. I will do better.
Wed Mar 25 17:20:22 PDT 2015 --  #MormonsAndRappers pic.twitter.com/YFLiNpatlZ
Wed Mar 25 15:53:43 PDT 2015 --  zayn left one direction to join Isis I think
Wed Mar 25 15:34:41 PDT 2015 --  Getting out of school an hour early is kewl because that's another hour to nap
Wed Mar 25 11:51:12 PDT 2015 --  [zayn malik hits a vape pen once] yo this band sucks lol im out
Mon Mar 23 18:51:53 PDT 2015 --  teen mom og
Fri Mar 13 12:43:08 PDT 2015 --  World's first successful penis transplant completed by South African surgical team http://bbc.in/1FjlHQQ  pic.twitter.com/hI0S2wIerZ
Mon Mar 23 08:20:45 PDT 2015 --  Vin Diesel names his baby #Pauline in honour of Fast & Furious co-star Paul Walker http://bbc.in/1xrUjik  pic.twitter.com/72XiukINgJ
Sun Mar 22 15:06:20 PDT 2015 --  those random girls on instagram who are always on the beach, traveling & doing yoga & no one is sure what they actually do but follows them
Sun Mar 22 11:54:50 PDT 2015 --  When Jesus said "He that is without sin among you, let him first cast a stone at her" pic.twitter.com/rqhirpTDF4
Sat Mar 21 13:59:13 PDT 2015 --  I can ride my bike with no handlebars
Fri Mar 20 13:32:03 PDT 2015 --  my life be lyke pic.twitter.com/iw5ySBitHx
Fri Mar 20 11:00:11 PDT 2015 --  Currently in the mood for: Chicken Sandwich Waffle Fries Chick-fil-A Sauce All of the above
Thu Mar 19 11:54:48 PDT 2015 --  smh panera makin me spread my own cream cheese like im a GOD DAMN CAVEMAN
Wed Mar 18 11:04:01 PDT 2015 --  #Insurgent star Shailene Woodley says she's not a feminist: "Why do we have to have that label divide us?" pic.twitter.com/9Bt5LDPdD6
Tue Mar 17 15:23:17 PDT 2015 --  When you meet a cute girl and then she tells you she's going on a mission pic.twitter.com/2nArJSHp7n
Tue Mar 17 07:31:53 PDT 2015 --  Vollmer with 6th and Stigge with 5th in business finance!!! pic.twitter.com/VirmZdKbBv
Tue Mar 17 05:55:25 PDT 2015 --  Happy #StPatricksDay! pic.twitter.com/UAoQ8JmSAG
Mon Mar 16 17:08:15 PDT 2015 --  “ @jenjenjarvi: yes your biceps are bigger than my head but could you even jog a mile¿” REAL TALK
Sun Mar 15 21:27:16 PDT 2015 --  Four stars for deca
Sat Mar 14 11:51:16 PDT 2015 --  im on the diet where you still eat whatever you want but just constantly talk about needing to get in shape
Sat Mar 14 08:44:12 PDT 2015 --  LITTLE OLD LADY @alexveilleux_ !!!!!! pic.twitter.com/MUKz7mrzVa
Sat Mar 14 07:00:07 PDT 2015 --  Today on his birthday, we remember the amazing life and legacy of our beloved founder, Truett Cathy. pic.twitter.com/wz69s9gvBU
Fri Mar 13 10:46:05 PDT 2015 --  My grade in math went up to a C, and if you see me crying in the hallways and kissing random strangers that is why
Thu Mar 05 16:02:53 PST 2015 --  doctor "eat more vegetables" Me "cheese is a vegetables" Doctor "no it isn't" Me "I want a new doctor"
Fri Mar 13 08:24:23 PDT 2015 --  I don't know whether to be proud or worried about how pregnant I can make myself look
Fri Mar 13 06:30:10 PDT 2015 --  #FluffyFriday pic.twitter.com/RJWksJdokP
Thu Mar 12 21:05:03 PDT 2015 --  let's play 20 questions do you want to go get me sushi or chick fil a
Fri Mar 13 00:15:08 PDT 2015 --  Not-so-miniature dachshund loses 75% of weight by dieting http://bbc.in/1FhzQhr  pic.twitter.com/9ZrH1ZyD4d
Thu Mar 12 19:10:33 PDT 2015 --  don't call her curhoppin cornick 4 nothin pic.twitter.com/F9IREQOYwr
Thu Mar 12 14:37:09 PDT 2015 --  will u be the grilled cheese to my tomato soup
Thu Mar 12 09:08:25 PDT 2015 --  Torrey and I would like to thank all our fans for the support and we are too excited for the big move :-) #49ers pic.twitter.com/TfMIFGRTYL
Thu Mar 12 06:25:03 PDT 2015 --  Get your Krispy Kreme pre-orders in! Order forms are in the Northington Lobby... $7 for a box! #projectgrad #BJP
Wed Mar 11 19:29:29 PDT 2015 --  So much to do, but so tired
Wed Mar 11 16:00:02 PDT 2015 --  Tim McGraw sounds best on a jukebox
Wed Mar 11 07:33:04 PDT 2015 --  you know it's spring when you see the 3 b's
Wed Mar 11 07:21:08 PDT 2015 --  Goals x1000 pic.twitter.com/Io9cPoRhBA
Tue Mar 10 18:42:12 PDT 2015 --  dance battle pic.twitter.com/Q930W6jhvZ
Tue Mar 10 08:35:21 PDT 2015 --  In case you're wondering what to buy for me pic.twitter.com/Uf3tEri4o7
Mon Mar 09 17:51:52 PDT 2015 --  Starting is always the hardest part ugh ugh ugh
Mon Mar 09 13:44:12 PDT 2015 --  ya know when u put a baby down to take a nap and they cry like lil bud WYD if u put me in a bed right now I'd cry tears of JOY be grateful
Sun Mar 08 18:59:46 PDT 2015 --  A challenge I don't think I will ever be able to over come is showering in under 40 minutes
Thu Feb 26 11:24:30 PST 2015 --  JUST BURNT MY TOUNGE ON SOME FOOD & IT MADE ME REALIZE THAT THE ONES U LOVE HURT U THE MOST
Sun Mar 08 17:52:14 PDT 2015 --  Livin' in a house w/ a surgeon and nurse practitioner but no band-aids???¿
Sat Mar 07 14:36:31 PST 2015 --  The only blonde emoji has a crown. #forcedtobeaqueen #wehavenochoice
Thu Mar 05 18:36:06 PST 2015 --  Want it to be April
Thu Mar 05 13:46:15 PST 2015 --  Nothing makes me happier than the thought of Honey BBQ wings from BDUBS
Tue Mar 03 15:34:22 PST 2015 --  Idk about you but this about brought a tear to my eye @zoelaz pic.twitter.com/zcGw8yZjRe
Thu Mar 05 09:06:19 PST 2015 --  Marketing 2 chocolate factory people's choice and winners! Congrats girls! pic.twitter.com/sk5BVTbbxP
Wed Mar 04 11:47:33 PST 2015 --  2.8 million-year-old jawbone discovered, scientists claim it's one of the very first humans http://bbc.in/1DVGPe4  pic.twitter.com/ZdG7ywB674
Tue Mar 03 09:47:30 PST 2015 --  cussing is either extremely unintelligent it extremely hilarious there is no in between
Mon Mar 02 15:06:21 PST 2015 --  @caseyluvsasians yayyyyyyyyy
Mon Mar 02 10:32:48 PST 2015 --  I like to call this one "The 18-year-old engaged mormon blogger that can't wait to marry her best friend" necklace pic.twitter.com/SmJcXG3Wfr
Mon Mar 02 08:22:29 PST 2015 --  will be in utah in a month, hi @jenjenjarvi
Fri Feb 13 09:32:52 PST 2015 --  you're upset I bought a waterbed aren't you "yes take it back" I lost the receipt *sneezes and we bob up and down for 8 minutes in silence*
