Thu Jul 30 13:15:07 PDT 2015 --  If had a dollar for every time someone called me ugly I'd be broke because I'm perfect
Thu May 14 14:40:25 PDT 2015 --  It could be purple, it could be pink depending on how you mix the shit.
Sun Mar 01 21:29:29 PST 2015 --  Grateful to God
Tue Feb 24 23:31:18 PST 2015 --  Education is our passport to the future for tomorrow belongs to the people who prepare for it today. @CasaFeranza @FeranzaBlanco
Thu Feb 19 07:03:53 PST 2015 --  Dreaming alone at a pace youll understand.
Tue Oct 28 14:50:41 PDT 2014 --  When you become really close to someone, you can hear their voice in your head when you read their texts.
Fri Apr 25 02:03:53 PDT 2014 --  If you dial 3-0-7-5-6-6-6-5-5-5-6-6-6-3-0-7-5-6-6-6-5-5-3-2-1 on a touchtone phone you'll play 'Mary Had a Little Lamb'.
Wed Mar 19 06:36:01 PDT 2014 --  Don't make permanent plans with temporary people.
Thu Mar 20 02:08:10 PDT 2014 --  I want to meet someone who is afraid to lose me.
Thu Mar 20 01:40:02 PDT 2014 --  Yesterday was yesterday, focus on today.
Thu Mar 20 01:30:09 PDT 2014 --  Hardest thing in life is letting go of what you thought was real.
Thu Mar 20 01:30:11 PDT 2014 --  i dont insult people, i describe them
Tue Dec 24 10:17:29 PST 2013 --  Fast replies make me feel like you actually want to talk to me. But slow replies make me think you're talking to someone better.
Sat Dec 21 20:00:51 PST 2013 --  Shit I Don't Like Drama Slow texters Being woke up out my sleep Being bored Low battery Hoes Being lied to
Sun Dec 22 00:19:19 PST 2013 --  Listen carefully to how a person speaks about other people to you. This is how they will speak about you to other people!
Fri Dec 20 00:31:03 PST 2013 --  Care too little...you'll lose them. Care too much...you'll get hurt
Thu Dec 19 01:26:02 PST 2013 --  I care too much, that's how I get hurt.
Wed Dec 18 21:13:22 PST 2013 --  My phone is my Personal Assistant
Wed Dec 18 09:23:16 PST 2013 --  My cell phone is my: watch, camera, flashlight, calculator, and so much more.."
Sun Dec 15 02:31:12 PST 2013 --  Daughter - iPod. Son - iPhone. Mom - iPad. Dad - iPaid.
Fri Dec 13 19:03:36 PST 2013 --  2+2=fish 3+3=eight 7+7=triangle Only smart people will get this. RT if you get it.
Wed Dec 11 03:20:50 PST 2013 --  When you're mad at someone you love, be careful what you say because your mind gets angry but your heart still cares.
Tue Dec 10 02:30:32 PST 2013 --  That moment of joy when you find money in your pocket.
Tue Dec 10 00:30:33 PST 2013 --  I hate when I'm listening to music really loud and I have to keep pausing it because I constantly think I'm hearing my name being called.
Mon Dec 09 22:31:32 PST 2013 --  If a man says you're ugly, he's being mean. If a woman says you're ugly, she's jealous. If a little kid says you're ugly, then you're ugly.
Fri Dec 06 22:54:03 PST 2013 --  If you want me to trust you just be real and honest.
Sun Dec 01 02:55:30 PST 2013 --  Live your life the way that you want to live it, don’t let other people live it for you."
Sun Dec 01 02:26:30 PST 2013 --  Always be strong enough to let go, and be smart enough to wait for what you deserve."
Thu Nov 21 09:16:15 PST 2013 --  It's crazy how fast things can change.
Thu Nov 21 07:46:50 PST 2013 --  Be thankful for what you have. Work hard for what you don't have.
Wed Nov 20 10:49:03 PST 2013 --  I hear a lot, see a lot. I just don't say anything
Wed Nov 20 06:49:11 PST 2013 --  Our generation is fucked up when it comes to trust, loyalty, and relationships..
Sat Nov 16 22:58:07 PST 2013 --  Single nigga life!"
Mon Nov 11 15:32:54 PST 2013 --  Twitter makes me want to have drinks with people I've never met, and Facebook makes me want to throw drinks at people I already know."
Fri Nov 01 03:37:49 PDT 2013 --  Hoping this month is a GOOD month.
Wed Oct 30 23:14:34 PDT 2013 --  To all the seeds that follow me protect your essence Born with less, but you still precious
Wed Oct 30 10:42:30 PDT 2013 --  I'm not afraid of commitment. I'm afraid of committing to someone who won't commit to me."
Wed Oct 30 10:40:46 PDT 2013 --  I don't trust many people, because people have a habit of fucking me over."
Sat Oct 26 01:19:54 PDT 2013 --  I jst gat mi old tracks back#
Sat Oct 19 14:07:58 PDT 2013 --  Unless you've lived my life, you can't judge me."
Sat Oct 19 14:06:56 PDT 2013 --  "Tweeting" is so much more better than "Updating my Facebook Status""
Fri Oct 18 14:58:09 PDT 2013 --  Those songs that express the feelings you can't say." pic.twitter.com/GD0Mqnekxt
Fri Sep 20 01:50:29 PDT 2013 --  Play your Man like a football and Watch another Girl catch him like a goal keeper..you will regret watching the replay..
Wed Sep 18 14:26:38 PDT 2013 --  You know you're going 2 jail if Segun Arinze is presented as an eye witness !!
Wed Sep 18 14:24:02 PDT 2013 --  U gave a deaf man $10million to hide 4 u. When u returned he had become blind too. How will u ask 4 ur money back?
Fri Oct 18 14:54:01 PDT 2013 --  I'm not Competing wit anyone, if u get there b4 me Congrats! Life is an Express road, Overtaking is allowed, but speed kills, so watch it!"
Fri Oct 18 08:05:11 PDT 2013 --  Too bored to stay home. Too lazy to go out.
Fri Oct 18 08:04:49 PDT 2013 --  Play with her hair and finger, do it guys, girls like it."
Fri Oct 18 07:58:50 PDT 2013 --  Never allow anyone to disrespect you and have them think that it's ok to do so.
Fri Oct 18 08:02:58 PDT 2013 --  Think a little less, live a little more."
Thu Oct 17 23:21:03 PDT 2013 --  Purposely holding your feelings back because you know it's for the best.
Fri Oct 18 00:00:37 PDT 2013 --  Never get rid of the person who understands you more than anyone else.
Fri Oct 18 07:56:36 PDT 2013 --  88% of friendships don’t last… but they do serve a purpose in our development as people.
Fri Oct 18 04:03:57 PDT 2013 --  Sometimes you have to act like you don't care, even when you do."
Fri Oct 18 02:47:10 PDT 2013 --  "No lemon, no melon." backwards is "No lemon, no melon".
Fri Oct 18 03:38:11 PDT 2013 --  Some people are going to leave, but that's not the end of your story. That's the end of their part in your story.
Mon Oct 14 02:33:04 PDT 2013 --  You'll never understand until it happens to you.
Mon Oct 14 02:30:58 PDT 2013 --  95% of teenagers check their cellphone before even brushing their teeth in the morning!
Fri Oct 11 10:32:40 PDT 2013 --  Being broke is soaking garri, but allowing it to rise is poverty!
Sun Oct 13 00:21:18 PDT 2013 --  Being in love means being yourself. So when you find someone who accepts and appreciates you for who and what you are, never let them go"
Sat Oct 12 23:41:31 PDT 2013 --  If you never thank God after every smile…. Then, why do you blame him for every tear?
Sat Oct 12 04:56:05 PDT 2013 --  Maturity comes with experience, not age.
Sat Oct 12 02:30:54 PDT 2013 --  In an interview, Bill Gates told: I appoint the laziest person to do the hardest job, because they will find an easiest way to do it.
Fri Apr 26 13:48:10 PDT 2013 --  Always believe in God, because there are some questions that even Google can't answer.
Wed Jul 10 11:51:25 PDT 2013 --  Nigerian musicians are gradually ruining me. Now when I hear a pastor say "First of all.." My mind completes it with "go down low"
Wed Jul 10 11:51:54 PDT 2013 --  Teacher: what do u call a bee that lives in America? Akpos: USB
Thu Oct 10 22:45:52 PDT 2013 --  Think of a number. Double it. Add six. Half it. Take away the number you started with. Your answer is three. Mind=Blown
Fri Oct 11 00:49:04 PDT 2013 --  Making one person smile can change the world. Maybe not the whole world, but their world."
Fri Oct 11 00:48:00 PDT 2013 --  I don't need anyone who doesn't need me."
Fri Oct 11 00:13:59 PDT 2013 --  Worst feeling in the world is knowing you did the best you could, and it still wasn't good enough.
Fri Oct 11 00:45:13 PDT 2013 --  Come back, I miss you like crazy"
Fri Oct 11 00:30:19 PDT 2013 --  I remember when we used to talk everyday, I miss that.
Sun Sep 15 07:43:58 PDT 2013 --  Life is beautiful,money is the makeup... If money can't solve your problems then it is spiritual.
Thu Oct 03 21:15:10 PDT 2013 --  Appreciate what you have before it turns into what you have.
Fri Oct 04 03:30:32 PDT 2013 --  RT If You Ever Had A Crush On Twitter
Fri Oct 04 03:24:27 PDT 2013 --  I miss my childhood: no homework, no wake up early, no exam, no stress, no problems in life.
Thu Oct 03 09:59:19 PDT 2013 --  RT if you ever played any of these Basketball Football Volleyball Baseball Soccer Tennis Golf Cheer Track Dance
Thu Oct 03 10:01:16 PDT 2013 --  Girls think of what 2 wear while guys think of how 2 take them off....what an irony !!"
Thu Oct 03 09:36:41 PDT 2013 --  Sometimes it feels like the lyrics to a song you're listening to were written just for you."
Tue Oct 01 20:34:34 PDT 2013 --  There comes a time when you have to decide to turn the page or close the book.
Sun Sep 08 02:17:00 PDT 2013 --  If I call my Gf in d middle of d night and a Guy answers d phone... "It better be Jesus" :|
Thu Sep 05 03:35:48 PDT 2013 --  Ultimately, our lives are about doing what we were created to do."
Wed Sep 04 19:08:54 PDT 2013 --  The person you’d take a bullet for sometimes ends up being the one behind the gun."
Wed Sep 04 19:00:31 PDT 2013 --  Nokia was once famous as a manufacturer of toilet paper."
Wed Sep 04 18:59:39 PDT 2013 --  Sometimes we keep our feelings to ourselves because we know nobody could ever understand"
Wed Sep 04 18:57:27 PDT 2013 --  Don't count every hour in the day...make every hour in the day count."
Wed Sep 04 18:54:44 PDT 2013 --  I miss you, but I'm trying not to care. I love you, but I'm trying not to show it…cause somewhere along the way, you stopped caring"
Wed Sep 04 14:09:27 PDT 2013 --  i hate when ppl try & crack jokes & they're not funny."
Wed Sep 04 04:14:34 PDT 2013 --  Boy#
Sun Sep 01 12:26:49 PDT 2013 --  i love people who text back instantly"
Sun Sep 01 12:26:03 PDT 2013 --  Twitter has a bird as its logo, that's why when you join you're an egg. And your home button is a birdhouse. Why am I just getting this?"
Sun Sep 01 12:24:39 PDT 2013 --  I hate when you're so excited for something but then it ends up not happening."
Sun Sep 01 12:22:36 PDT 2013 --  I miss being a little kid with no stress, worries, or care in the world."
Sun Sep 01 12:22:14 PDT 2013 --  I love sleeping, but I never want to go to bed early."
Sun Sep 01 12:21:13 PDT 2013 --  That awkward moment when you want to laugh in a serious situation."
Sun Sep 01 12:19:47 PDT 2013 --  U lied? I cried. U flirt? Im hurt. U forgot? I remembered. U promised? I kept it. U were done? I was trying. You love me? Stop lying."
Sun Sep 01 10:44:55 PDT 2013 --  Pretending not to miss someone can actually trick your mind into missing them even more.
Sat Aug 31 05:30:48 PDT 2013 --  I wish I was kissing you instead of missing you.
Sat Aug 31 03:35:36 PDT 2013 --  I hate when I doze off on the couch.....
Sat Aug 31 03:20:40 PDT 2013 --  Wearing yellow makes you look bigger on camera; green, smaller."
Sat Aug 31 03:18:37 PDT 2013 --  : Too much homework can cause stress, depression and even lower grades!"
Sat Aug 31 03:15:34 PDT 2013 --  Enjoy life today, because yesterday is gone, and tomorrow is never promised."
Sat Aug 31 03:14:35 PDT 2013 --  95% of people have dropped their phones on their face while texting in bed"
Sat Aug 31 03:12:40 PDT 2013 --  Lazy people accomplish more. Their laziness actually enables them to find the easiest & quickest ways to get things done."
Sat Aug 31 03:11:24 PDT 2013 --  "I turn mistakes into lessons and dead ends into exits in the journey of my life." #empowerment"
Sat Aug 31 03:10:34 PDT 2013 --  "You don't have to level up your character to impress others. Remain simple and true to yourself. True people will embrace the real you.""
Sat Aug 31 03:09:55 PDT 2013 --  We all have lots to be grateful for. So smile and be happy with where you've been and grateful for what you have experienced and overcome."
Sat Aug 31 03:09:32 PDT 2013 --  There are three words that release you from past struggles and regrets and guide you forward to a positive new beginning: 'From now on.'"
Sat Aug 31 03:08:40 PDT 2013 --  "Love changes everything. It changes what you feel and what you do. What would you say to me if I told you... I love you?""
Sat Aug 24 11:42:58 PDT 2013 --  " @Braceface_mwahh: Yu asked me how I felt well there it go right there , don't get mad now"
Sat Aug 24 11:40:54 PDT 2013 --  starting next month I'm saving $$"
Mon Aug 19 02:45:16 PDT 2013 --  Muslims Protecting A Catholic Church In Egypt During Mass http://nblo.gs/Oec5T 
Sun Aug 18 13:58:05 PDT 2013 --  When you lie you just have to lie again to cover up the last lie so why lie from the start"
Sun Aug 18 13:34:40 PDT 2013 --  Sometimes it seems like the only time you really want to do anything, is when you know you can't."
Sun Aug 18 13:34:02 PDT 2013 --  If I ruled the world I'd free all my niggas"
Sun Aug 18 13:10:06 PDT 2013 --  Real love can go threw the worst of times and still come out on top."
Mon Aug 05 10:13:49 PDT 2013 --  I want to share a picture from PicMix http://picmix.it/a/MTk5Mzg5ODk4  pic.twitter.com/bqwSvD5cQI
Sun Jul 28 05:49:50 PDT 2013 --  Be careful who you trust, the devil was once an angel."
Sun Jul 28 05:41:18 PDT 2013 --  I really wish I was getting ready for church this morning. Can't wait to go next week."
Thu Jul 11 06:56:36 PDT 2013 --  " @Notebook: Its simple.. Never lie to someone who trusts you, and never trust someone who lies to you."
Thu Jul 11 06:50:36 PDT 2013 --  Don't make decisions when you're angry. Don't make promises when you're happy."
Sun Jul 07 22:41:18 PDT 2013 --  Who are you without your instagram and twitter followers? Ever wonder who's benefittin off of these trends you "up on"?"
Fri Jul 05 08:42:48 PDT 2013 --  Some of y'all would still be unknown if it wasn't for social networks."
Fri Jul 05 08:15:40 PDT 2013 --  " @Fact: Studies show that men and women experience the same amount of emotion but women tend to be more honest about them."
Fri Jul 05 08:00:06 PDT 2013 --  Don't choose the better person, choose the person who makes you better........
Fri Jul 05 08:05:00 PDT 2013 --  "Love is that condition in which the happiness of another person is essential to your own." -Robert A. Heinlein"
Fri Jul 05 07:38:40 PDT 2013 --  If you find something you love doin you won't have a problem getting to it"
Fri Jul 05 07:28:09 PDT 2013 --  These females so soft (rick ross voice) Lmmfao
Fri Jul 05 07:24:48 PDT 2013 --  Marrying your best friend eliminates the risk of divorce by over 70%. These marriages are more likely to last a lifetime.
Fri Jul 05 07:35:24 PDT 2013 --  Friday needs to hurry so the boo n i can go out"
Fri Jul 05 07:22:02 PDT 2013 --  I'm not anti-social. I'm anti-bullshit."
Wed Jul 03 07:41:26 PDT 2013 --  Your age doesn’t define your maturity, your grades don’t define your intellect, and rumors don’t define who you are."
Wed Jul 03 07:40:59 PDT 2013 --  Can't trust girls that like wearing a lot of makeup. At all!!! They some actresses."
Wed Jul 03 07:38:15 PDT 2013 --  A girl's favorite song will tell you more about her feelings than her lips ever will."
Wed Jul 03 07:25:52 PDT 2013 --  I can't stand when ppl say " they're only worrying ab themselves" but then get on a social network talking ab the next..."
Wed Jul 03 07:02:14 PDT 2013 --  Realize that you only have one life to live. It can all be gone in an instant. Cherish each moment and say what you need to say."
Wed Jul 03 06:44:56 PDT 2013 --  If someone doesn't respect, appreciate or value you, then they don't deserve you."
Wed Jul 03 06:43:52 PDT 2013 --  Moving on, it may not be an overnight process but it always starts with acceptance, time will heal you."
Wed Jul 03 05:48:20 PDT 2013 --  " @Notebook: One of the hardest decisions you'll ever face in life is choosing whether to walk away or try harder."
Sun Jun 30 06:34:02 PDT 2013 --  'Pneumonoultramicroscopicsilicovolcanoconiosis', a lung disease caused by silica dust, is the longest word in Oxford English Dictionary!
Sat Jun 29 01:23:06 PDT 2013 --  When a person laughs too much, even on stupid things, that person is sad deep inside. When a person sleeps a lot, that person is lonely."
Sat Jun 29 01:21:01 PDT 2013 --  Coca-Cola only sold 25 bottles the first year but kept going. Never give up."
Sat Jun 29 00:37:16 PDT 2013 --  "The world doesn't owe you anything. You have to work for everything you get." -Taylor Swift"
Fri Jun 28 15:36:43 PDT 2013 --  When you’re right, no one remembers. When you’re wrong, no one forgets." pic.twitter.com/1GezL8NepU
Thu Jun 27 10:21:34 PDT 2013 --  Love is the most expensive gift. Make sure you don't give it to someone that's cheap."
Wed Jun 19 13:24:04 PDT 2013 --  Tip: If you're bad at remembering pin numbers make a fake contact in your phone where the last 4 digits of their 'number' is your pin!"
Wed Jun 19 13:22:07 PDT 2013 --  I can't promise that things will be perfect, But I swear I'll never leave"
Wed Jun 19 13:21:29 PDT 2013 --  Don't ever allow yourself to like a girl more than she likes you."
Sat Jun 15 13:33:19 PDT 2013 --  Common Sense is not so common."
Sat Jun 15 13:30:18 PDT 2013 --  There needs to be something in your life that you enjoy just for the beauty of it."
Sat Jun 15 13:29:03 PDT 2013 --  Good judgment comes from experience. Unfortunately, some of the best experience comes out of bad judgment."
Sat Jun 15 05:24:38 PDT 2013 --  If I fall asleep texting you, it's because I don't want the conversation to end."
Fri Jun 14 04:57:33 PDT 2013 --  Retweet if you're suffering from T.A.D. "Twitter Addiction Disorder.""
Fri Jun 14 04:21:46 PDT 2013 --  Every bad situation will have something positive...Even a stopped Clock is correct twice a day...Think of this & lead ur life....Good LUCK"
Fri Jun 14 03:42:42 PDT 2013 --  A person generally hates you for 3 reasons: 1) They want to be you. 2) They hate themselves. 3) They see you as a threat."
Fri Jun 14 03:23:15 PDT 2013 --  When I die, I want to go peacefully in my sleep like my father. Not screaming like the passengers in his 'plane. #TommyCooper #FathersDay
Fri Jun 14 03:22:01 PDT 2013 --  Interesting Thursday fact about 2013: 4/4/2013 Thursday. 6/6/2013 Thursday. 8/8/2013 Thursday. 10/10/2013 Thursday. 12/12/2013 Thursday.
Fri Jun 14 03:15:25 PDT 2013 --  You most likely joined Twitter out of pure curiosity and now you're addicted."
Fri Jun 14 01:28:33 PDT 2013 --  The prettiest girls have an 'A' in their name."
Thu Jun 13 01:19:31 PDT 2013 --  I have such a bad memory it really scares me sometimes"
Tue Jun 11 12:44:11 PDT 2013 --  To handle yourself, use your head; to handle others, use your heart.
Tue Jun 11 13:05:27 PDT 2013 --  The reason we hold on to memories so tight is because memories are the things that don't change… when people do
Sun Jun 09 14:53:53 PDT 2013 --  If you never thank God after every smile…. Then, why do you blame him for every tear?"
Sun Jun 09 08:17:09 PDT 2013 --  I wish weekends never end.."
Sun Jun 09 07:29:36 PDT 2013 --  A lot of people don't like kissing, I kissing like kissing is the best thing that leads to the others"
Sun Jun 09 07:25:22 PDT 2013 --  I look so tall but I'm only 5'2"
Sun Jun 09 07:21:59 PDT 2013 --  You mad at me I think I know why, cause use a smart phone
Sun Jun 09 07:17:06 PDT 2013 --  When I talk to you, my day gets a whole lot better."
Sun Jun 09 07:15:51 PDT 2013 --  I feel relaxed even through the bullshit"
Fri Jun 07 10:45:10 PDT 2013 --  2 out of 5 people marry their first love.
Fri Jun 07 11:25:42 PDT 2013 --  All I need is school, work, fam, and two of my closest."
Thu Jun 06 16:21:43 PDT 2013 --  When you’re right, no one remembers. When you’re wrong, no one forgets.
Fri Jun 07 03:00:52 PDT 2013 --  A computer that is affected by a virus is termed as "Zombie"."
Thu Jun 06 13:24:07 PDT 2013 --  Cuzin #screenmuncher http://www.screenmuncher.com/munches/?id=51b0f033e4b0c3fa2c2c62b9 …
Thu Jun 06 12:21:28 PDT 2013 --  My wisdom surpasses my age"
Thu Jun 06 10:56:55 PDT 2013 --  I feel pity for those who have to suffer with a close mind."
Thu Jun 06 10:24:09 PDT 2013 --  There's a superstition that if you wash your clothes on Good Friday, the head of the household will die.
Thu Jun 06 10:24:02 PDT 2013 --  Money, Power Respect ..."
Thu Jun 06 10:20:22 PDT 2013 --  I like watching ppl have babies for some reason..... Its interesting to me. Everyone is different in child birth."
Tue Jun 04 02:54:20 PDT 2013 --  72% of people reading this will not find the the mistake in this A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z. RT only if you find it
Thu Jun 06 10:16:16 PDT 2013 --  The right song will put you in your feelings ."
Thu Jun 06 10:13:30 PDT 2013 --  Chillin on the rock outside my crib. Brainstorming bout a check. U don't see the picture. U just see the silhouette." pic.twitter.com/IF0Rl79p5X
Thu Jun 06 10:11:01 PDT 2013 --  Problems always seem to arise when too much importance is placed in both being heard and needing outside validation."
Thu Jun 06 09:55:27 PDT 2013 --  We're in this weird place where it's possible to encounter a work on a variety of different platforms, each with unique pros & cons."
Thu Jun 06 09:47:12 PDT 2013 --  It takes 4 seconds for a silence to become awkward."
Thu Jun 06 09:45:46 PDT 2013 --  Push aside your ego & anything else in the way . We can make it happen if you stay focused .."
Thu Jun 06 09:45:12 PDT 2013 --  Oil money, daa waa I'm spendin.....#
Thu Jun 06 09:39:17 PDT 2013 --  Any females following me think I'm handsome say hi"
Thu Jun 06 09:32:08 PDT 2013 --  Father forgive them....they know not what they do..... They out here hating on me.... And this was all up 2 you! #theydontknow
Thu Jun 06 09:34:12 PDT 2013 --  I ll never let anything get in my way .."
Thu Jun 06 09:33:39 PDT 2013 --  Unfortunately our generation is full of liars, cheaters and pretenders....."
Thu Jun 06 09:33:07 PDT 2013 --  Stand for something or you will fall for anything."
Thu Jun 06 09:22:37 PDT 2013 --  A song becomes your favorite because of the emotional connection it makes to you and what you're experiencing in your life."
Thu Jun 06 09:20:45 PDT 2013 --  I don't wear nothing fake,if I can't afford the real thing,then I don't need it."
Thu Jun 06 09:10:54 PDT 2013 --  Not all women are hoes but from a twitter point of view they all can come off like one."
Thu Jun 06 09:09:14 PDT 2013 --  I love my followers" pic.twitter.com/UUQ9yrxGg9
Thu Jun 06 07:05:56 PDT 2013 --  Every day we have another chance to make a difference."
Thu Jun 06 06:55:50 PDT 2013 --  You're not afraid to fall in love, you're just afraid of falling for the wrong person."
Thu Jun 06 04:05:00 PDT 2013 --  Few days to go
Wed Jun 05 11:44:16 PDT 2013 --  A kiss on the forehead is one of the sweetest things in the world.
Wed Jun 05 10:22:44 PDT 2013 --  You have to speak to be heard, but sometimes you have to be silent to be appreciated."
Wed Jun 05 10:16:53 PDT 2013 --  " @Notebook: True love is the ability so see something in a person that no one else does."
Tue Jun 04 16:45:07 PDT 2013 --  Its crazy what people do for love, and its even more crazy what love does to people."
Tue Jun 04 16:01:27 PDT 2013 --  I hate when people call me and ask for a number then when I get ready to give it to em they be like "hold on let me get a pen....""
Mon Jun 03 10:22:18 PDT 2013 --  : My Heart says "Yes" My Head says "No" I say "I don't know.""
Wed May 29 00:20:50 PDT 2013 --  Don't be mad when someone else starts to appreciate the person you took for granted. What you won't do, someone else will."
Tue May 28 18:41:54 PDT 2013 --  : Have no friends just a few fans..."
Tue May 28 18:38:15 PDT 2013 --  Got my weekend planned already though."
Tue May 28 18:28:59 PDT 2013 --  : Ik I ain't gonna sleep tonight"
Tue May 28 17:53:55 PDT 2013 --  Most of your dreams are reflective of your state of mind at that point in time. Your emotions can shape the dreams you have."
Tue May 28 17:44:58 PDT 2013 --  Hmmm
Tue May 28 13:01:39 PDT 2013 --  A person is defined by what he chooses to do with his life, not by what happens to him."
Tue May 28 12:30:05 PDT 2013 --  Being single is the best thing that ever happened to me"
Tue May 28 12:08:35 PDT 2013 --  Guys, if she's willing to do anything for you, never leave that girl."
Tue May 28 12:07:55 PDT 2013 --  Each day you pray, each day have faith."
Tue May 28 12:05:05 PDT 2013 --  Gone are dos bad days when I used to make use of GPRS on Jar phones to brows but now !'m so fly....... #huh!
Thu Aug 16 15:50:04 PDT 2012 --  RT @majolathekidd: RT @AshkinzzDarling: "They got money for wars but can't feed the poor." - Tupac
Fri Aug 17 12:35:07 PDT 2012 --  Word RT @fcksociety_: Rappers beef for anything. These niggas don't end up solving it doe. Tupac & biggie solved they shit... they both died
Fri Aug 17 15:10:02 PDT 2012 --  I'm just trying to turn you into motherfucking thugs. Come and get some of this thug passion Baby RT @pinkn_lovely: #np Tupac | thug passion
Wed Jun 27 11:21:53 PDT 2012 --  To be honest, "I'm sorry" doesn't mean shit to me. Don't keep saying you're sorry if you're going to keep doing the same shit.
Tue Jun 26 11:45:52 PDT 2012 --  we talkin money here you talk nonsense
Tue Jun 05 19:21:12 PDT 2012 --  Never tell yourself, "I am tired." The more you accept that thought, the more lexhausted you'll become. (cont) http://wl.gs/h4lBb 
Tue Jun 05 19:21:00 PDT 2012 --  Never tell yourself, "I am tired." The more you accept that thought, the more lexhausted you'll become. (cont) http://wl.gs/ZelBb 
Tue Jun 05 19:19:46 PDT 2012 --  i luv mornings.. it mkes me thnk of d value of life, it asks me to live not on ystrday's sorrows nor (cont) http://wl.gs/O1lBb 
Tue Jun 05 19:18:54 PDT 2012 --  i luv mornings.. it mkes me thnk of d value of life, it asks me to live not on ystrday's sorrows nor (cont) http://wl.gs/nalBb 
Tue Jun 05 19:16:49 PDT 2012 --  A morning thought, a morning prayer, a morning wish for a good person who makes a good morning for other (cont) http://wl.gs/STKBb 
Tue May 29 01:06:23 PDT 2012 --  In three words I can sum up everything I've learned about life: It goes on.
Tue May 29 01:05:11 PDT 2012 --  Show me a man who cannot bother to do little things and I'll show you a man who cannot be trusted to do big things.
Tue May 29 01:04:24 PDT 2012 --  Leadership is the wise use of power. Power is the capacity to translate intention into reality and sustain it.
Tue May 29 01:03:52 PDT 2012 --  For me, winning isn't something that happens suddenly on the field when the whistle blows and the (cont) http://wl.gs/ShVS0 
Tue May 29 01:03:25 PDT 2012 --  Every production of genius must be the production of enthusiasm.
Tue May 29 01:02:19 PDT 2012 --  The heart has its reasons of which reason knows nothing.
Tue May 29 01:01:44 PDT 2012 --  For what we call illusions are often, in truth, a wider vision of past and present realities --a willing (cont) http://wl.gs/scVS0 
Tue May 29 01:01:17 PDT 2012 --  It is the man who has done nothing who is sure nothing can be done.
Tue May 29 00:59:30 PDT 2012 --  If I've got correct goals, and if I keep pursuing them the best way I know how, everything else falls (cont) http://wl.gs/hVvS0 
Tue May 29 00:47:25 PDT 2012 --  The greatest gift you can give another is the purity of your attention.
Tue May 29 00:46:22 PDT 2012 --  Leadership ... the ability to see what no one else sees, to listen when others talk and the ability to (cont) http://wl.gs/CIUS0 
Tue May 29 00:43:17 PDT 2012 --  People creep into childhood, bound into youth, sober in adulthood, and soften into old age.
Tue May 29 00:40:03 PDT 2012 --  So long as the law considers all these human beings, with beating hearts and living affections, only as (cont) http://wl.gs/PQuS0 
