Thu Aug 27 23:07:06 PDT 2015 --  @sunaishaa You don't wanna know about my 3rd arm.
Thu Aug 20 23:45:41 PDT 2015 --  We are our own competition. Work on improving yourself and continuously doing better
Fri Aug 21 01:14:02 PDT 2015 --  OK TELL ME I WEAR HELLA MAKEUP IDGAFFFF
Fri Aug 21 01:08:00 PDT 2015 --  Makeup Tips pic.twitter.com/m4Fk0rcW5j
Thu Aug 20 23:36:52 PDT 2015 --  starving
Thu Aug 20 20:39:10 PDT 2015 --  Cute texts from baee pic.twitter.com/QVSzphnm9b
Wed Aug 19 22:02:05 PDT 2015 --  YO ITS RAINING, WHERE ARE MY DALLAS FOLLOWERS ??? ARE YOU AS HAPPY? WHO TRYNNA GO OUTSIDE AND DANCE TO SAAVAN AAYA HAI?
Thu Aug 20 10:04:08 PDT 2015 --  Feels good outside for once
Thu Aug 20 09:43:10 PDT 2015 --  As a college student my favorite words are "free" and "cancelled"
Sun Aug 02 15:27:56 PDT 2015 --  They say good things come to those who wait so imma be at least an hour late
Wed Aug 19 22:09:00 PDT 2015 --  Shah Rukh the twitter savage. #MahLyfMahRulz pic.twitter.com/YWkiNzJPbd
Thu Aug 20 10:00:57 PDT 2015 --  just needed this reminder #nyc pic.twitter.com/qC21rjUx5z
Wed Aug 19 18:07:37 PDT 2015 --  my parents dont realize im a pretty good kid compared to most these days
Wed Aug 19 18:05:45 PDT 2015 --  BEST FRIEND GOALS https://twitter.com/youraboo/status/634149411216494592 …
Wed Aug 19 17:57:56 PDT 2015 --  pic.twitter.com/fEeGHx5V3I
Wed Aug 19 14:25:39 PDT 2015 --  I've been told I look like her and then I see that we have the same birthdays ????? pic.twitter.com/KARi5LaewR
Sat Aug 15 13:50:30 PDT 2015 --  Best cities in Texas: 1. Dallas 2. Dallas 3. Dallas 4. Dallas 5. Dallas 6. Dallas 7. Dallas 8. Dallas 9. Dallas 10. Dallas
Mon Aug 17 11:47:52 PDT 2015 --  @sunaishaa I LOVE YOU OMG
Mon Aug 17 11:47:40 PDT 2015 --  SO HOT LIKE WTF JEALOUS AF https://twitter.com/sanihamody/status/633349328501739520 …
Mon Aug 17 11:46:26 PDT 2015 --  @sunaishaa thank you sooo much, your words matter so much to me
Mon Aug 17 11:41:47 PDT 2015 --  wow. shoutout to you for going thru what you've gone thru with courage and setting up an example for other people! https://twitter.com/imzsworld/status/632766436826480640 …
Sun Aug 16 17:59:19 PDT 2015 --  What a practice
Sun Aug 16 11:19:30 PDT 2015 --  Retweet for Fawad Khan and Fav for Ranbir Kapoor! pic.twitter.com/GC5Secz2bb
Sat Aug 15 23:44:13 PDT 2015 --  Send me the pictures! https://twitter.com/nk120869/status/632804927014735872 …
Mon Jul 20 19:52:53 PDT 2015 --  I watch my own snapchat story more than I watch anybody else's
Fri Jul 24 07:10:42 PDT 2015 --  This summer holiday was nice, I went to Las Vegas, Vienna, Japan, and oh, Mecca too. Yep, I spend 280 second in Mecca on snapchat.
Fri Aug 14 04:16:21 PDT 2015 --  The dancing girl on @snapchat #Pakistan #independenceday story is my fave. We went to high school together, too. LOL
Wed Jul 29 13:10:04 PDT 2015 --  I guess I never explained why I left , it was for this moment to be given the opportunity to show you who i really am! #realmusic #RCA !!
Sat Aug 15 08:30:04 PDT 2015 --  can't tell which ones the dog in your pro pic. https://twitter.com/skipaldo/status/632456377043144704 …
Sat Aug 15 11:40:37 PDT 2015 --  This is so accurate. https://twitter.com/bjeffthegod/status/632353399015645185 …
Tue Aug 11 09:23:55 PDT 2015 --  when school starts.. pic.twitter.com/uj17Lxyjqu
Sat Aug 15 03:36:02 PDT 2015 --  this is the best thing I have ever read in my life pic.twitter.com/o0gIr4jyMp
Sat Aug 15 01:37:21 PDT 2015 --  🏼 https://twitter.com/aishcream21/status/632468720867082240 …
Sat Aug 15 01:35:48 PDT 2015 --  I'm a musician https://twitter.com/_mvhx/status/632466826983817216 …
Mon Aug 10 06:08:16 PDT 2015 --  Cheese Pizza pic.twitter.com/yt3F1WcMAT
Wed Aug 12 15:34:12 PDT 2015 --  Kit-Kat Brownies. pic.twitter.com/sFYq5KlX9i
Sat Aug 15 00:50:10 PDT 2015 --  obsessed with this look pic.twitter.com/3UM91lZTF8
Fri Aug 14 11:27:00 PDT 2015 --  Happy Independence Day to all Pakistani followers! pic.twitter.com/ZCdogkOAHs
Fri Aug 14 12:00:49 PDT 2015 --  Sad part is I'm not there to see all the celebrations going on especially the roads of Pakistan proud to be Pakistani
Fri Aug 14 11:58:42 PDT 2015 --  Happy Independence Day to my beautiful country Pakistan. It's been through a lot and it still keeps going through so much. #Pakistan
Fri Aug 14 11:31:05 PDT 2015 --  Hijab is not just a headscarf. It's a code of conduct & behavior. What's the point of our Hijab if we don't behave modestly and humbly
Thu Aug 13 21:51:06 PDT 2015 --  Sent my brother out to get food cause I haven't ate all day and Been cramping
Thu Aug 13 12:54:33 PDT 2015 --  I wish I was in Pakistan. The atmosphere would be so nice.
Thu Aug 13 09:53:55 PDT 2015 --  If a bollywood movie isn't close to 3 hours long, then you probably watched a hollywood movie that used nothing but brown actors
Wed Aug 12 13:53:24 PDT 2015 --  Counting days until New York
Mon Aug 10 15:48:21 PDT 2015 --  Bruh pic.twitter.com/lRG4BvfSsh
Tue Aug 11 17:27:26 PDT 2015 --  Schedule pickup tomorrow
Tue Jul 28 15:50:13 PDT 2015 --  HOW LIGHTSKIN BITCHES WITH CURLY HAIR DRESS pic.twitter.com/BwDlX4Cqn5
Sat Apr 11 10:30:51 PDT 2015 --  Congrats to the 2015-2016 bell guards. Gonna tear stuff up. Not pictured seniors: Anthony, Ashley, Mark, O. pic.twitter.com/41nX2WDhvL
Sun Jul 26 11:40:40 PDT 2015 --  All you do is tweet bs https://twitter.com/youraboo/status/625375092168507392 …
Sat Jul 25 21:27:01 PDT 2015 --  LOVE YA SO MUCH https://twitter.com/maheens16/status/625158487840985092 …
Fri Jul 24 19:31:42 PDT 2015 --  happy birthday hope your day went welllllll @PS_Asjad
Fri Jul 24 19:28:36 PDT 2015 --  I NEED A GUY LIKE THIS http://twitter.com/Sexualgif/status/500140766212403200/photo/1pic.twitter.com/OIfnbwD3dl 
Sun Jul 19 16:30:13 PDT 2015 --  • No candy • No cakes • No chips • No white bread • No fast food • No chocolate • No ice cream. Favorite this & do it for 21 days = Results
Fri Jun 19 15:07:17 PDT 2015 --  Every female on the planet needs this http://twitter.com/SexualGif/status/595799129495838721/photo/1pic.twitter.com/Iw5VW7jVgf 
Wed Jun 17 18:44:40 PDT 2015 --  why periods? why can't mother nature just text me and be like "waddup girl" u ain't pregnant have a great week talk to u next month"
Wed Jun 17 09:47:03 PDT 2015 --  my mom: you do realize that one day you will have to pay for all your own things me: yes but today is not that day
Sun Jun 14 09:04:43 PDT 2015 --  "You look different without makeup" Well i didn't spend all my money on bronzer, eyeliner, foundation etc. to look the fucking same
Thu Jul 02 07:22:49 PDT 2015 --  "To hate Islam is to hate humanity" We need more people to think like him pic.twitter.com/hj72RhIOAb
Wed Jul 22 21:23:01 PDT 2015 --  love you so much @AneezaShafiq pic.twitter.com/sI2xFljoTu
Wed Jul 22 03:30:35 PDT 2015 --  me: *puts earphones in* me: me: me: me: me: me: me: me: me: me: oh right me: *plays music*
Wed Jul 22 20:18:23 PDT 2015 --  https://twitter.com/aneezashafiq/status/624044523547549696 …
Wed Jul 22 06:34:55 PDT 2015 --  No, Drake wrote the bible as well https://twitter.com/UnderdogPyramid/status/623848552800854017 …
Wed Jul 22 11:25:14 PDT 2015 --  When aroma api texts you out of nowhere 🏻 THIS MADE MY DAY ily @YungHijabii pic.twitter.com/ll7jXMU1zx
Tue Jul 21 23:45:09 PDT 2015 --  Meek is just jealous that he isn't as great as drake. #Drake
Tue Jul 21 23:50:01 PDT 2015 --  watch Drake make a new album to show Meek he's nothing
Tue Jul 21 23:37:30 PDT 2015 --  Meek did not just do this. Waiting for drake to fire him back pic.twitter.com/yfyJIQoPeV
Tue Jul 21 22:00:32 PDT 2015 --  Person: "what is your son doing?" Dad: "Penchod phone di tui vich wareya rehnda"
Tue Jul 21 23:20:29 PDT 2015 --  WANT THE NOTES ASAP https://twitter.com/wshiphopvine/status/623738334997643264 …
Tue Jul 21 23:20:11 PDT 2015 --  SAFA made me delete that tweet ok.
Tue Jul 21 12:32:57 PDT 2015 --  When a non Muslim says "dirty Muslims" i think to myself "Hold on, I wash my feet more times than you wash your face but I'm the dirty one?"
Tue Jul 21 13:18:47 PDT 2015 --  Lmfao what even https://twitter.com/youraboo/status/623499353462697984 …
Mon Jul 20 18:30:24 PDT 2015 --  #GrowingUpWithGlasses this is what lights look like without your glasses/contacts on. pic.twitter.com/R1OADx0K0a
Mon Jul 20 23:38:45 PDT 2015 --  If you ruin a girls eyebrows than that's it..khuda office af to you
Tue Jul 21 00:50:01 PDT 2015 --  We judge too soon.. We judge too quickly. pic.twitter.com/7kWUjKd8yi
Sat Jul 18 20:36:05 PDT 2015 --  How we talk pic.twitter.com/lpNE1KIZGW
Sat Jul 18 13:49:59 PDT 2015 --  There's nothing more ugly and horrifying than making something that's HARAM a HALAL. Always remember Allah's words pic.twitter.com/1MNJpOsWID
Sat Jul 18 19:25:17 PDT 2015 --  @sunaishaa Ayee!! AMEEN TO THAT
Sat Jul 18 17:59:38 PDT 2015 --  I'm the one with all attitudes https://twitter.com/paramoreonmars/status/622541987128942592 …
Sat Jul 18 17:52:19 PDT 2015 --  Their so pretty https://twitter.com/ammarmultani/status/622569504816541696 …
Sat Jul 18 17:51:14 PDT 2015 --  BAEE ASFFFFFF https://twitter.com/kinnzzaa/status/622289578792235008 …
Sat Jul 18 17:40:28 PDT 2015 --  @sunaishaa @Saltysafa I ONLY CALL YOU WHEN ITS HALF PAST FIVE
Sat Jul 18 17:39:22 PDT 2015 --  I'm just "AISHA" https://twitter.com/maheens16/status/622566190959849473 …
Sat Jul 18 03:34:18 PDT 2015 --  It feels so weird now, not staying up until sehri, praying fajr and then sleeping. kinda miss Ramadan now
Fri Jul 17 17:12:37 PDT 2015 --  #EidMubarak pic.twitter.com/sfEdXWtD5B
Fri Jul 17 16:45:58 PDT 2015 --  Had the annual 3 hours Eid nap!
Fri Jul 17 10:59:58 PDT 2015 --  #Eid #MuslimAppreciation #EidMubarak pic.twitter.com/PvfahTPrXv
Fri Jul 17 10:18:56 PDT 2015 --  Eid Mubarak #MuslimAppreciation #Eid2015 pic.twitter.com/TGKIyqkTmO
Wed Mar 18 11:30:52 PDT 2015 --  When a person laughs too much, even on stupid things, that person is sad deep inside. When a person sleeps a lot, that person is lonely.
Fri Jul 17 07:20:36 PDT 2015 --  First of many! #EidMubarak #MuslimAppreciation pic.twitter.com/Hs5mkKk5dA
Fri Jul 17 04:10:12 PDT 2015 --  BE RESPECTFUL ITS EID https://twitter.com/_irtza/status/621997095759818752 …
Fri Jul 17 04:02:40 PDT 2015 --  Eid Mubarak I hope everyone. EVERYONE has a good day
Fri Jul 17 04:08:29 PDT 2015 --  Damn this filter we look hot aff https://twitter.com/saltysafa/status/621999085201981440 …
Tue Jul 14 14:45:23 PDT 2015 --  i text back embarrassingly fast or three hours later there is no in between
Thu Jul 16 02:54:02 PDT 2015 --  INSHALLAH INSHALLAH INSHALLAH 🏼🏼 pic.twitter.com/6yS652g18S
Thu Jul 16 02:43:28 PDT 2015 --  And that's a wrap of Ramadan 2015. Last sehri of the month. Still can't believe how fast this month went by tho.
Thu Jul 16 02:39:19 PDT 2015 --  https://twitter.com/mnkx__/status/621471651801235456 …
Wed Jul 15 08:55:32 PDT 2015 --  #GrowingUpDesi getting made fun of for your thick eyebrows, traditional clothes, and religion... then watching it become a trend
Wed Jul 15 06:08:24 PDT 2015 --  Snapchat should do an EID video of all the Muslim countries around the world to show what BBC/CNN/FOX news never shows
Thu Jul 16 00:47:19 PDT 2015 --  @sunaishaa
Wed Jul 15 23:37:47 PDT 2015 --  It's gonna be weird for the next few days not having to pray taraweeh and going to the masjid and seeing your sehri gang
Wed Jul 15 23:10:22 PDT 2015 --  Tomorrow's gonna be a hectic day; eyebrows, nails, mehndi, getting everything ready for Eid and of course Chaand Raat mela #Eid
Wed Jul 15 15:34:32 PDT 2015 --  Aw ILYSM https://twitter.com/saltysafa/status/621256316820918272 …
Sun Jul 12 18:22:26 PDT 2015 --  Ramadan is not only about fasting. It's about patience, respecting yourself and others, and a time to reflect.
Wed Jul 15 14:43:04 PDT 2015 --  srsly gonna cry if I don't look A-1 on Eid
Tue Jul 14 00:24:36 PDT 2015 --  when somebody changes their ways and starts to act more religious than they were before and ppl take it as being "fake" wyd....???
Wed Jul 15 14:12:02 PDT 2015 --  couldn't have said it better myself 🏼 pic.twitter.com/Yeq7wpMQM5
Sat Jul 11 19:35:53 PDT 2015 --  People talks about their bae, and how much they look forward to "When bae messages me", Allah calls you 5x a day, do you answer His call?
Wed Jul 15 05:35:46 PDT 2015 --  Bruh seriously tho https://twitter.com/jusreign/status/563863804447305728 …
Wed Jul 15 02:31:56 PDT 2015 --  Lmfaooo https://twitter.com/wshhnow/status/621202577254936576 …
Tue Jul 14 19:50:26 PDT 2015 --  #GrowingUpPakistani when you go out once, then get called awaara everyday
Wed Jul 15 01:10:56 PDT 2015 --  @sunaishaa @imASheikh @golagundaa they stealing my tweets..
Wed Jul 15 01:11:32 PDT 2015 --  @sunaishaa @golagundaa
Wed Jul 15 01:10:17 PDT 2015 --  @imASheikh @sunaishaa you're like my sister.
Wed Jul 15 01:09:47 PDT 2015 --  @sunaishaa @golagundaa This means something
Wed Jul 15 01:09:12 PDT 2015 --  @golagundaa @sunaishaa Jhoot af
Wed Jul 15 01:08:27 PDT 2015 --  @sunaishaa @imASheikh she steals all my tweets. Smh
Wed Jul 15 01:07:55 PDT 2015 --  When they literally tweet the same thing lol @imASheikh @golagundaa pic.twitter.com/hJ6zEaqq3a
Tue Jul 14 19:13:47 PDT 2015 --  #GrowingUpPakistani These were your favorite candies pic.twitter.com/YQGxg6uVTL
Tue Jul 07 16:17:01 PDT 2015 --  my hair is at such an awkward length right now... it's not long... and it's not short... I want to cut it again but I want it longer
Mon Jul 13 19:18:36 PDT 2015 --  this is so fucking scary RT TO SAVE A LIFE pic.twitter.com/hJG0TmBhAm
Mon Jul 13 21:30:45 PDT 2015 --  These tweets made me smile :) :) pic.twitter.com/GRgSVzxozA
Tue Jul 14 00:12:09 PDT 2015 --  This is what some non muslims had to say about the Mecca live snapchat story. pic.twitter.com/nezK6lutAT
Tue Jul 14 01:54:03 PDT 2015 --  "New York never sleeps" Neither does Mecca buddy. pic.twitter.com/Q0mZgClr9H
Tue Jul 14 02:48:56 PDT 2015 --  Mainstream media's propaganda causes hate againt Islam.Meanwhile Snapchat put up a 2 min video of Mecca & everyone is wanting to convert lol
Sun Jul 05 14:05:07 PDT 2015 --  You're real af if you know what these are pic.twitter.com/zT5dUUblQc
Mon Jul 13 15:04:10 PDT 2015 --  People stealing chappals from the masjid and you still aren't able to steal my heart
Mon Jul 13 14:34:27 PDT 2015 --  if you haven't prayed any prayers at all in Ramadan or haven't been fasting, than you sure as hell don't deserve to go and celebrate Eid.
Mon Jul 13 14:03:09 PDT 2015 --  The night of Laylatul Qadar is better than a thousand months, so imagine how closely Allah is listening to your prayers. #LaylatulQadr
Mon Jul 13 14:20:34 PDT 2015 --  Stay keen on your deen. Keep it routine. Believe in the unseen. Stay away from the obscene and unclean. Your heart will be serene
Mon Jul 13 06:25:08 PDT 2015 --  After tweeted that zayn & nb finally unfollowed each other Fandom be like: RIP ZAUGHTY #ZAYNHASNOCHILL pic.twitter.com/dpRAL9poKR
Thu Jul 09 17:34:42 PDT 2015 --  Text a girl something stupid and it takes 42 seconds for three of her friends to get the screenshot
Tue Jul 07 21:06:52 PDT 2015 --  Kim's pregnant, Bruce is Caitlyn, Tyga cheated on Ky, Scott & Kourt broke up. I don't know how much longer I can keep up w/ the kardashians
Mon Jul 13 02:57:50 PDT 2015 --  Laughing at these pathetic "relationships"
Mon Jul 13 02:22:24 PDT 2015 --  omg this is hilarious pic.twitter.com/BBLjoGW3J6
Mon Jul 13 00:51:59 PDT 2015 --  Snapchat is real af for posting a Ramadan geo tag twice, posting about holi, Mumbai and westbank in the story. Tel aviv was chutiyapan tho
Sun Jul 12 18:26:11 PDT 2015 --  #PrayForJunaid get this trending
Sun Jul 12 18:34:20 PDT 2015 --  Ramadan went by wayy too fast :(
Sun Jul 12 18:36:42 PDT 2015 --  inshAllah , Allah accepts all of our fasts and prayers made this Ramadan
Sun Jul 12 18:33:36 PDT 2015 --  EID is gonna be TURNT aff can't wait to see all Muslims around the world take over every social media site. #muslimappreciation
Sat Jul 11 15:45:34 PDT 2015 --  cannot wait to see Muslim twitter and Insta take over on Eid
Sun Jul 12 14:12:34 PDT 2015 --  The way we come from all different backgrounds, speak different languages, but come to worship Allah (SWT) in one location is truly amazing
Sun Jul 12 18:17:27 PDT 2015 --  same eyebrows, manicure, mehndi https://twitter.com/sassysamosa/status/620400282896216064 …
Sat Jul 11 05:14:06 PDT 2015 --  knowing me, I'd probably jump in and break a few bones pic.twitter.com/JRwgHbXJyf
Sun Jul 12 13:05:38 PDT 2015 --  Dallas > Houston
Sun Jul 12 12:38:36 PDT 2015 --  mendhi is such a beautiful art it upsets me seeing people replacing the traditional designs with fucking dreamcatchers
Thu Jul 09 11:27:38 PDT 2015 --  Pool stools if I ever have a pool via pic.twitter.com/mrWLHwmeVs
Sun Jul 12 02:43:03 PDT 2015 --  Ramadan Is like a rare flower, That blossoms once a year, and just as you begin to smell its fragrance, It disappears for another year.
Sat Jul 11 20:25:43 PDT 2015 --  This Ramadan Id like to ask Allah for forgiveness for sending out any candycrush requests to my loved ones. Knowingly or unknowingly. Ameen.
Sun Jul 12 02:22:44 PDT 2015 --  I'm going to miss Qiyyam nights and staying at the mosque until 4 am alhumdulillah the feeling is like no other
Sun Jul 12 02:42:54 PDT 2015 --  Bruh yaaassss https://twitter.com/nk120869/status/620166182377644032 …
Fri Jul 10 22:36:18 PDT 2015 --  do ur squats, wing ur eyeliner, and don't take shit from a bitch
Sat Jul 11 20:06:09 PDT 2015 --  All the things I put a hold on, all for you to hit me with a "hold on"
Thu Jul 09 14:27:22 PDT 2015 --  bruh this gets funnier every time you watch it pic.twitter.com/kzSE7pkUxr
Sat Jun 20 18:06:39 PDT 2015 --  I wanna visit Dubai! pic.twitter.com/8zp3pTdSqh
Wed Jul 08 23:57:01 PDT 2015 --  In Ramadan I stay home so much and look like a potato, I just want it to be eid so I can look gewwwd
Wed Jul 08 22:58:00 PDT 2015 --  why do we take our parents for granted? let's try and appreciate what they do for us because they're not here for long.
Wed Jul 08 19:17:56 PDT 2015 --  @sunaishaa oh so it's only allowed for you to listen songs and watch movies huh
Mon Jul 06 17:02:28 PDT 2015 --  LIFE WOULD BE GREAT IF WE COULD BLOCK/DELETE PEOPLE IN REAL LIFE.
Wed Jul 08 16:15:43 PDT 2015 --  It all comes down to the last person you think of at night. That's where your heart is.
Wed Jul 08 14:20:02 PDT 2015 --  Aw thanks Love you sm https://twitter.com/aarzoo321/status/618888247314231296 …
Tue Jul 07 21:54:43 PDT 2015 --  If I like you I'll reply to your "lol" with a three page long essay but I'll reply to your long ass essay with an "lol" if I don't like you
Tue Jul 07 14:44:06 PDT 2015 --  This interior is literally heaven pic.twitter.com/AYGsmdy7hb
Sun Jul 05 14:59:43 PDT 2015 --  WE NEED THESE EVERYWHERE pic.twitter.com/YjhwQ7tpbG
Fri Jul 03 11:08:28 PDT 2015 --  The older brother from Jurassic World is cute as fuck http://twitter.com/SoDamnTrue/status/616770192425766912/photo/1pic.twitter.com/a88LD9xdmB 
Wed Jul 08 04:39:06 PDT 2015 --  May Allah allow us all to witness Laylatul Qadr this Ramadan.
Sun Jun 28 12:21:50 PDT 2015 --  Life goal: travel the world with my soul mate pic.twitter.com/vPydghUeOe
Fri Jun 26 18:26:31 PDT 2015 --  Need. These. Now. pic.twitter.com/VSIsAJtF6A
Fri Jun 26 16:04:02 PDT 2015 --  i want to go on a trip with my friends pic.twitter.com/CRNsM5KVDG
Wed Jul 08 04:10:15 PDT 2015 --  Omg https://twitter.com/machoor/status/618728223547875328 …
Tue Jun 30 21:31:06 PDT 2015 --  A date like this please pic.twitter.com/7xsLhWBl0y
Tue Jun 30 14:24:52 PDT 2015 --  House goals pic.twitter.com/dhikNH8op0
Tue Jun 30 14:18:06 PDT 2015 --  https://twitter.com/saltysafa/status/615992438419664896 …
Mon Jun 29 17:30:53 PDT 2015 --  Avi pic.twitter.com/J6vLU7bObQ
Mon Jun 29 15:42:04 PDT 2015 --  When you don't text first and they never do either and you never hear from them again
Mon Jun 29 13:37:01 PDT 2015 --  Everywhere I'm looking around, I'm surrounded by your embrace
Mon Jun 22 05:37:06 PDT 2015 --  I want to go to Bali so bad pic.twitter.com/2fSRJGpX5f
Mon Jun 29 04:01:48 PDT 2015 --  i always wants the best for everythings. i hope it will be okay
Sun Jun 28 14:08:18 PDT 2015 --  Take me to museums and buy me lattes and sing the Troy parts so I can sing Gabriella
Sun Jun 28 23:32:43 PDT 2015 --  When waleed asks you for a date and you reply with "what if I don't" pic.twitter.com/vBdvjcH6s8
Sun Jun 28 21:30:51 PDT 2015 --  Your bestfriend goals pic.twitter.com/iWHa6ISqoK
Sun Jun 28 17:39:39 PDT 2015 --  https://twitter.com/yunghijabii/status/615302038058983424 …
Sun Jun 28 15:53:34 PDT 2015 --  Your goals pic.twitter.com/KJjUaXHacY
Sun Jun 28 00:54:43 PDT 2015 --  Lmfaoooooo https://twitter.com/xomahiat/status/615065516638470144 …
Thu Jun 25 21:35:47 PDT 2015 --  All these taraweeh and she still won't let me be witr forever
Thu Jun 25 03:32:06 PDT 2015 --  Now watch me Whip /||\_ _/¯ ¯\_ watch me Nae Nae ....\ ......|| \_ _/¯ ¯\_ Now watch me Whip, Whip /||\_ _/¯ ¯\_
Sat Jun 27 03:11:23 PDT 2015 --  When your notifications are all from your #sehrigang2015
Sat Jun 27 01:35:45 PDT 2015 --  @Saltysafa @sunaishaa @ayeshaxxali @xomahiat @nk120869 y'all are blowing up my Twitter feed. Chill
Sat Jun 27 01:23:25 PDT 2015 --  #sehrigang2015 @Saltysafa @ayeshaxxali @xomahiat @maheens16 @nk120869
Sat Jun 27 01:21:15 PDT 2015 --  @Saltysafa @sunaishaa @xomahiat i aint hiding
Sat Jun 27 00:54:44 PDT 2015 --  I bit into a keema samosa once and it was an aloo samosa #ReasonsWhyIHaveTrustIssues
Sat Jun 27 00:44:12 PDT 2015 --  @sunaishaa @Saltysafa @ayeshaxxali was it hot enough for you
Sat Jun 27 00:43:57 PDT 2015 --  @sunaishaa @Saltysafa @ayeshaxxali
Sat Jun 27 00:42:01 PDT 2015 --  Whoops https://twitter.com/xomahiat/status/614700077815193600 …
Sat Jun 27 00:20:25 PDT 2015 --  @sunaishaa it was emotional okay
Sat Jun 27 00:18:08 PDT 2015 --  When Mahiat watches Aashiqui 2 for the first time... @xomahiat pic.twitter.com/fvg65qWiCv
Sat Jun 27 00:12:03 PDT 2015 --  @sunaishaa @Saltysafa @ayeshaxxali OMFG KUTTI NO
Fri Jun 26 23:52:30 PDT 2015 --  Thanks https://twitter.com/yaboydanish/status/614687587723141120 …
Fri Jun 26 23:11:35 PDT 2015 --  Phone isn't silent for even a second because these hoes keep blowing it @Saltysafa @maheens16 @nk120869 @xomahiat @ayeshaxxali
Fri Jun 26 23:06:47 PDT 2015 --  When MAHIAT is everywhere pic.twitter.com/h6uYEFmTQo
Fri Jun 26 23:05:02 PDT 2015 --  @ayeshaxxali @sunaishaa @Saltysafa @maheens16 @nk120869 one shall not rename the squad
Fri Jun 26 23:04:40 PDT 2015 --  @xomahiat @sunaishaa @Saltysafa @maheens16 @nk120869 yes we can we will just rename ourself to allnightersquad
Thu Jun 25 03:04:37 PDT 2015 --  Why do I love this so much https://twitter.com/blackpplvines/status/605953445724454912 …
