Sat Aug 29 08:36:02 PDT 2015 --  Buenos días orgullo de su nación.
Fri Aug 28 03:56:12 PDT 2015 --  Sexy!! @GTMless5 @TheDirtyRichard @hottychix @DrRichardRotten @Only_Brunettes @OnlyPerfect10 @S2nningBabes pic.twitter.com/ZemF0eiJkc
Fri Aug 28 02:01:32 PDT 2015 --  #FF @UnleashedXXX @Onlybadchicks @caliente_zona @hottychix @Hot_Girls_247 @superGFU @PornoBrazil @PornPica @18_HOT_18 pic.twitter.com/uOSSHzBj6G
Sat Aug 29 03:11:04 PDT 2015 --  Hate me, love me or envy me, but we both know you can't ignore me.
Sat Aug 22 14:37:49 PDT 2015 --  If you're in a relationship and all you do is cry everyday. You need to stop and ask yourself.. Are you dating a human or an onion?
Sat Aug 29 03:03:19 PDT 2015 --  Glossy eyes
Sat Aug 29 02:57:39 PDT 2015 --  The Moon is going to do something very weird — and people think it's a sign of the apocalypse http://ind.pn/1hkTNeL  pic.twitter.com/HTTXzdNDnd
Mon May 11 20:53:07 PDT 2015 --  Living life no worries over here pic.twitter.com/0qah13rfwQ
Sat Aug 29 00:17:12 PDT 2015 --  If I haven't offended you yet, scroll through my timeline. It's on here
Sun Aug 23 11:45:44 PDT 2015 --  I did it. I survived that which was supposed to kill me.. So i straightened my crown.. And walked away like a boss
Fri Aug 28 16:15:56 PDT 2015 --  Eyes bleach red. -A
Fri Aug 28 14:38:06 PDT 2015 --  Sour bite. pic.twitter.com/SfCgA9gOXw
Fri Aug 28 10:21:34 PDT 2015 --  So fine so fresh motherf*** pic.twitter.com/Qk0lPbsryO
Fri Aug 28 09:29:26 PDT 2015 --  Or maybe we should skywrite over their headquarters to tell them what we want! Vote #tmobileskywriting pic.twitter.com/VRvx6MgsYt
Fri Aug 28 09:24:44 PDT 2015 --  CcxR Trevita. Look it up. @FloydMayweather
Fri Aug 28 09:23:43 PDT 2015 --  Gambling with my life by living it.
Fri Aug 28 09:12:56 PDT 2015 --  Erica Del Sorto and Nathalie Rodriguez be givin' bad news
Fri Aug 28 09:12:23 PDT 2015 --  #Y5Countdown
Fri Aug 28 09:09:42 PDT 2015 --  How deep is your love?
Fri Aug 28 09:09:24 PDT 2015 --  No inhibition, no fear. @Y100MIAMI as a black hole.
Fri Aug 28 09:07:26 PDT 2015 --  "If I take you home tonight it'd be a home run"
Fri Aug 28 09:06:42 PDT 2015 --  Out of the park!
Fri Aug 28 09:05:39 PDT 2015 --  Selfish. SELF. sell fish. Doesn't teach how to fish. Just sells the fish he knows how to catch. -A
Fri Aug 28 09:04:08 PDT 2015 --  Selfish ways.
Fri Aug 28 09:03:19 PDT 2015 --  Our song in the radio but it don't sounds the same.
Fri Aug 28 08:48:57 PDT 2015 --  No glass between paradise and my hand lol pic.twitter.com/EztSjsBcel
Fri Aug 28 08:37:03 PDT 2015 --  https://youtu.be/bLHs0nUDGck  @wizkhalifa - The Thrill
Tue Dec 24 05:31:16 PST 2013 --  you live, you love, you cry, you lose, you bleed, you scream, YOU LEARN
Fri Aug 28 08:34:11 PDT 2015 --  'Cause I promote unidentified thoughts that went through my head. -A
Fri Aug 28 08:33:09 PDT 2015 --  Just kiddin' I'm actually half alien.
Fri Aug 28 08:32:12 PDT 2015 --  Dogs promote love. I promote love, and lust. Therefore I'm half dog, half human. -A
Fri Aug 28 08:30:06 PDT 2015 --  Miami lifestyle is all about fun coupons! $$$
Fri Aug 28 08:24:47 PDT 2015 --  Confess your sins to me while you masturbate.
Fri Aug 28 07:58:04 PDT 2015 --  USA
Fri Aug 28 07:54:40 PDT 2015 --  -A
Fri Aug 28 07:54:18 PDT 2015 --  Futuro a la carta.
Fri Aug 28 07:53:29 PDT 2015 --  Haber probado el presente y querer repetir el pasado solo por amor. -A
Fri Aug 28 07:51:17 PDT 2015 --  The Best and The Brightest http://bit.ly/1F2TURQ  pic.twitter.com/HUzMQn0B8r
Wed Aug 26 16:45:13 PDT 2015 --  De los 10 hoteles más grandes de los E.U., los 10 están en Las Vegas, Nevada.
Fri Aug 28 07:51:02 PDT 2015 --  Sin peros en la lengua. -A
Fri Aug 28 07:31:37 PDT 2015 --  Does Twitter has an account on Twitter? #MF
Fri Aug 28 07:31:07 PDT 2015 --  Twitter.
Fri Aug 28 07:20:40 PDT 2015 --  @HesMYLifeguardA That's a common misconception, they invested a while back but are no longer involved since 06'. -Rusty
Fri Aug 28 07:27:53 PDT 2015 --  Happiness brings money. Not vice versa. -A
Fri Aug 28 07:27:26 PDT 2015 --  Love first. Truth second. And humbleness third. -A
Fri Aug 28 06:51:47 PDT 2015 --  #livingloud
Fri Nov 15 12:06:29 PST 2013 --  "La moda se desvanece, el estilo es eterno." - Yves Saint Laurent
Fri Aug 28 06:39:44 PDT 2015 --  https://youtu.be/O715mN1pcWI  @CHERUBlamusica - Doses & Mimosas #morningglory
Fri Aug 28 06:37:10 PDT 2015 --  Makin' the summer sweet.
Fri Aug 28 06:36:20 PDT 2015 --  Money ain't shit. Best breakfast ever for like 2$
Fri Aug 28 06:34:51 PDT 2015 --  I cook my own food. I like first-class stuff only.
Fri Aug 28 06:32:26 PDT 2015 --  Good morning breakfast. pic.twitter.com/3k3evrZBvt
Fri Aug 28 06:20:29 PDT 2015 --  Where will you be when you hit the weed?
Sun Aug 09 09:57:50 PDT 2015 --  1950s Style pic.twitter.com/dNtV6adbnv
Fri Aug 28 05:59:40 PDT 2015 --  Teachin' him how to dress. Tequesta Trace MiddleSchool. pic.twitter.com/YBYAuFQxMT
Fri Aug 28 05:51:27 PDT 2015 --  Money ain't shit.
Fri Aug 28 05:51:11 PDT 2015 --  Most luxury fashion shopping center IN AMERICA.
Fri Aug 28 05:50:16 PDT 2015 --  Shopping at Bal Harbour Shops.
Fri Aug 28 05:49:27 PDT 2015 --  Wavy hair. Beach style. Miami's saltwater.
Fri Aug 28 05:48:49 PDT 2015 --  Skin tanned by Miami's sun.
Fri Aug 28 05:48:15 PDT 2015 --  Heels as high as her self-esteem. -A
Fri Aug 28 05:46:48 PDT 2015 --  I own the shit that has my -A.
Fri Aug 28 05:46:29 PDT 2015 --  Copyright. I claim it.
Fri Aug 28 05:46:11 PDT 2015 --  To start living my American dream. -A
Fri Aug 28 05:45:18 PDT 2015 --  just woke up from an American nightmare. -A
Fri Aug 28 05:44:55 PDT 2015 --  Want an island for yourself? Money. Freedom coupons. -A
Wed Aug 26 05:29:26 PDT 2015 --  Isla en el Pacífico. pic.twitter.com/bRyDKuL05u
Fri Aug 28 05:43:27 PDT 2015 --  We were born to die.
Fri Aug 28 05:41:11 PDT 2015 --  https://youtu.be/ORnYNaTZGUU  @LanaDelRey - Born To Die Goosebumps.
Fri Aug 28 05:39:39 PDT 2015 --  Summertime sadness.
Fri Aug 28 05:38:46 PDT 2015 --  Max vol. Don't care if my car stereo fucking breaks. 6 @KICKERaudio Speakers.
Fri Aug 28 05:37:13 PDT 2015 --  Singing so loud that I spit blood. Music so loud that I hear things afterwards.
Fri Aug 28 05:35:56 PDT 2015 --  Weed. Beach. Sunglasses. MIAMI.
Fri Aug 28 05:35:11 PDT 2015 --  Nikki beach please!
Fri Aug 28 05:34:52 PDT 2015 --  Fuck yessss I'm going to the beachhhhhhh
Fri Aug 28 05:33:45 PDT 2015 --  I'm the black wolf of my family. I ain't no sheep. Bitches.
Fri Aug 28 05:32:53 PDT 2015 --  Hey! You can't go to the mall with those pijama pants. Dress yourself up! SAY WHAAAAAAT? HAHAHA *the finger*
Fri Aug 28 05:31:26 PDT 2015 --  I've wore those pants on more than 4 near-life experiences.
Fri Aug 28 05:29:49 PDT 2015 --  Benjamin's with the face of a crazy ass monkey
Fri Aug 28 05:28:31 PDT 2015 --  Look at this. pic.twitter.com/YyGWctr6kd
Fri Aug 28 05:25:02 PDT 2015 --  Wait ... our ground beef contains what?! http://cnb.cx/1KS591i  pic.twitter.com/alVAnwv0iH
Fri Aug 28 05:24:25 PDT 2015 --  Quieres dólares? Trabaja. Pártete el culo.
Fri Aug 28 05:24:08 PDT 2015 --  Un Aventador blanco con tu nombre y asientos de cuero blanco y negro de hojas de weed? Dólares.
Fri Aug 28 05:23:21 PDT 2015 --  Qué quieres? Fumarte un porro en un helicóptero bordeando la costa de South Beach? Dólares. JetSky en Key West? Dólares.
Fri Aug 28 05:21:26 PDT 2015 --  Cuál es la diferencia? Pagas el pasaje en $. Lenguaje universal rey, dólares.
Fri Aug 28 05:20:18 PDT 2015 --  Mientras tanto. American Airlines te permite viajar con tu perro y tienen planes para que vayan cómodos tú y el/ella. USA
Fri Aug 28 05:19:00 PDT 2015 --  Money ain't shit
Fri Aug 28 05:18:46 PDT 2015 --  Lo digo para que vean que si quiero algo muevo el mundo, soborno a la aerolínea y mi perro viaja en primera clase. Fuck them.
Fri Aug 28 05:17:55 PDT 2015 --  Tuvieron que sobornar a la aerolínea Venezolana para poder traer a mi perro por 1kg extra de peso.
Fri Aug 28 05:16:10 PDT 2015 --  Mi mirada en las estrellas y mis ojos en tu mirada. -A
Fri Aug 28 05:14:46 PDT 2015 --  Wine o'clock!
Fri Aug 28 05:12:04 PDT 2015 --  Here Are 8 of the Newest Words the Oxford Dictionary is Adding to Cater to Millennials http://bit.ly/1F2bTb5  pic.twitter.com/hx8Bff39u9
Fri Aug 28 05:10:53 PDT 2015 --  Far away from the loneliness Take me down to the water I wanna be baptized in your love
Fri Aug 28 05:09:50 PDT 2015 --  I love to wear glasses. Nobody knows where I'm looking at. Mind your own business.
Thu Aug 27 10:01:27 PDT 2015 --  off the coast ft. boats pic.twitter.com/Vmfr17ZU2P
Fri Aug 28 05:07:59 PDT 2015 --  How can I explain?
Fri Aug 28 05:07:17 PDT 2015 --  I'd happy spending my money on a baker's business. Wouldn't mind at all.
Fri Aug 28 05:05:48 PDT 2015 --  Legalize weed and that's it. What the hell are you guys so afraid of? EVERYBODY SMOKES ALREADY. Welcome to the real world.
Fri Aug 28 05:04:37 PDT 2015 --  Yes, medicine is necessary. It saves lives. But don't abuse it. And do always look for alternative methods. -A
Fri Aug 28 05:03:23 PDT 2015 --  Just learn from It. Don't make experiments with humans through pills and placebo field studies. Legalize weed. -A
Fri Aug 28 05:02:05 PDT 2015 --  I don't care if they went to war. Or even if they started the war. That's a thing of the past, don't look back.
Fri Aug 28 05:00:40 PDT 2015 --  USA
Fri Aug 28 05:00:15 PDT 2015 --  Germany.
Thu Aug 27 10:02:12 PDT 2015 --  Carril de carga por implementares en el Reino Unido. pic.twitter.com/5hUpAfPreO
Fri Aug 28 04:58:50 PDT 2015 --  Medicine. Bitches.
Fri Aug 28 04:58:37 PDT 2015 --  Weed. Upside down M. MEED.
Fri Aug 28 04:57:46 PDT 2015 --  I've won many discussions against my parents argumenting about why I prefer weed over a pill. Over anything.
Fri Aug 28 04:56:11 PDT 2015 --  Who killed Michael Jackson? Propofol. Legal sleeping drug. Fuck that shit. Weed people, weed.
Fri Aug 28 04:55:10 PDT 2015 --  sLaughter is the best medicine. #JokerQuotes
Fri Aug 28 04:54:29 PDT 2015 --  Music Industry.
Fri Aug 28 04:47:18 PDT 2015 --  We’re ON-AIR with @JustinBieber! #BieberonElvis http://www.elvisduran.com/cc-common/gallery/photos.html?album_id=432494 … pic.twitter.com/JM7VonbA15
Fri Aug 28 04:52:49 PDT 2015 --  Don't get me wrong. If there's no system there's no developed society. But damn. Don't take advantage of our kindness. Pigs. -A
Fri Aug 28 04:51:09 PDT 2015 --  I'd tell you step by step how the system fucks you and you don't even notice. But hell no. Keep your mind closed. Fuck you too.
Fri Aug 28 04:49:53 PDT 2015 --  There was a Taco Bell at Sawgrass Mills "The Market" food court. BOOM! Chipotle took its place. Longest line on the whole place. @ChipotleUK
Fri Aug 28 04:45:59 PDT 2015 --  If you don't fuck the system, the system will fuck you and guess what? You're the one who's paying! -A
Fri Aug 28 04:45:12 PDT 2015 --  People trust the system with their lives. No bueno. Rewire that shit.
Fri Aug 28 04:44:33 PDT 2015 --  USA
Fri Aug 28 04:44:15 PDT 2015 --  Tellin' me what to eat what to wear how to treat my diseases. No thank you, i know better.
Fri Aug 28 04:42:42 PDT 2015 --  First class or no class baby.
Fri Aug 28 04:42:24 PDT 2015 --  OG kush. Blue Angel. White Widow.
Fri Aug 28 04:42:03 PDT 2015 --  Fuck that shit I'm smoking blunts and joints, rippin' bongs and hitting those extendos till I can't remember my name. Sour Diesel.
Fri Aug 28 04:41:07 PDT 2015 --  Can't sleep? Take this pill. It's legal and it has 35 different side effects. It may also cause addiction. Nothing to worry about.
Fri Aug 28 04:37:54 PDT 2015 --  If I'm taking a pill it would be something like fish oil or vitamins or some shit like that. Natural. We come from nature.
Fri Aug 28 04:36:42 PDT 2015 --  Fucking pricks. Weed is the medication. Fucking legalize it already, there's people suffering and dying.
Fri Aug 28 04:35:48 PDT 2015 --  but hey! Don't worry, here's another pill for the side effects! Just give us your money and we got you covered my friend!
Fri Aug 28 04:35:10 PDT 2015 --  Here, this pill will cure that headache. But side effects include depression, nausea, vomiting, blurred vision, stomach pain, liver issues
Fri Aug 28 04:34:08 PDT 2015 --  They don't want to legalize weed 'cause the pharmachologist's industry would lose money. big, money. Pricks.
Fri Aug 28 04:24:00 PDT 2015 --  Big Marijuana's big debut! Rich investors try to #legalize pot in Ohio - and corner the market http://bit.ly/1EUob5c 
Fri Aug 28 04:29:06 PDT 2015 --  https://youtu.be/y1Rh6hhghWc  @katyperry - Teenage Dream
Fri Aug 28 04:26:55 PDT 2015 --  https://youtu.be/jLEAMpzQLTc  @JessieJ ft. @bobatl - Price Tag
Fri Aug 28 04:23:55 PDT 2015 --  Forget about the price tag!
Fri Aug 28 04:18:37 PDT 2015 --  Watch President Obama's speech to New Orleans, 10 years after Katrina http://ind.pn/1F2kN8v  pic.twitter.com/Y70FVt9F9L
Fri Aug 28 04:18:32 PDT 2015 --  Morning pic.twitter.com/7tM6d5sHlO
Fri Aug 28 04:18:13 PDT 2015 --  #whatdoyoumean lyric video with the legend my boy @ryansheckler.. watch til end ;) @vevo http://smarturl.it/WDYMlv  pic.twitter.com/85bOxxyKcR
Tue Aug 18 12:12:01 PDT 2015 --  Prepare to be judged. pic.twitter.com/PsIKRn6E4j
Fri Aug 28 04:17:22 PDT 2015 --  #Erika is on the move, and could hit Florida as a hurricane early next week: http://usat.ly/1F27yVb  (AP photo) pic.twitter.com/qOBGqhFvWt
Fri Aug 28 04:17:21 PDT 2015 --  Why not try one of these under-the-radar honeymoon destinations? http://vogue.cm/1hj7ESE 
Tue Aug 25 03:30:07 PDT 2015 --  VÍDEO: ¡Quién da más! Cuatro Lamborghini 'Super Veloce' en circuito http://buff.ly/1NQsbca  @Lamborghini pic.twitter.com/PIfle4mw6g
Fri Aug 28 04:16:06 PDT 2015 --  That's a sincere compliment right there @MacMiller fuck the little 8ball.
Fri Aug 28 04:15:18 PDT 2015 --  If I smoke a joint with @MacMiller and my crew today, I wouldn't mind getting killed tomorrow.
Thu Aug 27 11:11:01 PDT 2015 --  I'm bout to just start buying up Taco Bell franchises, nothing is guaranteed but death and chalupas.
Thu Aug 27 10:46:27 PDT 2015 --  @ Sawgrass Mills
Thu Aug 27 10:45:48 PDT 2015 --  3D art. pic.twitter.com/AY2SBiLWBr
Thu Aug 27 09:20:36 PDT 2015 --  @HesMYLifeguardA Sonido bestial como jn disparo de Magnum.. Supa pa no juega menor.
Thu Aug 27 09:42:08 PDT 2015 --  http://www.youtube.com/watch?v=2gcBZdIHpbI&sns=tw … via @youtube COMIC MUSIC VIDEO!
Thu Aug 27 09:01:29 PDT 2015 --  Crecí de una mujer. Trátenlas bien. Por eso el nombre. Doble sentido. Aprendan a observar.
Thu Aug 27 09:00:29 PDT 2015 --  Túkiti. Crecí de una.
Thu Aug 27 08:58:53 PDT 2015 --  andres.martinez.decena@gmail.com
Thu Aug 27 08:57:59 PDT 2015 --  *dropping jaws*
Thu Aug 27 08:57:35 PDT 2015 --  Y yo en el mio voy a nombrar a mi profesora de Psicologia de @BrowardCollege Nathalie Franco. Venezolana. Qué tal?
Thu Aug 27 08:56:53 PDT 2015 --  Y chilling mano ya una de las psicologos que mas he admirado en mi vida me dijo que lo iba a publicar en su libro con mi nombre.
Sat Aug 15 09:36:12 PDT 2015 --  you're childish if you resort to talking to other guys/girls when you're having problems in your relationship. just work your shit out
Thu Aug 27 08:55:04 PDT 2015 --  Robenselo si les gusta jajaja me invento otro mas arrecho
Thu Aug 27 08:54:51 PDT 2015 --  Contra la opresión. Estoy pensando el nombre del libro. Tengo uno que es "Unwritten Journal"
Thu Aug 27 08:53:52 PDT 2015 --  Y sí compañeros. Tengo mi libro escrito. El manuscrito original. En ingles.
Thu Aug 27 08:52:59 PDT 2015 --  Si escribo eso por aquí imaginate lo que escribo en privado. Yo estoy claro que esta mierda me la copian
Thu Aug 27 08:47:45 PDT 2015 --  -A
Thu Aug 27 08:47:36 PDT 2015 --  Sociedad podrida hermano. Vencida y expirada. Sálvense porque nadie salva esto.
Thu Aug 27 08:47:03 PDT 2015 --  Porque la yerba es lo unico que me relaja sin darme cancer como un puto cigarro o sirrosis como una botella.
Thu Aug 27 08:46:27 PDT 2015 --  No lo oculto hermano fumo yerba. Pero creeme que jamás jamás me vas a "atrapar" con ella.
Thu Aug 27 08:45:46 PDT 2015 --  No le estoy haciendo daño a nadie. Y tu estas perdiendo tiempo y tu division dinero por intentar "atraparme"
Thu Aug 27 08:44:21 PDT 2015 --  Parteme la cara pero mira bien partida que ya la tuya esta bien grabada y va directo a CNN y FoxNews
Thu Aug 27 08:43:55 PDT 2015 --  Si bro. Eso que hueles es hierba estoy fumando con un poco de panas. Consigue tu warrant que no estas invitado.
Thu Aug 27 08:43:17 PDT 2015 --  Pero si viene un policia a irrespetarme y cree que tiene el derecho porque un uniforme y una medalla se lo da, va a pelar bola conmigo
Thu Aug 27 08:42:42 PDT 2015 --  Respeto la ley. La quiebro a veces. Somos humanos. Le damos trabajo a la policia.
Thu Aug 27 08:42:05 PDT 2015 --  Pago mis taxes porque quiero que los niños (el futuro) tengan buena educacion. No para complacer al gobierno.
Thu Aug 27 08:41:24 PDT 2015 --  Pero mientras este soltero velo por el bien comun sobre el bien propio. Porque quiero vivir en una sociedad igual de buena que yo.
Thu Aug 27 08:40:36 PDT 2015 --  No quiero complacer a nadie que no sea yo mismo. Hasta que me enamore. Solo entonces velo por la felicidad de alguien mas sobre la propia
Thu Aug 27 08:39:48 PDT 2015 --  Tu nombre es tu vida. Tus locuras tus desastres. Tus virtudes y tus batallas ganadas. Tus guerras ganadas y tu felicidad encontrada.
Thu Aug 27 08:38:55 PDT 2015 --  O tratando de levantarse a ese chamo super farandula y popular solo para ser popular y farandula por asociacion. "La novia de" no es tu nom
Thu Aug 27 08:37:04 PDT 2015 --  Peo de ustedes si viven para pertenecer a un grupo social o para levantarse a los culitos. Perdiendo años de vida.
Thu Aug 27 08:36:01 PDT 2015 --  Por eso es que hago lo que hago. Me juego la vida con mi manera de vivir porque yo de verdad verdad tengo 18 años. Libre y feliz. Loco.
Thu Aug 27 08:34:50 PDT 2015 --  Sumamos todos los segundos que has sido feliz y libre en tu vida. Y decimos que esa es tu edad. Que edad tienes? 18 como dice tu bio?
Thu Aug 27 08:33:50 PDT 2015 --  La duración del último encuentro sexual. La duración de esa mirada que te enamoró.
Thu Aug 27 08:33:20 PDT 2015 --  Que pasaría si nuestros años de vida fueran la acumulación de esos segundos de felicidad? La duración del primer beso
Thu Aug 27 08:32:28 PDT 2015 --  No hablo de mi ego ni mucho menos. Es mi vida. Mi historia mi arte. Cosas que hice por dejarme llevar por el sentimiento de libertad.
Thu Aug 27 08:31:08 PDT 2015 --  Fumé como 8. Pero de ir high, una sola vez. Pajuos criticones
Thu Aug 27 08:30:27 PDT 2015 --  Que era tan relajado y flojo que la gente pensaba que siempre estaba drogado en el colegio. Fui una sola vez high en todo 5to año.
Thu Aug 27 08:27:47 PDT 2015 --  2 de psicología y 1 de castellano. Así
Thu Aug 27 08:27:31 PDT 2015 --  Pero solo les digo que le caía tan bien y teníamos tan buena química que me dejó que yo diera 3 clases de psicología. Sus alumnos.
Thu Aug 27 08:26:33 PDT 2015 --  Lleva bebé aquí estoy número 2 de la lista pero número 1 en tu corazón. no le dije eso..
Thu Aug 27 08:25:50 PDT 2015 --  Que coqueteaba con la profesora de psicología. El primer dia que le lancé fue porqué entro al salón y dijo "QUIEN ES ANDRES MARTINEZ?"
Thu Aug 27 08:24:50 PDT 2015 --  Que era el más malaconducta y rebelde pero todos los profesores me amaban porque lo que importa al final es lo que transmites. .l.
Thu Aug 27 08:23:53 PDT 2015 --  Que mi conclusión de Tésis era una mierda y la profesora la leyó en todos los salones y en el salón de profesores porqué
Thu Aug 27 08:22:32 PDT 2015 --  Que la tésis nos pusieron 01 en la primera entrega porque no llevábamos nada. Sacamos 20 mención honorífica.
Thu Aug 27 08:21:29 PDT 2015 --  Que los proyectos más importantes los hacía el día antes y los imprimía el mismo día.
Thu Aug 27 08:20:25 PDT 2015 --  Y foto en el grupo del salón de todas las notas porque soy bien maldito.
Thu Aug 27 08:19:56 PDT 2015 --  Que nadie se quiso poner conmigo en el blog de literatura porque "te quieres aprovechar" me puse solo y saqué 18. .l. Chupen del oscar mayer
Thu Aug 27 08:18:54 PDT 2015 --  Que después me puso a hacer una exposición sobre lo mismo y me puso 14, pero lo que escribí fueron puntas de asco hacia la milicia asesina
Thu Aug 27 08:17:40 PDT 2015 --  Que me botaron de la marcha final de Premilitar porque NO VOY A IMITAR A LOS ASESINOS VALE. MAMALO Y RÁSPAME EL 30%.
Thu Aug 27 08:16:08 PDT 2015 --  Que hice que un pana expusiera sobre John Mayer en clase de psicología porque investigó al cantante en vez de al psicólogo. Mismo nombre.
Thu Aug 27 08:14:45 PDT 2015 --  Que una vez estaba rezando para no tener clases de biología y la profesora se cayó en las escaleras Y en el salón. Tuvimos clases.
Thu Aug 27 08:13:44 PDT 2015 --  "VAMOS A TIRRORIZAR A ESE MAMAGUEVO"
Thu Aug 27 08:13:25 PDT 2015 --  Que hubo un tiempo que me volteaban el bolso 3 veces al día y lleno de tirro y todo. Gracias
Thu Aug 27 08:12:39 PDT 2015 --  Que corría desde las escaleras hasta el extintor y le metía rolitranco de coñazo y hacía como si me hubiera pegado en la cara. Se cagaron?
Thu Aug 27 08:11:18 PDT 2015 --  Viendo los mil gatos que hay en el colegio y explorando esa mierda jajaja me conozco ese colegio como mi palma.
Thu Aug 27 08:10:32 PDT 2015 --  6 horas esperando hablando con el vigilante.
Thu Aug 27 08:10:11 PDT 2015 --  Que una vez se me olvidó avisar que ese día NO me quedaba hasta las 6, me quede sin pila y sin medio y me fueron a buscar a las 7.
Thu Aug 27 08:08:58 PDT 2015 --  Y me mandaron a fucking control obviamente, me cague de la risa y me agarraron labor social dar clases de informática y vaina
Thu Aug 27 08:08:09 PDT 2015 --  Que una vez le pegué un papel en la espalda a un profesor que decía "mondongo rico" que arranqué de la sopa del día de la cantina!
Thu Aug 27 08:06:23 PDT 2015 --  Que en control se alegraban cuando iba porque siempre tenía las historias y excusas más retorcidas pero funcionaban marico!
Thu Aug 27 08:05:38 PDT 2015 --  Que yo me ponía el pantalón y los zapatos que no eran, camisa por fuera y sacaban del salón al que tenía al lado que estaba hablandome
Thu Aug 27 08:04:00 PDT 2015 --  Que iba subiendo al campanario yo solo y un grupo de monjas me vieron escalando y luego me llevaron a control. Qué dije? No era yo!
Thu Aug 27 08:02:54 PDT 2015 --  Que me iban a sacar de la obra de teatro porque jodía mucho con un amigo. 3 advertencias y saqué 17. No hice mucho pero igual. BOOM!
Thu Aug 27 08:01:51 PDT 2015 --  Marico, bachillerato. Qué desastre tan perfecto.
Thu Aug 27 08:01:07 PDT 2015 --  Y una vez una amiga se metió un coñazo contra una puerta de madera que cubría una ventana para salirse de clases de física apropósito
Thu Aug 27 08:00:06 PDT 2015 --  Mi laboratorio de biología tenía un fucking nido de pajaritos. Dentro del salón hermano....
Thu Aug 27 07:59:25 PDT 2015 --  De religión y de educación familiar y ciudadana. El alumno es el que tiene que ser bueno indiferentemente del profesor.
Thu Aug 27 07:58:31 PDT 2015 --  Sé de neuronas y de hormonas, de química y de movimiento perpendicular uniforme. De caída libre y de psicología, de matemática y literatura.
Thu Aug 27 07:57:16 PDT 2015 --  La mejor decisión de mi vida, haberme ido por ciencias.
Thu Aug 27 07:56:37 PDT 2015 --  Jajaja Andrés tu nunca le paras bola a las clases y no copias nada. Aaaaa hablen claro ahora.
Thu Aug 27 07:55:54 PDT 2015 --  Those who don't know history are doomed to repeat it.
Thu Aug 27 07:53:41 PDT 2015 --  Bañarse juntos en hot tub y otros pecados placenteros.
