Thu Aug 27 10:25:36 PDT 2015 --  Well deserved!! https://twitter.com/FCBarcelona/status/636946297036087296 …
Sun Aug 02 08:04:56 PDT 2015 --  The 2nd half is here.. Let's see how this game will turn up #CommunityShield @Arsenal Double the lead
Sun Aug 02 07:34:53 PDT 2015 --  Great goal it was!! https://twitter.com/Todoo_Futbol/status/627849809341378560 …
Sun Aug 02 07:25:42 PDT 2015 --  Goal!! Oxlade it is!! #CommunityShield
Sun Aug 02 07:06:21 PDT 2015 --  4 min since the kick off... And both the sidees looking aggressive #CommunityShield
Sun Aug 02 07:05:41 PDT 2015 --  4 min since the kick off... And both the sidees looking aggressive
Sat Aug 01 01:45:03 PDT 2015 --  Q4 What is Saul Goodman’s real name? RT and answer using #BetterCallSaul to win awesome goodies! GO GO GO!
Sat Aug 01 01:42:14 PDT 2015 --  Like water heater, we need a water cooler device. Impossible to take a bath after 9 AM. Boiling hot water in taps. Yeah I bathed on weekend
Wed Jul 29 06:32:53 PDT 2015 --  James Anderson, u beauty!!
Mon Jul 27 09:57:28 PDT 2015 --  A true patriot. A visionary. A scientist. A leader. Our President. Our Missile Man. R.I.P APJ Abdul Kalam Sir. #APJAbdulKalam
Mon Jul 27 09:55:41 PDT 2015 --  Pride of Nation.. Greatest Genius.. A True Inspiration APJ Abdul Kalam _/\_
Mon Jul 27 09:55:11 PDT 2015 --  #RIP Dr. @APJAbdulKalam .. India's pride..Thinking of him just one thing comes in my mind... He was a gem n such a good human being.
Mon Jul 27 09:54:10 PDT 2015 --  You have to dream before your dreams can come true- APJ Abdul Kalam #RestInPeace #MissileMan
Mon Jul 27 09:50:30 PDT 2015 --  Last tweet by Dr APJ Abdul Kalam #RIPMissileMan https://twitter.com/APJAbdulKalam/status/625546195205648384 …
Mon Jul 27 09:51:22 PDT 2015 --  That one principle of APJ Abdul Kalam echoes my ears.Always take responsibility of failure,let team mates enjoy the success. #APJAbdulKalam
Mon Jul 27 09:49:58 PDT 2015 --  The only people's President we had!! #RIP #APJAbdulKalam
Sun Jul 26 10:00:02 PDT 2015 --  Except for identical twins, every person on Earth has a unique smell. #wiz
Sun Jul 26 10:15:44 PDT 2015 --  Men have nipples because everyone is a female until the Y chromosome kicks in. You were all girl embryos. :D
Sun Jul 26 10:06:42 PDT 2015 --  . @Arsenal have won the #EmiratesCup2015! pic.twitter.com/gqpRRMnOAS
Mon Jul 13 11:25:46 PDT 2015 --  “what’s your favorite position in bed?” near the wall so I can use my phone while it’s charging
Mon Jul 13 11:21:43 PDT 2015 --  People who complain frequently on social media are more likely to suffer from stress, anxiety and some form of depression.
Mon Dec 08 12:30:21 PST 2014 --  pic.twitter.com/Gar4tMCl7O
Mon Jul 13 10:59:41 PDT 2015 --  Anime today pic.twitter.com/gLJB7Mj85o
Mon Jul 13 10:56:37 PDT 2015 --  Jon Snow and Ghost pic.twitter.com/4gJnUsUZWp
Sun Jul 12 06:57:02 PDT 2015 --  Novak Djokovic takes the first set 7-6(1) #Wimbledon2015
Sun Jul 12 06:56:38 PDT 2015 --  Oh, Roger!
Sun Jul 12 06:54:02 PDT 2015 --  Obviously Bitch is more offensive than Maa chuda lodu #AbusiveMika pic.twitter.com/oRYbvyMBLZ
Thu Jul 09 11:47:48 PDT 2015 --  " @mysteriousfact: The founder of match. com, lost his girlfriend to a man she met on match. com" Lol
Thu Jul 09 11:35:34 PDT 2015 --  Déja Vu occurs when your brain tries to apply a memory of a past situation to your current one, fails, and makes you feel like its happened.
Wed Jul 08 07:46:08 PDT 2015 --  Never mind, never mind. I had to leave my life behind. #TrueDetective
Tue Jun 30 22:00:40 PDT 2015 --  The best relationship tends to be with someone who makes you laugh even when you don't feel like smiling.
Fri Jun 26 09:02:15 PDT 2015 --  6-Inch gap between a sari and blouse is decency.2-Inch gap between a t-shirt and Jeans is vulgarity. #MistakesIndiansMake #virginkudi
Fri Jun 26 08:54:14 PDT 2015 --  #MistakesIndiansMake Being scholar does not mean being successful. 10th ki padhai aur life mein there's hell lot of difference.
Fri Jun 26 09:03:29 PDT 2015 --  When I miss you, I read our old conversations, listen to songs that reminds me of you, then miss you more.
Fri Jun 26 09:02:47 PDT 2015 --  The problem with the world is that the intelligent people are full of doubts while the stupid ones are full of confidence.
Fri Jun 26 05:30:10 PDT 2015 --  EXCLUSIVE: Srinivasan 'scripted' India's 2015 World Cup quarter-final win, says Mustafa Kamal http://www.ibnlive.com/cricketnext/news/exclusive-srinivasan-scripted-indias-2015-world-cup-quarterfinal-win-says-mustafa-kamal-547750-78.html … pic.twitter.com/joNVlxHbe5
Fri Jun 26 05:26:15 PDT 2015 --  Problems are just opportunities which haven't presented themselves. #LiveLifeKingSize
Sat May 30 11:53:47 PDT 2015 --  . @Arsenal #FACupFinal winners 1930, 1936, 1950, 1971, 1979, 1993, 1998, 2002, 2003, 2005, 2014, 2015 #record pic.twitter.com/fLzohd81kR
Thu May 28 07:42:02 PDT 2015 --  This is what happens when you google Hodor pic.twitter.com/7OU8DsGpOA
Wed May 27 08:16:49 PDT 2015 --  That awkward moment... pic.twitter.com/falvLKg24I
Wed May 27 08:16:26 PDT 2015 --  Defeat is a state of mind. No one is ever defeated until defeat has been accepted as a reality..
Sun May 24 12:02:58 PDT 2015 --  Congrats @mipaltan for your Second #IPL Title #MIvsCSK #PepsiIPL . pic.twitter.com/EL5dxIJIpE
Sun May 24 11:54:39 PDT 2015 --  Q. What is CSK's favourite movie? A. Bridesmaids
Sun May 24 11:44:09 PDT 2015 --  People in Mumbai get to travel the metro for free tomorrow. EFA (Ek Freebie from Ambani) #MIvCSK #IPLFinal #Champions2015
Sun May 24 11:43:43 PDT 2015 --  MI congrats.... Love to see Sachin smiling... Thanks rohit #MIvsCSK
Sun May 24 11:36:51 PDT 2015 --  MI started off heavy on batting, light on bowling.By season end, it was a team with no loopholes. All bases covered. #IPL2015Champions
Sun May 24 11:29:13 PDT 2015 --  Mumbai Indians scripted a superb win; perhaps the most impressive in the history of the IPL considering how they started d season @mipaltan
Sun May 24 11:23:58 PDT 2015 --  Okay Mumbai people!! Where is the party tonight? #MIvsCSK
Sun May 24 11:22:43 PDT 2015 --  haha :D https://twitter.com/bhak_sala/status/602540069488971777 …
Sun May 24 11:20:50 PDT 2015 --  Woohoo, Winners - IPL8 #MIVsCSK #DilSeMI Congratulations Captain Ro! pic.twitter.com/A8iP3v1xtE
Sun May 24 11:19:24 PDT 2015 --  Mumbai Indians win their second IPL title after outclassing CSK by 41 runs. @mipaltan Well done!! #MIvsCSK
Sun May 24 11:17:38 PDT 2015 --  CHAMPIONS #IPL 2015 pic.twitter.com/wjlrvu4BvS
Sun May 24 11:16:05 PDT 2015 --  Time to lift Sachin. This is where MI missed a trick by not bidding for Yusuf Pathan. #IPLFinal
Sun May 24 11:14:51 PDT 2015 --  haha :) https://twitter.com/joshileee/status/602537477937582083 …
Sun May 24 11:08:34 PDT 2015 --  @sachin_rt @IPL #CSKvsMI the great man #1snap pic.twitter.com/DYK5b8dzN5
Sun May 24 11:10:23 PDT 2015 --  haha!! https://twitter.com/WC__2015/status/602536748799827968 …
Sun May 24 11:08:20 PDT 2015 --  12 balls CSK need 66 runs! #update #ApunKaSuperstar #MI
Sun May 24 10:58:20 PDT 2015 --  Yep! That's how its done!! @mipaltan nailing the last nail on @ChennaiIPL's coffin! What a come back! #IPLFinal #MIvsCSK
Sun May 24 10:58:52 PDT 2015 --  Dhoni OUT! Malinga gets the #CSK skipper. Chase tottering. #IPLFinal http://read.ht/rQP  pic.twitter.com/OawJYD9LFW
Sun May 24 10:58:05 PDT 2015 --  The trophy is @mipaltan's Congratulations are in order now i think. #MIvsCSK #ApunKaSuperstar
Sun May 24 10:56:42 PDT 2015 --  Even your helicopter shot cant save you from #Malinga #MIvsCSK #ApunKaSuperstar
Sun May 24 10:50:32 PDT 2015 --  Guess who is back! MALINGA MALINGA MALINGA! #ApunKaSuperstar #MI
Sun May 24 10:47:50 PDT 2015 --  This is stupid management ..Du Plessis is certainly far far far far far better than Negi .. #MIvsCSK #ipl
Sun May 24 10:45:35 PDT 2015 --  This is Why #MSD never took #Bhajji in the Indian ODI Team!! U jealous Cunt!! #MIvsCSK
Sun May 24 10:43:09 PDT 2015 --  Bhajji on fire tonight!! #MIvsCSK #IPLFinal #ApunKaSuperstar
Sun May 24 10:41:54 PDT 2015 --  MI need to win this to prove their coaching staff #MIvsCSK
Sun May 24 10:41:29 PDT 2015 --  Well bowled bhajji.. #MIvsCSK #IPLFinal #ApunKaSuperstar
Sun May 24 10:40:51 PDT 2015 --  And a wicket here!! #MIvCSK #ApunKaSuperstar
Sun May 24 10:37:21 PDT 2015 --  105 from 42 seems very unlikely that @ChennaiIPL Would cross the line, but cricket is a funny game anything can happen #MIvsCSK #BleedBlue
Sun May 24 10:35:01 PDT 2015 --  One more wicket needed!! #MIvCSK #IPLFinal
Sun May 24 10:31:14 PDT 2015 --  150 for Cook, England's lead is 289 http://es.pn/1Bk1fuc  #EngvNZ
Sun May 24 10:31:18 PDT 2015 --  A wicket!! #MIvCSK #IPLFinal
Sun May 24 10:31:01 PDT 2015 --  #MI responding to my tweet. #MIvCSK #IPLFinal
Sun May 24 10:30:35 PDT 2015 --  #MI read my tweet and we got a wicket here!! #MIvCSK #IPLFinal
Sun May 24 10:29:06 PDT 2015 --  A wicket needed now. #MIvCSK #IPLFinal
Sun May 24 10:18:51 PDT 2015 --  Only Sir Rajni's Whistle can save #CSK now; #IPLFinal #MIvCSK
Sun May 24 10:17:26 PDT 2015 --  Bullet shot by Smith! Did not miss that one! #MIvCSK
Sun May 24 10:11:46 PDT 2015 --  Who will lift the @IPL 2015 trophy tonight - @msdhoni's #CSK OR @ImRo45's #Mi RT For #MI Fav for #CSK #MIvCSK pic.twitter.com/6yNlxC82Jj
Sun May 24 10:05:46 PDT 2015 --  Boundary off the first ball off Pandya! Hoping he slips in few economical overs for Rohit! Cmon #MI #ApunKaSuperstar
Sun May 24 10:05:02 PDT 2015 --  Bhai #CSK khelna hai toh khelo nahi to declare karo :p #MIvsCSK #IPLFinal
Sun May 24 10:02:00 PDT 2015 --  #Rosberg makes it 3 #MonacoGP wins in a row after shocker from #Hamilton's crew. #Formula1 http://bit.ly/1HEgCCI  pic.twitter.com/Tg6X0TIZrl
Sun May 24 10:00:53 PDT 2015 --  Liam Neeson loved that catch because it was TAKEN. #MIvCSK
Sun May 24 09:59:01 PDT 2015 --  The runs in the last 3 overs of CSKs innings look like a binary code... 010101 101... #IPLFinal #MIvsCSK
Sun May 24 09:57:37 PDT 2015 --  HUSSEY out.. Yay #MI vs #CSK #IPLFinal
Sun May 24 09:55:41 PDT 2015 --  Wicket! @mipaltan yessss... c'mon Mumbai! #ApunKaSuperstar #MIvsCSK #IPLFina
Sun May 24 09:51:30 PDT 2015 --  Missing Brendon McCullum... #CSKvsMI #IPLFinal
Sun May 24 09:50:49 PDT 2015 --  This is not going to work.. Need wkt so that @ChennaiIPL can get momentum through @ImRaina .. C'mon.. #CSKvMI #IPLFinal
Sun May 24 08:09:57 PDT 2015 --  36 from 16 balls after coming in at 1-1! Brilliant from Rohit Sharma #CSKvsMI. #PepsiIPL
Sun May 24 06:05:34 PDT 2015 --  News Alert: Ahmedabad, Delhi, Nagpur & Bangalore will host Test matches against South Africa in 2015 (Oct - Nov) #IndvsSA
Fri May 22 11:20:58 PDT 2015 --  #CSK played 1 ball less, lost 1 wicket less, scored 1 run more than #RCB. Difference of just 1 between winners and losers. #CSKvsRCB
Fri May 22 11:13:53 PDT 2015 --  Well, the qualifier 1 is again to be played after 2 days. The Final!! #MIvsCSK
Fri May 22 10:59:35 PDT 2015 --  Pawan negi bana de maggie #CSKvsRCB
Fri May 22 10:48:58 PDT 2015 --  Well played Mr. Cricket. Off you go now. #CSKvsRCB
Fri May 22 10:45:56 PDT 2015 --  another six!! Michael Hussey completes his half-century. #CSKvsRCB
Fri May 22 10:44:23 PDT 2015 --  buddha hoga tera baap : Michael Hussy right now #CSKvsRCB
Fri May 22 10:41:12 PDT 2015 --  OMG #RCB I m more nervous than any of my exam ever #CSKvsRCB
Fri May 22 10:33:54 PDT 2015 --  82/3/13 game still on. Bowlers have been good. Catching could have made it better #RCBvsCSK
Fri May 22 09:14:02 PDT 2015 --  Somewhere, Anushka is still murmuring, "Sarfaraz dhoka nahi dega " #CSKvsRCB
Fri May 22 09:10:03 PDT 2015 --  Nehra misses 3 stumps from 2 metres by 32 teeth #CSKvsRCB
Fri May 22 09:06:18 PDT 2015 --  'Interesting wicket. Interesting Cricket.' - Ravi Shastri. #CSKvsRCB #PepsiIPL
Fri May 22 09:06:44 PDT 2015 --  Like newly married men who run home early from office, RCB batsmen came and left one after another. #CSKvsRCB
Fri May 22 08:58:41 PDT 2015 --  What's Wrong With Ashish Nehra. Why Is He Behaving Like A Good Bowler? #CSKvsRCB #RCBvsCSK #IPL
Fri May 22 08:49:39 PDT 2015 --  Each player getting out after hitting a boundary. #RCB #Irony #CSKvsRCB
Fri May 22 08:48:31 PDT 2015 --  Dhoni vs Kohli. The match will decide whether to blame Sakshi or Anushka. #CSKvsRCB
Fri May 22 08:37:13 PDT 2015 --  Tough Luck tonight!! https://twitter.com/RCBTweets/status/601773651692683267 …
Fri May 22 08:32:09 PDT 2015 --  An over full of slower deliveries. @Newbigdog mixing it up very nicely, which he's best at. #CSKvsRCB
Fri May 22 08:28:16 PDT 2015 --  Not too long ago, the very same @henrygayle was well past his century after facing the same number of balls. #CSKvsRCB
Fri May 22 08:22:50 PDT 2015 --  A much needed boundary for #RCB. #CSKvsRCB
Fri May 22 08:22:05 PDT 2015 --  Weird that @KumarSanga2's English accent sounds better than @DannyMorrison66. #CSKvsRCB
Fri May 22 08:19:54 PDT 2015 --  Are #RCB the chokers of #PepsiIPL ?? #CSKvsRCB
Fri May 22 08:19:08 PDT 2015 --  First time watching @henrygayle playing this slow. #RCB #CSKvsRCB
Fri May 22 08:16:51 PDT 2015 --  Current run rate below 5 per over. Need to turn it ON now. #RCB #CSKvsRCB
Fri May 22 08:14:29 PDT 2015 --  Great spell by @ashwinravi99 #CSKvsRCB
Thu May 21 03:55:22 PDT 2015 --  #IPL8: AB de Villiers to gift his Man of the Match award to Mandeep Singh #IPL2015 http://indiatoday.intoday.in/story/ipl-8-ab-de-villiers-to-gift-man-of-the-match-award-to-mandeep-singh/1/439402.html … via @IndiaToday
Wed May 20 11:03:16 PDT 2015 --  Lead story now on http://ndtv.com  http://goo.gl/VNrvAk  pic.twitter.com/DnfZpq4EBi
Wed May 20 10:59:31 PDT 2015 --  Hand-shakes everywhere. #RCB happy with their performance, and they should to be. A big win before qualifier 2. #RCBvsRR
Wed May 20 10:58:00 PDT 2015 --  If India were to include a leg spinner in the team, Chahal is my bet. #RCBvsRR
Wed May 20 10:43:04 PDT 2015 --  Mayanti would be like It would've been better if I tied my knot that day with Ishant Sharma atleast he gets involved in some runs! #RCBvsRR
Wed May 20 00:48:38 PDT 2015 --  Celebration @mipaltan ... Showed the Mumbai spirit in making to the finals pic.twitter.com/mkCzP8sn49
Wed May 20 10:14:13 PDT 2015 --  Excellent fielding @ABdeVilliers17 (Y) RR-71/3 #RCBvsRR #RCB #PepsiIPL #PlayBold
Wed May 20 09:25:36 PDT 2015 --  Good start for the #Royals! 11 runs come off that over. C'mon #RR! #RCBvsRR
Wed May 20 09:23:36 PDT 2015 --  back to back boundaries for in-form @ShaneRWatson33 #RCBvsRR
Wed May 20 09:22:40 PDT 2015 --  Now everything depends on @ajinkyarahane88 and @ShaneRWatson33 #RCBvsRR
Wed May 20 09:19:59 PDT 2015 --  In @ABdeVilliers17 we believe!! #PepsiIPL #RCBvsRR
Wed May 20 09:14:06 PDT 2015 --  Well, this personality is so awesome!! @ABdeVilliers17 https://twitter.com/fakingnews/status/601058064683282433 …
Wed May 20 09:13:16 PDT 2015 --  Amazing batting from #ABD and #Mandeep!Putting up a challenging total! #RCBvsRR #RCB certainly didn't miss @henrygayle and @imVkohli much!
Wed May 20 09:12:25 PDT 2015 --  What a good knock AB has.... terrific player to watch #PepsiIPL #RCBvsRR #RCB
Wed May 20 09:08:25 PDT 2015 --  126 runs from the last 10 overs. @mandeeps12 and @ABdeVilliers17 well played, an awesome finish to a slow and weak start. #PlayBold #RCBvsRR
Wed May 20 09:03:17 PDT 2015 --  Wonderful half-century by @mandeeps12 #PlayBold #RCBvsRR
Wed May 20 09:01:41 PDT 2015 --  That's @ABdeVilliers17 for you. He is my favorite athlete in the world right now. #PepsiIPL #RCBvsRR pic.twitter.com/MRxsk4iruo
Wed May 20 08:58:48 PDT 2015 --  Doesn't matter what tournament it is or which teams play or whom you support. Watching @ABdeVilliers17 play will always put a smile on face.
Wed May 20 08:48:43 PDT 2015 --  Fastening the seat belts now, #ABD is in for a show tonight!! #PlayBold #RCBvsRR
Wed May 20 08:46:57 PDT 2015 --  #RCB speeding up gradually.. Some brilliant cricket can be seen in Pune!! #PlayBold #RCBvsRR
Wed May 20 08:40:07 PDT 2015 --  Oh #ABD, U beauty!! #RCB #Go4it
Wed May 20 08:38:40 PDT 2015 --  I think #ABD just read my tweet.. Speeding up.. #RCB #Go4it
Wed May 20 08:36:46 PDT 2015 --  Watson is bowling some spectacular wides. This is like watching Umesh Yadav in Australia. #RCB 94/2 (14)
Wed May 20 08:36:42 PDT 2015 --  Need to take the run rate up now.. #RCB #Go4it
Tue May 19 23:47:45 PDT 2015 --  MS Dhoni fined for 'horrible' comment http://dlvr.it/9tnP1M  #cricket
Tue May 19 00:28:27 PDT 2015 --  TRUE, isn't it? pic.twitter.com/AJDiPfTXKr
Mon May 18 01:29:13 PDT 2015 --  The cricket experts have said it before, #ApunKaSuperstar(s) playing in front of their paltan at Wankhede & half the battle is already won.
Mon May 18 01:18:39 PDT 2015 --  In student life, we have all hated that free chakhna eater during Daru party http://my.fakingnews.firstpost.com/2015/05/18/chakhna-khaate-pakdane-par-chhatra-ko-hostel-daaru-party-se-nikala/ …
Sun May 17 10:45:15 PDT 2015 --  Who would have thought of #MI ending the league in the top 2. Brilliantly finished. #ApunKaSuperstar #MI #mipaltan
Sun May 17 10:32:50 PDT 2015 --  Simmo missing his 50. Well played man!! #MI #ApunKaSuperstar
Thu Mar 19 06:30:14 PDT 2015 --  When a person cries and the first drop comes from the right eye, it's happiness. Left eye, pain. Both, frustration.
Sun May 17 10:20:48 PDT 2015 --  Watch: More parents are turning to medical marijuana to help their sick children http://on.natgeo.com/1dbh1Tg 
Sun May 17 10:24:20 PDT 2015 --  That yorker from #LasithMalinga has been the major difference till now.. #ApunKaSuperstar #MI
Sun May 17 06:32:22 PDT 2015 --  All eyes on you #guys #RCBinStadia #RCB #Go4it
Sun May 17 06:30:37 PDT 2015 --  Always a pleasure to watch the top three batting flawlessly. Every #God needs a #Devil #RCBinStadia
Sun May 17 06:27:33 PDT 2015 --  #RCBinStadia its time to switch ON the #beastmode #RCB #Go4it
Fri May 15 22:32:46 PDT 2015 --  Engg student opens text book by mistake during vacation, worried parents check if is he really doing engineering http://www.fakingnews.firstpost.com/2015/05/engg-student-opens-text-book-by-mistake-during-vacation-worried-parents-check-if-is-he-really-doing-engineering/ …
Thu May 14 22:05:25 PDT 2015 --  Never get too attached to anyone unless they also feel the same towards you, because one sided expectations can mentally destroy you.
Thu May 14 22:01:22 PDT 2015 --  ISPs asked to block websites of Uber, Ola and TaxiForSure http://dgit.in/1EJFWTz 
Thu May 14 22:06:14 PDT 2015 --  That moment when you have so many things to do so you decide to take a nap instead.
Thu May 14 21:59:09 PDT 2015 --  Cutting people from your life does not mean you hate them, it simply means, you respect yourself.
Thu May 14 11:30:03 PDT 2015 --  Piyush Chawla's condition in dressing room right now #MIvsKKR pic.twitter.com/b1RTqvgqu3
Thu May 14 11:26:19 PDT 2015 --  Awesome last over by @KieronPollard55 Hats off to you man!! #MI
Thu May 14 11:25:49 PDT 2015 --  What a win #MI #MIvsKKR
Mon May 11 01:18:29 PDT 2015 --  15 Of The Biggest Dating Fails http://diply.com/virginradiolebanon/dating-fails/123703 …
Wed May 06 09:17:16 PDT 2015 --  Need a #MillerStorm tonight.. Only then they stand a chance.. #PepsiIPL RCBvKXIP
Wed May 06 08:28:37 PDT 2015 --  Finally a wicket down.. #RCBvKXIP #PespsiIPL
Wed May 06 07:51:30 PDT 2015 --  Looks like #GayleForce is back to the town.. #Bengaluru people, hold your seats tight.. #RCBVsKXIP #PepsiIPL
Wed May 06 07:08:33 PDT 2015 --  Gareeb aadmi ki jamanat kaun karwaayega https://twitter.com/focusharyana/status/595951356164308994 …
Wed May 06 07:05:58 PDT 2015 --  Life must be understood backwards; but... it must be lived forward.
Wed May 06 07:04:56 PDT 2015 --  The best way to make your dreams come true is to wake up.
Sun Apr 19 07:56:52 PDT 2015 --  Hey, ALL!! share it. http://www.thrillophilia.com/contest/the-ladakh-adventure.html?kid=5R0ER …
Tue Apr 07 20:17:01 PDT 2015 --  115 Useful Websites - Album on Imgur http://imgur.com/gallery/1A5op  via @imgur
Sat Mar 21 00:47:37 PDT 2015 --  We waste so much time and effort into certain people and in the end they just prove to be like everyone else
Fri Mar 20 22:20:57 PDT 2015 --  #WI have three tragets in #NZvWI match. 1. Gayle's own 215. 2. Guptill's 237. And 3. #NZ's 393. #cwc15
Fri Mar 20 22:16:10 PDT 2015 --  Batting mantra these days: Bat for 50 overs & join the 200 club! Congrats to @Martyguptill for his 237* vs #WI #NZvWI pic.twitter.com/JvXpLRwyRb
Fri Mar 20 22:15:56 PDT 2015 --  A country with a population of 4.5 million is creeping towards a World Cup semi! Well played Guptill. #NZvWI #CWC15
Fri Mar 20 02:20:20 PDT 2015 --  Wahab: Why did you drop it bhai? Rahat: Chutiya Kalaiyan re..o baby meri Chutiya Kalaiyan re.
Fri Mar 20 02:12:13 PDT 2015 --  The ad behind Rahat is particularly unfortunate. #PakvsAus. pic.twitter.com/Fui8DIstGd
Fri Mar 20 02:17:07 PDT 2015 --  Wahab Riaz is bowling an amazing spell. Sadly, he will still not play IPL. LOL #AUSvPAK
Fri Mar 20 02:16:16 PDT 2015 --  It's a high pressure & a high tension match because both the teams are desperate to lose to India in the semi-final. #AUSvPAK #CWC15
Fri Mar 20 02:15:29 PDT 2015 --  It's a high pressure &amp; high tension match because both the teams are desperate to lose to India in the semi-final. #AUSvPAK #CWC15
Fri Mar 20 02:10:23 PDT 2015 --  Watson ko Riaz se Rahat mil gayee.. #GameChanger
Fri Mar 20 02:08:14 PDT 2015 --  By now, the boundary wall of Rahat's house in #Pak would have been demolished #AUSvPAK
Fri Mar 20 02:01:24 PDT 2015 --  If I praise and cheer for Pakistani team today, will our hot female neighbours talk to me? #CWC15
Fri Mar 20 01:56:15 PDT 2015 --  Good to see #Aus and #Pak fighting so intensely for the privilege of losing to #Ind. #CWC15
Fri Mar 20 01:15:43 PDT 2015 --  Nobel laureate Sir Venkatraman Ramakrishnan to head Royal Society in UK http://bit.ly/1xlAPfx 
Sat Mar 14 18:03:11 PDT 2015 --  Adidas Shoe Store In Amsterdam pic.twitter.com/FgV9Lo2kUc
