Sun Aug 16 14:11:47 PDT 2015 --  #Life pic.twitter.com/149WD9vVOJ
Tue Feb 03 09:39:23 PST 2015 --  Don't take simple things for granted, take a moment and think about those who are suffering pic.twitter.com/zP5ym0k8yh
Sun Feb 01 08:18:03 PST 2015 --  #Life pic.twitter.com/nUd5Xri4uE
Tue Jan 27 11:15:27 PST 2015 --  #life #fact pic.twitter.com/U0Stl3QWKa
Fri Jan 23 12:43:42 PST 2015 --  #truth #fact pic.twitter.com/wowKfXl8H2
Tue Jan 20 11:26:58 PST 2015 --  A beautiful #lady till the last moment pic.twitter.com/pVsz4u3RRn
Sat Jan 17 10:06:04 PST 2015 --  #shine pic.twitter.com/wJl4hKnTh4
Tue Jan 13 14:16:36 PST 2015 --  #Challenge pic.twitter.com/CESIHmmKbJ
Sun Jan 11 11:56:48 PST 2015 --  The father is an exceptional man whatever was his situation. pic.twitter.com/PZXAtdoEvr
Fri Jan 09 12:37:41 PST 2015 --  #Determination makes the impossible pic.twitter.com/5fNPnyELXQ
Wed Jan 07 14:52:53 PST 2015 --  #things_you_cant_buy pic.twitter.com/DA9kWaoGSl
Tue Jan 06 14:52:50 PST 2015 --  #life pic.twitter.com/Kre1JABju1
Sun Jan 04 13:49:07 PST 2015 --  #Leadership is not just giving orders pic.twitter.com/czOZUkXFzn
Fri Jan 02 11:48:35 PST 2015 --  #happiness pic.twitter.com/8hf1f02GFH
Tue Dec 30 09:32:18 PST 2014 --  The ageing of the body Is a must, but the ageing of the soul is a choice. pic.twitter.com/f2BHbij9cc
Sat Dec 27 12:26:36 PST 2014 --  #things_you_cant_buy pic.twitter.com/Ph5rUgq685
Sat Dec 27 11:20:24 PST 2014 --  There is always people more miserable than you, therefore you got to smile . pic.twitter.com/BkxDJyTQqx
Thu Dec 25 11:25:39 PST 2014 --  Everything ages except #love. pic.twitter.com/jMJCdZ3elJ
Sat Dec 20 11:57:56 PST 2014 --  Don't waste your time explaining, people will just #listen to what they want to listen to. pic.twitter.com/8Qdq8tpTE8
Thu Dec 18 12:28:07 PST 2014 --  #Love pic.twitter.com/GHU27rRsCR
Wed Dec 17 13:59:09 PST 2014 --  #happiness pic.twitter.com/CJbglNiHfX
Mon Dec 15 12:27:58 PST 2014 --  Someone dreams of success, and someone wakes up early to succeed. pic.twitter.com/n102cjZxg1
Sat Dec 13 13:12:12 PST 2014 --  #things_you_can't_buy pic.twitter.com/JXn5uMrZBx
Sat Dec 13 12:08:01 PST 2014 --  There is a difference however we can live together pic.twitter.com/4k0uUInCNM
Thu Dec 11 14:16:51 PST 2014 --  #life pic.twitter.com/e4Q1QY5iaB
Thu Dec 11 13:29:36 PST 2014 --  #Thankful pic.twitter.com/Ps4uIklNn4
Wed Dec 10 12:15:29 PST 2014 --  Don't get upset if the #balloon burst, you are the one who made it bigger than it should be pic.twitter.com/hQgQAajDqo
Tue Dec 09 13:18:02 PST 2014 --  Make your self #inimitable pic.twitter.com/NzPqmruSE6
Mon Dec 08 13:30:12 PST 2014 --  Intersts are the #motive for people to develop their selves Simply a person is equal to his total interests pic.twitter.com/USGEpmjThY
Mon Dec 08 10:29:58 PST 2014 --  #trust pic.twitter.com/XLYDjFPU9V
Sun Dec 07 12:19:44 PST 2014 --  #communication pic.twitter.com/dZiKbr0kkP
Sun Dec 07 10:51:10 PST 2014 --  When you are next, it is not funny pic.twitter.com/7KUNX9XOYv
Sat Dec 06 09:38:59 PST 2014 --  no #Life with #Despair. pic.twitter.com/JatfZeT5HG
Fri Dec 05 11:56:02 PST 2014 --  The #reality today. pic.twitter.com/6ATPZDKeu0
Thu Dec 04 12:23:41 PST 2014 --  Don't take a lot of people with u in ur journey to future, some deserve to be a station that u pass by #truth pic.twitter.com/MrWvWbqt9D
Wed Dec 03 11:38:14 PST 2014 --  #Life is better with #love. pic.twitter.com/uccu11JWz5
Tue Dec 02 12:22:42 PST 2014 --  People with high #morals are suffering the most, because only who has the same high morals will understand them pic.twitter.com/WgcNlnhYw1
Mon Dec 01 10:12:35 PST 2014 --  Don't say more than what should be said, keep some space for silence #Life pic.twitter.com/wfu9EfMvNr
Sat Nov 29 09:31:39 PST 2014 --  Take the opportunity and beware of loosing it. #Chance pic.twitter.com/sJDPiyjxmE
Fri Nov 28 11:15:41 PST 2014 --  Beauty draws attention. But tenderness draws hearts. pic.twitter.com/qBh1KG5rBZ
Thu Nov 27 09:33:19 PST 2014 --  #story #life pic.twitter.com/9tEYoTjUhn
Wed Nov 26 12:18:50 PST 2014 --  #never #fact pic.twitter.com/PjTVUPDm3r
Wed Nov 26 11:54:04 PST 2014 --  The world is a book and who doesn't travel is like he\she reads only one page... #Life pic.twitter.com/JnCjzr3AvK
Tue Nov 25 10:34:33 PST 2014 --  We can build good future together not against each other . #truth pic.twitter.com/N7UYbisJvH
Mon Nov 24 10:31:26 PST 2014 --  #trust pic.twitter.com/rTzMJ7buRy
Mon Nov 24 10:11:38 PST 2014 --  A water drop some people see it nothing pic.twitter.com/QpLU4egmzL
Sun Nov 23 09:50:18 PST 2014 --  You do not know which of your work enter you to heaven. #truth pic.twitter.com/AMQHNaXXZt
Sat Nov 22 10:09:15 PST 2014 --  You didn't see anything of the sea's wonders yet. #Fact pic.twitter.com/9iiRY9IWNH
Fri Nov 21 11:54:54 PST 2014 --  Don't let anyone irritate your life Pleasure. #happiness pic.twitter.com/rnhRL3rk90
Thu Nov 20 16:05:45 PST 2014 --  #life pic.twitter.com/IBU3kW2VIv
Thu Nov 20 14:38:31 PST 2014 --  If it was to be death! It is shame to die as a coward. pic.twitter.com/1l4bpqkKqV
Thu Nov 20 08:41:06 PST 2014 --  #hope pic.twitter.com/d6ADLlUkj3
Wed Nov 19 12:21:16 PST 2014 --  Without women, the roses vendor would close his shop. pic.twitter.com/wxsWaT3X8S
Wed Nov 19 09:28:19 PST 2014 --  #Faith pic.twitter.com/nrK6JdF3pU
Wed Nov 19 06:36:44 PST 2014 --  #Disability in heart and mind not in body. pic.twitter.com/V076ULt6Jk
Mon Nov 17 14:14:44 PST 2014 --  #Life pic.twitter.com/chXeKsG4w0
Mon Nov 17 10:32:01 PST 2014 --  If you want to see the world beautiful, watch it from I child's eye pic.twitter.com/zYlXHgynMv
Mon Nov 17 08:39:38 PST 2014 --  Don't be bothered if somebody disagree with you in a discussion..... Ideas are different and minds also different. pic.twitter.com/TCyIRSKQIA
Sun Nov 16 14:20:15 PST 2014 --  No one is born with hating or Racism however we sometime gaining those in our life!! #truth pic.twitter.com/ZmtlqjVeuV
Sun Nov 16 12:11:34 PST 2014 --  #Life pic.twitter.com/f3yV0u8wrG
Sun Nov 16 12:03:59 PST 2014 --  We are driven to our fate #truth pic.twitter.com/NGvQIbTTjz
Sat Nov 15 15:56:28 PST 2014 --  Don't ever forget who stood with you in your weak time. #trustworthiness pic.twitter.com/88Vp800gbC
Sat Nov 15 13:23:59 PST 2014 --  #Life pic.twitter.com/qTOAYkuDJO
Sat Nov 15 11:19:41 PST 2014 --  Don't Judge on others before you know them. Shadow doesn't always reflect the #truth. pic.twitter.com/m0GMQVnFwG
Fri Nov 14 16:40:05 PST 2014 --  There might be an excuse so #listen before blaming others pic.twitter.com/4qrfdWQOcL
Fri Nov 14 14:43:10 PST 2014 --  There is no permanent happiness or sadness they are #events between #stages pic.twitter.com/wLJFDvORsj
Fri Nov 14 12:53:28 PST 2014 --  #Sadness, is that you want to see the whole world live in peace pic.twitter.com/Zu5gTToLOX
Thu Nov 13 14:22:24 PST 2014 --  #Life pic.twitter.com/x1CuTXQpn8
Thu Nov 13 12:47:33 PST 2014 --  The soldier was executed for being merciful #mercy pic.twitter.com/nTG9I7hhAE
Wed Nov 12 13:21:29 PST 2014 --  #Life pic.twitter.com/fNZunIhhDR
Wed Nov 12 09:48:56 PST 2014 --  There is no person without issues however there are some people remember it is the secret of life so they #smile pic.twitter.com/odENBx60cO
Tue Nov 11 11:31:41 PST 2014 --  #Love pic.twitter.com/I7MRil2fCu
Tue Nov 11 09:52:18 PST 2014 --  Places worth nothing, while those who you love are not there. #Love pic.twitter.com/SmmuMxd2O6
Tue Nov 11 00:57:53 PST 2014 --  The real thief is the one who steal your presence and your mind. #thief pic.twitter.com/v6kZqEmnju
Mon Nov 10 16:07:04 PST 2014 --  It's a #mercy! That they don't depend on humans. #Truth pic.twitter.com/lnEkhr8ier
Mon Nov 10 10:18:36 PST 2014 --  #Relationships are like birds, if you hold tightly they DIE If you hold Loosely, they FLY. pic.twitter.com/tqFweJ3Oto
Mon Nov 10 01:06:33 PST 2014 --  You have to learn how to walk alone. When others abandon you. #motivation #life pic.twitter.com/uBmgo1m8ao
Sun Nov 09 15:14:02 PST 2014 --  This is what you can buy in 100 Billion in Zimbabwe currency. #Truth pic.twitter.com/A2cjbDKgQo
Sun Nov 09 10:56:09 PST 2014 --  Although he is sick with Alzheimer's disease, he only recognize his wife. Love in heart not in brain. #Love pic.twitter.com/07vspalmbM
Sun Nov 09 08:13:05 PST 2014 --  Leave this world behind you, and smile #Smile #Life pic.twitter.com/ahyFGqOWTj
Sat Nov 08 12:45:15 PST 2014 --  #Life pic.twitter.com/U60XXYP3zC
Sat Nov 08 08:32:51 PST 2014 --  One of the gates at a train station in #Canada has Broke down, so the passengers paid the money like that. #Decency pic.twitter.com/0jGxvx6BTL
Fri Nov 07 11:06:03 PST 2014 --  If you want lots of love in your life, you must sow it first. #Love pic.twitter.com/M4MD5H8NrU
Fri Nov 07 09:09:51 PST 2014 --  Poorest people .. Would show more generosity. #picture #generosity pic.twitter.com/kU4p0i2x1G
Thu Nov 06 14:41:13 PST 2014 --  pic.twitter.com/W7IODs7Gul
Thu Nov 06 13:23:34 PST 2014 --  Number 4 in Taiwan means death. Therefore you will not find in all floors or hotel room number 4,14,24.... Truth... pic.twitter.com/RIusVU7GsN
Thu Nov 06 03:21:35 PST 2014 --  The best people who's trying to satisfy the need of other people first although they are in need. #Respects pic.twitter.com/4LuYkzkM3G
Wed Nov 05 14:49:24 PST 2014 --  The mother is definitely seeing the light at the end of the tunnel #hope pic.twitter.com/5so4opYGgE
Wed Nov 05 09:13:01 PST 2014 --  #NewDay #start pic.twitter.com/FQkczKiiFc
Wed Nov 05 04:03:23 PST 2014 --  You have to search for knowledge, because the knowledge will not look after you #truth pic.twitter.com/amXdoB115Q
Tue Nov 04 11:22:43 PST 2014 --  Its possible that we disagree, but we can live together. pic.twitter.com/ccIJOnRVG9
Tue Nov 04 10:05:09 PST 2014 --  #Life pic.twitter.com/8sEDvLyV2k
Tue Nov 04 09:25:14 PST 2014 --  What you see below the clouds is not like what you see above it #fact #truth pic.twitter.com/QGsXxwL501
Tue Nov 04 01:13:44 PST 2014 --  The only heart bleeding is the pure one. #fact #hearts pic.twitter.com/zKp7w0nc3t
Mon Nov 03 14:57:53 PST 2014 --  You don't need a space shuttle to get to the moon pic.twitter.com/oJYlryw7iL
Mon Nov 03 12:00:04 PST 2014 --  Behind each window a story talk about love,pain,missing and sometime stories can not be told. #Life pic.twitter.com/psAQ36JgkK
Mon Nov 03 10:23:35 PST 2014 --  Being away it doesn't mean I forget you... #Feelings pic.twitter.com/x2DulnOi4W
Mon Nov 03 01:03:40 PST 2014 --  Don't trespass others habitat ! pic.twitter.com/TXXsMk2aRF
Sun Nov 02 13:53:44 PST 2014 --  To not be disappointed, don't imagine that someone will never change #Truth pic.twitter.com/MMhKxqkrY3
Sun Nov 02 09:51:59 PST 2014 --  Because of forgetting we can start new live every day #Truth pic.twitter.com/2m6nkZRKln
Sat Nov 01 13:27:41 PDT 2014 --  I was patient with suspicious things because I was afraid to be lonely without friends. #Life pic.twitter.com/AqZvF6KUuC
Sat Nov 01 13:10:37 PDT 2014 --  Being deeply loved by someone gives you strength, while loving someone deeply gives you courage. #Love pic.twitter.com/nrQNRVWvUA
Fri Oct 31 04:16:37 PDT 2014 --  It is impossible to please people in all things..So the only concern should be confined to appease our consciences pic.twitter.com/Qceg0i7c0X
Thu Oct 30 12:20:45 PDT 2014 --  Happiness does not need miracles. all you need is; forgiving heart and smiley face. #Happiness #Truth pic.twitter.com/G2YN24a0zf
Thu Oct 30 11:25:56 PDT 2014 --  Somewhere ..There .. It became a luxury ..To buried a complete corpse. #Truth pic.twitter.com/C8FW7FnJsa
Thu Oct 30 01:11:19 PDT 2014 --  Colors are varied and beauty is one pic.twitter.com/0MKailyIq2
Wed Oct 29 10:16:14 PDT 2014 --  I do not have time to hate who hates me .. I am too busy to love who loves me #love pic.twitter.com/jR9iYsiLa7
Tue Oct 28 14:53:24 PDT 2014 --  Whoever does not make happiness for himself, others will not make it for him. #fact #truth pic.twitter.com/b6BZ5GmHC9
Tue Oct 28 09:52:14 PDT 2014 --  Don't take a picture of me,, I don't need your compassion pic.twitter.com/pCYEHtArb9
Mon Oct 27 11:18:30 PDT 2014 --  'Birds born in a cage think flying is an illness. Alejandro Jodorowsky pic.twitter.com/vgt9zI685z
Mon Oct 27 09:44:11 PDT 2014 --  You hate your life,,, But some other people dreamed to have it. #truth pic.twitter.com/ZhU99MADbi
Mon Oct 27 09:20:27 PDT 2014 --  #truth pic.twitter.com/ByWCQlx6sq
Sun Oct 26 10:22:31 PDT 2014 --  The happiness might reach people sitting on ground and leave people sitting on chairs. #truth pic.twitter.com/z1Am95UNGP
Sun Oct 26 08:24:55 PDT 2014 --  How painful it is the sense of deprivation of simple things. #truth pic.twitter.com/ITamzx2JAd
Sat Oct 25 09:05:39 PDT 2014 --  There are two faces of each story. #truth pic.twitter.com/9GM9PJsI6a
Fri Oct 24 12:59:59 PDT 2014 --  True happiness is to try and insist, that can't be found on the arrival station. pic.twitter.com/mfmMslnjyv
Thu Oct 23 13:45:31 PDT 2014 --  Tomorrow you might die , therefore you have to love pic.twitter.com/vHdMCS1Yjl
Wed Oct 22 09:06:14 PDT 2014 --  ,Poverty is full of strength goals and convictions pic.twitter.com/tpQlXWQTll
Wed Oct 22 02:58:01 PDT 2014 --  Be your self, don't be like someone else pic.twitter.com/HuwcslblqS
Tue Oct 21 09:55:41 PDT 2014 --  Time never ends so, do what you love pic.twitter.com/8rVZdaodyN
Sun Oct 19 09:44:35 PDT 2014 --  This is exactly how some people look like. pic.twitter.com/Tu1HxRvXhP
Sat Oct 18 12:34:51 PDT 2014 --  All the Features tells you that life is quick ,life is taken can't be given back and time has no friends. pic.twitter.com/UNgjurqiNu
Fri Oct 17 13:36:21 PDT 2014 --  Hope is allowed if there is a person u love pic.twitter.com/u1LnCbnDVP
Fri Oct 17 03:15:05 PDT 2014 --  Who ever underestimates women, should see this little girl becoming a mother to her little brother pic.twitter.com/vvLSfiDmEy
Thu Oct 16 11:38:48 PDT 2014 --  Only a hungry man can understand the pain of hunger. pic.twitter.com/luEov15OZl
Tue Oct 14 11:02:01 PDT 2014 --  It's a wonder to see a rich person steals and a poor one gives charity pic.twitter.com/VP0XByHkWP
Sun Oct 12 12:35:55 PDT 2014 --  Not every thing you see or believe is true pic.twitter.com/FyDSNiE6AW
Sat Oct 11 13:40:29 PDT 2014 --  Poor but rich in their hearts with joy pic.twitter.com/nTnRgzHuqK
