Wed Jul 29 12:56:01 PDT 2015 --  Yesterday shoulda never happened
Sun Jul 19 15:06:40 PDT 2015 --  Bruh do y'all hear that pic.twitter.com/TyquOm2wou
Sun Jul 19 17:59:49 PDT 2015 --  had me DEADD https://twitter.com/malaysiapargo/status/622933603421286401 …
Sun Jul 19 17:51:58 PDT 2015 --  Jackie nobody want your husband #BBWLA
Sun Jul 19 17:44:47 PDT 2015 --  #BBWLA https://twitter.com/mrcouture/status/622929963000315904 …
Sun Jul 19 17:44:19 PDT 2015 --  Brandi really just said 60/70 LMAOOO Jackie really that old #BBWLA
Sun Jul 19 17:40:38 PDT 2015 --  https://twitter.com/malaysiapargo/status/622927063473745920 …
Sun Jul 19 17:39:43 PDT 2015 --  Sometimes you gotta just be a good sport. #BBWLA
Sun Jul 19 17:26:54 PDT 2015 --  Malaysia body goals
Sun Jul 19 15:49:23 PDT 2015 --  Time is everything Imma be stingy with my time cause it's my time
Sun Jul 19 15:07:48 PDT 2015 --  I hate responsibilities
Sun Jul 19 15:07:18 PDT 2015 --  Bringing this car to school is soooo expensive
Sun Jul 19 11:30:58 PDT 2015 --  Already got a list of things that I will do once I'm done with college 🏾🏾
Sun Jul 19 11:30:15 PDT 2015 --  I wish I already had my degree
Fri Jul 17 09:30:45 PDT 2015 --  #GrowingUpAnAthlete Every joint in your body hurting by age 16
Fri Jul 17 10:32:02 PDT 2015 --  #GrowingUpAnAthlete Your ankles/knees pop whenever you walk or go up stairs
Sat Jul 18 20:42:53 PDT 2015 --  https://twitter.com/ellis_hunterj/status/622096432053366784 …
Fri Jul 17 10:37:50 PDT 2015 --  #GrowingUpAnAthlete friend: *asks to hang out* me: "I can't I have practice" friend: "can't you just skip" pic.twitter.com/CA2jY8XzEc
Fri Jul 17 22:16:12 PDT 2015 --  #GrowingUpAnAthlete when coach say "get em Chopping" pic.twitter.com/7TVqEriTFv
Fri Jul 17 20:59:57 PDT 2015 --  #GrowingUpAnAthlete "ain't no air down there" pic.twitter.com/5mMjXfpCzK
Fri Jul 17 16:56:17 PDT 2015 --  G.T.M
Fri Jul 17 15:00:33 PDT 2015 --  pic.twitter.com/BwAilmihQZ
Fri Jul 17 09:29:35 PDT 2015 --  #TweetLyricsThatHaveToBeShouted I DONT WANT TO BE ANYTHING OTHER THAN WHAT IVE BEEN TRYING TO BE LATELY #OneTreeHill
Thu Jul 16 10:55:02 PDT 2015 --  She say she want some Marvin Gaye.... some Future Vandroooosssss..... a lil Anita.... pic.twitter.com/2z6e9yvIeN
Thu Jul 16 22:20:32 PDT 2015 --  Love u so much friend Thank you for your constant love & support!!! 🏾 https://twitter.com/kmichelle/status/621894386754920448 …
Thu Jul 16 19:20:53 PDT 2015 --  Contemplating if I want a minor
Wed May 13 11:24:38 PDT 2015 --  "Set your course by the stars, not by the lights of every passing ship." -- Omar Bradley
Tue Jul 14 18:33:07 PDT 2015 --  Twitter was dope in 09 when people would tweet. "Eating Waffles" and just leave it at that.
Tue Jul 14 17:20:02 PDT 2015 --  If it's important to you then you'll make it a priority.
Tue Jul 14 16:34:12 PDT 2015 --  Client be like "I want to look natural, but also flawless" Girl no you don't....You want brow gel and a little BB Cream.
Mon Jul 13 23:58:09 PDT 2015 --  you know yall real friends when yall can talk to each other like this pic.twitter.com/9HAomJjp6u
Mon Jul 13 16:13:38 PDT 2015 --  Accurate pic.twitter.com/F7URc5P2wl
Sun Jul 12 20:25:25 PDT 2015 --  Nicki and Meek relationship is what happen when you finally give the "where my hug at?" nigga a chance. Shit beautiful.
Sun Jul 12 09:01:16 PDT 2015 --  Future telling them how breakups elevate your career. He has Big Sean attention. Meek can't fathom the idea. pic.twitter.com/VQbjQr03cP
Mon Jul 13 13:27:07 PDT 2015 --  Russell Westbrook in-game facial expressions be like. pic.twitter.com/FjUwmgxol6
Mon Jul 13 12:07:33 PDT 2015 --  RT @wayansjr: Jay-Z be rapping like he a fine nigga
Sun Jul 12 13:29:20 PDT 2015 --  It feels like I'm melting into you , you keep me so warm
Sun Jul 12 08:27:30 PDT 2015 --  when estelle says "i just met this 5"7 guy who's just my type" in american boy pic.twitter.com/MqIgA7YOB8
Wed Jul 08 21:59:47 PDT 2015 --  Jhene Aiko been singing about leaves and her soul for years only for her most famous line to be "eat the booty like groceries" tragic
Wed Jul 08 19:35:07 PDT 2015 --  https://twitter.com/spongebobsports/status/618970554364768256 …
Wed Jul 08 19:34:11 PDT 2015 --  "🏿🏾🏽🏼🏻" means I'm thinking about all the ways ppl got me fucked up
Wed Jul 08 19:33:13 PDT 2015 --  Stamp if this was me in 09 I would pop off
Wed Jul 08 19:32:48 PDT 2015 --  Idk why I'm acting so calm right now like I can't deal
Wed Jul 08 19:32:32 PDT 2015 --  Lmaoooooo moe I'm irritated af
Wed Jul 08 19:30:14 PDT 2015 --  Yahoo Source: Clippers, DeAndre Jordan meeting was short. It was clear he was returning to them. Then they started to play cards.
Wed Jul 08 19:32:05 PDT 2015 --  🏾 https://twitter.com/wojyahoonba/status/618970386810601472 …
Wed Jul 08 08:41:25 PDT 2015 --  When you text him “have a nice life” and he replies with “Bet” pic.twitter.com/9RtGmCgG48
Wed Jul 08 18:48:03 PDT 2015 --  I always get a headache when something wrong with me. When I'm sad.. Headache.. Frustrated... Headache... Mad... Headache. Like wtf
Wed Jul 08 18:57:37 PDT 2015 --  🏿🏾🏽🏼🏻
Wed Jul 08 14:22:45 PDT 2015 --  LMAOOO
Sat Jun 27 20:26:17 PDT 2015 --  Bruh waited his entire life for this moment pic.twitter.com/u6EqFkVzZM
Mon Jul 06 13:11:59 PDT 2015 --  Solange deserved countless Grammys for this song pic.twitter.com/J6TiUXs7Ob
Wed Jul 08 12:05:25 PDT 2015 --  🏿
Wed Jul 08 08:02:24 PDT 2015 --  
Wed Jul 08 06:45:56 PDT 2015 --  I can't wait until next week Monday fr fr
Wed Jul 08 06:45:39 PDT 2015 --  This is some bs
Tue Jul 07 14:31:27 PDT 2015 --  . @Tyga, instead of cheating on Queen Kylie, next time use http://pornhub.com/shemale 
Tue Jul 07 23:31:45 PDT 2015 --  https://twitter.com/pornhub/status/618532804893216772 …
Tue Jul 07 23:12:27 PDT 2015 --  
Tue Jul 07 22:28:44 PDT 2015 --  I'm done pic.twitter.com/g54yzaQdVW
Tue Jul 07 16:54:46 PDT 2015 --  I love corny things
Tue Jul 07 16:54:30 PDT 2015 --  
Tue Jul 07 16:10:51 PDT 2015 --  Anytime I want a bottle I get it likeeee this is love
Tue Jul 07 16:10:07 PDT 2015 --  Bouta have some Jose Cuervo mañana fuckk the bs
Tue Jul 07 15:32:25 PDT 2015 --  Thanks booooooooo https://twitter.com/karrueche/status/618274628671111171 …
Tue Jul 07 11:25:41 PDT 2015 --  No matter wut he, or anyone else says, Onika Tanya Maraj won't b pushing anyone1 out her vajayjay, until she's married. Now check that
Sun Sep 08 20:01:19 PDT 2013 --  Bitch with a dick. Best of both worlds
Tue Jul 07 14:44:27 PDT 2015 --  🏿🏾🏽🏼🏻
Tue Jul 07 13:58:04 PDT 2015 --  Ever since Drake said "You need to act your age, and not your girl's age" Tyga's career has been spiraling outta control..
Tue Jul 07 13:38:19 PDT 2015 --  Bill Cosby Subway Ariana Grande Tyga GOT ME LIKE pic.twitter.com/kTfAKBemNe
Tue Jul 07 11:53:17 PDT 2015 --  Tyga needs to hit the reset button his life. pic.twitter.com/yseiGg9v5q
Tue Jul 07 12:43:22 PDT 2015 --  Smh. The devil is working hard today. Lol
Mon Jul 06 18:28:35 PDT 2015 --  worry about your character, not your reputation. your character is who you are. your reputation is who people think you are.
Sun Jun 28 22:23:18 PDT 2015 --  "Pour the 8th of Kobe Bryant mix the purple w the Yellow" #FutureHive pic.twitter.com/ERMDAYmwGA
Tue Jul 07 09:54:37 PDT 2015 --  
Tue Jul 07 09:54:29 PDT 2015 --  This can't be life
Tue Jul 07 09:54:21 PDT 2015 --  Running around like a chicken without a head
Mon Jul 06 22:01:32 PDT 2015 --  Lol!!!!!! Yes yes yes!! https://twitter.com/joellephillips/status/618280661401608192 …
Mon Jul 06 20:45:24 PDT 2015 --  Man logic: the average man isn't attracted to a woman in all that makeup My logic: I'm NOT interested in the "average man" but thanks
Mon Jul 06 14:45:57 PDT 2015 --  Russell Wilson: God told me to not have sex and to lead Ciara down the right path. God: pic.twitter.com/mrzfxBB4G7
Mon May 11 21:26:48 PDT 2015 --  Lisa Raye in her prime ....ridiculous pic.twitter.com/xoLMaZmfIc
Mon Jul 06 05:45:02 PDT 2015 --  DID I NOT TELL YOU THIS CHALLENGE WAS STUPID AF take a moment to read this and reevaluate #dontjudgechallenge pic.twitter.com/uCB1IDTn93
Wed May 13 21:56:44 PDT 2015 --  Smart girl RT @WORIDSTARHlPHOP: If more single women had this mentality they'd be happier pic.twitter.com/KFmi7uryzX
Mon Jul 06 18:54:22 PDT 2015 --  My audio message game toooo skronnggg lmaoo
Mon Jul 06 13:24:38 PDT 2015 --  Remember when Raven couldn't go to the concert so Devon brought the concert to her pic.twitter.com/qVFv2y9RHr
Mon Jul 06 18:44:08 PDT 2015 --  Straight up.. If you're not benefiting me, there's no place for you in my life. It's time to be selfish, now more than ever.
Mon Jul 06 18:46:06 PDT 2015 --  Ti and tiny have a beautiful family
Mon Jul 06 18:03:53 PDT 2015 --  WHEN WILL THIS STOP HAPPENING pic.twitter.com/1xkgmSD1jy
Mon Jul 06 18:00:06 PDT 2015 --  Trusting God is the greatest stress reliever in the world. -Joyce
Mon Jul 06 18:00:16 PDT 2015 --  Yasssss Tammy is back!!!!!! better check Kaleena for disrespecting Momma! #LHHATL
Mon Jul 06 18:03:57 PDT 2015 --  Jackie lordttt LMAOO bishhh
Mon Jul 06 17:43:09 PDT 2015 --  Everybody on #LHHATL is either a manager, claiming to always be in the studio, or having relationship problems.
Mon Jul 06 17:43:14 PDT 2015 --  Super lace Thot #LHHATL
Mon Jul 06 17:46:37 PDT 2015 --  had me dead https://twitter.com/mrcouture/status/618218924484726786 …
Mon Jul 06 17:10:13 PDT 2015 --  Did Rasheeda say go to a dermatologist to get the right style?! BRUH!!! #LHHATL
Mon Jul 06 17:43:55 PDT 2015 --  Erica and sheeda
Mon Jul 06 17:01:15 PDT 2015 --  I'm not even gonna have time to go to the gym this week
Mon Jul 06 16:56:07 PDT 2015 --  Like this why I don't have cheat days
Mon Jul 06 16:55:18 PDT 2015 --  Came home to collard greens , cornbread and some Mac and cheese
Mon Jul 06 16:53:38 PDT 2015 --  What in the hell
Mon Jul 06 14:40:15 PDT 2015 --  Cosby admitted in 2005 that he got drugs to give to women he wanted to have sex with. http://on.mash.to/1G3AGdJ  pic.twitter.com/zN2SRXwXEo
Sat Jul 04 17:05:28 PDT 2015 --  I TOL HER GO GET DAT ALBUM @MeekMill #MMG #DC pic.twitter.com/ogrBFoQBVa
Mon Jul 06 12:23:10 PDT 2015 --  meek mill always looks like he didnt exactly understand what you just said pic.twitter.com/m2PZk4u98G
Mon Jul 06 11:05:11 PDT 2015 --  In a recent interview Seahawks' Russell Wilson says him & Ciara are waiting until marriage to have sex. pic.twitter.com/HHfGDtj8zb
Sun Jul 05 21:47:43 PDT 2015 --  If you play R. Kelly's "Step in the Name of Love" loud enough, whatever you're wearing will turn into a white linen suit.
Mon Jul 06 11:45:44 PDT 2015 --  Nicki & Beyoncé being hood to their mans song. https://vine.co/v/enhDw3jpj7E 
Sun Jun 28 11:21:51 PDT 2015 --  When y'all RT porn onto my TL on a Sunday pic.twitter.com/KAe8mQgKhn
Sat Jul 04 15:13:26 PDT 2015 --  #CookoutNetworkNews Your aunt makes your little cousin come out and dance for the family pic.twitter.com/7Qh16oaCoi
Sat Jul 04 16:44:01 PDT 2015 --  When your cousin and her 6 kids walk through the door. #CookoutNetworkNews pic.twitter.com/J1UGkODhuf
Sun Jul 05 08:23:39 PDT 2015 --  Granny: "She looks different from last year baby" Me: "Grandma, that's not that same girl" #CookoutNetworkNews pic.twitter.com/ivyZjPtpOS
Sun Jul 05 08:43:51 PDT 2015 --  #CookoutNetworkNews When ya aunty dun gave 13 of her kids 2nds and wen u go to get yours she says "stop bein greedy". pic.twitter.com/yKq5ldT9uC
Sun Jul 05 09:49:53 PDT 2015 --  When somebody walk through the door and don't speak *turns to family* did yall hear her speak?! #CookoutNetworkNews pic.twitter.com/mP7INaCqIY
Sun Jul 05 12:38:58 PDT 2015 --  #CookoutNetworkNews That judgmental Auntie that slimmed down ,married her a rich man and forgot where she came from. pic.twitter.com/bl8IDFdCVr
Sat Jul 04 15:28:48 PDT 2015 --  Your grandma's face when all the girls start twerking and dutty whining #CookoutNewsNetwork pic.twitter.com/xzp8AqgL6h
Mon Jul 06 13:47:16 PDT 2015 --  Life is all about recognizing opportunity even when it's not a paycheck attached to it but shit David West.
Mon Jul 06 13:48:33 PDT 2015 --  David West didn't even use his agent for that deal. He just let Go and let God.
Sun Jul 05 19:37:56 PDT 2015 --  #DontJudgeChallenge pic.twitter.com/97cYcrvZZN
Mon Jul 06 13:37:13 PDT 2015 --  David West to join Spurs for veteran minimum of about $1.5 million after opting out of $12 million with Indiana.(via http://NBA.com )
Sun Jul 05 12:46:41 PDT 2015 --  Ron Isley: the first man over 40 to finesse the throwback jersey/mink coat combo. Peak Blackness #BlackHistoryInJuly pic.twitter.com/d3dPJcCg5Y
Fri Jul 03 17:32:17 PDT 2015 --  Before Joseline there was New York pic.twitter.com/oDnFMwkMho
Sun Jul 05 06:06:24 PDT 2015 --  God doesn't call the qualified. He qualifies the called. pic.twitter.com/FNGRYNXKwV
Sun Jul 05 07:30:28 PDT 2015 --  10 years ago today, @MissyElliott drops "The Cookbook" pic.twitter.com/O16v43N8ia
Sun Jul 05 07:35:50 PDT 2015 --  Thank You God for Blessing Me with Another Day of Life!!!!
Sat Jul 04 18:13:44 PDT 2015 --  Like I'm just sitting here like 🏿🏾🏽🏼🏻
Sat Jul 04 18:10:33 PDT 2015 --  🏾
Sat Jul 04 15:02:02 PDT 2015 --  Having responsibilities <
Sat Jul 04 09:26:19 PDT 2015 --  This happened last night @KELLYROWLAND I love you . Thank you ! pic.twitter.com/9yEZ7Cn499
Sat Jul 04 14:53:32 PDT 2015 --  Since Thursday I've had this item in my shopping cart I need it before next week Saturday *runs to computer*
Sat Jul 04 14:52:30 PDT 2015 --  
Sat Jul 04 13:39:10 PDT 2015 --  Kelly Rowland Joins Empire Season 2--Find Out Who She's Playing (Spoiler Alert)! http://eonli.ne/1CaW99x 
Sat Jul 04 11:32:59 PDT 2015 --  Just in time for the #4th be sure to get ya #GUMBO http://open.spotify.com/track/0psbBdxOb3A8WMuG3ludUw … #NEW @JayRock #TDE pic.twitter.com/v3Y0WwY1AN
Sat Jul 04 10:27:44 PDT 2015 --  Damian Lillard after losing Wes Mathews, Nic Batum, Aldridge, & Robin Lopez... pic.twitter.com/lFUVXC5ALt
Wed Jul 01 12:38:13 PDT 2015 --  Nicki is me at every party , cookout shit anywhere music is played 🏽 pic.twitter.com/xAqYFoZLxC
Sat Jul 04 09:17:05 PDT 2015 --  I'm happy to say I'm going home to Texas and will be a Spur!! I'm excited to join the team and be close to my family and friends.
Sat Jul 04 09:39:02 PDT 2015 --  SharkWeek in Silver Spring, MD. pic.twitter.com/9MC14YiM6b
Sat Jul 04 09:20:24 PDT 2015 --  "Who are: the San Antonio Spurs?" #JeopardySports pic.twitter.com/ZS1oN96yY4
Thu Jun 04 11:18:39 PDT 2015 --  Black people: don't say nothing just RT https://vine.co/v/hBJJlUr5n13 
Sat Jul 04 09:06:36 PDT 2015 --  Who do you want to see working the grill at your cookout? RT for Uncle denzel Fav for Taylor Swift pic.twitter.com/uzomxAgTGg
Fri Jul 03 11:43:38 PDT 2015 --  That dark matter 🏿 pic.twitter.com/6OModrWohV
Fri Jul 03 17:54:50 PDT 2015 --  pic.twitter.com/CuyR7eHRh6
Fri Jul 03 23:50:09 PDT 2015 --  Joe tripping! https://vine.co/v/OH0umggE9L1 
Fri Jul 03 22:38:35 PDT 2015 --  Excuse the typos ..... #DWMTM
Thu Jul 02 18:20:22 PDT 2015 --  When yo Girl mad at you pic.twitter.com/TDt6p1zHZf
Fri Jul 03 22:39:38 PDT 2015 --  That was cute lol
Fri Jul 03 16:57:02 PDT 2015 --  The wingman of the year pic.twitter.com/OyicB0wAdU
Thu Jul 02 14:25:33 PDT 2015 --  I'M FUCKING DEAD LMAO https://vine.co/v/eJF6WjhtwwO 
Fri Jul 03 17:18:43 PDT 2015 --  "CAN I PLEASE GET A WAFFLE" http://vine.co/v/eqV73dtiPvI 
Fri Jul 03 10:23:50 PDT 2015 --  HOW WHITE PEOPLE SMILE AT YOU WHEN THEY WALK PAST YOU https://vine.co/v/e1va0ixhW3A 
Fri Jul 03 22:17:58 PDT 2015 --  On to my next thottie
Fri Jul 03 22:17:26 PDT 2015 --  Niggas so temporary like I'm convinced
Fri Jul 03 22:15:14 PDT 2015 --  And I got guests coming to my house for the entire week
Fri Jul 03 22:14:09 PDT 2015 --  This has been such a tiring ass summer everyday so repetitive
Fri Jul 03 22:13:37 PDT 2015 --  Every time I go on Netflix to watch something I end up falling asleep
Fri Jul 03 21:17:45 PDT 2015 --  when you pass out and wake up later still just as drunk... it's gon be a rough 24 hours for your ass.
Sun Apr 06 07:29:27 PDT 2014 --  White people loving Go-Go in Adam's Morgan last night. https://vine.co/v/MiIFnj7PM3g 
Fri Jul 03 19:23:01 PDT 2015 --  When you upload your resume and the next screen asks you to fill out employment history. pic.twitter.com/rHcwj0xhKe
Fri Jul 03 21:27:34 PDT 2015 --  lawddd
Fri Jul 03 21:26:13 PDT 2015 --  My Word pic.twitter.com/dK3mbq6DFG
Fri Jul 03 19:31:36 PDT 2015 --  me trying to watch my show and be on Twitter at the same time http://twitter.com/girlposts/status/615326817487036416/photo/1pic.twitter.com/TGl4XMXFeT 
Fri Jul 03 20:14:04 PDT 2015 --  Can't wait for you guys to hear these new songs I'm releasing very soon!!
Thu Jul 02 09:00:21 PDT 2015 --  . @D_West30 on Leaving the @Pacers: 'I Just Want to Win' http://slam.ly/ug5tPD  pic.twitter.com/VJxMnBuXGW
Fri Jul 03 20:05:30 PDT 2015 --  Someone get they dad
Fri Jul 03 18:30:36 PDT 2015 --  when you realize that wasn't no firework
Fri Jul 03 09:20:25 PDT 2015 --  The two most annoying people on the Internet pic.twitter.com/Kcs7zfMb0C
Fri Jul 03 17:37:50 PDT 2015 --  Deandre Jordan has proven to us you don't have to be able to shoot to make 20 million dollars in the NBA.
Fri Jul 03 16:28:40 PDT 2015 --  Spurs and Suns have solidified themselves as frontrunners in pursuit of free agent LaMarcus Aldridge, league sources tell Yahoo.
Thu Jul 02 06:47:38 PDT 2015 --  Return to Clippers certainly not ruled out, but Austin Rivers says as we move into Day 2 that he'll indeed sample the field in free agency
Fri Jul 03 16:25:21 PDT 2015 --  In NOLA for #ESSENCEFEST! Honored to rub elbows with @DeVonFranklin pic.twitter.com/RcN9fjsbRK
Fri Jul 03 15:19:02 PDT 2015 --  Dirk took a pay cut and got Wes Matthews and Deandre Jordan.... pic.twitter.com/VCLHzhLYZA
Fri Jul 03 16:19:22 PDT 2015 --  LMAOOO he has no type of offense bye
Fri Jul 03 16:18:22 PDT 2015 --  🏾 https://twitter.com/br_nba/status/617073875176845312 …
Thu Apr 30 17:38:10 PDT 2015 --  Why do guys think they can give us bomb & we not supposed to catch feelings like um hello u just fucked the shit outta me i love u LMAO
Wed Jul 01 20:15:53 PDT 2015 --  Sorry Trey but Aug gotta better print than you pic.twitter.com/tAPEDFcPiK
Fri Jul 03 15:12:33 PDT 2015 --  I'M. SCREAMING. pic.twitter.com/orW3hKOvxs
Fri Jul 03 15:13:09 PDT 2015 --  Lmaoo #IdiotOlympics pic.twitter.com/AAMzLj27DI
Fri Jul 03 15:57:19 PDT 2015 --  
Fri Jul 03 14:57:05 PDT 2015 --  LaMarcus Aldridge is doing what women have been doing for years.....Pretending to be interested for free meals & attention.
Fri Jul 03 12:42:08 PDT 2015 --  🏾
Fri Jul 03 11:32:50 PDT 2015 --  Serena Williams #GOAT
Fri Jul 03 11:30:44 PDT 2015 --  World No.1 #Serena keeps her calendar-year Grand Slam hopes alive with 6-2 4-6 7-5 3R win over #Watson. #Wimbledon pic.twitter.com/0C1vnlwR9f
Fri Jul 03 11:07:16 PDT 2015 --  It's far from easy but Serena holds for a 4-3 lead in the 3rd against Heather Watson #Wimbledon pic.twitter.com/5KILFP9A6F
Wed Jul 01 11:36:35 PDT 2015 --  Kim Kardashian explains why marginal propensity to consume decreases as income rises http://on.mktw.net/1IOnX0v  pic.twitter.com/WUGMXuglcs
Fri Jul 03 09:01:43 PDT 2015 --  Never give anyone the power to take away your joy.
Fri Jul 03 09:06:11 PDT 2015 --  🏾 https://twitter.com/jeanettejenkins/status/617000276768227328 …
Thu Jul 02 20:49:18 PDT 2015 --  Julius Randle "what was he thinking" #SAVAGE https://vine.co/v/e1rQddFauFj 
Thu Jul 02 22:41:09 PDT 2015 --  Dear Artists, step your music videos up, the bar has been raised! pic.twitter.com/kioEEBGeSv
Wed Jul 01 22:58:51 PDT 2015 --  "Damn my Netflix taking forever to load, what you wanna do in the meantime?" pic.twitter.com/LLkk0JHITu
Wed Jul 01 23:19:45 PDT 2015 --  nigga all you did was lose your earing and find it senior year RT @SavingNoHoes: High School Glo Up pic.twitter.com/ANo6YnmLPC
Thu Jul 02 21:05:01 PDT 2015 --  Petty McGuire outcheaa like Idgad
Thu Jul 02 20:45:00 PDT 2015 --  Strike 3 officially annoyed for the night
Thu Jul 02 20:40:44 PDT 2015 --  Sooooo apparently @NoNoFahSure got time to tweet but can't answer back in the group
Thu Jul 02 20:31:08 PDT 2015 --  🏿🏾🏽🏼🏻
Thu Jul 02 20:30:42 PDT 2015 --  Lmao why do people wanna try it with me ?!
Thu Jul 02 20:20:33 PDT 2015 --  A Bethesda man has been accussed of using a seflie stick to record videos of a woman who lived above him. He recorded 16 videos, 1 naked.
Tue Jun 30 22:30:14 PDT 2015 --  pic.twitter.com/AVsfxArrtr
Sun Jun 07 17:11:36 PDT 2015 --  Food for thought pic.twitter.com/25jOvgB2OO
Thu Jul 02 19:30:04 PDT 2015 --  Crazy loves company. Don't fall for the drama, the nonsense or the crazy. Protect your heart, mind & spirit.
Wed Jul 01 21:42:20 PDT 2015 --  never thought of it this way pic.twitter.com/f597F4nISh
Wed Jul 01 20:48:31 PDT 2015 --  
Wed Jul 01 18:09:03 PDT 2015 --  "Act like you my homeboy" niggas lawddd
Wed Jul 01 10:55:49 PDT 2015 --  10 years ago today, Luther Vandross dies at the age of 54. pic.twitter.com/H3wZP84H8d
Wed Jul 01 08:00:16 PDT 2015 --  Happy Birthday @MissyElliott! pic.twitter.com/I75ud36vJV
Wed Jul 01 17:43:50 PDT 2015 --  Kill everybody running for that spot
Wed Jul 01 17:34:20 PDT 2015 --  Vice President Joe Biden will run for president in 2016.
Mon Jun 02 11:08:36 PDT 2014 --  @briaidris lmao but you got on high top cookout shoes?? girl please! pic.twitter.com/mLs4ICALow
Wed Jul 01 16:29:29 PDT 2015 --  Source: Iman Shumpert has agreed to a four-year, $40 million deal with the Cavs. Last year is a player option.
Wed Jul 01 12:06:06 PDT 2015 --  Lakers and Knicks fans right now... pic.twitter.com/wXR54uuHH4
Wed Jul 01 12:38:47 PDT 2015 --  When @MeekMill said, "I'm talking that cross you that fade you fourth quarter like Jordan we back on that bull shit" pic.twitter.com/8uUpB26NL8
Wed Jul 01 16:13:43 PDT 2015 --  Free agent Paul Pierce has agreed to a three-year deal with the Clippers, league sources tells Yahoo Sports.
Sun Jun 28 23:05:23 PDT 2015 --  When you lurking and find the exact thing you were hoping you wouldn't pic.twitter.com/aAmZ1h2oIS
Wed Jul 01 12:01:17 PDT 2015 --  This guy is getting $70 million pic.twitter.com/bQLjFgKSrU
Wed Jul 01 11:32:56 PDT 2015 --  Some of these NBA teams seriously don't wanna prosper
