Fri Aug 28 04:15:05 PDT 2015 --  Smooth as fuck pic.twitter.com/UTJtrZjbo2
Sun Jun 28 09:20:21 PDT 2015 --  When you're too drunk but you coach yourself through it pic.twitter.com/IBmwANEGZn
Tue Jun 30 16:16:52 PDT 2015 --  watch this pic.twitter.com/fcez5be1M0
Mon Jun 22 05:15:07 PDT 2015 --  Zoom in pic.twitter.com/XH4HvF4yM5
Sun Jun 21 17:29:51 PDT 2015 --  Lmao u can't not like fetty wap after this pic.twitter.com/e5VrSHIpRI
Sun Jun 21 18:35:40 PDT 2015 --  Salute to Fetty Wap pic.twitter.com/ldOBIKPYIR
Fri Jun 19 20:00:31 PDT 2015 --  This hero will always be remembered pic.twitter.com/D8Cu3olOZq
Mon Jun 15 13:10:01 PDT 2015 --  Best advice EVER! pic.twitter.com/S8teT7yBEV
Fri Jun 19 18:56:53 PDT 2015 --  Yo A-Rod, I'm really happy for you and I'ma let you finish, but Jeter had the best 3,000th hit of all time https://vine.co/v/MH9vgz7pzrP 
Fri Jun 19 08:32:23 PDT 2015 --  Video: Gerrit Cole threw one of the nastiest pitches you'll ever see! Watch > http://bit.ly/1BszpkX  pic.twitter.com/nFbQytyt1N
Thu Jun 18 21:22:32 PDT 2015 --  This man lost his mother in shooting, his baseball teammates are in the back supporting him. Make this go viral pic.twitter.com/MGHRlBud1u
Tue Jun 16 13:30:22 PDT 2015 --  The greatest moment in sport history http://vine.co/v/MqeAmYQubOV 
Wed Jun 10 11:04:33 PDT 2015 --  Who let this guy in http://es.pn/1I0wfCb 
Thu Jun 11 12:01:32 PDT 2015 --  One Coyotes fan was NOT happy the Glendale City Council ended an arena lease agreement. And she let 'em know. WATCH: http://es.pn/1B9nFUt 
Tue Jun 09 20:33:45 PDT 2015 --  GIF: LeBron's pistol celebration pic.twitter.com/fNI61b5Jre
Fri May 15 07:25:43 PDT 2015 --  REASONS WHY I LOVE TWITTER pic.twitter.com/p40Y9f2Itn
Sat May 16 03:12:46 PDT 2015 --  Damn he wasn't feelin it.. http://vine.co/v/eKFOPZmdmUj 
Sun May 24 10:12:57 PDT 2015 --  tears http://vine.co/v/eqr99ulK9OA 
Thu Jun 04 17:42:14 PDT 2015 --  The King vs Chef Curry. 6’8” 250 lbs vs 6’3” 190 lbs. Here's the science behind LeBron James and Steph Curry. http://es.pn/1ImJimF 
Thu Jun 04 12:19:39 PDT 2015 --  PLAYERS WHO KISS ASS FOR PLAYING TIME HAVE A SPECIAL PLACE IN HELL! -DHS
Wed May 27 16:41:28 PDT 2015 --  Congrats to Eric Berry who has finished his treatments for cancer! http://twitter.com/GiantsNation__/status/603302332143706114/photo/1pic.twitter.com/mpRVkte0Ky 
Wed Jun 03 18:38:06 PDT 2015 --  Dream Big Chris pic.twitter.com/ViUQaMIHEy
Tue Jun 02 19:56:14 PDT 2015 --  The world would be a better place if spiders were like this. pic.twitter.com/Dp2HvAxVz5
Tue Jun 02 20:38:51 PDT 2015 --  This still gives me the chills https://amp.twimg.com/v/7f695f11-a292-4e4c-b5b0-5916ae81177b …
Sun May 31 09:38:57 PDT 2015 --  Two Rams players experienced homelessness for a night and said the experience changed their lives. WATCH: http://es.pn/1EKYdzu  #SCFeatured
Tue May 26 19:00:27 PDT 2015 --  This was cold blooded... pic.twitter.com/mCXjl8tCIk
Sun May 24 15:53:30 PDT 2015 --  If you're a reader, this is an intense read... pic.twitter.com/OHSlo7bfCH
Sun May 24 18:03:18 PDT 2015 --  DYING pic.twitter.com/djyML07CSi
Sun May 24 19:02:44 PDT 2015 --  Friendzone 1st Team All American pic.twitter.com/lN9BqWRJE9
Fri May 22 08:14:32 PDT 2015 --  GOAT talking to the GOAT?… Wow. pic.twitter.com/76OIyGaCdZ
Tue May 19 13:33:04 PDT 2015 --  stfu mom I'll drink as much monster as I want pic.twitter.com/OpM7HTAeQ4
Mon May 18 08:58:18 PDT 2015 --  WAIT FOR IT... http://vine.co/v/Olmvxdpmz66 
Thu Apr 30 18:29:59 PDT 2015 --  Some of the Yankees players decided to re-enact a scene from The Sandlot, this is way to good pic.twitter.com/iXA8ZPoEMP
Sun May 17 15:17:44 PDT 2015 --  "The Clippers have a 3-1 series lead and look to be headed to the conference finals!" pic.twitter.com/OzCuv0360L
Thu May 14 19:50:06 PDT 2015 --  First let me hop out the mf lake pic.twitter.com/ND2HjvZsJf
Sun May 10 21:36:07 PDT 2015 --  ICYMI: Rebekah Gregory is a runner & survivor, says her ultimate purpose is being a mom. Her story is #SCFeatured. http://es.pn/1JZ6zLJ 
Fri May 08 00:00:08 PDT 2015 --  YALL PRAY FOR THIS BITCH, AINT NONE WRONG WIT HER ASS, SHE JUST LOOK LIKE THE LAST SLICE OF BREAD pic.twitter.com/fzEPWPQAXB
Thu Apr 30 18:23:04 PDT 2015 --  #stopwhitekids2015 pic.twitter.com/oKcgaDO6L2
Mon May 04 16:28:28 PDT 2015 --  WHEN YOU ALREADY GOT TWO STRIKES AND NOT TRYNA DO LIFE pic.twitter.com/8hOOnCaxXA
Tue May 05 18:58:23 PDT 2015 --  no respect on the court pic.twitter.com/H5FCFrc7jN
Tue May 05 19:29:02 PDT 2015 --  When you see the girl that curved you at the grocery store .. pic.twitter.com/GA3Rs2gB59
Sun May 03 09:04:53 PDT 2015 --  found this on my little brother's ipad #StopWhiteKids2015 pic.twitter.com/IiaoIqyKsr
Sat May 02 09:36:28 PDT 2015 --  I wanna give this guy a hug or something pic.twitter.com/ZLoq0v99Fy
Wed Apr 29 05:31:06 PDT 2015 --  YALL I CAN NOT BREEEVEE LMFAOOOOO http://twitter.com/DylanForThree/status/593215280345718784/video/1 …
Tue Apr 28 12:51:58 PDT 2015 --  Did You Know: Tomorrow's #Orioles game will be the first MLB game played in front of an empty crowd since every Marlin home game ever played
Sun Apr 19 18:56:37 PDT 2015 --  Deserves endless retweets http://twitter.com/CHlLDHOODRUINER/status/589970624262569984/photo/1pic.twitter.com/7wzGzY70u8 
Sat Apr 18 12:24:12 PDT 2015 --  Yes that's what I want to watch on my flight pic.twitter.com/Q27sItMh4g
Sun Apr 12 18:58:22 PDT 2015 --  I play baseball and my mom was diagnosed with ALS. I'm on JV but I play my heart out every game because I don't which will be her last. -OR
Sun Apr 12 20:24:48 PDT 2015 --  I'm out https://vine.co/v/euq6JO6QJBe 
Wed Apr 08 20:00:13 PDT 2015 --  How to beat black people in Basketball pic.twitter.com/H4eGjUf4z4
Sun Apr 05 14:02:01 PDT 2015 --  Happy Easter! My new hero... pic.twitter.com/g2LbUhtGLS
Wed Apr 01 20:15:27 PDT 2015 --  NO CHILL pic.twitter.com/AVSC82lBZS
Tue Mar 24 11:57:19 PDT 2015 --  A motel room. TV blaring. "Police are tonight chasing a suspect..." "At least one of us is a wanted man tonight," Drake sighs.
Mon Mar 23 17:00:44 PDT 2015 --  "Any dessert for you, sir?" "Oh no thank you, I'm stuffed!" Drake says, flashing a fake smile. "Stuffed, yet so empty," he thinks.
Sun Mar 22 12:12:37 PDT 2015 --  Drake sits back and admires the puzzle he has finished. He sips his green tea, then sighs. "There's still a piece missing."
Mon Mar 16 16:44:16 PDT 2015 --  A fall afternoon. Farmer’s market. Drake is apple picking and stumbles across a bruised apple. “Who did this to you?”, he whispers.
Sun Mar 15 17:58:42 PDT 2015 --  Drake is asked by a young boy, "which came first, the chicken or the egg?" Drake responds, "She comes first, she always comes first."
Wed Mar 11 11:12:58 PDT 2015 --  3am. Drake sits stalking an ex on Facebook. Her most recent status reads "What can I go as for Halloween?" "Just be yourself," he comments.
Tue Mar 10 19:34:26 PDT 2015 --  IM NOT OKAY pic.twitter.com/z0Nh0R7Wtu
Sun Mar 08 17:15:08 PDT 2015 --  it's for a school project, please fav or rt for your preference :) pic.twitter.com/nWX6TqHKXw
Sun Mar 08 19:42:09 PDT 2015 --  When your opponent scores a header in the 90th minute to win in FIFA pic.twitter.com/LOIuReVJZS
Fri Mar 06 16:14:40 PST 2015 --  Y'all help spread the word and help find Austin !!! He's a sophomore at Hoover. pic.twitter.com/YFqMDFBztU
Fri Feb 13 08:18:55 PST 2015 --  Wu-tang forever http://twitter.com/CHlLDHOODRUINER/status/566086169403072512/photo/1pic.twitter.com/jRAk2kkKOr 
Sun Feb 22 09:10:00 PST 2015 --  when you're 70 weeks down a person's instagram trying to avoid the like button pic.twitter.com/HnqVT4y3ej
Sun Mar 01 10:02:03 PST 2015 --  There's no going back.. http://twitter.com/CHlLDHOODRUINER/status/572092997137006594/photo/1pic.twitter.com/Cr4qvZyCl1 
Tue Mar 03 15:33:30 PST 2015 --  RT TO SAVE A LIFE OH MY GOD pic.twitter.com/MCgGyI90B9
Sat Jan 31 18:37:00 PST 2015 --  Here's where 99.9% of people got roasted pic.twitter.com/e9rGzyYLnH
Sat Jan 24 18:36:18 PST 2015 --  This nigga committed every violation possible in one play https://vine.co/v/OTazMYrOhKH 
Tue Jan 20 19:00:16 PST 2015 --  @AuburnJokes Would have fit in perfectly in the Auburn secondary. https://vine.co/v/OImMlrIUh7a 
Sun Dec 14 15:53:58 PST 2014 --  Ravens WR Steve Smith makes it clear his stamina is not an issue: "You can ask my wife about my stamina,” http://ble.ac/1uG48B3 
Tue Dec 09 16:43:59 PST 2014 --  Which would you rather win? RT for World Series FAV for Super Bowl pic.twitter.com/NkaVXhEA19
Fri Dec 05 18:50:00 PST 2014 --  I wouldn't say shit either pic.twitter.com/DJLqDnS9ro
Wed Dec 03 21:26:51 PST 2014 --  UPDATE: 1. Alabama Football 2. Hoover Football 3. South Alabama Football 4. Alabama A&M Football 5. JSU Football 6. Auburn Football
Wed Nov 26 04:30:39 PST 2014 --  Let's beat the Oscar retweets with this - R.I.P to the dog that played air bud pic.twitter.com/dCjeFmTcZo
Mon Dec 01 10:58:05 PST 2014 --  RT for awareness pic.twitter.com/Jnz2KCdJ8e
Sat Nov 29 20:49:40 PST 2014 --  Roll Tide! #1 Bama avenges last year's #IronBowl; defeats #15 Auburn, 55-44. It's the highest scoring Iron Bowl ever pic.twitter.com/SzvfMIzmdh
Sat Nov 29 20:58:56 PST 2014 --  Amari Cooper explodes as Alabama defeats Auburn in Iron Bowl. --> http://bit.ly/1tAZPXl  pic.twitter.com/rfNr0GlobQ
Wed Nov 26 16:04:06 PST 2014 --  The best videos on YouTube!! Go do your self a favor and watch it pic.twitter.com/hTprB220vV
Sun Nov 23 11:27:04 PST 2014 --  My sisters 7th grade break up pic.twitter.com/3rRrzj03JS
Sun Nov 23 14:05:41 PST 2014 --  OH LAWD!!! http://vine.co/v/O1uLQM6512g 
Sun Nov 23 14:30:21 PST 2014 --  When you looking for the right track before you get in the shower pic.twitter.com/2tw2lUdNuE
Sun Nov 23 14:38:47 PST 2014 --  I swear every mom in the world texts like this: pic.twitter.com/iTsyNnAQyU
Mon Nov 17 19:30:20 PST 2014 --  "Aye bro is this yours?" "Is what mi- .. Fuck you" pic.twitter.com/FFyAzgvqLu
Mon Nov 17 17:07:52 PST 2014 --  Welcome to Twitter, @RayLewis! pic.twitter.com/XbWr2JP4ox
Mon Nov 17 18:10:05 PST 2014 --  Who would win a head to head matchup? RT for #Alabama FAV for #FloridaState pic.twitter.com/O44hG9ETRk
Sun Nov 16 18:00:37 PST 2014 --  Oh my god. pic.twitter.com/yEU2tGB66j
Sat Nov 15 16:54:00 PST 2014 --  @bammerttown @Bama_Hammer @Bamawon15 @CrimsonTider74 @ChristntheTide @b2v4ua pic.twitter.com/cdhQi0qmhZ
Sat Nov 15 18:09:16 PST 2014 --  @jacobodle44 pic.twitter.com/ueJPXLedvT
Sat Nov 08 21:07:58 PST 2014 --  Game over! The dream lives for Alabama! Crimson Tide rally for a 20-13 overtime win vs No. 16 LSU in Death Valley. pic.twitter.com/Yv7mZaSP6R
Thu Nov 06 14:31:49 PST 2014 --  This made my day pic.twitter.com/Y5eS21qL8Q
Thu Nov 06 16:04:52 PST 2014 --  . @CincinnatiPD showing they're #StillStrong pic.twitter.com/HB2oXltIzE
Thu Nov 06 14:29:19 PST 2014 --  Truth. pic.twitter.com/YMb3OY2nS6
Thu Nov 06 16:58:09 PST 2014 --  Daniel Rodriguez served in Iraq & Afghanistan. Now, he's a WR for Clemson #CLEMvsWAKE pic.twitter.com/rW9eMwNTIh
Fri Sep 26 16:17:07 PDT 2014 --  I still can't get over this picture #RE2PECT pic.twitter.com/F0JbeMIGBQ
Wed Oct 15 18:07:33 PDT 2014 --  No one ever came home from a date and said I advanced the ball passed half court or had a shot on goal... pic.twitter.com/B6eLkg4q9Q
Wed Oct 01 22:30:14 PDT 2014 --  This child played a violin at his teacher's funeral. That teacher helped him escape poverty & violence through music pic.twitter.com/ZjQB8nYN9k
Thu Jun 05 21:45:59 PDT 2014 --  I get cramps in my hand all the time worst five minutes of my life @thetexasboy91
Wed May 28 12:35:13 PDT 2014 --  Daily Matchup! Better 3 point shooter? RT Allen Fav Curry pic.twitter.com/ucneKkzmVd
Fri May 23 07:26:43 PDT 2014 --  5000 RTs & I'll grab the mic & yell "fuck her right in the pussy" pic.twitter.com/cwCCsOdceE
Sun Oct 27 07:59:33 PDT 2013 --  RT for Allen Iverson FAV for Kobe Bryant pic.twitter.com/eBge5UkpiU
Mon Dec 02 15:31:37 PST 2013 --  RT for Allen Iverson FAV for Lebron James pic.twitter.com/RXsU2oBDEV
Wed May 14 17:12:31 PDT 2014 --  Who's the GOAT RT for MJ Fav for Jason Collins pic.twitter.com/4Rmn48swDN
Tue May 13 05:30:53 PDT 2014 --  If you want it, go get it!
Mon May 12 14:42:18 PDT 2014 --  Should I buy the elite ed reed(not gt) or Sean Taylor?? @Cullenburgar @StrangerPopular @thetexasboy91 @EASPORTS_MUT please help!!!
Sun May 11 10:11:23 PDT 2014 --  Giveaway! RT and follow for a chance to win Golden Ticket Ed Reed. Ends next Sunday pic.twitter.com/mwQzXvDLpZ
Thu Apr 17 22:45:10 PDT 2014 --  With the way I eat I should be at least 800 pounds.
Thu Apr 17 14:27:06 PDT 2014 --  Happy Birthday to the best mother in the world! I love you more than anything! @ShondaIngram_ pic.twitter.com/lyZ4WWUF2T
Wed Apr 16 12:57:05 PDT 2014 --  RT for UL Thurman Fav for CW Lynch
Sun Apr 06 10:20:38 PDT 2014 --  Retweets and follow to win a random 95+ elite card!! Ends tomorrow at 5:30 pm eastern! pic.twitter.com/nVSfgbVre3
Thu Apr 03 22:00:13 PDT 2014 --  Want the NSA to stop tracking your phone? Put it on airplane mode. Too soon?
Wed Apr 02 19:25:45 PDT 2014 --  RDC got does clutch genes @AntoDaBoss #PS4share pic.twitter.com/l96uqxKn0n
Sun Mar 09 18:51:23 PDT 2014 --  Come@On guys 219 more followers until this bad boy becomes one of ur own! RT AND FOLLOW THE ORIGINAL TWEET! pic.twitter.com/V89H9QRICz
Sat Mar 08 13:56:56 PST 2014 --  GIVEAWAY!RT AND FOLLOW TO ENTER! WINNER CHOSEN AT 1,000 FOLLOWERS! #PS4share pic.twitter.com/EMd4DDdlQB
Thu Mar 06 12:51:33 PST 2014 --  @EASPORTS_MUT u guys want to increase the reserve limit? How we supposed to hold onto these collectibles if there is no space in reserves?
Wed Mar 05 20:30:08 PST 2014 --  I wonder if somebody ever got Catfished through Christian Mingle.
Wed Mar 05 21:37:23 PST 2014 --  Great Broncos got no good corner! DRC is a free agent and Champ got released
Thu Mar 06 04:50:18 PST 2014 --  Welcome to the Karma Cafe. There are no menus. You get served what you deserve.
Wed Mar 05 19:55:18 PST 2014 --  In releasing Champ Bailey, the #Broncos save $10M on the salary cap. They say goodbye to a maybe their first defensive Hall of Famer.
Wed Mar 05 14:50:57 PST 2014 --  GIVEAWAY: RT & FOLLOW to win these dudes for your secondary. Winner picked Saturday. #PS4share pic.twitter.com/5jbJVt6fIQ
Wed Mar 05 12:20:27 PST 2014 --  You wear a nice shirt once, it gets dirty. You wear a hoodie for 3 months straight, it stays clean.
Tue Mar 04 19:19:39 PST 2014 --  Giveaway! I don't have a real pic just not on, rt and follow me and @OakCliffKid_ to enter.Winner picked Friday pic.twitter.com/HdOToJe1pA
Tue Mar 04 19:50:06 PST 2014 --  Dear snow..if you ain't talking cancellations, i don't wanna talk
Tue Mar 04 19:13:15 PST 2014 --  99 Bret Farve??? @thetexasboy91 @Cullenburgar @EAMaddenNFL
Tue Mar 04 16:30:06 PST 2014 --  Only miss the sun when it starts to snow, Only want Chick fil A when it's freakin' closed.
Tue Mar 04 16:35:04 PST 2014 --  Wishing I could pull something out of these packs #crappacks @WyzaNow
Sun Mar 02 09:10:50 PST 2014 --  THE BEST PACK KNOWN TO MAN @EASPORTS_MUT pic.twitter.com/ZllNMMsnvA
Sat Feb 22 15:15:04 PST 2014 --  At 1,000 Viewers im giving away a Randall Cunningham #PS4 #MUT RT!!! http://www.twitch.tv/shake4ndbake 
Tue Feb 18 18:29:58 PST 2014 --  So if these attributes are accurate I going to have a real disgust with @EASPORTS_MUT for this. #MUT http://www.muthead.com/25/players/compare/3111/1208 …
Mon Feb 17 18:00:43 PST 2014 --  Teacher: Does anyone else have any questions about astronomy? Me: How big is Uranus? Teacher: OUT!
Mon Feb 17 08:44:27 PST 2014 --  Ps4 wager game anyone? Take 3 secs and RT
Sun Feb 16 21:18:33 PST 2014 --  Cap off the night with a Ridiculousssss Randy giveaway. RT for a chance to win M25 Legend Edition Randy Moss. One winner selected in 30mins!
Sun Feb 16 10:52:40 PST 2014 --  Snipe!!!!!!!! #PS4share pic.twitter.com/fL2dWreNV6
Thu Jan 30 15:05:02 PST 2014 --  SUPERBOWL GIVEAWAY! $10 PSN or $10 XBOX Currency! Winner gets to pick! RT&Follow to enter! Winner selected SUNDAY! pic.twitter.com/6NNzbXWQqg
Sat Feb 01 10:46:02 PST 2014 --  RT and follow me in order to win patrick willis john gordon russel wilson winner picked during the super bowl pic.twitter.com/z2fIwLuR7C
Fri Jan 31 10:02:25 PST 2014 --  Retweet if you’re picking the @Broncos to win in the @VerizonWireless Super Bowl Twitter Vote. #WhosGonnaWin pic.twitter.com/HKksAikbCs
Fri Jan 31 09:28:34 PST 2014 --  Back in 2005, @TheSimpsons predicted this year’s Super Bowl matchup. Cue @Broncos fans screaming "WOOHOO!" pic.twitter.com/oZJJyRBvfO
Fri Jan 31 09:35:13 PST 2014 --  Great Prank: Fill your best friends car up with little ping pong balls. When he opens the car door, light his house on fire.
Thu Jan 30 20:30:02 PST 2014 --  I tried committing suicide today. Never doing that shit again I almost killed myself.
Thu Jan 30 08:50:08 PST 2014 --  do not download flappy bird retweet to save a life
Wed Jan 29 15:00:11 PST 2014 --  Retweet if you joined Twitter because your family is on Facebook.
Sun Jan 26 17:17:05 PST 2014 --  Oral sex was illegal in Canada until the year 1969.
Wed Jan 22 15:13:57 PST 2014 --  GIVEAWAY!! $10 PSN or $10 XBOX Currency!! Winner gets to pick which one they want! RT&Follow to enter! pic.twitter.com/uL0cjUSoq3
Sun Jan 19 19:34:07 PST 2014 --  Dual Giveaway with @MUTSgtSampson RT and follow both of us to win, ends friday. Every 50 RTs we add a new player. pic.twitter.com/LEcLCMRfni
Wed Jan 22 13:39:26 PST 2014 --  RT and follow me and @Blasovich5 for a chance to win this card, winner chosen after Super Bowl. S/O for 2x the odds pic.twitter.com/gZ9rosc8eE
Fri Jan 17 17:40:16 PST 2014 --  237 years ago Uncle Sam and Lady Liberty got all bucknasty in the sack. Then Merica was born.
Fri Jan 17 07:50:44 PST 2014 --  Float like a butterfly Sting like a bee Happy 72nd Birthday, Muhammad Ali. pic.twitter.com/6grgVv9zAv
